variant,setups,trades,fill_rate,win_rate,total_r,avg_r,pf,max_dd_r,avg_mae_r,avg_mfe_r,avg_risk_atr,avg_fill_delay_m15,tp,sl,time,worst_year_r,retest_r,wait_hours,confirm_bars,close_loc_min,close_below_limit
confirm_0.25r_4h_8b_cl0.60_below,27,14,51.85185185185185,85.71428571428571,9.912846611858395,0.7080604722755997,5.238475318334236,2.3387765333865964,0.5470521480831049,1.396918988508318,1.6219922191129168,3.2857142857142856,12,2,0,-1.199490021498441,0.25,4.0,8,0.6,True
confirm_0.20r_2h_8b_cl0.60_below,27,16,59.25925925925925,81.25,9.79109144924557,0.6119432155778481,3.828491877066388,2.4504802808024886,0.6731257256037786,1.2897366714057525,1.6941200209698097,2.5,13,3,0,-1.199490021498441,0.2,2.0,8,0.6,True
confirm_0.30r_3h_8b_cl0.60_any,27,13,48.148148148148145,92.3076923076923,9.705461311030215,0.7465739470023242,9.091323093214102,1.1994900214984412,0.5058339534837798,1.4936082444273873,1.2889574974027518,3.3846153846153846,12,1,0,-1.199490021498441,0.3,3.0,8,0.6,False
confirm_0.30r_4h_8b_cl0.60_any,27,13,48.148148148148145,92.3076923076923,9.705461311030215,0.7465739470023242,9.091323093214102,1.1994900214984412,0.5058339534837798,1.4936082444273873,1.2889574974027518,3.3846153846153846,12,1,0,-1.199490021498441,0.3,4.0,8,0.6,False
confirm_0.20r_3h_2b_cl0.60_any,27,9,33.33333333333333,100.0,9.571687743487484,1.0635208603874982,inf,0.0,0.4375325301142267,1.5457555041326703,1.6661606653851075,2.5555555555555554,9,0,0,0.972445835514545,0.2,3.0,2,0.6,False
confirm_0.20r_4h_2b_cl0.60_any,27,9,33.33333333333333,100.0,9.571687743487484,1.0635208603874982,inf,0.0,0.4375325301142267,1.5457555041326703,1.6661606653851075,2.5555555555555554,9,0,0,0.972445835514545,0.2,4.0,2,0.6,False
confirm_0.25r_2h_8b_cl0.75_any,27,14,51.85185185185185,85.71428571428571,9.32661689295469,0.6661869209253349,4.987818741899876,2.3387765333865964,0.5003565646463122,1.4186794071977036,1.4883507881416562,2.2857142857142856,11,2,1,-1.199490021498441,0.25,2.0,8,0.75,False
confirm_0.30r_2h_8b_cl0.60_any,27,12,44.44444444444444,91.66666666666666,9.314084753892129,0.7761737294910107,8.765037296647685,1.1994900214984412,0.5291189026073151,1.5129545505576383,1.3310543672231854,2.75,11,1,0,-1.199490021498441,0.3,2.0,8,0.6,False
confirm_0.30r_2h_8b_cl0.65_any,27,12,44.44444444444444,91.66666666666666,9.305786286620688,0.775482190551724,8.7581189670887,1.1994900214984412,0.5121695539821197,1.5110034664888925,1.304096009705573,2.75,11,1,0,-1.199490021498441,0.3,2.0,8,0.65,False
confirm_0.20r_3h_4b_cl0.60_any,27,16,59.25925925925925,81.25,9.14735722940635,0.5717098268378968,3.642527215083255,2.4504802808024886,0.6967186730841592,1.3362446558842338,1.5861616861577503,3.375,13,3,0,-1.199490021498441,0.2,3.0,4,0.6,False
confirm_0.20r_4h_4b_cl0.60_any,27,16,59.25925925925925,81.25,9.14735722940635,0.5717098268378968,3.642527215083255,2.4504802808024886,0.6967186730841592,1.3362446558842338,1.5861616861577503,3.375,13,3,0,-1.199490021498441,0.2,4.0,4,0.6,False
confirm_0.25r_2h_8b_cl0.60_below,27,13,48.148148148148145,84.61538461538461,9.092112946138377,0.6993933035491059,4.8875509551025,2.3387765333865964,0.5132798156950428,1.3631705216308823,1.6182140711263666,2.6923076923076925,11,2,0,-1.199490021498441,0.25,2.0,8,0.6,True
confirm_0.20r_2h_8b_cl0.75_any,27,16,59.25925925925925,81.25,9.053025925065226,0.5658141203165766,3.614693468104226,2.4512520104370887,0.6466599610219715,1.3185862575790321,1.543250127006523,2.0,12,3,1,-1.199490021498441,0.2,2.0,8,0.75,False
confirm_0.30r_3h_8b_cl0.75_any,27,12,44.44444444444444,91.66666666666666,9.030167669250977,0.7525139724375814,8.528339133634645,1.1994900214984412,0.5390651440573068,1.5281957121626997,1.3134064616041197,3.1666666666666665,11,1,0,-1.199490021498441,0.3,3.0,8,0.75,False
confirm_0.30r_4h_8b_cl0.75_any,27,12,44.44444444444444,91.66666666666666,9.030167669250977,0.7525139724375814,8.528339133634645,1.1994900214984412,0.5390651440573068,1.5281957121626997,1.3134064616041197,3.1666666666666665,11,1,0,-1.199490021498441,0.3,4.0,8,0.75,False
confirm_0.30r_3h_8b_cl0.60_below,27,11,40.74074074074074,90.9090909090909,8.858790701399942,0.8053446092181765,8.385464274503308,1.1994900214984412,0.6049639918660481,1.4749952048759163,1.5009985064029414,3.3636363636363638,10,1,0,-1.199490021498441,0.3,3.0,8,0.6,True
confirm_0.30r_4h_8b_cl0.60_below,27,11,40.74074074074074,90.9090909090909,8.858790701399942,0.8053446092181765,8.385464274503308,1.1994900214984412,0.6049639918660481,1.4749952048759163,1.5009985064029414,3.3636363636363638,10,1,0,-1.199490021498441,0.3,4.0,8,0.6,True
confirm_0.25r_3h_8b_cl0.65_below,27,13,48.148148148148145,84.61538461538461,8.73489751889657,0.6719151937612746,4.7348149317405115,2.3387765333865964,0.5537837823452307,1.365487505448544,1.655752095196236,3.3846153846153846,11,2,0,-1.199490021498441,0.25,3.0,8,0.65,True
confirm_0.25r_4h_8b_cl0.65_below,27,13,48.148148148148145,84.61538461538461,8.73489751889657,0.6719151937612746,4.7348149317405115,2.3387765333865964,0.5537837823452307,1.365487505448544,1.655752095196236,3.3846153846153846,11,2,0,-1.199490021498441,0.25,4.0,8,0.65,True
confirm_0.20r_3h_4b_cl0.65_any,27,13,48.148148148148145,84.61538461538461,8.716546361559994,0.6705035662738457,4.752151476343195,1.3119654985489335,0.7246086261633141,1.3460359027190114,1.674578202988609,2.923076923076923,11,2,0,-1.199490021498441,0.2,3.0,4,0.65,False
confirm_0.20r_4h_4b_cl0.65_any,27,13,48.148148148148145,84.61538461538461,8.716546361559994,0.6705035662738457,4.752151476343195,1.3119654985489335,0.7246086261633141,1.3460359027190114,1.674578202988609,2.923076923076923,11,2,0,-1.199490021498441,0.2,4.0,4,0.65,False
confirm_0.20r_2h_8b_cl0.65_below,27,15,55.55555555555556,80.0,8.612370626649144,0.5741580417766096,3.4874234768337935,2.4512520104370887,0.6873801768907779,1.2560245136622414,1.7275805306706573,2.533333333333333,12,3,0,-1.199490021498441,0.2,2.0,8,0.65,True
confirm_0.20r_2h_2b_cl0.60_any,27,8,29.629629629629626,100.0,8.599241907972939,1.0749052384966173,inf,0.0,0.48198415897666,1.5387272774020686,1.6420345311169464,1.875,8,0,0,0.9731912194858894,0.2,2.0,2,0.6,False
confirm_0.20r_3h_2b_cl0.60_below,27,8,29.629629629629626,100.0,8.46837273276536,1.05854659159567,inf,0.0,0.4501661260426324,1.5572071623068608,1.7341940248538399,2.875,8,0,0,0.972445835514545,0.2,3.0,2,0.6,True
confirm_0.20r_4h_2b_cl0.60_below,27,8,29.629629629629626,100.0,8.46837273276536,1.05854659159567,inf,0.0,0.4501661260426324,1.5572071623068608,1.7341940248538399,2.875,8,0,0,0.972445835514545,0.2,4.0,2,0.6,True
confirm_0.20r_3h_2b_cl0.65_any,27,8,29.629629629629626,100.0,8.393738650525659,1.0492173313157074,inf,0.0,0.4347814835440714,1.5132839086135816,1.7265415198045246,2.625,8,0,0,0.972445835514545,0.2,3.0,2,0.65,False
confirm_0.20r_4h_2b_cl0.65_any,27,8,29.629629629629626,100.0,8.393738650525659,1.0492173313157074,inf,0.0,0.4347814835440714,1.5132839086135816,1.7265415198045246,2.625,8,0,0,0.972445835514545,0.2,4.0,2,0.65,False
confirm_0.20r_3h_8b_cl0.75_below,27,15,55.55555555555556,80.0,8.251173493930828,0.5500782329287219,3.383102579994017,2.4512520104370896,0.6629005423649847,1.2584753705852887,1.7362277856860897,3.2666666666666666,11,3,1,-1.199490021498441,0.2,3.0,8,0.75,True
confirm_0.20r_4h_8b_cl0.75_below,27,15,55.55555555555556,80.0,8.251173493930828,0.5500782329287219,3.383102579994017,2.4512520104370896,0.6629005423649847,1.2584753705852887,1.7362277856860897,3.2666666666666666,11,3,1,-1.199490021498441,0.2,4.0,8,0.75,True
confirm_0.30r_2h_8b_cl0.75_any,27,11,40.74074074074074,90.9090909090909,8.209434003530957,0.7463121821391779,7.844103624368189,1.1994900214984412,0.49842629632361535,1.5002454080034011,1.2808881269373964,2.4545454545454546,10,1,0,-1.199490021498441,0.3,2.0,8,0.75,False
confirm_0.30r_2h_8b_cl0.60_below,27,10,37.03703703703704,90.0,8.038057035679921,0.8038057035679922,7.701228765236851,1.1994900214984412,0.5668511441398614,1.4389298195720095,1.4839875427494282,2.6,9,1,0,-1.199490021498441,0.3,2.0,8,0.6,True
confirm_0.20r_3h_4b_cl0.60_below,27,14,51.85185185185185,78.57142857142857,7.918945898840766,0.5656389927743405,3.287658558385253,2.4504802808024886,0.7065106159745925,1.2706896419480986,1.7209897922534423,3.0714285714285716,11,3,0,-1.199490021498441,0.2,3.0,4,0.6,True
confirm_0.20r_4h_4b_cl0.60_below,27,14,51.85185185185185,78.57142857142857,7.918945898840766,0.5656389927743405,3.287658558385253,2.4504802808024886,0.7065106159745925,1.2706896419480986,1.7209897922534423,3.0714285714285716,11,3,0,-1.199490021498441,0.2,4.0,4,0.6,True
confirm_0.25r_2h_8b_cl0.65_below,27,12,44.44444444444444,83.33333333333334,7.914163853176552,0.6595136544313793,4.383890568508775,2.3387765333865964,0.5177580584466739,1.3263073760763409,1.6544724245510831,2.75,10,2,0,-1.199490021498441,0.25,2.0,8,0.65,True
confirm_0.20r_3h_4b_cl0.65_below,27,12,44.44444444444444,83.33333333333334,7.879511588132496,0.656625965677708,4.391838901776163,1.3119654985489335,0.6991647132018488,1.2641383166114293,1.772381817619471,3.1666666666666665,10,2,0,-1.199490021498441,0.2,3.0,4,0.65,True
confirm_0.20r_4h_4b_cl0.65_below,27,12,44.44444444444444,83.33333333333334,7.879511588132496,0.656625965677708,4.391838901776163,1.3119654985489335,0.6991647132018488,1.2641383166114293,1.772381817619471,3.1666666666666665,10,2,0,-1.199490021498441,0.2,4.0,4,0.65,True
confirm_0.20r_2h_4b_cl0.60_any,27,14,51.85185185185185,78.57142857142857,7.783534836753718,0.555966774053837,3.248540438493965,2.4504802808024886,0.7742260504378881,1.322605757521849,1.6239730128168615,2.5,11,3,0,-1.199490021498441,0.2,2.0,4,0.6,False
confirm_0.20r_2h_4b_cl0.65_any,27,12,44.44444444444444,83.33333333333334,7.7441005260454485,0.6453417105037874,4.333549437641174,1.3119654985489335,0.778166053409027,1.3247071181141385,1.6591955749434604,2.5,10,2,0,-1.199490021498441,0.2,2.0,4,0.65,False
confirm_0.30r_3h_8b_cl0.65_below,27,10,37.03703703703704,90.0,7.680841608438117,0.7680841608438117,7.403422680284547,1.1994900214984412,0.6195063007851059,1.44194189853497,1.5327869740402587,3.5,9,1,0,-1.199490021498441,0.3,3.0,8,0.65,True
confirm_0.30r_4h_8b_cl0.65_below,27,10,37.03703703703704,90.0,7.680841608438117,0.7680841608438117,7.403422680284547,1.1994900214984412,0.6195063007851059,1.44194189853497,1.5327869740402587,3.5,9,1,0,-1.199490021498441,0.3,4.0,8,0.65,True
confirm_0.20r_3h_4b_cl0.75_any,27,12,44.44444444444444,83.33333333333334,7.658522010696844,0.6382101675580704,4.296711045531589,1.3119654985489335,0.7206709201765985,1.3105784435941408,1.660694191814204,2.6666666666666665,9,2,1,-1.199490021498441,0.2,3.0,4,0.75,False
confirm_0.20r_4h_4b_cl0.75_any,27,12,44.44444444444444,83.33333333333334,7.658522010696844,0.6382101675580704,4.296711045531589,1.3119654985489335,0.7206709201765985,1.3105784435941408,1.660694191814204,2.6666666666666665,9,2,1,-1.199490021498441,0.2,4.0,4,0.75,False
confirm_0.25r_3h_8b_cl0.75_below,27,12,44.44444444444444,83.33333333333334,7.514408664983431,0.6262007220819527,4.212965650079623,2.3387765333865964,0.5415377009457228,1.3431212657766913,1.6794307418184065,3.4166666666666665,9,2,1,-1.199490021498441,0.25,3.0,8,0.75,True
confirm_0.25r_4h_8b_cl0.75_below,27,12,44.44444444444444,83.33333333333334,7.514408664983431,0.6262007220819527,4.212965650079623,2.3387765333865964,0.5415377009457228,1.3431212657766913,1.6794307418184065,3.4166666666666665,9,2,1,-1.199490021498441,0.25,4.0,8,0.75,True
confirm_0.20r_2h_2b_cl0.60_below,27,7,25.925925925925924,100.0,7.495926897250817,1.0708466996072594,inf,0.0,0.5027727870180427,1.5508108543539145,1.7163403513286177,2.142857142857143,7,0,0,0.9731912194858894,0.2,2.0,2,0.6,True
confirm_0.20r_2h_2b_cl0.65_any,27,7,25.925925925925924,100.0,7.421292815011114,1.0601846878587307,inf,0.0,0.4851903384482587,1.5006128501330243,1.7075946312722574,1.8571428571428572,7,0,0,0.9731912194858894,0.2,2.0,2,0.65,False
confirm_0.25r_2h_2b_cl0.60_any,27,7,25.925925925925924,100.0,7.411359285284895,1.0587656121835565,inf,0.0,0.46802542017276966,1.488847262002009,1.5934879693651638,2.142857142857143,7,0,0,0.9731912194858894,0.25,2.0,2,0.6,False
confirm_0.25r_3h_2b_cl0.60_any,27,7,25.925925925925924,100.0,7.411359285284895,1.0587656121835565,inf,0.0,0.46802542017276966,1.488847262002009,1.5934879693651638,2.142857142857143,7,0,0,0.9731912194858894,0.25,3.0,2,0.6,False
confirm_0.25r_4h_2b_cl0.60_any,27,7,25.925925925925924,100.0,7.411359285284895,1.0587656121835565,inf,0.0,0.46802542017276966,1.488847262002009,1.5934879693651638,2.142857142857143,7,0,0,0.9731912194858894,0.25,4.0,2,0.6,False
confirm_0.20r_3h_2b_cl0.75_any,27,7,25.925925925925924,100.0,7.398012378775123,1.0568589112535889,inf,0.0,0.48522033957896943,1.557877392400256,1.720654802242135,2.7142857142857144,7,0,0,0.972445835514545,0.2,3.0,2,0.75,False
confirm_0.20r_4h_2b_cl0.75_any,27,7,25.925925925925924,100.0,7.398012378775123,1.0568589112535889,inf,0.0,0.48522033957896943,1.557877392400256,1.720654802242135,2.7142857142857144,7,0,0,0.972445835514545,0.2,4.0,2,0.75,False
confirm_0.20r_3h_2b_cl0.65_below,27,7,25.925925925925924,100.0,7.290423639803537,1.0414890914005053,inf,0.0,0.4488268722379414,1.521732718595644,1.8129197669715642,3.0,7,0,0,0.972445835514545,0.2,3.0,2,0.65,True
confirm_0.20r_4h_2b_cl0.65_below,27,7,25.925925925925924,100.0,7.290423639803537,1.0414890914005053,inf,0.0,0.4488268722379414,1.521732718595644,1.8129197669715642,3.0,7,0,0,0.972445835514545,0.2,4.0,2,0.65,True
confirm_0.25r_3h_4b_cl0.60_any,27,12,44.44444444444444,83.33333333333334,7.182955938626355,0.5985796615521962,4.071245087372793,2.3387765333865964,0.5621757103833999,1.3360185323709384,1.4348466561974351,3.3333333333333335,10,2,0,-1.199490021498441,0.25,3.0,4,0.6,False
confirm_0.25r_4h_4b_cl0.60_any,27,12,44.44444444444444,83.33333333333334,7.182955938626355,0.5985796615521962,4.071245087372793,2.3387765333865964,0.5621757103833999,1.3360185323709384,1.4348466561974351,3.3333333333333335,10,2,0,-1.199490021498441,0.25,4.0,4,0.6,False
confirm_0.30r_3h_4b_cl0.60_any,27,10,37.03703703703704,90.0,7.120746310808957,0.7120746310808956,6.93647815586952,1.1994900214984412,0.543965405676442,1.3985488272216802,1.3277591549552428,3.5,9,1,0,-1.199490021498441,0.3,3.0,4,0.6,False
confirm_0.30r_4h_4b_cl0.60_any,27,10,37.03703703703704,90.0,7.120746310808957,0.7120746310808956,6.93647815586952,1.1994900214984412,0.543965405676442,1.3985488272216802,1.3277591549552428,3.5,9,1,0,-1.199490021498441,0.3,4.0,4,0.6,False
confirm_0.20r_2h_4b_cl0.60_below,27,13,48.148148148148145,76.92307692307693,6.946500063326221,0.5343461587174017,3.006734295661523,2.4504802808024886,0.7545560864945796,1.2452056668689149,1.7103605655398306,2.6923076923076925,10,3,0,-1.199490021498441,0.2,2.0,4,0.6,True
confirm_0.20r_2h_4b_cl0.65_below,27,11,40.74074074074074,81.81818181818183,6.907065752617951,0.6279150684198137,3.9732368630741424,1.3119654985489335,0.7552779144734024,1.2334253164872424,1.76449200653666,2.727272727272727,9,2,0,-1.199490021498441,0.2,2.0,4,0.65,True
confirm_0.30r_2h_8b_cl0.65_below,27,9,33.33333333333333,88.88888888888889,6.860107942718097,0.7622342158575663,6.71918717101809,1.1994900214984412,0.5787745043025717,1.3981966586038572,1.5174179552738347,2.6666666666666665,8,1,0,-1.199490021498441,0.3,2.0,8,0.65,True
confirm_0.20r_3h_4b_cl0.75_below,27,11,40.74074074074074,81.81818181818183,6.8214872372693485,0.6201352033881226,3.936398470964557,1.3119654985489335,0.6925559509471166,1.2180122170108811,1.766126861304744,2.909090909090909,8,2,1,-1.199490021498441,0.2,3.0,4,0.75,True
confirm_0.20r_4h_4b_cl0.75_below,27,11,40.74074074074074,81.81818181818183,6.8214872372693485,0.6201352033881226,3.936398470964557,1.3119654985489335,0.6925559509471166,1.2180122170108811,1.766126861304744,2.909090909090909,8,2,1,-1.199490021498441,0.2,4.0,4,0.75,True
confirm_0.25r_2h_4b_cl0.60_any,27,11,40.74074074074074,81.81818181818183,6.791579381488267,0.6174163074080243,3.9039026536040717,2.3387765333865964,0.5926994509635857,1.3427972561442625,1.4940331649828793,2.6363636363636362,9,2,0,-1.199490021498441,0.25,2.0,4,0.6,False
confirm_0.30r_2h_4b_cl0.60_any,27,9,33.33333333333333,88.88888888888889,6.72936975367087,0.7477077504078744,6.610192359303104,1.1994900214984412,0.5792488325292293,1.413781744594714,1.388199609999431,2.6666666666666665,8,1,0,-1.199490021498441,0.3,2.0,4,0.6,False
confirm_0.25r_2h_8b_cl0.75_below,27,11,40.74074074074074,81.81818181818183,6.693674999263413,0.6085159090239466,3.8620412868478864,2.3387765333865964,0.5011236311109782,1.2983460119459376,1.6801873417166187,2.727272727272727,8,2,1,-1.199490021498441,0.25,2.0,8,0.75,True
confirm_0.20r_2h_4b_cl0.75_any,27,11,40.74074074074074,81.81818181818183,6.686076175182301,0.6078251068347545,3.8781090068295687,1.3119654985489335,0.7787392311731292,1.284087273195655,1.6426509602036412,2.1818181818181817,8,2,1,-1.199490021498441,0.2,2.0,4,0.75,False
confirm_0.30r_3h_8b_cl0.75_below,27,9,33.33333333333333,88.88888888888889,6.584489325348386,0.7316099250387096,6.489407337564035,1.1994900214984412,0.6146352910694879,1.4211196528356,1.5298318911385635,3.2222222222222223,8,1,0,-1.199490021498441,0.3,3.0,8,0.75,True
confirm_0.30r_4h_8b_cl0.75_below,27,9,33.33333333333333,88.88888888888889,6.584489325348386,0.7316099250387096,6.489407337564035,1.1994900214984412,0.6146352910694879,1.4211196528356,1.5298318911385635,3.2222222222222223,8,1,0,-1.199490021498441,0.3,4.0,8,0.75,True
confirm_0.20r_2h_8b_cl0.75_below,27,13,48.148148148148145,76.92307692307693,6.457993992696265,0.49676876866894343,2.8651967695141214,2.4512520104370887,0.6827304743947766,1.1876538602220668,1.7317799156017597,2.3076923076923075,9,3,1,-1.199490021498441,0.2,2.0,8,0.75,True
confirm_0.20r_2h_2b_cl0.75_any,27,6,22.22222222222222,100.0,6.425566543260578,1.0709277572100964,inf,0.0,0.5524371463063377,1.5505267381373846,1.6975689793607585,1.8333333333333333,6,0,0,0.9731912194858894,0.2,2.0,2,0.75,False
confirm_0.20r_2h_2b_cl0.65_below,27,6,22.22222222222222,100.0,6.317977804288992,1.052996300714832,inf,0.0,0.5099781010751383,1.5083579520320038,1.805211438211759,2.1666666666666665,6,0,0,0.9731912194858894,0.2,2.0,2,0.65,True
confirm_0.25r_2h_2b_cl0.60_below,27,6,22.22222222222222,100.0,6.308044274562773,1.0513407124271288,inf,0.0,0.4899523630870677,1.4946314325458196,1.6720869993201497,2.5,6,0,0,0.9731912194858894,0.25,2.0,2,0.6,True
confirm_0.25r_3h_2b_cl0.60_below,27,6,22.22222222222222,100.0,6.308044274562773,1.0513407124271288,inf,0.0,0.4899523630870677,1.4946314325458196,1.6720869993201497,2.5,6,0,0,0.9731912194858894,0.25,3.0,2,0.6,True
confirm_0.25r_4h_2b_cl0.60_below,27,6,22.22222222222222,100.0,6.308044274562773,1.0513407124271288,inf,0.0,0.4899523630870677,1.4946314325458196,1.6720869993201497,2.5,6,0,0,0.9731912194858894,0.25,4.0,2,0.6,True
confirm_0.20r_3h_2b_cl0.75_below,27,6,22.22222222222222,100.0,6.294697368052999,1.049116228008833,inf,0.0,0.5100131023943008,1.5751665846771077,1.8204483043432829,3.1666666666666665,6,0,0,0.972445835514545,0.2,3.0,2,0.75,True
confirm_0.20r_4h_2b_cl0.75_below,27,6,22.22222222222222,100.0,6.294697368052999,1.049116228008833,inf,0.0,0.5100131023943008,1.5751665846771077,1.8204483043432829,3.1666666666666665,6,0,0,0.972445835514545,0.2,4.0,2,0.75,True
