symbol,timeframe,strategy,family,signal_time,direction,v_start_i,v_extreme_i,v_start,v_extreme,v_move_atr,v_move_bars,v_recovery_bars,v_recovery_to_drop_bars,v_drop_speed_atr_per_bar,v_recovery_speed_atr_per_bar,fib_ratio,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,wave1,wave3,wave2_retrace,wave4_retrace,year
CHFJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,7919.0,7925.0,123.03,121.941,3.9620292092262783,6.0,4.0,0.6666666666666666,0.660338201537713,1.1060210097380938,1.1166207529843852,123.03,,123.158,121.87228521128364,125.72642957743268,,125.72642957743268,TP,284,1.2857147887163478,1.9976666675795107,1.982111118109649,,,,,2015
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,14805.0,14822.0,191.44,189.5,7.807290569881474,17.0,16.0,0.9411764705882352,0.4592523864636161,0.4980166020736229,1.0206185567010269,191.44,,191.46,189.43787857699687,195.56424284600624,,189.43787857699687,SL,1,2.022121423003142,-1.0,-1.009890602894795,,,,,2015
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,9061.0,9070.0,95.78,94.948,3.835531888407409,9.0,5.0,0.5555555555555556,0.4261702098230454,0.954272957812902,1.243990384615386,95.78,,95.984,94.89377023316408,98.16145953367185,,94.89377023316408,SL,144,1.090229766835904,-1.0,-1.0114654730408494,,,,,2015
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,9237.0,9248.0,135.02,133.29,4.457579070344668,11.0,8.0,0.7272727272727273,0.4052344609404243,0.5926261191787657,1.0635838150288923,135.02,,135.12,133.19297423934051,139.00405152131896,,133.19297423934051,SL,931,1.9270257606594896,-1.0,-1.0064866802796195,,,,,2015
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,10496.0,10507.0,85.486,83.334,5.2183207521501895,11.0,6.0,0.5454545454545454,0.4743927956500172,0.8850776368656209,1.0176579925650542,85.486,,85.522,83.23090169969366,90.11019660061268,,83.23090169969366,SL,241,2.291098300306345,-1.0,-1.0054558985960216,,,,,2015
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,16384.0,16395.0,186.37,184.22,4.617119306359267,11.0,8.0,0.7272727272727273,0.4197381187599333,0.5959305151231128,1.0325581395348804,186.37,,186.45,184.10358542105257,191.1128291578949,,184.10358542105257,SL,192,2.3464145789474458,-1.0,-1.0085236429143538,,,,,2015
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,17247.0,17254.0,185.98,184.56,3.696133023727324,7.0,4.0,0.5714285714285714,0.5280190033896178,1.0867151671874369,1.1760563380281706,185.98,,186.25,184.46395367327932,189.76209265344133,,184.46395367327932,SL,113,1.7860463267206796,-1.0,-1.0111979178259634,,,,,2015
CHFJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,12727.0,12740.0,116.793,115.34,4.596822119166598,13.0,12.0,0.9230769230769232,0.3536017014743537,0.423932666186042,1.1066758430832668,116.793,,116.94,115.26097801685964,120.32204396628067,,115.26097801685964,SL,341,1.6790219831403448,-1.0,-1.0119116963332448,,,,,2016
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,12468.0,12481.0,127.69,126.19,4.872368091100616,13.0,12.0,0.9230769230769232,0.3747975454692782,0.4276856435521646,1.053333333333332,127.69,,127.78,126.1130353715096,131.08392925698075,,131.08392925698075,TP,118,1.6669646284903905,1.9820032174124789,1.974504558001026,,,,,2016
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,19515.0,19525.0,161.01,159.01,3.880227442733797,10.0,6.0,0.6,0.3880227442733797,0.6887403710852475,1.0649999999999975,161.01,,161.13,158.8811415742043,165.65771685159137,,158.8811415742043,SL,61,2.248858425795703,-1.0,-1.0088934011010076,,,,,2016
XAUUSD,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,13710.0,13720.0,1241.58,1227.649,3.623756951514104,10.0,6.0,0.6,0.3623756951514104,0.7167222970644791,1.186705907687898,1241.58,,1244.181,1226.68791181263,1279.1671763747404,,1279.1671763747404,TP,179,17.493088187370176,2.0,1.979992097664446,,,,,2016
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,20122.0,20134.0,158.34,156.5,4.497203048229205,12.0,5.0,0.4166666666666667,0.3747669206857671,0.9189936663772684,1.0217391304347785,158.34,,158.41,156.39771420256838,162.34457159486325,,162.34457159486325,TP,54,2.012285797431616,1.9552747427254744,1.9453357966644775,,,,,2016
CHFJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,14299.0,14311.0,113.632,112.129,5.3327816825136365,12.0,12.0,1.0,0.444398473542803,0.4999852420232034,1.1250831669993269,113.632,,113.819,112.0585395869604,117.3429208260792,,112.0585395869604,SL,86,1.7604604130396098,-1.0,-1.0113606644329356,,,,,2016
CHFJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,14912.0,14923.0,111.177,110.463,3.968405956750522,11.0,10.0,0.9090909090909092,0.3607641778864111,0.4574227034181583,1.15266106442576,111.177,,111.286,110.41801972279414,113.02196055441172,,110.41801972279414,SL,54,0.8679802772058594,-1.0,-1.0230419982172785,,,,,2016
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,14678.0,14683.0,124.12,123.39,3.834476413702338,5.0,5.0,1.0,0.7668952827404677,0.7879061124045857,1.027397260273967,124.12,,124.15,123.34240549678496,125.7351890064301,,123.34240549678496,SL,1,0.8075945032150571,-1.0,-1.0154780647344994,,,,,2016
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,25897.0,25904.0,138.68,137.73,3.6867385922663463,7.0,5.0,0.7142857142857143,0.5266769417523353,1.0788561354210917,1.463157894736831,138.68,,139.09,137.66557991865812,142.02884016268376,,137.66557991865812,SL,61,1.4244200813418786,-1.0,-1.0140408017704583,,,,,2017
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,20414.0,20423.0,123.65,122.91,3.843076905221596,9.0,5.0,0.5555555555555556,0.4270085450246217,0.8517089357518104,1.1081081081081046,123.65,,123.72,122.86186148896768,125.46627702206465,,125.46627702206465,TP,159,0.8581385110323083,2.0349593913037727,2.020392978260555,,,,,2017
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,20924.0,20933.0,84.19,83.602,3.7247192136900273,9.0,9.0,1.0,0.413857690410003,0.5257681883269991,1.2704081632653192,84.19,,84.348,83.56253393784431,85.9219321243114,,83.56253393784431,SL,41,0.7854660621556917,-1.0,-1.015914118511604,,,,,2017
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,21680.0,21687.0,112.076,111.461,4.305638567385577,7.0,6.0,0.8571428571428571,0.6150912239122253,0.8821308284399794,1.2292682926829377,112.076,,112.215,111.42529101105592,113.80041797788816,,113.80041797788816,TP,179,0.7897089889440849,2.007597735474695,1.994934843016852,,,,,2017
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,22107.0,22117.0,129.62,128.91,3.9041799180654113,10.0,10.0,1.0,0.3904179918065411,0.4783995110868855,1.225352112676049,129.62,,129.78,128.86453590671405,131.6109281865719,,128.86453590671405,SL,56,0.915464093285948,-1.0,-1.0136542766577783,,,,,2017
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,29205.0,29213.0,148.55,147.83,3.6533250123482937,8.0,8.0,1.0,0.4566656265435367,0.5708320331794073,1.2499999999999705,148.55,,148.72,147.78072981478746,150.62854037042504,,147.78072981478746,SL,17,0.9392701852125356,-1.0,-1.0212931277015422,,,,,2017
XAUUSD,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,24982.0,24995.0,1325.698,1313.938,4.581078857765832,13.0,12.0,0.9230769230769232,0.3523906813666025,0.4132774584624208,1.0825680272108846,1325.698,,1326.678,1313.2962297770282,1353.414540445944,,1313.2962297770282,SL,57,13.381770222971909,-1.0,-1.0261549850407166,,,,,2018
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,26467.0,26475.0,82.186,81.251,4.294842900339847,8.0,8.0,1.0,0.5368553625424809,0.5787702732008738,1.0780748663101531,82.186,,82.255,81.19657426070661,84.38385147858678,,81.19657426070661,SL,567,1.0584257392933836,-1.0,-1.0118099924594934,,,,,2018
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,32100.0,32110.0,150.08,148.77,4.42403642957454,10.0,6.0,0.6,0.442403642957454,0.7992534007628219,1.0839694656488434,150.08,,150.2,148.69597258064815,153.1780548387037,,153.1780548387037,TP,154,1.5040274193518428,1.9800535551320593,1.9667559252200988,,,,,2018
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,27007.0,27017.0,109.272,108.757,3.976281907338289,10.0,7.0,0.7,0.3976281907338289,0.5945120521651431,1.0466019417475745,109.272,,109.295,108.72462050503452,110.43875898993096,,110.43875898993096,TP,153,0.5703794949654792,2.0052596561175395,1.987727469059174,,,,,2018
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,28404.0,28414.0,111.083,110.59,3.701531353991241,10.0,9.0,0.9,0.370153135399124,0.5147272583756102,1.251521298174435,111.083,,111.207,110.55670297014584,112.50759405970832,,110.55670297014584,SL,263,0.6502970298541584,-1.0,-1.0153775883033536,,,,,2018
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,28593.0,28599.0,129.49,128.62,3.6178103721548647,6.0,6.0,1.0,0.6029683953591441,0.8594032301670579,1.425287356321842,129.49,,129.87,128.55988076277464,132.46023847445076,,128.55988076277464,SL,30,1.310119237225365,-1.0,-1.0095411162929426,,,,,2018
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,34721.0,34733.0,144.2,142.61,5.5410942558457155,12.0,10.0,0.8333333333333334,0.4617578546538096,0.5680492853477127,1.0251572327044158,144.2,,144.19,142.53826326684833,147.64347346630336,,147.64347346630336,TP,159,1.6517367331516652,2.090813503743917,2.078705036578075,,,,,2018
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,29310.0,29321.0,80.599,79.778,4.576963384118244,11.0,5.0,0.4545454545454545,0.4160875803743858,1.028004930610723,1.1230207064555413,80.599,,80.7,79.73315585710994,82.63368828578014,,79.73315585710994,SL,396,0.9668441428900678,-1.0,-1.0129286608311283,,,,,2018
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,29803.0,29810.0,128.82,127.76,3.533295470499865,7.0,4.0,0.5714285714285714,0.504756495785695,0.95832306393275,1.0849056603773626,128.82,,128.92,127.68499919629916,131.36000160740164,,127.68499919629916,SL,304,1.2350008037008138,-1.0,-1.0101214509031338,,,,,2018
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,33415.0,33426.0,110.034,109.493,4.075318353925298,11.0,8.0,0.7272727272727273,0.3704834867204817,0.5282471341386493,1.0369685767097885,110.034,,110.103,109.4598124086871,111.2423751826258,,109.4598124086871,SL,93,0.6431875913128948,-1.0,-1.0155475636269329,,,,,2019
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,39515.0,39524.0,136.45,135.76,3.6850708270887393,9.0,5.0,0.5555555555555556,0.409452314120971,0.8972346361607432,1.217391304347835,136.45,,136.59,135.71318950215775,138.3736209956845,,135.71318950215775,SL,224,0.8768104978422571,-1.0,-1.0228099458767883,,,,,2019
XAUUSD,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,33140.0,33157.0,1434.258,1400.418,6.112326638354418,17.0,4.0,0.2352941176470588,0.3595486257855539,1.7150278200701825,1.1223404255319107,1434.258,,1438.408,1399.0339116649764,1517.126176670047,,1517.126176670047,TP,161,39.37408833502354,1.999238077597005,1.9903489828953809,,,,,2019
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,35403.0,35412.0,74.202,73.801,3.791547344786593,9.0,9.0,1.0,0.4212830383096215,0.4822167445988015,1.1446384039900437,74.202,,74.266,73.77455960749433,75.23088078501137,,73.77455960749433,SL,45,0.4914403925056803,-1.0,-1.0254354346744996,,,,,2019
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,35656.0,35666.0,121.02,120.57,3.97483547556738,10.0,4.0,0.4,0.397483547556738,1.0157912882005635,1.0222222222222337,121.02,,121.01,120.54169694174978,122.00660611650044,,120.54169694174978,SL,44,0.4683030582502283,-1.0,-1.0266921169524148,,,,,2019
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,36052.0,36062.0,120.38,119.92,3.5978655328006957,10.0,10.0,1.0,0.3597865532800695,0.3754294469009503,1.043478260869588,120.38,,120.41,119.88803660421672,121.4239267915666,,119.88803660421672,SL,23,0.5219633957832883,-1.0,-1.0239480394620974,,,,,2019
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,45842.0,45854.0,133.92,132.92,4.536011525822738,12.0,12.0,1.0,0.3780009604852281,0.3893409892997854,1.0300000000000011,133.92,,133.94,132.8648855015961,136.12022899680778,,136.12022899680778,TP,315,1.0751144984039058,2.027904004684627,2.0093013348948756,,,,,2020
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,41492.0,41496.0,77.472,76.77,3.96445629799198,4.0,4.0,1.0,0.9911140744979948,1.0320575334160182,1.0413105413105566,77.472,,77.501,76.72573163460298,79.05153673079406,,76.72573163460298,SL,41,0.7752683653970251,-1.0,-1.0161234490634572,,,,,2020
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,42449.0,42458.0,104.503,104.025,3.9511343749226344,9.0,5.0,0.5555555555555556,0.4390149305469593,1.09276143172548,1.3828451882845378,104.503,,104.686,103.99475552115908,106.06848895768186,,103.99475552115908,SL,113,0.6912444788409289,-1.0,-1.0144666616603706,,,,,2020
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,42879.0,42888.0,104.646,104.145,3.766355146214527,9.0,4.0,0.4444444444444444,0.4184839051349474,0.9885742549445418,1.0499001996008093,104.646,,104.672,104.11174503727406,105.7895099254519,,104.11174503727406,SL,58,0.560254962725935,-1.0,-1.0178490163680758,,,,,2020
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,43126.0,43135.0,77.943,77.385,4.00247191989726,9.0,4.0,0.4444444444444444,0.4447191022108066,1.1709740876760353,1.170250896057348,77.943,,78.042,77.3501465387411,79.41370692251779,,79.41370692251779,TP,344,0.6918534612589013,1.982655286600461,1.9645878768093132,,,,,2020
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,43870.0,43878.0,80.099,79.605,3.804061542322849,8.0,5.0,0.625,0.4755076927903561,0.8948015206840437,1.1761133603238934,80.099,,80.185,79.57253469978707,81.41293060042588,,79.57253469978707,SL,35,0.6124653002129321,-1.0,-1.02040931950862,,,,,2021
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,44295.0,44307.0,128.91,128.37,4.34988812416618,12.0,12.0,1.0,0.3624906770138484,0.422905789849493,1.1666666666666754,128.91,,129.03,128.33896471905794,130.32207056188412,,130.32207056188412,TP,165,0.6910352809420601,1.8697606294756617,1.8516718280139648,,,,,2021
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,45749.0,45766.0,131.35,130.04,7.532810116906169,17.0,14.0,0.8235294117647058,0.4431064774650687,0.5503798013442898,1.0229007633587794,131.35,,131.37,129.99652352907913,134.14695294184173,,129.99652352907913,SL,298,1.3734764709208775,-1.0,-1.0091009931838204,,,,,2021
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,46120.0,46132.0,130.87,130.44,4.208456037966379,12.0,11.0,0.9166666666666666,0.3507046698305316,0.3914842826015154,1.0232558139534669,130.87,,130.87,130.4144561903391,131.81108761932177,,130.4144561903391,SL,12,0.4555438096608952,-1.0,-1.027439731887244,,,,,2021
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,46874.0,46885.0,80.601,79.839,4.544886519863612,11.0,10.0,0.9090909090909092,0.4131715018057829,0.4926609272188156,1.0839895013123453,80.601,,80.665,79.79708476203588,82.40083047592826,,79.79708476203588,SL,457,0.8679152379641266,-1.0,-1.0144023280767716,,,,,2021
SILVER,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,46012.0,46024.0,23.442,22.997,4.789231401256351,12.0,12.0,1.0,0.3991026167713626,0.4448424672327982,1.11460674157303,23.442,,23.492,22.97377080293702,24.53145839412596,,24.53145839412596,TP,79,0.5182291970629826,2.005788944384059,1.938251259903216,,,,,2021
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,50812.0,50818.0,136.73,135.93,3.8922723137904662,6.0,6.0,1.0,0.6487120522984111,0.6892565555670719,1.0625000000000155,136.73,,136.79,135.87861613374497,138.58276773251006,,135.87861613374497,SL,17,0.9113838662550222,-1.0,-1.0137154062769975,,,,,2022
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,51614.0,51625.0,137.94,136.79,4.19538386794441,11.0,6.0,0.5454545454545454,0.3813985334494918,0.790434641786631,1.1304347826087,137.94,,138.1,136.72147230168932,140.82705539662138,,140.82705539662138,TP,93,1.378527698310677,1.9782376516360631,1.969170006484423,,,,,2022
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,57793.0,57803.0,164.06,162.89,4.074008037147106,10.0,7.0,0.7,0.4074008037147106,0.7262578430079032,1.2478632478632377,164.06,,164.34,162.81820338169857,167.41359323660285,,167.41359323660285,TP,44,1.5217966183014369,2.0197135409812237,2.0065711803270747,,,,,2022
GBPJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,58768.0,58785.0,162.17,159.42,6.51004643263152,17.0,17.0,1.0,0.3829439078018541,0.4261121301358816,1.1127272727272737,162.17,,162.51,159.31439399440316,168.81121201119365,,159.31439399440316,SL,868,3.1956060055968294,-1.0,-1.006258593820688,,,,,2022
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,54200.0,54208.0,96.234,94.737,4.7945227592958926,8.0,5.0,0.625,0.5993153449119866,1.0312867925806797,1.0754843019372071,96.234,,96.348,94.65894217885932,99.72311564228134,,94.65894217885932,SL,0,1.689057821140679,-1.0,-1.0074005755419,,,,,2022
XAUUSD,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,52844.0,52858.0,1804.298,1778.418,5.276248214971842,14.0,11.0,0.7857142857142857,0.3768748724979887,0.5183949085737035,1.0807573415765035,1804.298,,1806.398,1777.1917498812809,1864.780500237438,,1777.1917498812809,SL,13,29.206250118719023,-1.0,-1.0119837363090929,,,,,2022
AUDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,55443.0,55449.0,91.87,91.018,3.526852356978399,6.0,4.0,0.6666666666666666,0.5878087261630666,0.9686425487475768,1.0985915492957612,91.87,,91.951,90.95760620450172,93.94678759099656,,90.95760620450172,SL,264,0.993393795498278,-1.0,-1.0125831267082948,,,,,2022
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,56540.0,56545.0,141.57,139.12,4.1560053657196665,5.0,5.0,1.0,0.8312010731439333,0.8786982773235918,1.0571428571428634,141.57,,141.72,138.97262290442353,147.18475419115296,,138.97262290442353,SL,36,2.747377095576468,-1.0,-1.0045497940636234,,,,,2023
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,59710.0,59720.0,158.26,157.76,3.5078251634225186,10.0,9.0,0.9,0.3507825163422519,0.4599148547598439,1.1800000000000068,158.26,,158.34,157.7243653847679,159.60126923046417,,157.7243653847679,SL,16,0.6156346152320964,-1.0,-1.0203042514028813,,,,,2023
SILVER,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,57397.0,57415.0,23.585,22.799,8.543284391237373,18.0,17.0,0.9444444444444444,0.4746269106242985,0.5409084414748395,1.0763358778625938,23.585,,23.644,22.7759994780694,25.383001043861196,,22.7759994780694,SL,62,0.8680005219305968,-1.0,-1.0403225563991063,,,,,2023
USDJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,61039.0,61047.0,149.788,149.32,3.652283088436805,8.0,5.0,0.625,0.4565353860546006,0.753868688767062,1.0320512820512515,149.788,,149.806,149.28796524333768,150.83306951332463,,149.28796524333768,SL,90,0.5180347566623311,-1.0,-1.0193037240675131,,,,,2023
SILVER,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,58084.0,58088.0,23.003,22.527,3.728924913837017,4.0,4.0,1.0,0.9322312284592542,0.9988191733491988,1.0714285714285694,23.003,,23.033,22.49508731665301,24.120825366693985,,22.49508731665301,SL,79,0.5379126833469954,-1.0,-1.0650663222555443,,,,,2023
XAUUSD,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,58537.0,58549.0,1985.085,1965.355,4.938587656627433,12.0,9.0,0.75,0.4115489713856194,0.5846095204274847,1.065382665990875,1985.085,,1986.355,1964.3562326715755,2030.412534656849,,2030.412534656849,TP,122,21.998767328424492,2.0027274255463587,1.9868174431925791,,,,,2023
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,62371.0,62384.0,163.18,162.54,4.672119470557776,13.0,8.0,0.6153846153846154,0.3593938054275212,0.6752672672290463,1.1562499999999876,163.18,,163.27,162.50575430037517,164.82849139924966,,162.50575430037517,SL,64,0.764245699624837,-1.0,-1.01635599651542,,,,,2024
XAUUSD,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,61744.0,61754.0,2374.805,2353.305,3.5017029758218827,10.0,7.0,0.7,0.3501702975821882,0.5135055460225217,1.0265116279069844,2374.805,,2374.968,2351.7700325749747,2422.5849348500506,,2351.7700325749747,SL,10,23.197967425025126,-1.0,-1.015087528729881,,,,,2024
EURJPY,H1,VFIB_100_BODY60_LONG_STRICTV_RR2,V字フィボ,,long,64635.0,64647.0,174.49,173.49,4.221745845056325,12.0,6.0,0.5,0.3518121537546937,0.7739867382603222,1.0999999999999943,174.49,,174.6,173.43078279243343,176.90843441513314,,173.43078279243343,SL,75,1.169217207566561,-1.0,-1.0106909134753537,,,,,2024
