symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year,entry_year,rule_name
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2020-03-18 12:00:00,long,rebreak,9966,9972,9978,108.501,105.146,3.727132659248582,6,0.6211887765414303,6,1.0,12,0.9794336810730244,0.618,0.8,108.432,2020-03-18 16:00:00,108.433,104.92096105540575,115.45407788918848,2020-04-28 16:00:00,106.856,max_hold,180,3.512038944594238,-0.4490269113978206,-0.4518742602335683,Research_2015_2024,107.276,108.502,107.276,108.432,0.9001557783769353,0.9429037520391572,106.84981247826803,106.36372119066604,107.76365213788874,1.04315699225556,64.91970598903305,16.875300868344386,3.464352790449965,0.9670097790978324,108.501,108.501,False,False,0.9533138779989082,0.9442386176800902,85.31746031746032,0.9429037520391572,1.94521886329187,0.5760571801302774,0.4905258383394322,0.0855313417908451,0.033087233544152,97.91418355184764,86.6267700695655,73.2156537833364,2.088236955580247,-2.0858164481523627,45.989864582550375,100.0,8.0,107.3645,106.007,106.68575,104.841,106.84981247826803,0.9394204758049768,0.8660881976124912,2020-03,2020,2020,T5_MORE_TRADES_ADX30
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2020-04-09 12:00:00,long,rebreak,9993,9995,9996,15.532,14.4,4.701301734224953,2,2.3506508671124764,1,0.5,14,0.8568904593639568,0.618,0.8,15.37,2020-04-09 16:00:00,15.371,14.339803906237332,17.430392187525335,2020-05-18 08:00:00,17.430392187525335,TP,160,1.0311960937626683,1.997090757016878,1.9631495888804755,Research_2015_2024,15.112,15.491,15.071,15.37,0.2407843750506728,0.6142857142857123,14.972407461837747,14.659804187736745,15.122797082273696,0.8357281489247117,70.0374206319958,15.949312272178,2.9929018860408636,0.9596582991089372,15.532,15.532,False,False,0.2559609561646942,0.940707437019198,45.23809523809524,0.7119047619047608,2.6413674054479395,0.1754843850751921,0.1780953693191126,-0.0026109842439205,0.0260309078795367,81.8045112781954,79.62868544752429,60.93937353402733,2.809364548494986,-18.1954887218046,53.08143770284745,36.0,12.0,15.173,14.8825,15.02775,14.6625,14.972407461837747,0.9128097370090744,0.7482254715102159,2020-04,2020,2020,T5_MORE_TRADES_ADX30
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2020-07-16 12:00:00,long,rebreak,11972,11978,11983,135.44,133.96,3.948083008558404,6,0.658013834759734,5,0.8333333333333334,12,0.7499999999999952,0.618,0.8,135.07,2020-07-16 16:00:00,135.06,133.86628363203158,137.47743273593682,2020-07-31 08:00:00,137.47743273593682,TP,66,1.1937163679684204,2.025131598095643,2.0083771993652144,Research_2015_2024,134.41,135.13,134.39,135.07,0.3748654718737523,0.8918918918918763,134.6602809470092,134.59892997441924,134.16127375737446,-0.2047291368948605,57.9092596320092,15.411983270660716,2.8442739120734375,0.9023559555544804,135.44,135.89,False,False,0.3627715294958638,1.0333376282165672,18.253968253968253,0.9189189189189167,2.9343860198744944,-0.051700326071483,-0.0565576875735414,0.0048573615020584,0.0403118901991127,94.87179487179462,53.94809064533792,55.81973956138077,0.2300385871178312,-5.128205128205377,55.93477162002265,28.0,52.0,134.57999999999998,134.7,134.925,134.64,134.6602809470092,0.7732440593573702,0.7110684780183594,2020-07,2020,2020,T5_MORE_TRADES_ADX30
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2020-07-20 08:00:00,long,stagnation+rebreak,10431,10439,10442,19.472,18.917,3.504971439472599,8,0.4381214299340749,3,0.375,9,1.0864864864864834,0.618,0.8,19.52,2020-07-20 12:00:00,19.523,18.877413372149796,20.805173255700407,2020-07-21 12:00:00,20.805173255700407,TP,6,0.6455866278502036,1.9860591908014416,1.9318449328070504,Research_2015_2024,19.378,19.565,19.369,19.52,0.1583465114008209,0.724489795918359,19.25611027574244,19.016854343717572,18.153216861009465,0.5335249892088343,63.964426387354045,22.964545510822692,3.2905809427713284,0.9685712635522168,19.472,19.472,True,True,0.169959600000755,0.9316714760455866,13.095238095238097,0.7704081632652992,2.0524607528443335,0.0934823012574739,0.0869259742534866,0.0065563270039872,0.0188319331316352,93.05555555555527,86.39221820191976,109.74899329429635,1.9321148825065304,-6.944444444444711,46.36824811336964,100.0,64.0,19.26,19.214,19.237,18.9175,19.25611027574244,0.9166333093211938,0.8226452356928321,2020-07,2020,2020,T5_MORE_TRADES_ADX30
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2020-10-09 00:00:00,long,rebreak,10790,10798,10806,24.508,22.84,4.7379340271578005,8,0.5922417533947251,8,1.0,13,0.8639088729016784,0.618,0.8,24.281,2020-10-09 04:00:00,24.286,22.75198695515603,27.339026089687938,2020-10-29 12:00:00,22.75198695515603,SL,89,1.5340130448439702,-1.0,-1.0228159728612738,Research_2015_2024,23.863,24.397,23.844,24.281,0.3520521793758707,0.7558770343580494,23.871396114917292,23.900180497785662,24.806961296857445,0.18723265365527,60.794778875724866,13.932360200703824,3.766739481457082,0.8123093916387993,24.491,24.508,False,False,0.3962962280049409,0.8883561197344562,18.650793650793652,0.7902350813743214,2.1502494355865984,0.0407713115460381,0.0054510266759454,0.0353202848700927,0.0248167666099181,92.54977520873476,75.97522448587647,80.16588117933578,2.9510281958872175,-7.450224791265239,42.84239055920046,16.0,48.0,23.955,23.674,23.8145,23.674,23.871396114917292,0.7908687327322222,0.9416848703642704,2020-10,2020,2020,T5_MORE_TRADES_ADX30
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2021-01-20 00:00:00,long,rebreak,11225,11233,11242,25.882,24.005,5.957526692155481,8,0.7446908365194351,9,1.125,13,0.7543953116675538,0.618,0.8,25.421,2021-01-20 04:00:00,25.422,23.92623409188953,28.410531816220946,2021-01-31 20:00:00,28.410531816220946,TP,48,1.4957659081104744,1.9979943385634495,1.9745949551370592,Research_2015_2024,25.219,25.485,25.179,25.421,0.3150636324418865,0.6601307189542404,25.14812849632054,25.3925080845744,25.37335289305977,0.1671675395299554,56.00589314439157,27.09853404609548,3.946924611090793,0.8073904616237526,25.78,27.343,False,False,0.4019364873135373,0.7838642232948506,42.857142857142854,0.7908496732026148,1.580633080816959,-0.0284935735156608,-0.1030530628542946,0.0745594893386337,0.0061294928133866,95.67567567567566,87.80587038651566,77.6833532914677,2.2607506335733385,-4.324324324324327,42.797044733529624,16.0,48.0,25.1815,24.9435,25.625,25.0625,25.14812849632054,0.7165209465502123,0.9867311527726984,2021-01,2021,2021,T5_MORE_TRADES_ADX30
AUDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2021-01-29 08:00:00,long,rebreak,11355,11363,11364,80.441,79.201,4.015199027479994,8,0.5018998784349993,1,0.125,6,0.9112903225806462,0.618,0.8,80.331,2021-01-29 12:00:00,80.33,79.12379336643629,82.74541326712743,2021-02-19 12:00:00,82.74541326712743,TP,93,1.2062066335637098,2.0024871360482828,1.992124069180496,Research_2015_2024,80.012,80.401,79.923,80.331,0.3088265342548296,0.6673640167364149,79.97673528234535,80.03805388898397,79.39652325505729,-0.3845392837073406,57.31987940911596,18.749057878074193,3.9800172350555374,0.7948008322419725,80.441,80.515,False,False,0.2369876215414541,1.303133607764443,100.0,0.8535564853556611,1.9234098567121576,-0.0176731559389509,-0.064441212149654,0.0467680562107031,0.0353885549216901,94.16666666666724,70.82437275985693,77.09512101193799,0.6477560327762255,-5.833333333332751,52.22077436337224,44.0,76.0,79.80099999999999,79.821,79.858,79.81099999999999,79.97673528234535,0.7867829334269073,0.9950043087638843,2021-01,2021,2021,T5_MORE_TRADES_ADX30
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2021-12-01 04:00:00,long,rebreak,12696,12709,12713,123.705,122.125,3.946781124970923,13,0.3035985480746864,4,0.3076923076923077,12,0.8012658227848144,0.618,0.8,123.391,2021-12-01 08:00:00,123.39,122.02491844303177,126.12316311393651,2021-12-31 20:00:00,126.12316311393651,TP,135,1.3650815569682493,2.0021976708898457,1.9875465316242704,Research_2015_2024,123.201,123.444,123.154,123.391,0.4003262278730083,0.6551724137931305,123.05991618968211,123.1254702827544,123.12329207145028,0.3075999949500564,56.7067733686824,12.588722673439037,2.5140002391387224,0.9486197568095354,123.36,123.705,True,False,0.3342273465032292,1.1977662272741063,95.63492063492065,0.8172413793103582,2.1607377677847395,0.031455670930498,-0.0267878226826952,0.0582434936131933,0.0297607592860947,95.98180439727088,90.18556772756553,101.1406719161462,0.4796338821843271,-4.018195602729126,58.07231860056822,4.0,52.0,123.0115,122.915,122.96325,122.915,123.05991618968211,0.7067587552762744,0.6285000597846806,2021-12,2021,2021,T5_MORE_TRADES_ADX30
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2022-10-06 12:00:00,long,rebreak,14075,14086,14089,145.318,143.521,4.55387820859191,11,0.41398892805381,3,0.2727272727272727,9,0.7918753478018818,0.618,0.8,144.944,2022-10-06 16:00:00,144.944,143.42234782279587,147.98730435440822,2022-10-14 12:00:00,147.98730435440822,TP,36,1.5216521772041176,2.0,1.993428195911128,Research_2015_2024,144.695,144.958,144.57,144.944,0.3946087088164947,0.6417525773195667,144.55869358739767,144.37721181520627,142.15050925246584,0.1790166026621681,58.77889618566064,13.39679452799039,2.8073200763323487,0.8785003323856654,145.318,145.318,False,False,0.489370303679141,0.8063601445567539,3.1746031746031744,0.9639175257731706,1.4622079723747838,0.0571671201226422,0.0194972024699798,0.0376699176526624,0.0388909282054172,99.0257480862902,85.89274345193161,112.24302410631996,0.7591135333537169,-0.9742519137098044,52.11896652250603,20.0,64.0,144.477,144.4195,144.44825,144.4085,144.55869358739767,0.7441066327184767,0.7018300190830872,2022-10,2022,2022,T5_MORE_TRADES_ADX30
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2024-04-08 00:00:00,long,stagnation+rebreak,16498,16507,16510,151.953,150.81,5.236536032351582,9,0.5818373369279536,3,0.3333333333333333,7,0.837270341207343,0.618,0.8,151.767,2024-04-08 04:00:00,151.769,150.7554314840508,153.79013703189838,2024-04-15 04:00:00,153.79013703189838,TP,31,1.0135685159492027,1.9940803212554312,1.9842141900145391,Research_2015_2024,151.679,151.816,151.67,151.767,0.2182740637968476,0.6027397260272933,151.56190687218535,151.4248472271628,150.29652199802257,-0.2431345682691367,59.787847848057964,16.251263302393607,3.194081033262759,0.7751780187529389,151.953,151.97,False,False,0.2322159891800313,0.9399613892548336,9.126984126984128,0.664383561643825,2.501442409154787,0.031404540606303,0.0110934323943099,0.020311108211993,0.0313870753563523,95.12922465208682,89.93890821736163,81.49495664990498,0.0692328994738256,-4.870775347913179,46.189566454446116,36.0,72.0,151.313,151.38150000000002,151.39,151.34725,151.56190687218535,0.7349032269879993,0.7985202583156897,2024-04,2024,2024,T5_MORE_TRADES_ADX30
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2024-08-07 00:00:00,long,rebreak,17020,17032,17035,172.195,166.803,4.411782049680807,12,0.3676485041400671,3,0.25,10,0.8690652818991118,0.618,0.8,171.489,2024-08-07 04:00:00,171.475,166.4974545345123,181.47209093097544,2024-09-12 12:00:00,166.4974545345123,SL,163,4.977545465487708,-1.0,-1.0040180446645146,Research_2015_2024,169.72,171.901,169.429,171.489,1.222181861950798,0.7156148867313914,170.2470799493955,171.51171396384814,174.5456706814611,-0.3044371446625128,57.04783393706901,26.360421252624924,3.2977227069516153,0.8650987092592426,171.595,175.159,False,False,0.8976679734998136,1.3615077044419606,99.6031746031746,0.8333333333333314,2.3777148806328743,-0.3883802447272728,-0.6571228081930514,0.2687425634657785,0.102487426679831,91.91839937230276,76.24137165832542,69.86142535164916,2.203323162010107,-8.081600627697236,52.00789125779445,12.0,60.0,170.22899999999998,169.499,170.9625,169.86399999999998,170.2470799493955,0.7540374900962364,0.8244306767379038,2024-08,2024,2024,T5_MORE_TRADES_ADX30
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2024-08-26 04:00:00,long,stagnation+rebreak,16978,16991,16996,29.962,28.772,3.949550253389566,13,0.3038115579530435,5,0.3846153846153846,10,1.111764705882352,0.618,0.8,30.095,2024-08-26 08:00:00,30.094,28.69667496780306,32.89165006439388,2024-08-30 16:00:00,28.69667496780306,SL,26,1.3973250321969424,-1.0,-1.0250478587254472,Research_2015_2024,29.677,30.099,29.645,30.095,0.3013001287877587,0.920704845814975,29.52789742675693,29.095623295127876,28.81916987295617,0.8634231784772063,66.75782218484648,14.872911590884366,3.9314124761420057,0.9993520304301906,29.918,29.962,True,True,0.3037419408935361,0.9919608991152352,38.095238095238095,0.9911894273127724,1.858611883948025,0.2152632864223598,0.1798913266305213,0.0353719597918384,0.0241013474967482,99.69856819894488,92.30789969633246,117.23790269088462,4.030557571986582,-0.3014318010551116,45.29150833749907,100.0,60.0,29.551,29.4355,29.49325,28.632,29.52789742675693,0.970546241985302,0.9828531190355012,2024-08,2024,2024,T5_MORE_TRADES_ADX30
XAUUSD,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2024-08-26 04:00:00,long,stagnation+rebreak,16976,16988,16994,2531.558,2470.705,5.367778850665489,12,0.447314904222124,6,0.5,11,0.8315120043383211,0.618,0.8,2521.305,2024-08-26 08:00:00,2521.305,2467.8708202725484,2628.1733594549028,2024-09-23 00:00:00,2628.1733594549028,TP,122,53.434179727451465,2.0,1.9934498854144456,Research_2015_2024,2509.725,2521.715,2508.585,2521.305,11.336718909806727,0.881949733434869,2505.1800856399504,2491.5513558239586,2439.525850217298,0.4584078487359374,62.35329625326743,15.51804504180807,3.917945099026859,0.8878838901609288,2519.795,2531.558,True,False,12.615329488043974,0.8986462795562308,28.57142857142857,0.9687738004569456,1.768324694251575,4.977115605236577,3.670825016852969,1.3062905883836078,1.196237910300909,99.19623603214995,92.10942127582454,100.91066226092036,1.5510744946723332,-0.803763967850044,42.34470065780559,8.0,56.0,2504.035,2501.1315,2502.5832499999997,2481.7865,2505.1800856399504,0.8555904157176542,0.9794862747567148,2024-08,2024,2024,T5_MORE_TRADES_ADX30
