box_bars,box_atr,rr,direction,retrace,recovery,body,h4,hours,setup_age,box_width,chase,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,worst_year_r,worst_2y_r,is_trades,is_r,oos_trades,oos_r,score
6,1.8,1.8,long,50_618,any,any,any,ex14,le2,any,any,25,60.0,15.677727247952214,0.6271090899180886,2.481004073637344,3.137008922322736,3,-1.1229863403722231,-1.0431829854644603,23,14.9686258152261,2,0.7091014327261158,71.46069305972222
6,1.8,1.8,long,50_618,any,any,any,none,le2,any,any,25,60.0,15.677727247952214,0.6271090899180886,2.481004073637344,3.137008922322736,3,-1.1229863403722231,-1.0431829854644603,23,14.9686258152261,2,0.7091014327261158,71.46069305972222
6,2.0,1.5,long,50_618,25_85,any,align,none,any,any,any,31,64.51612903225806,18.376915383844455,0.5928037220594986,2.7250901075183624,2.359168474474962,2,-1.172108076323456,-1.172108076323456,28,18.096739041977365,3,0.2801763418670933,71.13380493717357
6,2.0,1.5,long,50_618,25_85,any,align,ex14,any,any,any,31,64.51612903225806,18.376915383844455,0.5928037220594986,2.7250901075183624,2.359168474474962,2,-1.172108076323456,-1.172108076323456,28,18.096739041977365,3,0.2801763418670933,71.13380493717357
6,1.6,1.8,long,50_618,any,any,any,ex14,le2,any,le50,18,61.111111111111114,11.800368920913806,0.6555760511618781,2.589205309541243,3.137008922322736,3,-2.075469687774255,-2.075469687774255,16,11.09126748818769,2,0.7091014327261158,70.75434109939589
6,1.6,1.8,long,50_618,any,any,any,none,le2,le17,le50,18,61.111111111111114,11.800368920913806,0.6555760511618781,2.589205309541243,3.137008922322736,3,-2.075469687774255,-2.075469687774255,16,11.09126748818769,2,0.7091014327261158,70.75434109939589
6,1.6,1.8,long,50_618,any,any,any,none,le2,any,le50,18,61.111111111111114,11.800368920913806,0.6555760511618781,2.589205309541243,3.137008922322736,3,-2.075469687774255,-2.075469687774255,16,11.09126748818769,2,0.7091014327261158,70.75434109939589
6,1.6,1.8,long,50_618,any,any,any,ex14,le2,le17,le50,18,61.111111111111114,11.800368920913806,0.6555760511618781,2.589205309541243,3.137008922322736,3,-2.075469687774255,-2.075469687774255,16,11.09126748818769,2,0.7091014327261158,70.75434109939589
6,1.8,1.5,long,50_618,25_85,any,align,none,any,any,any,28,64.28571428571429,16.510662734779952,0.5896665262421411,2.720036777848001,2.359168474474962,2,-1.172108076323456,-1.172108076323456,25,16.230486392912862,3,0.2801763418670933,69.98637697318055
6,1.8,1.5,long,50_618,25_85,any,align,ex14,any,any,any,28,64.28571428571429,16.510662734779952,0.5896665262421411,2.720036777848001,2.359168474474962,2,-1.172108076323456,-1.172108076323456,25,16.230486392912862,3,0.2801763418670933,69.98637697318055
6,1.8,1.5,long,50_618,25_85,any,any,ex14,le2,any,any,18,66.66666666666666,11.004982231479715,0.6113879017488731,2.723927316699021,2.0953515307069237,2,-1.1229863403722231,-1.0431829854644603,16,10.595880798753628,2,0.4091014327260887,69.93891012610045
6,1.8,1.5,long,50_618,25_85,any,any,none,le2,any,any,18,66.66666666666666,11.004982231479715,0.6113879017488731,2.723927316699021,2.0953515307069237,2,-1.1229863403722231,-1.0431829854644603,16,10.595880798753628,2,0.4091014327260887,69.93891012610045
6,1.8,1.8,long,50_70,any,ge65,any,none,le2,any,le50,18,61.111111111111114,11.863607371468342,0.6590892984149079,2.615640796141389,2.125699282627703,3,-2.075469687774255,-3.114918304831617,16,11.156612654278325,2,0.706994717190017,69.9107530835754
6,1.8,1.8,long,50_70,any,ge65,any,ex14,le2,any,le50,18,61.111111111111114,11.863607371468342,0.6590892984149079,2.615640796141389,2.125699282627703,3,-2.075469687774255,-3.114918304831617,16,11.156612654278325,2,0.706994717190017,69.9107530835754
6,2.0,1.8,long,50_70,50_80,any,not_oppose,active_1_6_8_22,any,any,any,21,57.14285714285714,12.485413895717684,0.5945435188436993,2.455431442960988,2.1061129484122283,2,-1.0728819488742631,-0.3476584136204828,18,11.91258498887012,3,0.5728289068475645,69.12960862526069
6,1.8,1.8,long,50_70,25_85,any,not_oppose,active_1_6_8_22,any,any,any,21,57.14285714285714,12.452083836762377,0.5929563731791607,2.450121688006394,2.114539590630888,2,-2.114539590630888,-0.3560850558391422,18,11.87925492991481,3,0.5728289068475645,68.92204494804805
6,2.0,1.8,long,50_70,25_85,any,not_oppose,active_1_6_8_22,le5,any,any,19,57.89473684210527,11.75098137377864,0.6184727038830864,2.553809612273124,1.1055116979228297,2,-1.0728819488742631,-2.1148606209465353,16,11.178152466931076,3,0.5728289068475645,68.66067801370858
6,2.0,1.8,long,50_70,50_80,any,any,ex14,le2,any,any,24,58.333333333333336,14.099198014517238,0.5874665839382183,2.3451065744317448,2.0953515307069237,2,-2.090524100905734,-0.3722503832105179,22,13.397444016810676,2,0.7017539977065599,68.62615011867989
6,2.0,1.8,long,50_70,50_80,any,any,none,le2,any,any,24,58.333333333333336,14.099198014517238,0.5874665839382183,2.3451065744317448,2.0953515307069237,2,-2.090524100905734,-0.3722503832105179,22,13.397444016810676,2,0.7017539977065599,68.62615011867989
6,2.0,1.8,long,50_70,25_85,any,any,none,le2,any,le35,18,61.111111111111114,11.826610317652635,0.6570339065362575,2.5904350435767616,2.124033815171761,2,-1.1229863403722231,-1.0431829854644603,15,12.168039305410534,3,-0.3414289877579006,68.60637530041441
6,2.0,1.8,long,50_70,25_85,any,any,ex14,le2,any,le35,18,61.111111111111114,11.826610317652635,0.6570339065362575,2.5904350435767616,2.124033815171761,2,-1.1229863403722231,-1.0431829854644603,15,12.168039305410534,3,-0.3414289877579006,68.60637530041441
6,1.6,1.8,long,50_618,any,any,any,ex14,le2,any,any,20,60.0,12.50614958909547,0.6253074794547735,2.475799578861261,3.137008922322736,3,-2.075469687774255,-2.075469687774255,18,11.797048156369351,2,0.7091014327261158,67.78074229303832
6,1.6,1.8,long,50_618,any,any,any,none,le2,any,any,20,60.0,12.50614958909547,0.6253074794547735,2.475799578861261,3.137008922322736,3,-2.075469687774255,-2.075469687774255,18,11.797048156369351,2,0.7091014327261158,67.78074229303832
6,1.6,1.8,long,50_618,any,any,any,ex14,le2,le17,any,20,60.0,12.50614958909547,0.6253074794547735,2.475799578861261,3.137008922322736,3,-2.075469687774255,-2.075469687774255,18,11.797048156369351,2,0.7091014327261158,67.78074229303832
6,1.6,1.8,long,50_618,any,any,any,none,le2,le17,any,20,60.0,12.50614958909547,0.6253074794547735,2.475799578861261,3.137008922322736,3,-2.075469687774255,-2.075469687774255,18,11.797048156369351,2,0.7091014327261158,67.78074229303832
6,2.0,1.5,long,50_618,50_80,any,align,none,any,any,any,24,62.5,13.32658557396511,0.5552743989152129,2.5703168227692856,2.0884675207966144,2,-0.6686553486063809,-0.6686553486063809,22,12.003226246633556,2,1.3233593273315538,65.91958218668967
6,2.0,1.5,long,50_618,50_80,any,align,ex14,any,any,any,24,62.5,13.32658557396511,0.5552743989152129,2.5703168227692856,2.0884675207966144,2,-0.6686553486063809,-0.6686553486063809,22,12.003226246633556,2,1.3233593273315538,65.91958218668967
6,1.8,1.8,long,50_70,any,any,any,active_1_6_8_22,le2,any,any,19,57.89473684210527,10.897990216537908,0.5735784324493636,2.296722635804912,2.0853319451762236,2,-1.0615392345484809,-0.337169814722621,17,10.196236218831348,2,0.7017539977065599,65.77142910858193
8,2.0,1.8,long,50_786,any,ge65,any,ex14,any,any,le35,20,60.0,12.591496005757875,0.6295748002878938,2.512648259149802,4.120593838975218,4,-2.0319896539914684,-3.063682214553918,18,11.908334415492495,2,0.68316159026538,65.67333671591125
8,2.0,1.8,long,50_786,any,ge65,any,none,any,any,le35,20,60.0,12.591496005757875,0.6295748002878938,2.512648259149802,4.120593838975218,4,-2.0319896539914684,-3.063682214553918,18,11.908334415492495,2,0.68316159026538,65.67333671591125
6,1.8,1.5,long,50_618,50_80,any,align,ex14,any,any,any,21,61.904761904761905,11.460332924900609,0.5457301392809812,2.541849505294037,2.0884675207966144,2,-0.6298654247524267,-0.179213418806893,19,10.136973597569051,2,1.3233593273315538,65.05733239975251
6,1.8,1.5,long,50_618,50_80,any,align,none,any,any,any,21,61.904761904761905,11.460332924900609,0.5457301392809812,2.541849505294037,2.0884675207966144,2,-0.6298654247524267,-0.179213418806893,19,10.136973597569051,2,1.3233593273315538,65.05733239975251
