timeframe,family,strategy,symbol,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars
H4,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,EURJPY,82,45.1219512195122,22.208976982886668,0.27084118271813007,1.4978690388607199,7.114511561206006,6,62.58536585365854
H1,V字フィボ,VFIB_618_RR2,GBPJPY,339,36.57817109144543,22.098216770643894,0.06518648014939202,1.1009057520521663,20.951083371694406,13,112.29498525073747
H4,V字フィボ,VFIB_618_RR2,SILVER,127,44.09448818897638,21.811929122147838,0.17174747340273888,1.2951684832349266,8.316948374393007,5,67.49606299212599
H1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,XAUUSD,175,38.285714285714285,21.56256782628493,0.12321467329305674,1.194604356729242,11.710075665153147,9,91.36
H1,V字フィボ,VFIB_786_RR3,USDJPY,196,28.57142857142857,21.517900140171932,0.10978520479679557,1.1516202810680194,17.875667792738852,14,211.42857142857142
H1,V字フィボ,VFIB_786_EARLY1_RR2,GBPJPY,316,28.79746835443038,21.13022313491255,0.06686779473073592,1.1394649666315004,11.867857064339805,11,111.64873417721519
H1,V字フィボ,VFIB_786_BODY60_RR2,USDJPY,232,37.06896551724138,20.94750032268749,0.09029094966675642,1.141625160852307,14.375793610646586,12,137.66810344827587
H1,V字フィボ,VFIB_618_BODY60_RR2,AUDJPY,282,36.52482269503546,20.652465212599665,0.07323569224326122,1.1133879916743217,18.580944581748152,14,128.4787234042553
H1,V字フィボ,VFIB_100_RR2,XAUUSD,178,38.20224719101123,19.929342884014215,0.11196260047198997,1.1787843971198195,13.63244324714663,9,202.32022471910113
H4,V字フィボ,VFIB_618_BODY50_RR2,XAUUSD,107,42.05607476635514,19.7658422227883,0.18472749740923647,1.3449405875410105,8.293146523887977,5,71.5233644859813
H4,V字フィボ,VFIB_786_RR3,XAUUSD,92,43.47826086956522,19.742555487563777,0.21459299443004107,1.4151833439370844,9.060330996801179,8,107.21739130434783
H4,V字フィボ,VFIB_618_BODY60_LONG_RR2,EURJPY,94,42.5531914893617,19.47100227860867,0.20713832211285818,1.3648405964892272,10.078780627070834,7,64.57446808510639
H1,V字フィボ,VFIB_786_EARLY1_RR2,AUDJPY,292,29.10958904109589,19.39809955353393,0.0664318477860751,1.1322092155762264,23.14885510347694,12,126.11643835616438
H1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,AUDJPY,364,29.67032967032967,19.371347726515413,0.05321798825965773,1.1001802687512976,16.058305707055723,13,99.74450549450549
H4,V字フィボ,VFIB_618_EARLY1_RR2,GBPJPY,163,33.74233128834356,19.32076416882403,0.11853229551425785,1.2540478802201138,7.880613274334003,8,45.02453987730061
H1,V字フィボ,VFIB_618_BODY50_RR2,GBPJPY,315,36.19047619047619,18.458672181387026,0.05859895930599056,1.09017437371317,22.787031182955342,11,114.43492063492063
H1,V字フィボ,VFIB_618_BODY60_LONG_RR2,AUDJPY,202,37.12871287128713,18.087023735100882,0.08953972146089545,1.139905539434111,22.832887479700005,10,148.0148514851485
H1,V字フィボ,VFIB_100_EXT161,XAUUSD,332,74.69879518072288,18.0561096657365,0.054385872487158135,1.2177028676229718,13.058962796178815,4,43.91566265060241
H4,V字フィボ,VFIB_618_BODY50_RR2,EURJPY,129,41.08527131782946,17.797848452975373,0.13796781746492537,1.2379880752025132,20.659253288409154,13,66.18604651162791
H4,V字フィボ,VFIB_786_RR2,USDJPY,94,44.680851063829785,17.50426381766814,0.18621557252838447,1.3500201760563408,8.140651961851102,5,88.96808510638297
H1,V字フィボ,VFIB_786_RR3,SILVER,190,29.47368421052631,17.482548139880663,0.0920134112625298,1.1197786177663787,23.021408246398714,10,214.6
H4,V字フィボ,VFIB_618_BODY60_LONG_RR2,CHFJPY,76,46.05263157894737,17.13467689834378,0.22545627497820764,1.418317787726614,9.140641164984075,9,82.11842105263158
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,CHFJPY,59,47.45762711864407,16.82295440287843,0.28513482038777,1.5466772681350576,8.079191395573261,8,77.47457627118644
H1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,GBPJPY,382,28.79581151832461,16.73477968552872,0.0438083237841066,1.0840798957541151,24.625968529239607,19,88.64397905759162
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,USDJPY,152,37.5,16.65344647363272,0.10956214785284683,1.1725685524610623,15.731765406752581,8,110.49342105263158
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,CHFJPY,165,37.57575757575757,16.529507989422815,0.10017883629953221,1.156288509106092,17.380468605597983,17,119.47272727272727
H1,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,SILVER,64,45.3125,16.452274323451316,0.2570667863039268,1.4300101560776441,7.513982871574118,5,118.375
H1,V字フィボ,VFIB_618_BODY50_RR2,SILVER,283,38.869257950530034,16.402829250303,0.057960527386229685,1.085579483891521,24.44532831597469,10,120.78798586572438
H4,V字フィボ,VFIB_618_RR2,EURJPY,139,40.28776978417266,16.304050703039795,0.11729532879884745,1.2011349615400029,25.12001941644492,17,63.29496402877698
H4,V字フィボ,VFIB_786_EXT127,XAUUSD,160,78.75,16.231907626128777,0.10144942266330485,1.4804516284599356,3.5587161422627087,3,19.4125
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,GBPJPY,102,39.21568627450981,16.131245428489144,0.1581494649851877,1.2557651125827276,7.224826675518609,6,140.2156862745098
H1,V字フィボ,VFIB_618_RR2,SILVER,312,38.782051282051285,16.0540041770475,0.05145514159310096,1.075761832208487,22.937253220156062,9,117.63782051282051
H1,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,GBPJPY,51,33.33333333333333,15.967422880039573,0.3130867231380308,1.4611481081923086,9.293004589286994,8,162.01960784313727
H4,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,GBPJPY,139,35.25179856115108,15.900506361318588,0.11439213209581718,1.2365948589348585,10.931300057800648,6,48.97122302158273
H4,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,SILVER,126,37.301587301587304,15.821703502344816,0.12556907541543505,1.2613397016327421,11.059464319007892,5,59.04761904761905
H4,V字フィボ,VFIB_786_BODY60_RR2,USDJPY,82,41.46341463414634,15.723378964249468,0.1917485239542618,1.3649381445419246,7.058306534693214,5,92.0609756097561
H4,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,USDJPY,71,45.07042253521127,15.69275049329065,0.22102465483507958,1.4077065842324676,7.108274309587465,5,67.38028169014085
H1,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,USDJPY,42,35.714285714285715,15.656589392034743,0.3727759379055891,1.5711368107255803,8.298388594752199,6,138.42857142857142
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,XAUUSD,143,37.76223776223776,15.532152673151954,0.10861645225980388,1.1701786142180612,14.684875927598462,9,120.93706293706293
H1,エリオット風5波目,ELLIOTT_W5_RR2_LOOSE,USDJPY,73,41.0958904109589,15.128880539001756,0.20724493889043502,1.346507579607281,7.24371315183936,6,107.3972602739726
H4,V字フィボ,VFIB_618_RR2,CHFJPY,119,42.857142857142854,15.044484121083533,0.12642423631162633,1.2198280923594806,10.297321628805205,5,76.18487394957984
H1,V字フィボ,VFIB_100_EXT161,GBPJPY,362,72.65193370165746,14.999951062389009,0.041436328901627094,1.149586342869517,7.82669437888298,3,47.767955801104975
H4,V字フィボ,VFIB_618_EARLY3_RR2,GBPJPY,191,26.701570680628272,14.958836257557241,0.07831851443747247,1.1986346350988535,10.476271088025774,9,35.12041884816754
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,USDJPY,64,45.3125,14.937748355280023,0.23340231805125036,1.4419624420624881,5.039640754756164,5,71.5
H4,V字フィボ,VFIB_618_BODY60_RR2,EURJPY,118,40.67796610169492,14.757773270903124,0.12506587517714512,1.214752543258269,19.63608940944335,11,67.63559322033899
H1,V字フィボ,VFIB_618_EARLY3_RR2,GBPJPY,502,23.705179282868528,14.68911647796371,0.02926118820311496,1.0672692967806012,30.557565584472755,28,65.05776892430279
H1,V字フィボ,VFIB_786_EARLY1_RR2,USDJPY,322,27.639751552795033,14.6288498019562,0.04543121056508136,1.092585702753421,22.543486216169033,18,103.9472049689441
H4,V字フィボ,VFIB_786_EARLY1_RR2,USDJPY,114,34.21052631578947,14.5601386941052,0.12772051486057193,1.2884144069874202,7.342813018425653,8,72.50877192982456
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,AUDJPY,42,47.61904761904761,14.476585040686068,0.34468059620681113,1.7290494015123217,4.17783440130224,4,77.47619047619048
D1,V字フィボ,VFIB_618_RR2,GBPJPY,42,52.38095238095239,14.432002211975949,0.34361910028514164,1.8094590395411678,5.199470746684538,5,33.285714285714285
H1,エリオット風5波目,ELLIOTT_W5_RR2_STRICT,EURJPY,57,42.10526315789473,14.040505297939337,0.24632465434981293,1.417770283006546,7.103573256208946,7,81.08771929824562
H1,エリオット風5波目,ELLIOTT_W5_RR3_STRICT,EURJPY,53,32.075471698113205,13.946990380303724,0.2631507618925231,1.3804229317288204,8.393760043697986,7,141.9056603773585
D1,V字フィボ,VFIB_618_EARLY3_RR2,GBPJPY,45,40.0,13.914730409160008,0.30921623131466686,1.9395684415865562,5.406758770212463,9,22.866666666666667
H1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,AUDJPY,159,37.10691823899371,13.833888065436216,0.08700558531720891,1.1358302849525714,20.395571783082165,8,149.0943396226415
H1,V字フィボ,VFIB_786_EXT127,XAUUSD,499,73.74749498997996,13.760616000678867,0.027576384770899534,1.1027595871469855,15.824301758455153,5,28.218436873747496
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,EURJPY,116,37.93103448275862,13.66436546662042,0.11779625402258984,1.1867862052916094,8.408022715990281,7,119.84482758620689
H1,V字フィボ,VFIB_786_EARLY1_RR2,SILVER,302,30.132450331125828,13.605217296840266,0.04505038840013333,1.0858913488799153,16.656985872173415,10,110.48344370860927
D1,V字フィボ,VFIB_618_BODY50_RR2,CHFJPY,36,61.111111111111114,13.55458239390781,0.3765161776085503,2.0161154784324355,2.0130210171725427,2,36.583333333333336
H4,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,CHFJPY,24,54.166666666666664,13.38534807176471,0.5577228363235296,2.27808690918093,2.4190999775347,3,83.45833333333333
H1,V字フィボ,VFIB_618_BODY60_LONG_RR2,CHFJPY,215,36.27906976744186,13.377639204611757,0.06222157769586864,1.0951421406808666,18.740172256085096,7,118.76744186046511
H4,V字フィボ,VFIB_786_RR2,CHFJPY,93,41.935483870967744,13.129582070585,0.14117830183424732,1.2501963597968293,5.42514437624186,5,81.9247311827957
H4,V字フィボ,VFIB_786_RR2,XAUUSD,97,45.36082474226804,13.092238617597138,0.13497153214017668,1.2645905398853476,8.138547184497503,4,95.48453608247422
H4,V字フィボ,VFIB_618_BODY50_RR2,CHFJPY,111,42.34234234234234,12.90727220976616,0.11628173161951497,1.2032290553483718,11.352485654506701,10,76.8018018018018
D1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,CHFJPY,38,52.63157894736842,12.891101859500411,0.3392395226184319,2.070452946117522,2.2847184715390796,3,32.3421052631579
H1,V字フィボ,VFIB_618_BODY60_RR2,GBPJPY,297,35.69023569023569,12.797655200820227,0.04308974815090986,1.065781832894059,31.700854933857375,15,114.68350168350169
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,AUDJPY,32,46.875,12.584810139040862,0.3932753168450269,1.850004354813236,4.102740909047888,4,74.09375
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,USDJPY,76,39.473684210526315,12.57384095620195,0.16544527573949935,1.268021726928289,7.183285236074769,8,85.92105263157895
H1,V字フィボ,VFIB_618_BODY60_RR2,XAUUSD,279,35.483870967741936,12.237272495163861,0.04386119173893857,1.066608630715909,31.133470004473462,9,118.18637992831542
H1,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,USDJPY,74,39.189189189189186,11.941581199661078,0.16137271891433888,1.2614904625852277,12.375021100033774,7,113.98648648648648
H1,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,AUDJPY,75,29.333333333333332,11.582358195348078,0.15443144260464103,1.2143928389738243,11.289445892375095,9,119.33333333333333
H1,V字フィボ,VFIB_786_RR2,GBPJPY,243,36.21399176954733,11.581615976006267,0.047660971094676,1.0736363737498336,11.654823328880278,9,154.320987654321
H1,V字フィボ,VFIB_618_EARLY1_RR2,USDJPY,383,28.459530026109658,11.487478207223463,0.02999341568465656,1.0566114617541127,25.814708764615432,16,91.911227154047
H1,V字フィボ,VFIB_786_EXT127,GBPJPY,518,72.97297297297297,11.482647314048048,0.022167272807042563,1.0812336678081484,13.980194297656839,5,29.942084942084943
H4,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,SILVER,26,50.0,11.478463096564463,0.44147934986786397,1.8341547153931983,3.109041048267171,3,71.84615384615384
D1,V字フィボ,VFIB_786_RR3,XAUUSD,27,44.44444444444444,11.42362061388254,0.4230970597734274,1.9291925819416162,3.023971285949399,4,41.592592592592595
H4,V字フィボ,VFIB_786_BODY60_RR2,XAUUSD,82,43.90243902439025,11.094546166917633,0.13529934349899553,1.2679072313217703,11.853107181913991,12,102.52439024390245
D1,V字フィボ,VFIB_618_BODY50_RR2,GBPJPY,37,51.35135135135135,11.024546637421597,0.2979607199303134,1.6970430650669124,5.192566738297867,5,35.2972972972973
H4,V字フィボ,VFIB_618_BODY60_LONG_RR2,AUDJPY,73,43.83561643835616,11.012702297250472,0.15085893557877358,1.2993304738499556,7.406793925303591,5,82.24657534246575
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,XAUUSD,80,38.75,10.933171093089378,0.13666463866361722,1.2175151874221428,15.781616414309571,13,71.7
H4,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,CHFJPY,60,43.333333333333336,10.920411728611711,0.18200686214352851,1.322547774369005,9.108250195702606,9,82.41666666666667
H4,V字フィボ,VFIB_786_EARLY1_RR2,AUDJPY,130,29.230769230769234,10.870111246980926,0.08361624036139174,1.2082590122002308,5.288540438072971,7,57.13076923076923
H4,V字フィボ,VFIB_618_BODY50_RR2,GBPJPY,113,40.707964601769916,10.69295396293252,0.09462791117639399,1.1609405271133177,11.84820084682017,6,68.30973451327434
H4,V字フィボ,VFIB_786_BODY60_RR2,AUDJPY,82,42.68292682926829,10.62422046848532,0.12956366424982096,1.2447263537572806,7.651366315400571,8,87.41463414634147
H1,V字フィボ,VFIB_618_BODY50_EARLY1_RR2,SILVER,352,31.53409090909091,10.618540554266175,0.030166308392801634,1.0534002082198823,19.475201132474968,11,90.53125
H4,V字フィボ,VFIB_618_RR2,AUDJPY,128,39.0625,10.617026573828063,0.08294552010803175,1.1467327842614843,11.435929115254957,7,77.125
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,EURJPY,55,41.81818181818181,10.545936315342473,0.19174429664259043,1.3264566934764153,9.00666655137509,7,68.7090909090909
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,USDJPY,41,46.34146341463415,10.420810144085385,0.2541661010752533,1.4888580336885129,8.082078048912924,8,75.39024390243902
D1,V字フィボ,VFIB_618_EARLY3_RR2,SILVER,41,41.46341463414634,10.357643659700605,0.2526254551146489,1.8458873615851425,3.833886193938885,6,28.024390243902438
H4,V字フィボ,VFIB_786_EARLY1_RR2,CHFJPY,106,33.9622641509434,10.30877296977899,0.09725257518659425,1.2072494754140712,6.6157793400851945,9,65.63207547169812
H1,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,CHFJPY,72,38.88888888888889,10.168749331722688,0.14123262960725957,1.2252633032659752,9.316161002149299,6,116.45833333333333
D1,V字フィボ,VFIB_618_RR2,CHFJPY,39,56.41025641025641,10.123749141554843,0.25958331132191903,1.6186248061331512,5.208769762528978,3,36.58974358974359
H1,V字フィボ,VFIB_100_RR2,USDJPY,177,35.59322033898305,9.986491418910104,0.05642085547406838,1.087363854299054,15.014537945275645,9,204.5084745762712
D1,V字フィボ,VFIB_786_BODY60_RR2,SILVER,20,55.00000000000001,9.871129736094689,0.49355648680473446,3.0154198961247123,2.4506992911867815,4,46.5
H1,V字フィボ,VFIB_786_EARLY1_RR2,EURJPY,310,29.03225806451613,9.773557582229387,0.03152760510396577,1.0587123012824684,21.862654630178664,17,116.09354838709677
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_RR2,EURJPY,68,39.705882352941174,9.771662226667404,0.14370091509805005,1.2379561586893775,11.032337139579532,7,70.11764705882354
H4,V字フィボ,VFIB_618_BODY60_LONG_ATR4_SPEED060_RR2,EURJPY,34,44.11764705882353,9.750043784876448,0.2867659936728367,1.53144157670135,6.042365465197548,7,61.911764705882355
H4,V字フィボ,VFIB_618_BODY60_LONG_REC1_SPEED030_RR2,CHFJPY,35,45.714285714285715,9.720722457288677,0.27773492735110505,1.5227979386944421,6.071062234003239,7,83.8
H1,V字フィボ,VFIB_786_EXT127,USDJPY,496,72.58064516129032,9.705846835723477,0.01956823958815217,1.0703820849476433,10.040790747734897,4,29.741935483870968
D1,V字フィボ,VFIB_618_BODY60_LONG_SPEED030_RR2,SILVER,18,61.111111111111114,9.695120410396793,0.5386178005775997,2.576744816308692,2.0476648940629048,2,39.5
H1,エリオット風5波目,ELLIOTT_W5_RR3_LOOSE,SILVER,60,31.666666666666664,9.670216204073562,0.1611702700678927,1.2153448820005803,12.627116727037151,12,161.13333333333333
H4,V字フィボ,VFIB_786_EARLY1_RR2,XAUUSD,117,35.04273504273504,9.63240820939867,0.08232827529400573,1.194107460352612,8.068832876613541,7,71.76923076923077
