symbol,strategy,family,signal_time,period,rr,max_hold,signal_kind,shelf_high,shelf_low,shelf_range_atr,sharp_drop_atr,signal_range_atr,body_ratio,close_location,lower_wick_ratio,d1_ema50_prev,stop,entry_time,entry,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,mfe_r,mae_r
XAGUSD,CAP_DEFAULT_RR2,capitulation,2018-08-13 18:00:00,DEV_2015_2021,2.0,120,capitulation,,,,5.221810207197763,2.080145385696749,0.2388583177118006,0.7485638265707208,0.7485638265707208,15.76525140512229,15.075275187266104,2018-08-13 22:00:00,15.21894,15.506269625467791,2018-08-13 22:00:00,15.075275187266104,stop,1,0.14366481273389553,-1.0,-1.0,0.2606066112329727,1.586888227267442
XAGUSD,CAP_DEFAULT_RR2,capitulation,2018-11-30 23:00:00,DEV_2015_2021,2.0,120,capitulation,,,,4.309446755513797,1.969398628489174,0.3549564549180408,0.5452740778688449,0.5452740778688449,14.443472084375268,14.038106689759378,2018-12-01 03:00:00,14.14308,14.353026620481243,2018-12-03 15:00:00,14.353026620481243,target,4,0.10497331024062184,2.0,2.0,2.8038555640984506,0.172805829962093
XAGUSD,CAP_DEFAULT_RR2,capitulation,2019-11-08 19:00:00,DEV_2015_2021,2.0,120,capitulation,,,,8.942966730042256,1.861056995356554,0.3468544414691405,0.5607458097788324,0.5607458097788324,17.658550330411273,16.65706583340076,2019-11-08 23:00:00,16.86732,17.287828333198476,2019-11-12 23:00:00,16.65706583340076,stop,13,0.21025416659923835,-1.0,-1.0,0.5413448011089869,1.0339390819986047
XAGUSD,CAP_DEFAULT_RR2,capitulation,2020-03-12 22:00:00,DEV_2015_2021,2.0,120,capitulation,,,,7.113423517555615,2.0928039691074907,0.06036184478848719,0.8278056022317556,0.8278056022317556,17.58112350770767,15.452656467236274,2020-03-13 02:00:00,16.0333,17.194587065527454,2020-03-13 10:00:00,15.452656467236274,stop,3,0.5806435327637267,-1.0,-1.0,0.300029174820565,1.2145317397119144
XAGUSD,CAP_DEFAULT_RR2,capitulation,2020-04-30 18:00:00,DEV_2015_2021,2.0,120,capitulation,,,,4.082308261088197,3.706361478206566,0.23806379267380995,0.655706454024421,0.655706454024421,15.31820858214418,14.57486334841331,2020-04-30 22:00:00,15.15527,16.31608330317338,2020-05-15 14:00:00,16.31608330317338,target,65,0.5804066515866904,1.999999999999997,1.999999999999997,2.0806618888647015,0.7618968507530107
XAGUSD,CAP_DEFAULT_RR2,capitulation,2020-09-24 06:00:00,DEV_2015_2021,2.0,120,capitulation,,,,9.46556580461299,2.1191618423313225,0.3295216130943803,0.538958023030478,0.538958023030478,25.499359058167066,21.54211996348191,2020-09-24 10:00:00,22.36248,24.003200073036187,2020-09-29 18:00:00,24.003200073036187,target,21,0.8203600365180925,2.0,2.0,2.035825644418948,0.8530766600605463
XAGUSD,CAP_DEFAULT_RR2,capitulation,2020-10-28 22:00:00,DEV_2015_2021,2.0,120,capitulation,,,,5.722047548151866,2.017951900158266,0.4692918514842244,0.5307081485157756,0.5307081485157756,24.673346700924064,22.949159503350224,2020-10-29 02:00:00,23.37123,24.215370993299555,2020-10-29 18:00:00,22.949159503350224,stop,5,0.422070496649777,-1.0,-1.0,0.3666922972074574,1.848008818885099
XAGUSD,CAP_DEFAULT_RR2,capitulation,2021-01-18 07:00:00,DEV_2015_2021,2.0,120,capitulation,,,,4.335020858868216,1.8838882786581765,0.03660539215686151,0.8946078431372566,0.8946078431372566,25.243750896328972,23.90971332381488,2021-01-18 11:00:00,24.748,26.424573352370242,2021-01-28 23:00:00,26.424573352370242,target,51,0.8382866761851204,2.0,2.0,2.6572055399197305,0.05666319333162098
XAGUSD,CAP_DEFAULT_RR2,capitulation,2021-07-19 18:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.616120133371197,1.9803720865376024,0.23929872495446333,0.5826502732240453,0.5826502732240453,26.48456713346129,24.94205587374392,2021-07-19 22:00:00,25.2534,25.876088252512154,2021-07-20 22:00:00,24.94205587374392,stop,7,0.31134412625607766,-1.0,-1.0,0.41609906555117776,1.4096941711339983
XAGUSD,CAP_DEFAULT_RR2,capitulation,2021-08-09 06:00:00,DEV_2015_2021,2.0,120,capitulation,,,,10.983875392912667,6.395887989775965,0.2550813902331715,0.7321601407831065,0.7321601407831065,25.78842730059189,22.013153853709078,2021-08-09 10:00:00,23.7662,27.27229229258185,2021-09-06 10:00:00,24.77395,time,121,1.7530461462909237,0.5748565159748844,0.5748565159748844,0.6305025126341264,0.5063186738569189
XAGUSD,CAP_DEFAULT_RR2,capitulation,2021-11-26 19:00:00,DEV_2015_2021,2.0,120,capitulation,,,,7.561782973360413,2.114131508659385,0.18937568455640502,0.577984665936474,0.577984665936474,24.039031063166163,23.162718022278863,2021-11-26 23:00:00,23.48055,24.116213955442277,2021-11-26 23:00:00,23.162718022278863,stop,1,0.3178319777211378,-1.0,-1.0,0.3040914910229705,1.7617799316948983
XAGUSD,CAP_DEFAULT_RR2,capitulation,2021-12-03 23:00:00,DEV_2015_2021,2.0,120,capitulation,,,,5.2628040430475185,1.8286539372191102,0.27457627118644146,0.9344632768361588,0.6598870056497173,23.766234706686042,21.978004682789663,2021-12-04 03:00:00,22.452,23.39999063442068,2021-12-09 19:00:00,21.978004682789663,stop,23,0.4739953172103384,-1.0,-1.0,0.31856854807912083,1.2331345453791192
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-02-03 23:00:00,VALID_2022_2023,2.0,120,capitulation,,,,4.742768196579675,2.3852250840547784,0.0053711874160763074,0.6845386533665861,0.6791674659505099,23.089395554309828,21.952311550626302,2022-02-04 03:00:00,22.3638,23.1867768987474,2022-02-08 23:00:00,23.1867768987474,target,18,0.41148844937369944,2.0,2.0,2.131773082173094,0.6056063065179434
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-05-02 22:00:00,VALID_2022_2023,2.0,120,capitulation,,,,5.650048305698604,2.3143197928792048,0.09847251298751865,0.6258819880592417,0.5274094750717231,24.459546457547667,22.052241303524248,2022-05-03 02:00:00,22.5255,23.472017392951507,2022-05-09 18:00:00,22.052241303524248,stop,29,0.473258696475753,-1.0,-1.0,1.599231045591101,1.7442891301254628
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-05-12 18:00:00,VALID_2022_2023,2.0,120,capitulation,,,,5.930921954537136,1.8739654287807244,0.3812824956672436,0.5090121317157688,0.5090121317157688,23.767605108987087,20.67532419362461,2022-05-12 22:00:00,21.046,21.787351612750776,2022-05-13 02:00:00,20.67532419362461,stop,2,0.3706758063753881,-1.0,-1.0,0.4721106610955234,1.1555920096015189
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-05-31 18:00:00,VALID_2022_2023,2.0,120,capitulation,,,,5.099108701115612,2.139103856747055,0.3575121879154944,0.613433791303492,0.613433791303492,22.808317295339304,21.430393861467387,2022-05-31 22:00:00,21.727,22.320212277065227,2022-06-03 02:00:00,22.320212277065227,target,14,0.29660613853261353,2.0,2.0,2.0414277431868495,0.9726703615349379
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-06-10 18:00:00,VALID_2022_2023,2.0,120,capitulation,,,,5.8780999954765285,2.328757505734522,0.07952477790859562,0.6555710157337087,0.6555710157337087,22.56518619049676,21.22784986641485,2022-06-10 22:00:00,21.58425,22.297050267170302,2022-06-13 22:00:00,21.22784986641485,stop,7,0.35640013358515077,-1.0,-1.0,1.1749434428872119,1.7403192130168286
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-06-30 18:00:00,VALID_2022_2023,2.0,120,capitulation,,,,6.064714149278815,2.115905396690623,0.2892514173319449,0.70600485942381,0.70600485942381,21.96882044402606,20.250140297534582,2022-06-30 22:00:00,20.6063,21.31861940493084,2022-06-30 22:00:00,20.250140297534582,stop,1,0.35615970246541906,-1.0,-1.0,0.33103127384672654,1.101051009660691
XAGUSD,CAP_DEFAULT_RR2,capitulation,2022-07-06 14:00:00,VALID_2022_2023,2.0,120,capitulation,,,,7.354538023586853,1.922436938914244,0.15189873417722202,0.6529535864978947,0.5010548523206727,21.57459929630238,18.85835948654476,2022-07-06 18:00:00,19.2295,19.971781026910485,2022-07-12 18:00:00,18.85835948654476,stop,25,0.37114051345524146,-1.0,-1.0,0.696905863474783,1.298295342413787
XAGUSD,CAP_DEFAULT_RR2,capitulation,2023-06-21 22:00:00,VALID_2022_2023,2.0,120,capitulation,,,,8.332427280550842,2.0089273011485727,0.25326876513316643,0.738256658595641,0.738256658595641,23.9182659928539,22.445104411946133,2023-06-22 02:00:00,22.8014,23.513991176107737,2023-06-22 22:00:00,22.445104411946133,stop,6,0.3562955880538681,-1.0,-1.0,0.07311345094753019,1.4226951357123283
XAGUSD,CAP_DEFAULT_RR2,capitulation,2023-08-04 18:00:00,VALID_2022_2023,2.0,120,capitulation,,,,7.995621489380902,1.9561380946113305,0.22560202788339281,0.7617237008871964,0.5361216730038035,23.99299090101346,23.177081780411267,2023-08-04 22:00:00,23.528,24.22983643917746,2023-08-07 22:00:00,23.177081780411267,stop,7,0.35091821958873126,-1.0,-1.0,0.770834869494728,1.3008728943598502
XAGUSD,CAP_DEFAULT_RR2,capitulation,2023-10-26 22:00:00,VALID_2022_2023,2.0,120,capitulation,,,,4.319789761172171,1.9044604655959878,0.12203389830508866,0.658757062146887,0.658757062146887,22.793437970011272,22.385912682358896,2023-10-27 02:00:00,22.7355,23.434674635282203,2023-10-30 18:00:00,23.434674635282203,target,11,0.3495873176411024,2.0,2.0,2.135374947344005,0.2116781595491655
XAGUSD,CAP_DEFAULT_RR2,capitulation,2025-05-01 18:00:00,OOS_2024_2026,2.0,120,capitulation,,,,4.832577456464221,1.909533010448995,0.05882352941176697,0.8762677484787067,0.8174442190669398,32.4722271007645,31.569683134835394,2025-05-01 22:00:00,32.3045,33.774133730329204,2025-05-29 22:00:00,33.3225,time,121,0.7348168651646034,1.3853791989000723,1.3853791989000723,1.9018344110637042,0.8872959112798064
XAGUSD,CAP_DEFAULT_RR2,capitulation,2025-07-31 18:00:00,OOS_2024_2026,2.0,120,capitulation,,,,8.441838375778476,2.32107572450121,0.38075396825396657,0.5989417989418033,0.5989417989418033,36.82180094024655,36.13127223872323,2025-07-31 22:00:00,36.67555,37.76410552255355,2025-08-05 22:00:00,37.76410552255355,target,19,0.5442777612767742,2.0,2.0,2.2179851647220237,0.5764519925708518
XAGUSD,CAP_DEFAULT_RR2,capitulation,2026-03-03 19:00:00,OOS_2024_2026,2.0,120,capitulation,,,,5.63601411636148,2.0731875479833644,0.30829934777167484,0.632933849619411,0.632933849619411,83.00544683214791,77.14200929060942,2026-03-03 23:00:00,82.25285,92.47453141878114,2026-03-16 18:00:00,77.14200929060942,stop,54,5.110840709390573,-1.0,-1.0,1.5198771477513462,1.0115654730738959
XAGUSD,CAP_DEFAULT_RR2,capitulation,2026-03-23 14:00:00,OOS_2024_2026,2.0,120,capitulation,,,,6.6791338824941855,1.8571375619810186,0.3109162995594709,0.5977885462555063,0.5977885462555063,81.23748638087473,60.24255551411786,2026-03-23 18:00:00,64.40295,72.72373897176429,2026-03-25 06:00:00,72.72373897176429,target,10,4.160394485882144,2.0,2.0,2.3762289930792035,0.2848287593931714
XAUUSD,CAP_DEFAULT_RR2,capitulation,2015-05-01 19:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.941286535046705,1.917987068894474,0.20158730158730015,0.6738095238095294,0.6738095238095294,1198.2680597738097,1167.7576531609175,2015-05-01 23:00:00,1177.89,1198.1546936781654,2015-05-05 19:00:00,1198.1546936781654,target,12,10.13234683908263,2.0,2.0,2.1683031926282674,0.715530184185484
XAUUSD,CAP_DEFAULT_RR2,capitulation,2015-06-24 19:00:00,DEV_2015_2021,2.0,120,capitulation,,,,7.435077030275136,2.1301485470296178,0.47312859884837133,0.5009596928982717,0.5009596928982717,1190.8879852286234,1168.0870805920401,2015-06-24 23:00:00,1174.53,1187.4158388159196,2015-06-29 07:00:00,1187.4158388159196,target,15,6.442919407959835,2.0,2.0,2.0347918652844736,0.9545362297100772
XAUUSD,CAP_DEFAULT_RR2,capitulation,2015-07-02 19:00:00,DEV_2015_2021,2.0,120,capitulation,,,,6.445174627045482,2.4634049649802376,0.006820119352082448,0.6615515771525984,0.6547314578005159,1186.7538132916277,1155.7595745353735,2015-07-02 23:00:00,1164.71,1182.610850929253,2015-07-07 19:00:00,1155.7595745353735,stop,17,8.950425464626505,-1.0,-1.0,1.1250861805171348,1.1720113240938261
XAUUSD,CAP_DEFAULT_RR2,capitulation,2015-07-07 23:00:00,DEV_2015_2021,2.0,120,capitulation,,,,4.970455007594484,1.9660501069000935,0.16604127579737038,0.6266416510318961,0.6266416510318961,1184.723003670886,1146.4744902952132,2015-07-08 03:00:00,1154.51,1170.5810194095736,2015-07-15 19:00:00,1146.4744902952132,stop,35,8.035509704786818,-1.0,-1.0,1.6414640121886312,1.2444761275122247
XAUUSD,CAP_DEFAULT_RR2,capitulation,2015-07-20 07:00:00,DEV_2015_2021,2.0,120,capitulation,,,,10.68265080527039,7.600954299079647,0.4418308963763497,0.5581691036236504,0.5581691036236504,1172.760760209296,1069.2105230131558,2015-07-20 11:00:00,1106.4,1180.7789539736887,2015-08-17 11:00:00,1118.22,time,121,37.189476986844284,0.31783184270596876,0.31783184270596876,0.5439710810441445,0.8954145822427135
XAUUSD,CAP_DEFAULT_RR2,capitulation,2015-11-12 20:00:00,DEV_2015_2021,2.0,120,capitulation,,,,4.344314350293717,3.1113871119777663,0.038015463917520545,0.8356958762886625,0.8356958762886625,1134.5499311892434,1072.7529677727778,2015-11-13 00:00:00,1086.97,1115.4040644544446,2015-11-18 00:00:00,1072.7529677727778,stop,19,14.217032227222262,-1.0,-1.0,0.7786435187790809,1.522117953602483
XAUUSD,CAP_DEFAULT_RR2,capitulation,2016-08-31 19:00:00,DEV_2015_2021,2.0,120,capitulation,,,,7.311801890437835,2.019613511208561,0.3871576959395815,0.5590179414541918,0.5590179414541918,1328.4678059560697,1302.6091056208,2016-08-31 23:00:00,1309.84,1324.3017887583999,2016-09-01 19:00:00,1302.6091056208,stop,6,7.230894379199981,-1.0,-1.0,0.22680458515859944,1.0316842715140275
