structure,filter,target_model,trades,win_rate,total_r,avg_r,pf,max_dd_r,max_losing_streak,avg_planned_rr,median_planned_rr,avg_hold_bars,tp_rate
classic_6pivot,basic_role,fixed_1_5R,17,41.17647058823529,-0.4608236491704234,-0.02710727348061314,0.9496583455771728,6.083005129730477,6,1.5000000000000013,1.5,25.58823529411765,29.411764705882355
role_ab_5pivot,context,fixed_1_5R,4,25.0,-0.5456201759616659,-0.13640504399041647,0.7318576689218442,2.0274044022288287,3,1.5000000000000027,1.5,20.75,25.0
ihs_5pivot,observe_loose,half_wave,8,50.0,-0.7408242010900616,-0.0926030251362577,0.8167528758196304,3.0361887844188757,3,0.802123888886199,0.7599931611563275,6.0,50.0
role_ab_5pivot,diag_break,fixed_1_5R,18,38.88888888888889,-1.5904388977163693,-0.08835771653979829,0.8430767389827155,6.144926483564926,6,1.5000000000000013,1.5,23.555555555555557,27.77777777777778
ihs_5pivot,strict_synapse,fixed_2R,7,42.857142857142854,-1.7242629606679358,-0.2463232800954194,0.35554998683657435,1.0071063786736092,3,2.0,2.0,50.57142857142857,0.0
classic_6pivot,strict_synapse,fixed_2R,5,20.0,-1.8412778553589106,-0.36825557107178214,0.44859237559117504,2.3304895494610336,4,2.0,2.0,46.2,0.0
classic_6pivot,context,fixed_2R,5,20.0,-2.5555290928532735,-0.5111058185706547,0.3695473520565942,3.0430398764557864,4,2.0,2.0,33.6,0.0
classic_6pivot,context,fixed_1_5R,5,20.0,-2.5563922166119815,-0.5112784433223962,0.36933441820242596,3.0430398764557864,4,1.5000000000000036,1.5,29.4,20.0
classic_6pivot,basic_role,fixed_2R,15,26.666666666666668,-3.4303856362327743,-0.22869237574885162,0.663279748645334,8.130827990639432,8,2.0,2.0,26.666666666666668,20.0
classic_6pivot,diag_break,fixed_2R,7,14.285714285714285,-4.096474494085573,-0.5852106420122247,0.3257880481273084,5.059271111577729,5,2.0,2.0,17.285714285714285,14.285714285714285
classic_6pivot,diag_break,fixed_1_5R,7,14.285714285714285,-4.596474494085559,-0.6566392134407941,0.24349631741519376,5.059271111577729,5,1.500000000000005,1.5,17.0,14.285714285714285
role_ab_5pivot,basic_role,fixed_2R,55,36.36363636363637,-6.5299632015169715,-0.11872660366394494,0.797928347391345,11.84799850525867,6,2.0,2.0,32.6,14.545454545454545
role_ab_5pivot,basic_role,fixed_1_5R,57,38.59649122807017,-6.685341270124531,-0.11728668894955317,0.786544437000739,11.930567151973317,6,1.5000000000000007,1.5,31.56140350877193,22.807017543859647
ihs_5pivot,diag_break,fixed_2R,92,40.21739130434783,-6.961975873543847,-0.07567365079938963,0.8607051706867636,14.33287084435897,5,2.0,2.0,35.45652173913044,15.217391304347828
ihs_5pivot,basic_role,fixed_1_5R,133,41.35338345864661,-10.812874768742926,-0.08129981029130019,0.8544778265879925,18.259019435482713,6,1.4999999999999998,1.5,29.57894736842105,26.31578947368421
role_ab_5pivot,observe_loose,fixed_2R,60,33.33333333333333,-11.759036406193575,-0.19598394010322626,0.6841480733707369,23.135903249307553,13,2.0,2.0,34.75,13.333333333333334
role_ab_5pivot,observe_loose,fixed_1_5R,62,33.87096774193548,-13.453413462946136,-0.21699053972493768,0.6421141379561984,21.824175921134334,11,1.5000000000000002,1.5,33.096774193548384,20.967741935483872
ihs_5pivot,basic_role,fixed_2R,132,36.36363636363637,-20.70489263822493,-0.15685524725927977,0.7364332119095284,24.625779447867448,7,2.0,2.0,33.628787878787875,14.393939393939394
ihs_5pivot,observe_loose,fixed_2R,162,36.41975308641975,-24.902332515761863,-0.1537181019491473,0.7406736903551404,27.261772063739688,8,2.0,2.0,33.70987654320987,14.19753086419753
ihs_5pivot,observe_loose,fixed_1_5R,169,37.278106508875744,-26.64035595566721,-0.1576352423412261,0.7321125513694076,30.085697858554074,7,1.4999999999999996,1.5,29.349112426035504,24.2603550295858
