symbol,timeframe,strategy,family,signal_time,direction,v_start_i,v_extreme_i,v_start,v_extreme,v_move_atr,v_move_bars,v_recovery_bars,v_recovery_to_drop_bars,v_drop_speed_atr_per_bar,v_recovery_speed_atr_per_bar,fib_ratio,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,ladder,stage,note,trigger_type,candidate_i,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-05-29 20:00:00,long,3829,3837,110.588,109.111,4.045984716082914,8,,,0.5057480895103642,,,110.773,2016-05-30 00:00:00,110.777,109.01973667947084,114.27952664105831,2016-06-02 00:00:00,109.01973667947084,SL,18,1.7572633205291623,-1.0,-1.0056906667789434,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,3844.0,7.0,0.875,26.0,1.1252538930264073,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-05-31 00:00:00,long,3829,3840,79.952,78.308,4.966825477218002,11,,,0.45152958883800015,,,80.637,2016-05-31 04:00:00,80.636,78.22525096807102,85.46049806385795,2016-06-03 12:00:00,78.22525096807102,SL,20,2.4107490319289724,-1.0,-1.0051851104509153,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,3847.0,7.0,0.6363636363636364,30.0,1.4166666666666703,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-06-21 04:00:00,long,3940,3947,78.74,75.588,6.245581033725884,7,,,0.8922258619608406,,,78.272,2016-06-21 08:00:00,78.272,75.46183079400541,83.8923384119892,2016-06-24 00:00:00,75.46183079400541,SL,16,2.8101692059945975,-1.0,-1.0044481307293966,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,3956.0,9.0,1.2857142857142858,17.0,0.8515228426395973,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-06-23 08:00:00,long,3856,3874,120.3,115.48,6.140332002830391,18,,,0.3411295557127995,,,120.23,2016-06-23 12:00:00,120.22,115.28375653963914,130.1224869207217,2016-06-24 00:00:00,115.28375653963914,SL,3,4.936243460360856,-1.0,-1.0025322900096736,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,3883.0,9.0,0.5,30.0,0.9854771784232379,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-07-05 20:00:00,long,3952,3967,1358.229,1305.458,6.602136313376634,15,,,0.4401424208917756,,,1362.549,2016-07-06 00:00:00,1362.56,1303.4597452876171,1480.7275094247657,2016-08-16 00:00:00,1345.869,max_hold,180,59.10025471238282,-0.28241841056740646,-0.28834055086449056,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,3987.0,20.0,1.3333333333333333,34.0,1.0818631445301385,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-07-20 16:00:00,long,4001,4006,118.38,115.72,4.169667663222947,5,,,0.8339335326445895,,,117.89,2016-07-20 20:00:00,117.9,115.56051486744006,122.54897026511988,2016-07-26 00:00:00,115.56051486744006,SL,19,2.3394851325599433,-1.0,-1.0053430559681782,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4011.0,5.0,1.0,18.0,0.8157894736842122,0.618,0.8
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-08-23 20:00:00,long,5731,5738,132.12,130.32,3.9632187033172235,7,,,0.566174100473889,,,132.33,2016-08-24 00:00:00,132.33,130.20645592542664,136.57708814914676,2016-09-01 08:00:00,136.57708814914676,TP,39,2.123544074573374,2.0,1.9905817824836058,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,5742.0,4.0,0.5714285714285714,15.0,1.1166666666666702,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-09-02 12:00:00,long,4233,4237,19.05,18.38,3.966369100606578,4,,,0.9915922751516445,,,19.208,2016-09-02 16:00:00,19.208,18.337769941286002,20.94846011742799,2016-10-04 12:00:00,18.337769941286002,SL,136,0.8702300587139966,-1.0,-1.0402192496679812,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4241.0,4.0,1.0,27.0,1.235820895522384,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-09-09 08:00:00,long,4220,4236,116.34,113.85,7.0237072698834835,16,,,0.4389817043677177,,,115.71,2016-09-09 12:00:00,115.72,113.76137159108706,119.60725681782587,2016-09-19 08:00:00,113.76137159108706,SL,37,1.9586284089129435,-1.0,-1.0063820171008988,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4246.0,10.0,0.625,14.0,0.746987951807226,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-09-22 12:00:00,long,4315,4327,1325.95,1306.199,3.6361855220695145,12,,,0.3030154601724595,,,1342.789,2016-09-22 16:00:00,1342.708,1304.8410522357756,1418.6848955284488,2016-10-04 12:00:00,1304.8410522357756,SL,49,37.866947764224506,-1.0,-1.009242889133272,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,4344.0,17.0,1.4166666666666667,25.0,1.8525644271176123,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-10-03 20:00:00,long,4410,4416,78.17,76.494,4.698578365130716,6,,,0.7830963941884528,,,78.242,2016-10-04 00:00:00,78.242,76.40482409030155,81.91635181939692,2016-11-09 00:00:00,81.91635181939692,TP,161,1.837175909698459,2.0,1.9931960788653929,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,4418.0,2.0,0.3333333333333333,11.0,1.0429594272076388,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-10-03 20:00:00,long,4336,4342,114.17,112.58,3.9729576050964983,6,,,0.6621596008494164,,,114.13,2016-10-04 00:00:00,114.12,112.47994859258249,117.43010281483501,2016-11-14 00:00:00,116.06,max_hold,180,1.6400514074175163,1.1828897504223914,1.1752680381129759,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,4344.0,2.0,0.3333333333333333,11.0,0.9748427672955936,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-10-12 12:00:00,long,4443,4453,104.161,102.808,3.607528336301358,10,,,0.3607528336301358,,,104.478,2016-10-12 16:00:00,104.478,102.71423774272365,108.00552451455268,2016-11-03 00:00:00,102.71423774272365,SL,95,1.7637622572763405,-1.0,-1.0056696983727462,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4456.0,3.0,0.3,15.0,1.2342941611234253,0.618,0.8
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-04 12:00:00,long,6060,6071,128.95,126.48,4.6640557169452705,11,,,0.4240050651768428,,,129.17,2016-11-04 16:00:00,129.18,126.3476044975714,134.81479100485717,2016-11-11 08:00:00,134.81479100485717,TP,29,2.8323955024286107,1.9894082588486195,1.9823470980810527,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6072.0,1.0,0.09090909090909091,8.0,1.0890688259109313,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-08 08:00:00,long,4549,4564,105.231,102.548,7.524981740815677,15,,,0.5016654493877117,,,104.767,2016-11-08 12:00:00,104.765,102.45886357108857,109.38327285782285,2016-11-09 00:00:00,102.45886357108857,SL,3,2.3061364289114294,-1.0,-1.0043362568990384,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,4577.0,13.0,0.8666666666666667,21.0,0.8270592620201268,0.618,0.8
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-14 00:00:00,long,6093,6096,130.32,126.78,4.25291426393691,3,,,1.41763808797897,,,134.95,2016-11-14 04:00:00,135.0,126.57190739688677,151.70618520622642,2016-12-23 08:00:00,143.89,max_hold,180,8.428092603113228,1.0548056860120563,1.0524326698455522,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6098.0,2.0,0.6666666666666666,18.0,2.3079096045197756,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-15 12:00:00,long,4597,4605,82.455,80.254,3.926821508344998,8,,,0.49085268854312475,,,82.235,2016-11-15 16:00:00,82.234,80.11387394669438,86.47725210661123,2016-12-12 08:00:00,86.47725210661123,TP,116,2.1201260533056114,2.0014150102043873,1.9955191343528078,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,4611.0,6.0,0.75,12.0,0.9000454338936849,0.618,0.8
CHFJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-11-30 08:00:00,long,4662,4674,111.889,110.247,3.620436711821172,12,,,0.301703059318431,,,111.65,2016-11-30 12:00:00,111.66,110.13361588844802,114.68276822310398,2016-12-14 20:00:00,114.68276822310398,TP,64,1.5263841115519767,1.9803457073662345,1.967242845610372,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4678.0,4.0,0.3333333333333333,9.0,0.8544457978075575,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2016-12-07 04:00:00,long,4687,4700,114.824,112.876,4.028355615318696,13,,,0.30987350887066895,,,114.342,2016-12-07 08:00:00,114.341,112.75510699885878,117.51578600228244,2016-12-15 00:00:00,117.51578600228244,TP,35,1.5858930011412156,2.001891678693238,1.9955860830491468,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,4703.0,3.0,0.23076923076923078,14.0,0.7525667351129358,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-17 04:00:00,long,4833,4840,16.982,16.584,3.5919982758599036,7,,,0.5131426108371291,,,16.931,2017-01-17 08:00:00,16.94,16.556299541269635,17.680400917460734,2017-02-02 08:00:00,17.680400917460734,TP,74,0.38370045873036673,1.9296326095378102,1.8384156219016414,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4843.0,3.0,0.42857142857142855,11.0,0.871859296482416,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-19 12:00:00,long,4883,4898,115.445,112.568,4.8109941923964925,15,,,0.32073294615976616,,,115.31,2017-01-19 16:00:00,115.314,112.41849867631585,121.09300264736831,2017-01-31 12:00:00,112.41849867631585,SL,49,2.895501323684144,-1.0,-1.0034536333719466,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,4904.0,6.0,0.4,10.0,0.9530761209593357,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-20 12:00:00,long,4804,4816,122.39,120.54,5.1427684149127915,12,,,0.42856403457606596,,,122.74,2017-01-20 16:00:00,122.72,120.45006789287676,127.31986421424646,2017-02-06 12:00:00,120.45006789287676,SL,68,2.269932107123239,-1.0,-1.005506772630231,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,4825.0,9.0,0.75,19.0,1.1891891891891866,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-01-27 00:00:00,long,4909,4922,87.066,85.329,5.122969105057976,13,,,0.3940745465429212,,,86.602,2017-01-27 04:00:00,86.602,85.24423470255338,89.31753059489324,2017-01-31 12:00:00,85.24423470255338,SL,15,1.357765297446619,-1.0,-1.009206303934484,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4929.0,7.0,0.5384615384615384,20.0,0.7328727691422013,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-02-08 08:00:00,long,4928,4934,1225.288,1206.351,3.7211237175748257,6,,,0.6201872862624709,,,1236.961,2017-02-08 12:00:00,1237.023,1205.0787364690564,1300.7255270618873,2017-03-09 04:00:00,1205.0787364690564,SL,128,31.944263530943545,-1.0,-1.010956583790423,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,4936.0,2.0,0.3333333333333333,18.0,1.6164123145165583,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-03-03 08:00:00,long,4979,4994,119.77,118.24,5.278182724996547,15,,,0.3518788483331032,,,120.54,2017-03-03 12:00:00,120.56,118.16753187603973,125.28493624792056,2017-04-03 12:00:00,118.16753187603973,SL,131,2.3924681239602705,-1.0,-1.0052247300078119,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,4998.0,4.0,0.26666666666666666,26.0,1.5032679738562154,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-03-17 08:00:00,long,5061,5087,1236.868,1194.848,8.608532439007254,26,,,0.331097401500279,,,1230.852,2017-03-17 12:00:00,1230.852,1193.6276990864087,1305.3006018271828,2017-04-28 12:00:00,1267.152,max_hold,180,37.22430091359138,0.9751694218318029,0.9657669618416853,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,5111.0,24.0,0.9230769230769231,32.0,0.856830080913854,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-04-12 16:00:00,long,5209,5219,18.463,17.735,5.845746207645846,10,,,0.5845746207645847,,,18.423,2017-04-12 20:00:00,18.422,17.703866250169746,19.861267499660503,2017-04-23 20:00:00,17.703866250169746,SL,38,0.7181337498302547,-1.0,-1.0487374392420257,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,5225.0,6.0,0.6,13.0,0.9450549450549415,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-04-23 20:00:00,long,5296,5306,82.951,81.486,3.8624768606158444,10,,,0.38624768606158444,,,83.133,2017-04-24 00:00:00,83.128,81.39117742546642,86.61664514906714,2017-06-02 04:00:00,82.363,max_hold,180,1.7368225745335764,-0.44045949840641685,-0.4476565490339661,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5311.0,5.0,0.5,14.0,1.1242320819112652,0.618,0.8
CHFJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-04-28 04:00:00,long,5319,5325,111.517,110.035,3.883927946040613,6,,,0.6473213243401021,,,112.018,2017-04-28 08:00:00,112.017,109.93960688119158,116.17478623761684,2017-06-08 08:00:00,113.929,max_hold,180,2.0773931188084163,0.9203842944741827,0.9107568436951591,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,5328.0,3.0,0.5,20.0,1.3380566801619467,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-05-22 08:00:00,long,5343,5355,125.8,122.59,6.4773183750676635,12,,,0.5397765312556386,,,125.14,2017-05-22 12:00:00,125.14,122.46610613628489,130.4877877274302,2017-06-15 04:00:00,122.46610613628489,SL,109,2.673893863715108,-1.0,-1.0046748302801447,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5362.0,7.0,0.5833333333333334,13.0,0.7943925233644866,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-05-22 12:00:00,long,5380,5386,17.031,16.437,4.140308813684276,6,,,0.6900514689473792,,,17.162,2017-05-22 16:00:00,17.155,16.40113311018995,18.6837337796201,2017-06-20 12:00:00,16.40113311018995,SL,129,0.7538668898100518,-1.0,-1.0464272943580517,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5391.0,5.0,0.8333333333333334,13.0,1.2205387205387217,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-05-26 04:00:00,long,5403,5410,1263.728,1247.952,3.634503442325443,7,,,0.5192147774750633,,,1261.302,2017-05-26 08:00:00,1261.311,1246.8668448852543,1290.1723102294911,2017-06-06 08:00:00,1290.1723102294911,TP,44,14.444155114745627,1.9981307317883563,1.9738994771930058,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5414.0,4.0,0.5714285714285714,12.0,0.8462221095334592,0.618,0.8
CHFJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-06-20 00:00:00,long,5545,5554,114.098,112.495,5.226605195264229,9,,,0.5807339105849144,,,114.541,2017-06-20 04:00:00,114.541,112.41832499107392,118.78635001785216,2017-07-31 04:00:00,114.277,max_hold,180,2.1226750089260804,-0.12437137050648213,-0.13379344402970544,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation+rebreak,5558.0,4.0,0.4444444444444444,20.0,1.2763568309419835,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-06-28 00:00:00,long,5546,5553,16.788,16.264,4.708596736422005,7,,,0.672656676631715,,,16.819,2017-06-28 04:00:00,16.82,16.2361785475943,17.9846429048114,2017-07-03 12:00:00,16.2361785475943,SL,21,0.5838214524057008,-1.0,-1.059949835443317,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5558.0,5.0,0.7142857142857143,10.0,1.059160305343509,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-07-17 08:00:00,long,5599,5614,16.095,15.177,7.216361616770085,15,,,0.48109077445133897,,,16.125,2017-07-17 12:00:00,16.125,15.145197270011154,18.08460545997769,2017-08-25 16:00:00,17.036,max_hold,180,0.9798027299888457,0.9297789974624509,0.8940575211603807,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,5623.0,9.0,0.6,32.0,1.0326797385620927,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-07-17 08:00:00,long,5600,5615,1229.132,1204.832,6.081750724850528,15,,,0.4054500483233685,,,1234.409,2017-07-17 12:00:00,1234.409,1203.8331099969657,1295.5607800060689,2017-08-18 08:00:00,1295.5607800060689,TP,147,30.575890003034374,2.0,1.9885530723728597,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5626.0,11.0,0.7333333333333333,32.0,1.2171604938271627,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-07-26 12:00:00,long,5713,5726,112.418,110.622,5.833913096651678,13,,,0.4487625458962829,,,112.108,2017-07-26 16:00:00,112.111,110.54503622070447,115.23392755859106,2017-07-30 20:00:00,110.54503622070447,SL,14,1.5659637792955294,-1.0,-1.0063858437418582,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5734.0,8.0,0.6153846153846154,13.0,0.8273942093541197,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-08-15 00:00:00,long,5804,5810,87.096,85.449,5.391751501333218,6,,,0.898625250222203,,,86.723,2017-08-15 04:00:00,86.724,85.37263334996092,89.42373330007815,2017-09-19 16:00:00,89.42373330007815,TP,158,1.3513666500390826,1.9977800251323892,1.9885301298507294,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5817.0,7.0,1.1666666666666667,13.0,0.7735276259866403,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-08-15 00:00:00,long,5725,5733,129.52,128.03,4.065718878186228,8,,,0.5082148597732785,,,129.81,2017-08-15 04:00:00,129.82,127.93838028620263,133.55323942759475,2017-08-18 04:00:00,127.93838028620263,SL,18,1.8816197137973631,-1.0,-1.0066432127110116,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5735.0,2.0,0.25,11.0,1.1946308724832149,0.618,0.8
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-08-15 00:00:00,long,7305,7313,143.29,141.22,5.403068228772605,8,,,0.6753835285965756,,,142.82,2017-08-15 04:00:00,142.83,141.12422108733622,146.21155782532753,2017-08-17 16:00:00,141.12422108733622,SL,15,1.7057789126637886,-1.0,-1.011724848895423,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,7319.0,6.0,0.75,11.0,0.7729468599033814,0.618,0.8
CHFJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-08-16 16:00:00,long,5803,5820,114.296,112.657,5.138914278037499,17,,,0.30228907517867637,,,114.141,2017-08-16 20:00:00,114.14,112.57726525880162,117.26846948239678,2017-08-21 08:00:00,112.57726525880162,SL,16,1.5627347411983834,-1.0,-1.0127980772889666,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5827.0,7.0,0.4117647058823529,12.0,0.9054301403294691,0.618,0.8
GBPJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-08-29 16:00:00,long,7355,7366,140.99,139.28,3.574412735242745,11,,,0.324946612294795,,,141.82,2017-08-29 20:00:00,141.81,139.16039993373317,147.13920013253363,2017-09-14 08:00:00,147.13920013253363,TP,71,2.649600066266828,2.0113224634849294,2.0037741544949763,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,7374.0,8.0,0.7272727272727273,24.0,1.4853801169590528,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-09-05 16:00:00,long,5839,5849,1325.951,1298.288,4.458912473177464,10,,,0.44589124731774643,,,1340.958,2017-09-05 20:00:00,1340.898,1296.737005213356,1429.3999895732882,2017-09-20 16:00:00,1296.737005213356,SL,67,44.16099478664387,-1.0,-1.007925546099926,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5852.0,3.0,0.3,23.0,1.5424935834869702,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-09-06 08:00:00,long,5839,5848,17.66,17.267,3.666642233384012,9,,,0.40740469259822354,,,17.952,2017-09-06 12:00:00,17.958,17.24020436689856,19.375591266202886,2017-09-18 12:00:00,17.24020436689856,SL,50,0.7177956331014386,-1.0,-1.0487603969513897,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,5851.0,3.0,0.3333333333333333,27.0,1.743002544529265,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-09-18 04:00:00,long,5962,5964,111.039,109.55,3.8948725135111513,2,,,1.9474362567555756,,,111.41,2017-09-18 08:00:00,111.41,109.4544256265876,115.3211487468248,2017-10-27 12:00:00,113.837,max_hold,180,1.9555743734124036,1.2410676029492977,1.2359540157925275,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,5966.0,2.0,1.0,9.0,1.249160510409667,0.618,0.8
XAUUSD,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-10-12 00:00:00,long,6006,6013,1278.962,1260.581,4.162815231274811,7,,,0.5946878901821159,,,1294.919,2017-10-12 04:00:00,1294.919,1259.4771196342617,1365.8027607314768,2017-11-22 04:00:00,1283.351,max_hold,180,35.44188036573837,-0.3263935175172804,-0.3362688400562753,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6014.0,1.0,0.14285714285714285,22.0,1.8681246939774785,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-10-25 08:00:00,long,6036,6037,133.6,132.51,3.590888382116809,1,,,3.590888382116809,,,134.35,2017-10-25 12:00:00,134.32,132.43411348641268,138.18177302717461,2017-10-27 12:00:00,132.43411348641268,SL,12,1.8858865135873089,-1.0,-1.0066281825072343,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6038.0,1.0,1.0,25.0,1.6880733944954107,0.618,0.8
SILVER,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-11-17 16:00:00,long,6156,6168,17.242,16.788,4.809924598209853,12,,,0.40082704985082107,,,17.267,2017-11-17 20:00:00,17.263,16.764402956494944,18.27219408701011,2017-11-28 12:00:00,16.764402956494944,SL,41,0.4985970435050575,-1.0,-1.0701969665803788,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6185.0,17.0,1.4166666666666667,31.0,1.055066079295151,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-11-30 16:00:00,long,6200,6213,133.2,131.71,3.962758248956755,13,,,0.3048275576120581,,,133.84,2017-11-30 20:00:00,133.85,131.61599981714807,138.28800036570388,2018-01-15 00:00:00,135.01,max_hold,180,2.234000182851929,0.5192479431756977,0.5136525989604473,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6220.0,7.0,0.5384615384615384,12.0,1.4295302013422975,0.618,0.8
USDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-12-12 12:00:00,long,6316,6326,113.089,111.993,5.0139997101379885,10,,,0.5013999710137989,,,113.678,2017-12-12 16:00:00,113.68,111.93835300840843,117.15729398318314,2018-01-10 04:00:00,111.93835300840843,SL,118,1.7416469915915798,-1.0,-1.005741691656386,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,stagnation,6333.0,7.0,0.7,27.0,1.5374087591240846,0.618,0.8
AUDJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2017-12-13 12:00:00,long,6320,6334,86.2,84.664,7.006467859383329,14,,,0.500461989955952,,,86.057,2017-12-13 16:00:00,86.058,84.60919349725044,88.95261300549912,2018-01-05 12:00:00,88.95261300549912,TP,95,1.4488065027495622,1.9979293301111496,1.9893015389076547,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6351.0,17.0,1.2142857142857142,25.0,0.9069010416666663,0.618,0.8
EURJPY,H4,T5_STAG_OR_REBREAK,V候補後トリガー,2018-01-16 00:00:00,long,6371,6392,136.58,133.05,8.301380754759649,21,,,0.3953038454647452,,,136.05,2018-01-16 04:00:00,136.04,132.9436923837045,142.26261523259103,2018-02-09 16:00:00,132.9436923837045,SL,114,3.0963076162954906,-1.0,-1.0040370665802723,V Context + Trigger,T5 停滞または再ブレイク,高値停滞か再ブレイクのどちらかで許可,rebreak,6402.0,10.0,0.47619047619047616,20.0,0.8498583569405096,0.618,0.8
