lookback_bars,lookback_label,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
360,0.75m,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,70,35.714285714285715,1.494779459092256,0.021353992272746515,1.0319978832107533,10.17937820567466,6,47,36.17021276595745,1.422193199133633,0.0302594297688007,1.045607756410545,10.17937820567466,6,18,38.88888888888889,2.1847317629217637,0.12137398682898687,1.1905774394800557,4.159118620717235,4,5,20.0,-2.1121455029631404,-0.42242910059262806,0.4807974607554753,2.0303932869897188,2,1.2602996821948638,48.57142857142857,44.285714285714285,35.714285714285715,12.857142857142856,8.571428571428571,1.6890268754814475
360,0.75m,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,83,37.34939759036144,6.067535779103279,0.0731028407120877,1.1124534133854822,11.186596224765543,7,54,40.74074074074074,9.148229471956267,0.16941165688807902,1.2750685924554561,11.186596224765543,5,26,34.61538461538461,-0.03379661615697693,-0.0012998698521914204,0.9980852973297122,8.43960083540573,7,3,0.0,-3.0468970766960144,-1.0156323588986715,0.0,2.024950191609321,3,1.313285858602354,51.80722891566265,48.19277108433735,37.34939759036144,14.457831325301203,10.843373493975903,1.6351955597573529
480,1m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,124,37.096774193548384,8.327551020426604,0.06715766951956939,1.1044937694231676,18.791518883014895,9,80,41.25,13.802829596249666,0.17253536995312083,1.283471878567094,14.38986101192473,9,33,33.33333333333333,-0.3132926594546177,-0.009493716953170233,0.9856861313659107,8.871067320047086,5,11,18.181818181818183,-5.161985916368441,-0.46927144694258555,0.43367141795400965,5.133814623551585,5,1.275534399161602,54.03225806451613,45.16129032258064,36.29032258064516,16.93548387096774,8.870967741935484,1.626844555828784
720,1.5m,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,22,36.36363636363637,0.05698730363466353,0.002590331983393797,1.0039871971329257,5.28432892501364,4,17,35.294117647058826,-0.8852958982274528,-0.052076229307497224,0.921398574573367,5.2478602806711345,4,4,50.0,1.954381064994442,0.4885952662486105,1.9687756565601964,2.017372187007471,2,1,0.0,-1.0120978631323256,-1.0120978631323256,0.0,0.0,1,1.2327519090241184,54.54545454545454,36.36363636363637,31.818181818181817,18.181818181818183,4.545454545454546,1.095510875441085
720,1.5m,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,19,31.57894736842105,-1.4614574901212047,-0.07691881526953709,0.8900691809170472,6.312549071019115,4,15,26.666666666666668,-3.4173356904421786,-0.2278223793628119,0.696963200983609,6.276080426676609,4,4,50.0,1.955878200320972,0.488969550080243,1.969517778086493,2.017372187007471,2,0,0.0,0.0,0.0,,0.0,0,1.245918084893504,52.63157894736842,36.84210526315789,31.57894736842105,21.052631578947366,5.263157894736842,-0.11014699765191827
480,1m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,18,38.88888888888889,1.3973743719707807,0.07763190955393226,1.1188345311420869,5.749387560379977,5,12,41.66666666666667,1.605355064941308,0.133779588745109,1.2103736748762943,5.54140686740945,5,6,33.33333333333333,-0.20798069297052657,-0.034663448828421095,0.9496173639284453,4.1280232474368175,4,0,0.0,0.0,0.0,,0.0,0,1.339321579544639,55.55555555555556,38.88888888888889,38.88888888888889,16.666666666666664,0.0,-0.8601871803310293
360,0.75m,rebreak,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,148,36.486486486486484,6.793707745490969,0.04590343071277682,1.0702678435966344,16.396848627500006,8,98,39.795918367346935,12.710166327537996,0.12969557477079588,1.207099023396911,13.057314433412602,6,37,32.432432432432435,-1.6878741020416743,-0.0456182189740993,0.9328549912311812,11.11254243658465,8,13,23.076923076923077,-4.228584480005353,-0.32527572923118103,0.5843272984907144,5.184456991779346,5,1.2830324858181894,52.02702702702703,45.27027027027027,35.810810810810814,15.54054054054054,9.45945945945946,-1.0770717673863004
240,0.5m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,15,40.0,2.6791529257712146,0.17861019505141432,1.2915479478950063,6.133648721278313,6,10,50.0,4.758920295556379,0.4758920295556379,1.9292218136837351,3.082278319948194,3,2,0.0,-2.0392725381977934,-1.0196362690988967,0.0,1.0199324948377633,2,3,33.33333333333333,-0.04049483158737144,-0.013498277195790479,0.9800393299399961,1.0166332098045865,1,1.4096402726783726,60.0,53.333333333333336,40.0,20.0,13.333333333333334,-2.295397572285052
720,1.5m,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,54,35.18518518518518,0.8261246113288521,0.01529860391349726,1.0228232177291419,7.318029282837296,5,35,40.0,5.539573853820521,0.1582735386805863,1.2557471356164909,6.463238301371485,5,16,31.25,-1.6633567040257338,-0.10395979400160836,0.8551868606534939,4.447944286079239,4,3,0.0,-3.0500925384659343,-1.0166975128219782,0.0,2.0376636721238803,3,1.1947222453306798,46.2962962962963,37.03703703703704,35.18518518518518,11.11111111111111,1.8518518518518516,-4.915393120828222
1920,4m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,5,20.0,-2.104069891314949,-0.4208139782629898,0.4853220867547943,3.073772922565219,3,5,20.0,-2.104069891314949,-0.4208139782629898,0.4853220867547943,3.073772922565219,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.1444470857756646,40.0,40.0,20.0,20.0,20.0,-7.0704469482534185
2880,6m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,5,20.0,-2.104069891314949,-0.4208139782629898,0.4853220867547943,3.073772922565219,3,5,20.0,-2.104069891314949,-0.4208139782629898,0.4853220867547943,3.073772922565219,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.1444470857756646,40.0,40.0,20.0,20.0,20.0,-7.0704469482534185
480,1m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,79,34.177215189873415,-5.129144780115099,-0.06492588329259619,0.9056481331002163,14.03409516619074,7,50,38.0,0.8247260030223083,0.016494520060446164,1.0252204374580007,9.878458079653827,7,22,36.36363636363637,1.1264455711050338,0.05120207141386517,1.0772550792073907,4.7782530141663555,3,7,0.0,-7.08031635424244,-1.011473764891777,0.0,6.059841119301131,7,1.175514488507195,48.10126582278481,35.44303797468354,31.645569620253166,13.924050632911392,3.79746835443038,-7.6399892864069106
960,2m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,8,25.0,-2.15138463408167,-0.26892307926020875,0.6483454788735004,5.103536274367816,5,7,28.57142857142857,-1.1392867709493437,-0.1627552529927634,0.7768639745006395,4.09143841123549,4,0,0.0,0.0,0.0,,0.0,0,1,0.0,-1.0120978631323256,-1.0120978631323256,0.0,0.0,1,1.0860547494903618,37.5,37.5,25.0,12.5,12.5,-7.854615540840959
360,0.75m,either,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,189,34.92063492063492,0.4498931513678839,0.002380387044274518,1.0035542425937056,24.299180266163493,10,119,36.97478991596639,5.924910859298203,0.04978916688485885,1.076077975012666,16.698607909013283,10,56,33.92857142857143,-0.25330594136564977,-0.00452332038152946,0.9932498714320335,13.692143541435458,9,14,21.428571428571427,-5.221711766564668,-0.37297941189747624,0.5326762438882952,6.175599431169038,5,1.254224922858048,50.79365079365079,44.44444444444444,34.39153439153439,15.873015873015872,10.052910052910052,-7.915793254040965
960,2m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9264122690186187,0.0,0.0,0.0,0.0,0.0,-8.074831362602406
1440,3m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9264122690186187,0.0,0.0,0.0,0.0,0.0,-8.074831362602406
1920,4m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9264122690186187,0.0,0.0,0.0,0.0,0.0,-8.074831362602406
1920,4m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9264122690186187,0.0,0.0,0.0,0.0,0.0,-8.074831362602406
2880,6m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9264122690186187,0.0,0.0,0.0,0.0,0.0,-8.074831362602406
2880,6m,rebreak,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,1,0.0,-1.014966272520481,-1.014966272520481,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.9264122690186187,0.0,0.0,0.0,0.0,0.0,-8.074831362602406
960,2m,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.5393773733676788,0.0,0.0,0.0,0.0,0.0,-8.285384853633849
1440,3m,stagnation,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,1,0.0,-1.0570769707267698,-1.0570769707267698,0.0,0.0,1,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.5393773733676788,0.0,0.0,0.0,0.0,0.0,-8.285384853633849
720,1.5m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,14,35.714285714285715,-0.10237868636336356,-0.007312763311668825,0.9893888294870362,6.622797753474385,4,9,44.44444444444444,2.0573201315351675,0.22859112572612972,1.372691045802768,4.463098935575855,4,5,20.0,-2.159698817898531,-0.43193976357970615,0.47682009319120566,4.1280232474368175,4,0,0.0,0.0,0.0,,0.0,0,1.3099389123473075,50.0,35.714285714285715,35.714285714285715,14.285714285714285,0.0,-8.389578929969836
2880,6m,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,6,16.666666666666664,-3.129007421004106,-0.5215012368340176,0.38803706568575647,3.0798184772190162,3,6,16.666666666666664,-3.129007421004106,-0.5215012368340176,0.38803706568575647,3.0798184772190162,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.10068466373642,50.0,33.33333333333333,16.666666666666664,33.33333333333333,16.666666666666664,-8.596929921959173
720,1.5m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,10,30.0,-2.6415106637729338,-0.26415106637729335,0.6301511341334887,6.127778919018061,6,9,33.33333333333333,-1.6294128006406081,-0.18104586673784534,0.7341920337769529,5.1156810558857355,5,0,0.0,0.0,0.0,,0.0,0,1,0.0,-1.0120978631323256,-1.0120978631323256,0.0,0.0,1,1.0111855134728716,40.0,30.0,20.0,10.0,10.0,-8.599908524903134
2880,6m,either,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,22,31.818181818181817,-1.6532737465323684,-0.0751488066605622,0.8928218974843007,7.433138700848454,7,16,37.5,1.5948001914260228,0.09967501196412643,1.1565293652299429,4.076957338862307,4,6,16.666666666666664,-3.248073937958391,-0.5413456563263985,0.3797806138050558,4.185202842301698,5,0,0.0,0.0,0.0,,0.0,0,1.2978230130578774,50.0,40.909090909090914,31.818181818181817,18.181818181818183,9.090909090909092,-8.817020476452498
240,0.5m,stagnation,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,37,40.54054054054054,4.85782288854177,0.13129251050112892,1.205169626179371,15.828896471935543,8,21,57.14285714285714,13.039683480276038,0.6209373085845732,2.334653750111308,7.647035880201278,7,15,20.0,-7.150587289951037,-0.47670581933006917,0.4446467165078578,9.106646782055286,8,1,0.0,-1.0312733017832274,-1.0312733017832274,0.0,0.0,1,1.3441089162183226,56.75675675675676,48.64864864864865,40.54054054054054,16.216216216216218,8.108108108108109,-8.949766309199473
960,2m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.7328948211931487,0.0,0.0,0.0,0.0,0.0,-9.469871297871872
1440,3m,either,ADX30_RISK_LE2_BBW3_10,ADX>=30 + risk<=2H1ATR + BB幅3-10H1ATR,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,2,0.0,-2.0720432432472506,-1.0360216216236253,0.0,1.0149662725204809,2,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,0.7328948211931487,0.0,0.0,0.0,0.0,0.0,-9.469871297871872
480,1m,stagnation,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,11,27.27272727272727,-3.6926896420400537,-0.3356990583672776,0.5480465379846091,5.100544350851378,5,9,33.33333333333333,-1.6639585691031413,-0.1848842854559046,0.7290754076549344,3.0718132779144662,3,0,0.0,0.0,0.0,,0.0,0,2,0.0,-2.028731072936912,-1.014365536468456,0.0,1.0166332098045865,2,1.0912120070847378,54.54545454545454,27.27272727272727,18.181818181818183,27.27272727272727,9.090909090909092,-9.7625754252374
2880,6m,rebreak,ADX30_RISK_LE3_BBW3_12,ADX>=30 + risk<=3H1ATR + BB幅3-12H1ATR,18,27.77777777777778,-3.542034602872748,-0.19677970015959712,0.7361868794347481,6.305082412115841,6,13,30.76923076923077,-1.2695836609544153,-0.0976602816118781,0.8614740079845993,4.122712870755205,4,5,20.0,-2.2724509419183323,-0.45449018838366645,0.4667301611138095,3.24668670491752,4,0,0.0,0.0,0.0,,0.0,0,1.231224689850335,44.44444444444444,38.88888888888889,27.77777777777778,16.666666666666664,11.11111111111111,-9.896178257407348
1920,4m,either,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,11,18.181818181818183,-5.235964970462278,-0.4759968154965707,0.4314008420189734,7.175286094477757,7,9,11.11111111111111,-6.219151008164925,-0.6910167786849917,0.2418637774865741,6.169962064379835,6,2,50.0,0.9831860377026465,0.4915930188513232,1.9779792467577644,0.0,1,0,0.0,0.0,0.0,,0.0,0,1.0959772702939565,45.45454545454545,27.27272727272727,18.181818181818183,27.27272727272727,9.090909090909092,-10.32254966880585
2880,6m,rebreak,GBP_ADX25_RISK_LE4_BBW3_14,GBPJPY + ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,3,0.0,-3.061151684649522,-1.020383894883174,0.0,2.0422597096141626,3,3,0.0,-3.061151684649522,-1.020383894883174,0.0,2.0422597096141626,3,0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,,0.0,0,1.0544928316571964,33.33333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,-10.653252191585759
2880,6m,stagnation,ADX25_RISK_LE4_BBW3_14,ADX>=25 + risk<=4H1ATR + BB幅3-14H1ATR,26,30.76923076923077,-3.071694485160706,-0.11814209558310408,0.8367278899481836,8.754582072624995,4,20,35.0,0.17721255706184658,0.008860627853092329,1.0130344292871851,5.5056750304024415,4,6,16.666666666666664,-3.2489070422225526,-0.541484507037092,0.37731969955194694,4.165843559210634,4,0,0.0,0.0,0.0,,0.0,0,1.2068622347688838,46.15384615384615,38.46153846153847,30.76923076923077,15.384615384615385,7.6923076923076925,-10.79486894636825
