lookback_bars,lookback_label,trigger_mode,filter,filter_notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,avg_mfe_r,hit_1r_rate,hit_1_5r_rate,hit_2r_rate,giveback_1r_to_loss_rate,giveback_1_5r_to_loss_rate,score
360,0.75m,rebreak,ALL,全候補,492,33.94308943089431,-34.7790213098172,-0.0706890677028805,0.8935172004644383,55.85867614591558,17,310,35.80645161290323,-8.35732038419775,-0.02695909801354113,0.9586070860349378,30.38374704309214,17,143,36.36363636363637,0.26485393300318893,0.0018521254056167058,1.0029399501779896,25.072464634913775,9,39,10.256410256410255,-26.686554858622653,-0.6842706374005808,0.22929661670234477,25.68229971121235,12,1.1723504632962694,50.40650406504065,39.63414634146341,29.065040650406505,17.276422764227643,8.333333333333332,-48.81510469703936
1920,4m,rebreak,ALL,全候補,154,27.92207792207792,-34.55817892256168,-0.2244037592374135,0.6913984787551838,33.553219750543676,11,119,29.411764705882355,-23.31118589290105,-0.19589231842773994,0.7256080927074443,31.03024374365502,11,27,29.629629629629626,-3.1687762285447816,-0.11736208253869561,0.8327747894379146,12.85451300092963,7,8,0.0,-8.078216801115845,-1.0097771001394806,0.0,7.064670446963749,8,1.0991790881856558,46.75324675324675,37.66233766233766,24.675324675324674,20.77922077922078,11.688311688311687,-49.95523189264581
2880,6m,stagnation,ALL,全候補,104,24.03846153846154,-32.015571579829995,-0.30784203442144226,0.5951234990383863,31.001374709734606,13,83,25.301204819277107,-22.446568691901025,-0.27044058664940995,0.6360753425849492,25.266050870603472,13,19,21.052631578947366,-7.558587442388257,-0.3978203917046451,0.5087145464573615,9.291696117800988,6,2,0.0,-2.0104154455407035,-1.0052077227703518,0.0,1.0048573659780462,2,0.9597442957190316,35.57692307692308,28.846153846153843,23.076923076923077,12.5,5.769230769230769,-52.47246482677694
480,1m,either,ALL,全候補,480,33.33333333333333,-32.18445923216258,-0.06705095673367205,0.9013051451175025,48.507389976355924,15,310,35.483870967741936,-2.4935050058619925,-0.008043564535038685,0.9878161260445797,19.741258150068656,15,138,34.05797101449276,-6.323842795200267,-0.04582494779130628,0.9313634827434617,29.652553492923353,10,32,9.375,-23.367111431100316,-0.7302222322218849,0.20273950962168738,22.36285628369001,10,1.2067254026202896,52.29166666666667,40.833333333333336,30.416666666666664,18.958333333333332,8.541666666666666,-54.26681676230906
2880,6m,rebreak,ALL,全候補,95,22.105263157894736,-36.74322099022797,-0.38677074726555755,0.49407473993709394,35.73826181820996,12,75,22.666666666666664,-28.876499223479776,-0.385019989646397,0.49215948961488026,31.713863063623783,12,18,22.22222222222222,-5.852683215602882,-0.32514906753349343,0.5743625604051986,8.585221653798202,6,2,0.0,-2.0140385511453065,-1.0070192755726532,0.0,1.0059050053565783,2,1.044019846043854,43.15789473684211,33.68421052631579,18.947368421052634,24.210526315789473,14.736842105263156,-56.75401455262906
480,1m,rebreak,ALL,全候補,416,33.65384615384615,-32.145932966668546,-0.07727387732372247,0.8837590748038439,53.025054076564786,16,268,36.56716417910448,1.0010594092288327,0.0037352963030926594,1.0058736056346615,20.802884100680714,11,117,34.18803418803419,-7.801535237916039,-0.06667978835825675,0.898435898387096,27.09311015802047,9,31,6.451612903225806,-25.345457137981345,-0.8175953915477854,0.1349170290133303,24.341201990571044,16,1.1817191414688102,50.24038461538461,40.144230769230774,28.60576923076923,17.307692307692307,8.89423076923077,-57.18937520580003
2880,6m,either,ALL,全候補,116,23.275862068965516,-37.446546752521634,-0.3228150582113934,0.576914897742964,36.44158758050363,16,92,23.91304347826087,-28.461949099343055,-0.30936901194938105,0.5916979279217751,30.242599842453874,16,22,22.727272727272727,-6.970559102033263,-0.3168435955469665,0.5847446834092803,7.662654292873197,7,2,0.0,-2.0140385511453065,-1.0070192755726532,0.0,1.0059050053565783,2,1.0598581024054683,42.241379310344826,32.758620689655174,22.413793103448278,19.82758620689655,10.344827586206897,-58.63595990519006
1440,3m,rebreak,ALL,全候補,176,28.40909090909091,-38.28061613174875,-0.21750350074857244,0.6970500009808936,40.27078239266224,11,129,31.007751937984494,-19.70494555211885,-0.15275151590789807,0.7786293751348009,31.36225716040934,11,38,26.31578947368421,-9.485459668566374,-0.2496173596991151,0.6643020666622899,16.934426494936197,10,9,0.0,-9.090210911063531,-1.0100234345626147,0.0,8.076664556911437,9,1.0968959703022476,46.02272727272727,35.79545454545455,23.863636363636363,19.318181818181817,10.227272727272728,-62.90382733420735
1920,4m,stagnation,ALL,全候補,157,24.840764331210192,-45.74538488524797,-0.29137187824998706,0.6195429677342975,44.731188015152576,13,122,25.40983606557377,-33.731387275334114,-0.2764867809453616,0.6353860470231482,33.4312504209486,13,28,28.57142857142857,-4.954026548198977,-0.1769295195785349,0.7602743650115158,8.423270132167321,8,7,0.0,-7.059971061714891,-1.0085672945306987,0.0,6.036641624434113,7,1.0068226259518764,40.12738853503185,30.573248407643312,24.203821656050955,15.92356687898089,6.369426751592357,-66.41895829214053
1920,4m,either,ALL,全候補,183,25.683060109289617,-48.1281396737042,-0.26299529876341093,0.6523624116205399,47.12318050168618,15,141,26.24113475177305,-35.565795165425335,-0.25223968202429314,0.6650664037482659,42.20458103599053,15,34,29.411764705882355,-4.4667603655763415,-0.1313753048698924,0.8151193962317491,13.176515108903468,9,8,0.0,-8.095584142702526,-1.0119480178378157,0.0,7.072254705421746,8,1.0993438403478049,45.3551912568306,34.97267759562842,25.136612021857925,20.21857923497268,9.836065573770492,-68.66866602125046
360,0.75m,either,ALL,全候補,581,33.04647160068847,-40.848624995498184,-0.07030744405421374,0.8968251443786639,65.22192226629946,22,365,35.06849315068493,-6.760285334713373,-0.01852132968414623,0.9721926583395927,32.08035442831067,22,176,32.95454545454545,-12.363090905057295,-0.07024483468782554,0.8962590453721061,32.58590216793567,11,40,15.0,-21.72524875572751,-0.5431312188931877,0.35403490121358844,20.72099360831721,14,1.178482101399662,50.25817555938038,40.44750430292599,30.6368330464716,17.555938037865747,8.605851979345955,-74.37421927998
1440,3m,either,ALL,全候補,211,26.540284360189574,-51.36070470805919,-0.24341566212350327,0.6742772128879353,54.32032297889381,15,157,28.02547770700637,-31.50192103221429,-0.2006491785491356,0.7263984138174734,43.04841267023718,15,45,26.666666666666668,-10.751205423194682,-0.23891567607099293,0.6784613863828924,17.22614950906891,12,9,0.0,-9.107578252650212,-1.011953139183357,0.0,8.084248815369437,9,1.078783518236717,44.07582938388626,34.12322274881517,25.118483412322274,18.009478672985782,9.004739336492891,-81.14161739622233
480,1m,stagnation,ALL,全候補,397,31.48614609571788,-57.6019544944229,-0.14509308436882343,0.7909845448290473,59.300538401788096,21,261,32.56704980842912,-30.2162524497788,-0.11577108218306054,0.8311411242962297,32.728283583789576,15,111,35.13513513513514,-5.133261812320798,-0.046245601912799986,0.9291000550727166,14.221430029895878,8,25,4.0,-22.252440232323302,-0.890097609292932,0.08206113013579998,21.231964997381993,21,1.1430661409266436,49.622166246851386,36.775818639798494,26.952141057934508,18.639798488664987,8.060453400503778,-81.37639106230114
1440,3m,stagnation,ALL,全候補,186,25.268817204301076,-53.347716780486266,-0.28681568161551757,0.62553313076404,56.3073350513209,14,140,25.71428571428571,-37.50174400656542,-0.26786960004689586,0.6475766493403324,40.46136227740006,14,39,28.205128205128204,-8.786001712205957,-0.22528209518476813,0.6969516545739425,15.16721058032203,11,7,0.0,-7.059971061714891,-1.0085672945306987,0.0,6.036641624434113,7,1.0064579203340984,39.784946236559136,31.182795698924732,24.193548387096776,15.053763440860216,6.451612903225806,-81.48948219366166
960,2m,rebreak,ALL,全候補,243,27.983539094650205,-57.27445032355892,-0.23569732643439886,0.6735493712356834,62.63342158386419,14,165,29.09090909090909,-36.83215733372953,-0.22322519596199716,0.6897616775227984,43.69414835466689,12,64,31.25,-7.329729644382203,-0.11452702569347192,0.8319304049261588,17.84563485136757,9,14,0.0,-13.112563345447185,-0.9366116675319418,0.0,13.105034169210883,14,1.0798434322364456,44.8559670781893,34.15637860082305,23.045267489711936,18.106995884773664,8.641975308641975,-84.99772122728552
240,0.5m,stagnation,ALL,全候補,593,33.22091062394604,-44.69733619720228,-0.07537493456526523,0.8883452447230151,81.0086901895921,29,364,35.714285714285715,-2.9625025224815147,-0.008138743193630536,0.9875764158348067,39.27385651487132,17,185,32.432432432432435,-18.36945746079213,-0.09929436465293043,0.8534236603875989,43.27599263995671,10,44,15.909090909090908,-23.36537621392865,-0.5310312775892875,0.3604819175155462,28.419359414907348,29,1.1373787522944239,47.89207419898819,37.60539629005059,29.34232715008432,15.51433389544688,6.408094435075886,-89.4060121910889
720,1.5m,stagnation,ALL,全候補,290,28.620689655172416,-63.8554592225794,-0.22019123869854965,0.696237909951545,66.37433105388308,15,195,28.205128205128204,-44.26715810350569,-0.22701106719746508,0.6905516165581136,45.086481804327164,15,78,33.33333333333333,-8.405184997618907,-0.10775878202075521,0.8383423047943481,20.252558750641843,7,17,11.76470588235294,-11.183116121454802,-0.6578303600855766,0.26280470204425826,13.147933496305054,13,1.0887730864837541,46.55172413793103,34.13793103448276,24.482758620689655,18.620689655172416,7.931034482758621,-93.7197910280355
720,1.5m,rebreak,ALL,全候補,311,29.581993569131832,-59.96065840212553,-0.19279954470136826,0.7285534479697406,67.27984743756323,17,204,31.862745098039213,-26.320392764237614,-0.12902153315802753,0.8126203954418548,34.07280863042159,12,88,29.545454545454547,-17.48010843614817,-0.19863759586532012,0.7192847062429945,27.265400290466598,11,19,5.263157894736842,-16.16015720173975,-0.85053458956525,0.11000347225759018,16.139794665101668,17,1.1389509762906045,46.94533762057878,35.36977491961415,25.401929260450164,18.327974276527332,8.038585209003216,-100.79939511572988
720,1.5m,either,ALL,全候補,351,29.059829059829063,-64.18872811599881,-0.1828738692763499,0.7468447875840127,70.53848448670956,16,232,30.603448275862068,-31.555549469829923,-0.13601529943892207,0.8083558666251234,37.83934313014854,15,99,29.292929292929294,-18.389842846734947,-0.18575598835085805,0.739770523444744,26.698028339706095,7,20,10.0,-14.243335799433932,-0.7121667899716966,0.21868848696921228,16.20815317428418,16,1.1624300616743148,48.717948717948715,36.182336182336186,26.780626780626783,19.65811965811966,8.262108262108262,-106.87581134327954
960,2m,stagnation,ALL,全候補,240,25.0,-75.06503325663232,-0.31277097190263464,0.5875468030040711,77.88482108417858,21,166,25.301204819277107,-48.28088134484387,-0.29084868280026427,0.6172627167211678,51.10066917239011,16,59,30.508474576271187,-12.18415560331755,-0.20651111192063643,0.7046281046772036,16.097829628599342,11,15,0.0,-14.599996308470907,-0.9733330872313938,0.0,13.57666687119013,15,0.9924235423344776,40.0,28.333333333333332,21.666666666666668,15.416666666666668,5.416666666666667,-112.8207623362645
960,2m,either,ALL,全候補,285,26.31578947368421,-72.40460052422047,-0.2540512299095455,0.6591173128992142,79.837980181154,17,191,28.272251308900525,-40.04353265595836,-0.20965200343433696,0.7143192948055591,48.40173471290522,17,77,27.27272727272727,-16.169906905390718,-0.20999879097910024,0.7114746488592599,22.880751783820955,12,17,0.0,-16.191160962871383,-0.9524212331100813,0.0,16.18363178663508,17,1.0846138686924858,43.859649122807014,33.33333333333333,24.210526315789473,17.894736842105264,8.070175438596491,-115.12507146271679
360,0.75m,stagnation,ALL,全候補,474,30.801687763713083,-67.18391238039025,-0.14173821177297521,0.7947775682557073,88.90369775948409,20,300,34.0,-16.0118471461593,-0.053372823820531004,0.9193658274827529,37.731632525253104,20,140,28.57142857142857,-29.518171552475792,-0.21084408251768422,0.7025119406320438,36.84618131453725,11,34,11.76470588235294,-21.653893681755157,-0.6368792259339752,0.26776934568723293,22.597405692679143,14,1.097627906451106,45.9915611814346,36.49789029535865,27.004219409282697,15.822784810126583,8.016877637130802,-127.6038179620684
