case,notes,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_losing_streak,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_losing_streak,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_losing_streak,oos_trades,oos_win_rate,oos_total_r,oos_avg_r,oos_pf,oos_max_dd_r,oos_max_losing_streak,score
L360_REBREAK_PB075__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,125,28.799999999999997,-28.8370301439294,-0.2306962411514352,0.6780885403427468,34.054224967388784,20,92,27.173913043478258,-26.719086222966332,-0.29042485024963405,0.6052408899016873,27.312595077697058,20,27,40.74074074074074,3.931985433478112,0.14562909012881897,1.2481348544377109,6.485214751927137,6,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-32.928000900973856
L120_EITHER_PB075__MACD_TURN_ADX25,MACD slope3>0 + ADX>=25,110,28.18181818181818,-22.960749813531475,-0.2087340892139225,0.713357252563644,24.49594298868876,11,78,28.205128205128204,-15.080737682185118,-0.19334279079724512,0.7327145384187987,16.615930857342402,10,26,34.61538461538461,-1.8075038583681637,-0.0695193791680063,0.8973474244700991,8.277177450942016,8,6,0.0,-6.072508272978197,-1.012084712163033,0.0,5.0608837468996954,6,-33.12630454176188
L360_STAG_ONLY__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,50,24.0,-20.969491284968683,-0.41938982569937366,0.45102870552526325,21.354293714198683,16,43,25.581395348837212,-16.82942907136821,-0.3913820714271677,0.4754652063960066,16.24279733813237,11,6,16.666666666666664,-3.1382523289454642,-0.523042054824244,0.38604038855631734,4.042320957420287,5,1,0.0,-1.0018098846550112,-1.0018098846550112,0.0,0.0,1,-33.66136362990815
L120_REBREAK_PB075__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,176,29.545454545454547,-28.65028655245307,-0.16278571904802883,0.775079959313953,27.639936858596478,12,114,29.82456140350877,-18.23806229280114,-0.15998300256843104,0.7787547690619728,18.501371275516593,7,50,36.0,1.7098663317202685,0.03419732663440537,1.0520918168532054,7.2341690906778755,7,12,0.0,-12.122090591372205,-1.0101742159476836,0.0,11.115041906578854,12,-34.03431990544798
L240_EITHER_PB075__MACD_TURN_ADX25,MACD slope3>0 + ADX>=25,67,22.388059701492537,-24.444613038541558,-0.36484497072450084,0.5459376581245952,24.290128683364134,12,46,21.73913043478261,-17.803590444958683,-0.38703457489040616,0.5242922518754851,17.649106089781256,11,16,31.25,-1.5652133697393715,-0.09782583560871072,0.8619020244993671,4.169460786382787,5,5,0.0,-5.075809223843503,-1.0151618447687007,0.0,4.064184697765001,5,-35.14325245948956
L360_STAG_ONLY__REBREAK_ADX25,rebreak系 + ADX>=25,56,26.785714285714285,-23.009504114301002,-0.4108840020410893,0.4236514186631982,28.16648172036579,19,43,25.581395348837212,-19.627970738376145,-0.45646443577618945,0.37592974984634875,21.037829002860224,12,12,33.33333333333333,-2.3797234912698446,-0.19831029093915373,0.6814098464469722,6.059477298859539,7,1,0.0,-1.0018098846550112,-1.0018098846550112,0.0,0.0,1,-36.251478372839465
L240_STAG_ONLY__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,64,21.875,-27.783287819305674,-0.43411387217665115,0.43925527062209835,27.196656086069844,14,54,20.37037037037037,-25.452456687288052,-0.4713417905053343,0.40026165349291376,24.86582495405222,14,8,37.5,-0.3198691566688572,-0.03998364458360715,0.9372423136335508,3.198468758744607,3,2,0.0,-2.0109619753487684,-1.0054809876743842,0.0,1.0091520906937572,2,-37.79356966608758
L240_REBREAK_PB075__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,112,25.0,-31.97860567421039,-0.28552326494830704,0.6300506583636926,32.74931102977754,13,74,21.62162162162162,-28.49054252009664,-0.3850073313526573,0.5232423741903981,27.480192826240046,9,32,37.5,2.557636772578687,0.07992614914308396,1.123941529798541,4.25666289052848,5,6,0.0,-6.045699926692436,-1.0076166544487393,0.0,5.036139395466036,6,-38.12704393916459
L120_REBREAK_PB075__MACD_TURN_ADX25,MACD slope3>0 + ADX>=25,97,26.804123711340207,-24.24606281436139,-0.24995941045733394,0.6626690941735136,27.917898377419377,11,67,26.865671641791046,-15.42166993248658,-0.23017417809681462,0.6867041694083049,19.093505495544562,11,25,32.0,-3.761036699590373,-0.1504414679836149,0.7861693174319777,7.237526003476244,7,5,0.0,-5.06335618228444,-1.012671236456888,0.0,4.051731656205938,5,-38.45422041621495
L360_EITHER_PB075__MACD_TURN_ADX25,MACD slope3>0 + ADX>=25,57,19.298245614035086,-26.002043782501612,-0.4561762067105546,0.4525428206476394,24.99466172941488,10,42,19.047619047619047,-19.423556058422573,-0.4624656204386327,0.44592828686393654,18.416174005335833,10,11,27.27272727272727,-2.5370117340918936,-0.23063743037199033,0.6979216963913619,3.238813377686216,4,4,0.0,-4.041475989987148,-1.010368997496787,0.0,3.028429786527279,4,-38.88456502889831
L240_EITHER_PB075__REBREAK_ADX25,rebreak系 + ADX>=25,157,28.02547770700637,-34.44880351851669,-0.21941913069118912,0.6959166272742326,38.103328765269495,15,103,25.24271844660194,-28.267669956396638,-0.2744433976349188,0.6352008390423717,30.276007632688,15,44,40.909090909090914,3.649492269894279,0.08294300613396088,1.1405357361817277,6.81486581957248,4,10,0.0,-9.830625832014336,-0.9830625832014336,0.0,8.825962060622068,10,-39.901576331174354
L120_EITHER_PB075__ADX25,ADX>=25,303,32.01320132013201,-35.02473863335872,-0.11559319680976476,0.83170812168196,40.72655462316307,19,194,32.47422680412371,-20.678526525556723,-0.10659034291524085,0.843693265276479,33.63610848821675,12,85,37.64705882352941,3.8588099459177743,0.04539776406962087,1.0719595690093164,16.25259496842591,10,24,8.333333333333332,-18.20502205371978,-0.7585425855716575,0.17994579013618275,20.203459401148145,19,-40.16442023263969
L240_EITHER_PB100__STAG_ADX25,stagnation系 + ADX>=25,45,13.333333333333334,-28.887871816026454,-0.64195270702281,0.2908066940426324,27.859621263675134,10,37,10.81081081081081,-26.551206946554956,-0.7176001877447286,0.22976289481166154,25.52295639420363,10,6,33.33333333333333,-0.2852902981747969,-0.047548383029132814,0.932244377962014,2.0292568655181373,2,2,0.0,-2.0513745712967055,-1.0256872856483528,0.0,1.0091520906937572,2,-40.19966942027886
L240_STAG_ONLY__MACD_TURN_ADX25,MACD slope3>0 + ADX>=25,51,15.686274509803921,-30.0121074737303,-0.5884726955633393,0.3166899110620743,29.005608085765232,11,39,12.82051282051282,-26.898329296474003,-0.6897007511916411,0.2272584823320705,25.891829908508928,11,9,33.33333333333333,-0.06059372130458329,-0.006732635700509255,0.990000220827745,6.059505941161603,6,3,0.0,-3.0531844559517167,-1.0177281519839056,0.0,2.0109619753487684,3,-40.9800736438831
L360_REBREAK_PB075__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,88,22.727272727272727,-30.067059742647384,-0.3416711334391748,0.5689390688471772,34.85825833175291,18,62,20.967741935483872,-24.543557746705268,-0.39586383462427854,0.5103419799654509,27.61112314866561,18,21,33.33333333333333,-0.47654790872877784,-0.02269275755851323,0.9673160092171027,6.221717436478647,7,5,0.0,-5.046954087213344,-1.0093908174426687,0.0,4.033907883753474,5,-41.63586278702748
L240_EITHER_PB100__REBREAK_ADX25,rebreak系 + ADX>=25,146,28.08219178082192,-31.673534346384592,-0.21694201607112734,0.693148032873151,34.51258142130455,14,98,27.55102040816326,-22.718308318951237,-0.23181947264235955,0.6782333075741814,26.430008317010117,14,39,35.8974358974359,-0.1348554427252564,-0.003457831864750164,0.9943327604068963,8.773480113052933,7,9,0.0,-8.8203705847081,-0.9800411760786777,0.0,7.81570681331583,9,-41.8955249132811
L240_STAG_ONLY__REBREAK_ADX25,rebreak系 + ADX>=25,65,23.076923076923077,-30.562527176426137,-0.47019272579117133,0.3633072232918438,31.38119584455713,15,52,19.230769230769234,-29.126486887799167,-0.5601247478422917,0.28384118726214697,28.119987499834092,15,12,41.66666666666667,-0.43423040397196333,-0.03618586699766361,0.9313986085305077,5.215625100183859,5,1,0.0,-1.0018098846550112,-1.0018098846550112,0.0,0.0,1,-42.046828149187384
L120_STAG_ONLY__MACD_TURN_ADX25,MACD slope3>0 + ADX>=25,78,21.794871794871796,-32.79989588608701,-0.4205114857190642,0.46261556066099574,32.59021120725057,12,57,19.298245614035086,-30.080672551414445,-0.5277310973932359,0.3521465784590228,29.07417316344936,12,18,33.33333333333333,0.31066838233548744,0.017259354574193746,1.0268396029835283,5.510403015091215,4,3,0.0,-3.029891717008049,-1.0099639056693497,0.0,2.010961975348768,3,-43.121387982330745
L120_EITHER_PB075__REBREAK_ADX25,rebreak系 + ADX>=25,270,31.48148148148148,-36.498094781060054,-0.13517812881874094,0.8040445195288808,42.54519454824889,19,171,32.16374269005848,-20.4826828244898,-0.11978177090344912,0.8244916824529217,32.01365878598521,13,77,37.66233766233766,3.1788953538841276,0.041284355245248414,1.0657318929471509,13.045024195172978,7,22,4.545454545454546,-19.19430731045438,-0.8724685141115628,0.09420766152898358,18.19024177975015,19,-43.23789651186091
L360_EITHER_PB075__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,130,25.384615384615383,-36.52393000557417,-0.28095330773518595,0.6270144790861043,39.15099011932151,22,96,22.916666666666664,-33.383828542464016,-0.3477482139840002,0.5549115689573126,32.40936022962979,22,28,39.285714285714285,2.9098278913310205,0.10392242469039359,1.1725025218492013,6.485214751927137,6,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-43.72468775799784
L120_EITHER_PB075__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,291,31.615120274914087,-37.410380210050775,-0.1285580075946762,0.8135398063315472,41.243004174662666,19,188,32.4468085106383,-20.26366552244456,-0.10778545490661999,0.8416711211401446,30.38985529532678,12,80,37.5,3.056744713541928,0.0382093089192741,1.0605892885039678,14.08467564263875,8,23,4.3478260869565215,-20.203459401148137,-0.8784112783107886,0.08992519279376668,19.199393870443906,19,-43.96526441504539
L240_REBREAK_PB075__ADX25,ADX>=25,168,29.166666666666668,-37.236556486129615,-0.22164616956029531,0.6878262157150657,39.877933306734725,16,113,27.43362831858407,-30.042274497861875,-0.2658608362642644,0.6357156356120326,32.050612174153244,14,45,40.0,2.6363438437465954,0.05858541874992434,1.0977090336120687,6.81486581957248,4,10,0.0,-9.830625832014336,-0.9830625832014336,0.0,8.825962060622068,10,-44.671928679279816
L240_REBREAK_PB075__REBREAK_ADX25,rebreak系 + ADX>=25,168,29.166666666666668,-37.236556486129615,-0.22164616956029531,0.6878262157150657,39.877933306734725,16,113,27.43362831858407,-30.042274497861875,-0.2658608362642644,0.6357156356120326,32.050612174153244,14,45,40.0,2.6363438437465954,0.05858541874992434,1.0977090336120687,6.81486581957248,4,10,0.0,-9.830625832014336,-0.9830625832014336,0.0,8.825962060622068,10,-44.671928679279816
L240_REBREAK_PB075__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,168,29.166666666666668,-37.236556486129615,-0.22164616956029531,0.6878262157150657,39.877933306734725,16,113,27.43362831858407,-30.042274497861875,-0.2658608362642644,0.6357156356120326,32.050612174153244,14,45,40.0,2.6363438437465954,0.05858541874992434,1.0977090336120687,6.81486581957248,4,10,0.0,-9.830625832014336,-0.9830625832014336,0.0,8.825962060622068,10,-44.671928679279816
L360_STAG_ONLY__ADX25,ADX>=25,76,26.31578947368421,-28.997776929338738,-0.3815496964386676,0.4799904270330196,33.1148020636919,14,59,25.423728813559322,-24.329691279646532,-0.4123676488075683,0.4471989243309505,24.69959707241899,14,16,31.25,-3.666275765037196,-0.22914223531482475,0.6589657562138241,10.409569962562914,10,1,0.0,-1.0018098846550112,-1.0018098846550112,0.0,0.0,1,-45.20364914797783
L360_STAG_ONLY__STAG_ADX25,stagnation系 + ADX>=25,76,26.31578947368421,-28.997776929338738,-0.3815496964386676,0.4799904270330196,33.1148020636919,14,59,25.423728813559322,-24.329691279646532,-0.4123676488075683,0.4471989243309505,24.69959707241899,14,16,31.25,-3.666275765037196,-0.22914223531482475,0.6589657562138241,10.409569962562914,10,1,0.0,-1.0018098846550112,-1.0018098846550112,0.0,0.0,1,-45.20364914797783
L360_EITHER_PB075__ADX25,ADX>=25,136,25.735294117647058,-36.8472751924859,-0.2709358470035728,0.6393562955871296,39.43965758803417,23,101,23.762376237623762,-32.5749142876787,-0.322523903838403,0.5830162468026431,32.27095032214753,23,29,37.93103448275862,1.7775684496339732,0.06129546378048183,1.0987506190227854,7.617474193624185,7,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-45.75615985447422
L360_EITHER_PB100__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,127,25.196850393700785,-38.0580656145861,-0.29966980798886694,0.5957997292743238,40.80979185770451,15,95,23.157894736842106,-34.1081371469157,-0.35903302259911263,0.528780098294652,34.23092845265958,15,26,38.46153846153847,2.1000008867707827,0.08076926487579933,1.1335547489567426,6.513417047631389,6,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-47.013061559526065
L360_EITHER_PB100__ADX25,ADX>=25,134,25.37313432835821,-39.443026333234485,-0.29435094278533197,0.6034511436955264,42.1947525763529,17,101,23.762376237623762,-34.360838423867044,-0.34020632102838655,0.5511887168686519,35.07576243784099,17,27,37.03703703703704,0.9677414450737363,0.035842275743471715,1.0574117561827974,7.645676489328437,7,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-50.40840587994323
L240_EITHER_PB100__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,168,26.785714285714285,-42.600654772220615,-0.2535753260251227,0.6510123778084175,44.60899244851197,18,115,25.217391304347824,-34.490345120986795,-0.29991604453031995,0.6006808853212351,36.498682797278164,18,43,37.2093023255814,1.71921302416804,0.039981698236466044,1.0664639957032047,6.819063357592107,4,10,0.0,-9.829522675401856,-0.9829522675401856,0.0,8.824858904009588,10,-52.79094760041374
L360_REBREAK_PB075,base spec,154,27.27272727272727,-40.3837843008963,-0.2622323655902357,0.6427933618902233,45.84467714572919,13,114,26.31578947368421,-34.16644415810905,-0.2997056505097285,0.5983374990038509,36.181799181942345,13,34,35.294117647058826,-0.1674107883460747,-0.00492384671606102,0.9923702719959517,9.406462826022274,6,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-53.76443823590867
L360_EITHER_PB100__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,99,21.21212121212121,-41.021516327652485,-0.4143587507843685,0.48903441249994967,40.94063020360774,14,75,20.0,-34.54781204377272,-0.4606374939169696,0.4396953131765404,33.53850424342287,13,19,31.57894736842105,-1.4267501966664211,-0.07509211561402217,0.8949096777083373,6.3767082135762205,7,5,0.0,-5.046954087213344,-1.0093908174426687,0.0,4.033907883753474,5,-55.97955851497595
L120_STAG_ONLY__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,104,27.884615384615387,-31.438062969488385,-0.3022890670143114,0.5710945628539792,36.75415093183036,25,85,30.58823529411765,-20.157022832108357,-0.23714144508362772,0.6476941758042724,25.47311079445033,18,17,17.647058823529413,-9.270078162031254,-0.5452987154136032,0.34127844776819416,10.222498587181255,7,2,0.0,-2.0109619753487684,-1.0054809876743842,0.0,1.0091520906937572,2,-56.472068717710435
L120_STAG_ONLY__ADX25,ADX>=25,161,29.19254658385093,-42.50834676424945,-0.2640269985357109,0.6164236219597644,48.302898502850546,22,113,27.43362831858407,-39.10961382062481,-0.3461027771736709,0.5103368439471128,38.103114432659744,22,42,35.714285714285715,-0.7384913456080149,-0.017583127276381307,0.9719118863117232,12.19414904148079,10,6,16.666666666666664,-2.6602415980166243,-0.4433735996694374,0.4289708243111135,4.658678945444991,5,-57.39551977909291
L120_STAG_ONLY__STAG_ADX25,stagnation系 + ADX>=25,161,29.19254658385093,-42.50834676424945,-0.2640269985357109,0.6164236219597644,48.302898502850546,22,113,27.43362831858407,-39.10961382062481,-0.3461027771736709,0.5103368439471128,38.103114432659744,22,42,35.714285714285715,-0.7384913456080149,-0.017583127276381307,0.9719118863117232,12.19414904148079,10,6,16.666666666666664,-2.6602415980166243,-0.4433735996694374,0.4289708243111135,4.658678945444991,5,-57.39551977909291
L360_EITHER_PB075__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,105,20.952380952380953,-41.85585296616059,-0.3986271711062913,0.5103232333135093,41.54818258012538,21,77,19.480519480519483,-34.17793398637433,-0.44386927255031594,0.46340968901294416,33.16878795534103,21,23,30.434782608695656,-2.6309648925729188,-0.11438977793795299,0.8427856083141175,7.353976878175697,8,5,0.0,-5.046954087213344,-1.0093908174426687,0.0,4.033907883753474,5,-58.67215857226926
L240_EITHER_PB075__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,175,26.285714285714285,-47.209082396751114,-0.26976618512429207,0.6369749189513217,49.21742007304249,19,118,23.728813559322035,-37.94757800128429,-0.32158964407868046,0.5837445449889634,39.95591567757566,19,46,39.130434782608695,1.5782735272412634,0.034310294070462245,1.056287209760156,6.81486581957248,4,11,0.0,-10.839777922708093,-0.9854343566098266,0.0,9.835114151315825,11,-58.85788313081998
L360_EITHER_PB075,base spec,168,26.190476190476193,-42.69813242697206,-0.25415555016054797,0.6604856427445442,48.15902527180495,14,126,25.396825396825395,-34.30705975310487,-0.2722782520087688,0.6411275555034409,36.32241477693815,14,36,33.33333333333333,-2.3411433194260125,-0.0650317588729448,0.902920126191109,11.580195357102212,7,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-59.85989583212051
L240_EITHER_PB100__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,130,23.076923076923077,-47.07340920708289,-0.3621031477467915,0.5441201516358616,46.06305951322631,16,92,20.652173913043477,-40.59273618680187,-0.441225393334803,0.46262173187925765,39.58238649294527,16,32,34.375,-0.39938569921132494,-0.012480803100353904,0.9815429077163914,5.393119870245153,6,6,0.0,-6.0812873210696985,-1.0135478868449497,0.0,5.0696627949911965,6,-61.45464822130455
L120_REBREAK_PB075__ADX25,ADX>=25,290,30.689655172413794,-48.5072722312797,-0.16726645596993,0.7606167778472043,50.51560990757107,21,183,31.693989071038253,-27.470360641703063,-0.1501112603371752,0.7820023601993289,35.93689346508671,13,84,35.714285714285715,-0.8363537182942034,-0.009956591884454802,0.9846330020112205,10.991759567405298,6,23,4.3478260869565215,-20.20055787128243,-0.8782851248383665,0.08993694762889631,19.196492340578192,20,-63.46642078761622
L120_REBREAK_PB075__REBREAK_ADX25,rebreak系 + ADX>=25,290,30.689655172413794,-48.5072722312797,-0.16726645596993,0.7606167778472043,50.51560990757107,21,183,31.693989071038253,-27.470360641703063,-0.1501112603371752,0.7820023601993289,35.93689346508671,13,84,35.714285714285715,-0.8363537182942034,-0.009956591884454802,0.9846330020112205,10.991759567405298,6,23,4.3478260869565215,-20.20055787128243,-0.8782851248383665,0.08993694762889631,19.196492340578192,20,-63.46642078761622
L120_REBREAK_PB075__LOW_BB_ADX25,BB位置<=0.25 + ADX>=25,290,30.689655172413794,-48.5072722312797,-0.16726645596993,0.7606167778472043,50.51560990757107,21,183,31.693989071038253,-27.470360641703063,-0.1501112603371752,0.7820023601993289,35.93689346508671,13,84,35.714285714285715,-0.8363537182942034,-0.009956591884454802,0.9846330020112205,10.991759567405298,6,23,4.3478260869565215,-20.20055787128243,-0.8782851248383665,0.08993694762889631,19.196492340578192,20,-63.46642078761622
L240_EITHER_PB100__ADX25,ADX>=25,181,25.96685082872928,-50.18081719523053,-0.2772420839515499,0.6243212082813948,52.18915487152191,21,125,24.8,-38.88892629832567,-0.3111114103866054,0.5893278357008281,40.89726397461704,21,45,35.55555555555556,-0.42014574090005397,-0.0093365720200012,0.9849981119735104,7.951322799289155,4,11,0.0,-10.871745156004804,-0.9883404687277095,0.0,9.867081384612536,11,-65.62021373593745
L240_STAG_ONLY__ADX25,ADX>=25,101,21.782178217821784,-47.09621785766391,-0.4662991867095437,0.3995214211575053,46.089718469698816,19,78,19.230769230769234,-41.19739367687754,-0.5281717138061223,0.34201149379893664,40.19089428891246,19,20,35.0,-2.8456397248346432,-0.14228198624173216,0.7771069358149701,7.083646463174673,7,3,0.0,-3.0531844559517167,-1.0177281519839056,0.0,2.0109619753487684,3,-65.81908157473079
L240_STAG_ONLY__STAG_ADX25,stagnation系 + ADX>=25,101,21.782178217821784,-47.09621785766391,-0.4662991867095437,0.3995214211575053,46.089718469698816,19,78,19.230769230769234,-41.19739367687754,-0.5281717138061223,0.34201149379893664,40.19089428891246,19,20,35.0,-2.8456397248346432,-0.14228198624173216,0.7771069358149701,7.083646463174673,7,3,0.0,-3.0531844559517167,-1.0177281519839056,0.0,2.0109619753487684,3,-65.81908157473079
L360_EITHER_PB100,base spec,164,25.609756097560975,-46.39784259087443,-0.2829136743346002,0.6202133524518826,52.57042699618488,15,124,25.0,-37.11874879047796,-0.2993447483103061,0.6011688869532146,39.848168967824165,15,34,32.35294117647059,-3.229164445955293,-0.09497542488103804,0.8599025047578168,12.465842890596129,7,6,0.0,-6.049929354441176,-1.0083215590735293,0.0,5.036883150981306,6,-66.17855102807471
L360_STAG_ONLY,base spec,102,24.509803921568626,-41.68582663374202,-0.408684574840608,0.4663557754203758,46.612455820636846,13,78,24.358974358974358,-32.70686130568403,-0.4193187346882568,0.4563478012458829,35.90363828679386,13,22,27.27272727272727,-6.964611871993963,-0.3165732669088165,0.5630641263501641,12.703182505132988,12,2,0.0,-2.0143534560640255,-1.0071767280320127,0.0,1.0018098846550114,2,-66.36292549567483
L240_EITHER_PB075__ADX25,ADX>=25,185,25.945945945945947,-51.672588809088296,-0.2793112908599367,0.6267278691925121,53.68092648537966,21,125,24.0,-39.229503167950426,-0.3138360253436034,0.5929299836463484,41.23784084424179,21,48,37.5,-0.5610852378268305,-0.01168927578805897,0.9814080944001262,7.9471252612695285,4,12,0.0,-11.882000403311043,-0.9901667002759202,0.0,10.877336631918773,12,-67.70427687228063
L240_EITHER_PB075__ADX25_RISK_LE3,ADX>=25 + risk<=3ATR,136,22.058823529411764,-51.017795017724595,-0.3751308457185632,0.5342966769109965,50.00744532386801,22,92,19.565217391304348,-41.26777978459304,-0.4485628237455765,0.4613018916929674,40.257430090736435,22,36,33.33333333333333,-1.6529407351424215,-0.045915020420622815,0.9334736620644597,5.956436479449895,6,8,0.0,-8.09707449798914,-1.0121343122486426,0.0,7.087513966762741,8,-68.34042500308705
L120_EITHER_PB075,base spec,371,31.266846361185983,-52.63768965842389,-0.14188056511704553,0.7949623691141312,62.16284369163148,20,238,31.932773109243694,-30.230492509390054,-0.12701887608987417,0.815667566733925,39.75564654259766,13,108,35.18518518518518,-3.198233606659027,-0.029613274135731733,0.9539945071296245,19.841229647466584,8,25,8.0,-19.208963542374807,-0.7683585416949923,0.17216018324784158,21.20740088980317,20,-73.8901914477914
L240_REBREAK_PB075,base spec,205,27.31707317073171,-56.67336989608542,-0.27645546290773376,0.6200536720825677,58.681707572376794,18,139,26.618705035971225,-41.96759323037836,-0.30192513115380115,0.5919277404847001,43.97593090666974,14,55,34.54545454545455,-3.871209345037686,-0.07038562445523065,0.890900876646281,8.858829742036134,4,11,0.0,-10.834567320669365,-0.9849606655153967,0.0,9.829903549277097,11,-78.91283444919225
L120_STAG_ONLY__REBREAK_ADX25,rebreak系 + ADX>=25,114,24.561403508771928,-49.836545649239504,-0.43716268113367984,0.38557944030639946,52.65097135727899,29,85,25.882352941176475,-36.28878569646926,-0.4269268905466972,0.3922120517887927,39.10321140450875,21,25,24.0,-9.898233098019016,-0.39592932392076063,0.4425289974353598,10.590259970896566,8,4,0.0,-3.6495268547512336,-0.9123817136878084,0.0,2.6305971130919525,4,-80.64687210094978
L120_STAG_ONLY,base spec,214,28.971962616822427,-60.40105193835702,-0.28224790625400475,0.598388491093065,68.99783301417177,18,144,27.083333333333332,-50.74013706873459,-0.35236206297732353,0.5122685394188438,56.16303612750872,18,63,33.33333333333333,-7.243731527640201,-0.11497986551809843,0.8263106470198981,14.829161857953073,7,7,28.57142857142857,-2.4171833419822266,-0.3453119059974609,0.4811440388383878,4.658678945444991,5,-90.32895852353722
L240_STAG_ONLY,base spec,133,21.804511278195488,-61.0851731453979,-0.4592870161308113,0.41667623689466343,60.13771782314407,19,97,19.587628865979383,-49.427888525242075,-0.5095658610849698,0.37125966802226296,48.48043320298824,19,32,31.25,-7.600175857974806,-0.2375054955617127,0.6552879329547517,10.343098173830858,8,4,0.0,-4.057108762181018,-1.0142771905452546,0.0,3.053184455951717,4,-90.39962523190553
L240_EITHER_PB075,base spec,226,25.663716814159294,-66.33603922434233,-0.29352229745284214,0.6082942418625799,68.3443769006337,19,153,25.49019607843137,-44.28942388975908,-0.2894733587565953,0.6171811029510859,46.297761566050454,18,60,31.666666666666664,-9.160673442617185,-0.15267789071028642,0.7753243356144798,13.694974446224851,6,13,0.0,-12.88594189196607,-0.9912262993820053,0.0,11.881278120573802,13,-99.02246085882817
L240_EITHER_PB100,base spec,221,25.339366515837103,-66.9726198640565,-0.3030435287966357,0.5931914432274836,68.98095754034787,19,152,25.657894736842106,-45.99900515173721,-0.30262503389300793,0.5967666053627927,48.00734282802859,19,57,29.82456140350877,-9.097928067659453,-0.1596127731168325,0.7647792621693849,14.648355498962314,6,12,0.0,-11.875686644659833,-0.9896405537216527,0.0,10.871022873267565,12,-99.78677755138835
L120_REBREAK_PB075,base spec,354,29.37853107344633,-75.47817992264604,-0.21321519752159898,0.6995959856902277,78.48184670534931,22,226,30.08849557522124,-46.5051405524418,-0.20577495819664515,0.7089333773376599,49.50880733514507,14,104,33.65384615384615,-7.768540010266785,-0.07469750009871909,0.8862249901665575,15.84110403961493,7,24,4.166666666666666,-21.204499359937465,-0.8835208066640611,0.08604521285563921,20.200433829233223,21,-108.1179316163013
