symbol,denial_name,denial_family,d1_signal_time,context_start,fail_bars,denial_level,atr,body_ratio,close_location,rsi14
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-02-04,2020-02-05,4,30.0,0.6105792567764106,0.7455489614243296,0.8664688427299757,42.78696751919779
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-03-02,2020-03-03,2,30.0,0.8656721946259828,0.7021593447505624,0.9069247952345488,33.06211280308847
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-03-04,2020-03-05,1,30.0,0.8945438821009758,0.962184873949564,0.9674369747899102,39.49924273889848
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-09-28,2020-09-29,4,30.0,0.6520404805742439,0.6633802816901385,0.9647887323943586,36.23195046362398
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-09-29,2020-09-30,5,75.114,0.6697518748189412,0.788888888888877,0.9966666666666666,45.6713284140255
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-09-29,2020-09-30,5,74.825,0.6697518748189412,0.788888888888877,0.9966666666666666,45.6713284140255
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-11-02,2020-11-03,1,30.0,0.6133926377598483,0.7887517146776454,0.8655692729766816,39.30908324755481
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-11-03,2020-11-04,5,74.186,0.696293163634145,0.7762119503945855,0.9177001127395712,55.96885708413642
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-11-03,2020-11-04,5,73.971,0.696293163634145,0.7762119503945855,0.9177001127395712,55.96885708413642
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-06-21,2021-06-22,2,83.068,0.5869597827316144,0.4350877192982536,0.9052631578947458,37.66305462346591
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-06-21,2021-06-22,2,83.062,0.5869597827316144,0.4350877192982536,0.9052631578947458,37.66305462346591
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2021-06-21,2021-06-22,2,30.0,0.5869597827316144,0.4350877192982536,0.9052631578947458,37.66305462346591
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-07-09,2021-07-10,1,82.133,0.6949914223453827,0.7140482128013238,0.941812136325846,39.678562822297515
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-07-09,2021-07-10,1,82.133,0.6949914223453827,0.7140482128013238,0.941812136325846,39.678562822297515
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2021-07-09,2021-07-10,1,30.0,0.6949914223453827,0.7140482128013238,0.941812136325846,39.678562822297515
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2021-08-23,2021-08-24,5,30.0,0.6179768063899105,0.835897435897436,0.83974358974359,34.555782748691755
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-08-24,2021-08-25,4,79.247,0.6251213202192029,0.6657381615598775,0.7130919220055681,41.343000997393105
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-08-24,2021-08-25,4,79.247,0.6251213202192029,0.6657381615598775,0.7130919220055681,41.343000997393105
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-11-15,2021-11-16,5,83.792,0.6356145782412954,0.5272727272727137,0.8060606060606005,48.75841342483466
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-11-22,2021-11-23,2,82.683,0.6621991349515154,0.5620052770448607,0.6715039577836456,43.32593750763405
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-12-06,2021-12-07,2,79.912,0.8531076757424123,0.6690573770491771,0.9170081967213095,35.8140066835727
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2021-12-06,2021-12-07,2,79.899,0.8531076757424123,0.6690573770491771,0.9170081967213095,35.8140066835727
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2021-12-06,2021-12-07,3,30.0,0.8531076757424123,0.6690573770491771,0.9170081967213095,35.8140066835727
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-01-31,2022-02-01,2,80.693,0.7381566092622102,0.6871455576559538,0.7580340264650297,43.58485695044426
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-05-15,2022-05-16,2,89.745,1.3344911523960017,0.7819672131147378,0.842622950819666,42.31249759444199
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-08-03,2022-08-04,1,91.955,1.126516693875635,0.6890812250332983,0.7916111850865585,45.319462377105054
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-09-28,2022-09-29,1,93.146,1.0740787318353475,0.41776142932212257,0.9322122963741437,40.18274595391056
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-10-12,2022-10-13,1,91.478,1.1289720395387708,0.6317657497781777,0.7258207630878449,38.46296707359818
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2022-10-12,2022-10-13,1,91.478,1.1289720395387708,0.6317657497781777,0.7258207630878449,38.46296707359818
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-12-08,2022-12-09,5,92.0,0.9217723943863568,0.885892116182573,0.9906639004149373,46.88877101070626
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2023-03-12,2023-03-13,1,30.0,0.8665793414983612,0.4086021505376409,0.9634408602150523,34.58294388805716
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-03-14,2023-03-15,3,89.538,0.9926883097613417,0.8605551969012298,0.8747579083279512,42.52515195566089
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2023-03-14,2023-03-15,1,30.0,0.9926883097613417,0.8605551969012298,0.8747579083279512,42.52515195566089
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-03-26,2023-03-27,1,86.921,1.179957395433163,0.49800000000001887,0.8640000000000043,34.68292612713715
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2023-03-26,2023-03-27,1,86.921,1.179957395433163,0.49800000000001887,0.8640000000000043,34.68292612713715
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-07-13,2023-07-14,2,94.109,0.9064300851558439,0.787087912087911,0.8571428571428585,50.740081361887775
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-03-12,2024-03-13,1,97.177,0.5247009907303627,0.6985507246376824,0.7623188405797278,47.5368384303731
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-07-28,2024-07-29,2,101.008,1.0103284845394098,0.6995153473343988,0.7738287560581573,25.235678174985736
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2024-07-28,2024-07-29,2,101.008,1.0103284845394098,0.6995153473343988,0.7738287560581573,25.235678174985736
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-12-08,2024-12-09,1,95.907,0.9875207618671757,0.6215384615384505,0.6215384615384505,26.699872676635152
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2024-12-08,2024-12-09,1,95.907,0.9875207618671757,0.6215384615384505,0.6215384615384505,26.699872676635152
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2024-12-09,2024-12-10,2,30.0,1.072769278876663,0.7015130674002764,0.8413571756075177,42.187917642114755
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2025-02-03,2025-02-04,1,95.582,1.004997617622548,0.5582669322709222,0.9546812749004013,45.59697804881354
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2025-02-03,2025-02-04,1,95.517,1.004997617622548,0.5582669322709222,0.9546812749004013,45.59697804881354
AUDJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2025-03-02,2025-03-03,2,93.776,0.9376142912575135,0.525798525798527,0.6240786240786415,34.262197715637356
AUDJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2025-03-02,2025-03-03,2,93.776,0.9376142912575135,0.525798525798527,0.6240786240786415,34.262197715637356
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2025-03-04,2025-03-05,1,30.0,1.086657220523061,0.4781100996965789,0.8916341569137409,40.25517483813596
AUDJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2025-04-09,2025-04-10,1,30.0,2.0313309762852003,0.6793025018953763,0.8263836239575441,43.60206448912621
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-01-15,2015-01-16,2,116.354,3.44394504224722,0.6052916556911635,0.6128135335265018,81.14880887072765
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-01-15,2015-01-16,2,116.354,3.44394504224722,0.6052916556911635,0.6128135335265018,81.14880887072765
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-02-20,2015-02-21,1,125.787,1.8804068621607393,0.5335389360061694,0.8797224363916737,47.0804552194611
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2015-03-12,2015-03-13,2,30.0,1.3561358744646295,0.5170807453416137,0.8291925465838513,30.834367325144967
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-06-29,2015-06-30,1,131.318,1.4162149012197798,0.9135643988018953,0.9674796747967507,51.4581022847875
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-07-06,2015-07-07,1,129.643,1.3506710213141593,0.5332541567695869,0.8301662707838441,42.74428352487679
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-07-10,2015-07-11,2,128.496,1.5430309777112048,0.718508565670147,0.780987571380587,48.65921135282462
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-08-05,2015-08-06,1,127.163,0.9696565372520319,0.4678436317780565,0.8209331651954637,36.71011118035399
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-08-12,2015-08-13,4,126.78,0.9898037816562594,0.46981023576767744,0.6791259344450802,43.601885437705576
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-08-12,2015-08-13,4,126.78,0.9898037816562594,0.46981023576767744,0.6791259344450802,43.601885437705576
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-10-29,2015-10-30,1,121.931,0.9540848653239591,0.6039279869067058,0.9353518821603869,37.14802928716588
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-10-29,2015-10-30,1,121.931,0.9540848653239591,0.6039279869067058,0.9353518821603869,37.14802928716588
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2015-10-29,2015-10-30,1,30.0,0.9540848653239591,0.6039279869067058,0.9353518821603869,37.14802928716588
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2015-11-30,2015-12-01,2,119.543,0.7375544432555886,0.46866230121609315,0.6763330215154324,33.076210150018056
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2015-11-30,2015-12-01,2,119.543,0.7375544432555886,0.46866230121609315,0.6763330215154324,33.076210150018056
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2015-11-30,2015-12-01,4,30.0,0.7375544432555886,0.46866230121609315,0.6763330215154324,33.076210150018056
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-01-14,2016-01-15,1,116.796,1.0562206752135652,0.8589371980676336,0.9507246376811581,34.72534850710747
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-01-14,2016-01-15,1,116.796,1.0562206752135652,0.8589371980676336,0.9507246376811581,34.72534850710747
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-01-14,2016-01-15,3,30.0,1.0562206752135652,0.8589371980676336,0.9507246376811581,34.72534850710747
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-02-25,2016-02-26,6,30.0,1.0747047499873237,0.8149377593361001,0.9825726141078831,39.54666966371762
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-04-18,2016-04-19,1,112.247,0.9625350236593122,0.764173703256933,0.9577804583835903,41.739330292536735
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-04-18,2016-04-19,1,111.897,0.9625350236593122,0.764173703256933,0.9577804583835903,41.739330292536735
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-04-18,2016-04-19,1,30.0,0.9625350236593122,0.764173703256933,0.9577804583835903,41.739330292536735
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-05-09,2016-05-10,2,110.637,1.117127763230713,0.7402355858648499,0.7848729076255372,44.53633185644049
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-05-09,2016-05-10,2,110.637,1.117127763230713,0.7402355858648499,0.7848729076255372,44.53633185644049
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-06-06,2016-06-07,2,109.636,0.941912252140382,0.7843243243243232,0.9097297297297285,47.83404528235427
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-06-06,2016-06-07,2,109.636,0.941912252140382,0.7843243243243232,0.9097297297297285,47.83404528235427
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2016-07-11,2016-07-12,3,30.0,1.4511677065212911,0.8037303942348474,0.8274692666384073,40.969934118847156
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2016-09-22,2016-09-23,1,103.648,0.9040127465563029,0.6398625429553254,0.7814432989690734,44.89146336085257
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2016-09-22,2016-09-23,1,103.273,0.9040127465563029,0.6398625429553254,0.7814432989690734,44.89146336085257
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-01-18,2017-01-19,1,112.56,0.9164735915111355,0.8070739549839238,0.8971061093247605,51.36588485074125
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-02-27,2017-02-28,2,111.502,0.7231207745454863,0.6785225718194433,0.8276333789329802,39.00412325877171
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2017-02-27,2017-02-28,2,111.502,0.7231207745454863,0.6785225718194433,0.8276333789329802,39.00412325877171
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-04-17,2017-04-18,1,107.921,0.7520561175929769,0.9112903225806375,0.9828629032257963,34.19894923046293
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2017-04-17,2017-04-18,1,107.921,0.7520561175929769,0.9112903225806375,0.9828629032257963,34.19894923046293
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2017-04-17,2017-04-18,5,30.0,0.7520561175929769,0.9112903225806375,0.9828629032257963,34.19894923046293
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-06-15,2017-06-16,1,113.034,0.8273217015423295,0.8984251968504007,0.9944881889763851,51.216142586001645
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-08-01,2017-08-02,2,114.102,0.7911408463761633,0.43656207366985755,0.8021828103683558,32.86802093693119
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2017-08-01,2017-08-02,3,30.0,0.7911408463761633,0.43656207366985755,0.8021828103683558,32.86802093693119
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-08-06,2017-08-07,2,113.797,0.7541338430172216,0.5666666666666778,0.7266666666666853,32.891701464587385
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-08-09,2017-08-10,1,113.456,0.7675616082758155,0.8113933795226963,0.9638183217859807,41.250395310590044
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2017-08-09,2017-08-10,1,30.0,0.7675616082758155,0.8113933795226963,0.9638183217859807,41.250395310590044
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2017-10-31,2017-11-01,1,113.719,0.5767022729623489,0.4732394366197204,0.7380281690140923,38.26462522829955
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-03-05,2018-03-06,3,112.809,0.7174673432763183,0.5448548812664794,0.9868073878627902,33.47720096250542
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2018-03-05,2018-03-06,3,112.809,0.7174673432763183,0.5448548812664794,0.9868073878627902,33.47720096250542
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2018-03-05,2018-03-06,4,30.0,0.7174673432763183,0.5448548812664794,0.9868073878627902,33.47720096250542
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-03-21,2018-03-22,4,111.507,0.7304301605582123,0.4575471698113086,0.6808176100628934,37.21623229937976
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2018-03-21,2018-03-22,4,111.507,0.7304301605582123,0.4575471698113086,0.6808176100628934,37.21623229937976
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2018-03-25,2018-03-26,1,30.0,0.7310495855489766,0.6098901098901105,0.8049450549450553,31.665064756031285
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2018-10-19,2018-10-20,1,112.765,0.6625043240994711,0.5551257253385076,0.6905222437137373,32.968926106159756
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2018-10-19,2018-10-20,1,30.0,0.6625043240994711,0.5551257253385076,0.6905222437137373,32.968926106159756
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-04-24,2019-04-25,1,109.876,0.4603237107193433,0.5429616087751347,0.8903107861060282,36.42919262362854
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-05-09,2019-05-10,1,107.931,0.4960460803685886,0.4835329341317534,0.8068862275449219,28.59075670732517
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-05-09,2019-05-10,1,107.931,0.4960460803685886,0.4835329341317534,0.8068862275449219,28.59075670732517
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2019-05-10,2019-05-11,3,30.0,0.5119713603422614,0.6815020862308613,0.7913769123782977,37.37693260712904
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-08-26,2019-08-27,1,107.841,0.5824037014036356,0.6972891566264953,0.6987951807228879,41.13447088225939
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-08-26,2019-08-27,1,107.841,0.5824037014036356,0.6972891566264953,0.6987951807228879,41.13447088225939
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2019-08-26,2019-08-27,1,30.0,0.5824037014036356,0.6972891566264953,0.6987951807228879,41.13447088225939
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-09-04,2019-09-05,4,107.515,0.6043680462670806,0.8788109756097418,0.8803353658536515,52.36192337196119
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2019-09-04,2019-09-05,4,107.515,0.6043680462670806,0.8788109756097418,0.8803353658536515,52.36192337196119
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-10-04,2019-10-05,1,107.262,0.6239839493419115,0.4049493813273354,0.7187851518560167,37.366190962857175
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2019-11-25,2019-11-26,2,109.236,0.41233132420058494,0.8824940047961818,0.9232613908872989,47.50033414218995
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-03-10,2020-03-11,1,111.321,0.999361382858522,0.5584750128799638,0.7619783616692468,47.666987233712426
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-04-30,2020-05-01,2,109.745,0.8521286358226706,0.716279069767441,0.8520930232558144,49.377254990974464
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-04-30,2020-05-01,2,30.0,0.8521286358226706,0.716279069767441,0.8520930232558144,49.377254990974464
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-05-07,2020-05-08,1,109.17,0.7914372865136174,0.8400000000000034,0.9819999999999993,37.53912145074274
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-05-07,2020-05-08,1,109.17,0.7914372865136174,0.8400000000000034,0.9819999999999993,37.53912145074274
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-09-09,2020-09-10,1,115.708,0.7980368072940593,0.789312977099229,0.9908396946564882,51.693368314913904
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2020-09-27,2020-09-28,1,113.644,0.6086680994559494,0.6228813559322159,0.8093220338983013,30.787441115381085
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2020-09-27,2020-09-28,1,113.644,0.6086680994559494,0.6228813559322159,0.8093220338983013,30.787441115381085
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2020-09-27,2020-09-28,2,30.0,0.6086680994559494,0.6228813559322159,0.8093220338983013,30.787441115381085
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-02-24,2021-02-25,1,116.589,0.5438032955683271,0.8616352201257949,0.9748427672956113,44.559607896476386
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-06-21,2021-06-22,2,119.931,0.6972911778140605,0.5163934426229603,0.9530551415797405,39.147366838469566
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2021-06-21,2021-06-22,2,30.0,0.6972911778140605,0.5163934426229603,0.9530551415797405,39.147366838469566
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2021-11-18,2021-11-19,1,123.007,0.6858669946880374,0.7043090638930201,0.9420505200594333,48.73556802403324
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2022-05-13,2022-05-14,1,30.0,1.2516491695315302,0.6055646481178266,0.7454991816693874,32.476323086552156
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-05-19,2022-05-20,6,130.383,1.2977632591756232,0.9133556725706159,0.9267592149353797,51.02650428606644
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2022-12-04,2022-12-05,1,30.0,1.322562430656743,0.7688984881209487,0.9978401727861668,32.15465019010746
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2022-12-05,2022-12-06,2,143.983,1.3618079713241174,0.7056623931623974,0.8023504273504234,41.66240905624249
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2022-12-05,2022-12-06,2,143.983,1.3618079713241174,0.7056623931623974,0.8023504273504234,41.66240905624249
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-03-21,2023-03-22,1,141.895,1.6834646667852926,0.852104664391359,0.9742131209708064,47.429647292842404
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-09-28,2023-09-29,1,162.584,0.9021414460120661,0.7222672064777381,0.9740890688259249,42.561260367863426
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2023-10-04,2023-10-05,1,162.024,1.0721911980762446,0.45889261744965915,0.7214765100671211,40.03085735854315
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-02-08,2024-02-09,1,169.651,1.0850229556029525,0.9479099678456666,0.9646302250803817,54.52124707437721
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-03-12,2024-03-13,2,167.496,0.9097504345095137,0.7042553191489344,0.787234042553183,38.6151869121366
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2024-03-12,2024-03-13,2,167.496,0.9097504345095137,0.7042553191489344,0.787234042553183,38.6151869121366
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2024-03-12,2024-03-13,3,30.0,0.9097504345095137,0.7042553191489344,0.787234042553183,38.6151869121366
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-03-28,2024-03-29,1,167.07,1.0419716743564131,0.8856382978723473,0.9769503546099447,44.644453696260136
CHFJPY,DONCHIAN55_FALSE_BREAK_6_Q,Donchian55下抜け否定,2024-03-28,2024-03-29,1,167.07,1.0419716743564131,0.8856382978723473,0.9769503546099447,44.644453696260136
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-07-16,2024-07-17,4,177.149,1.0279878920255825,0.7054263565891543,0.8837209302325684,46.907168277146226
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2024-08-11,2024-08-12,1,30.0,1.695384549174822,0.9669338677354836,0.9669338677354836,32.05882045855469
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-11-17,2024-11-18,1,173.871,1.1826717885713183,0.8242506811988862,0.8351498637602073,45.75290041509781
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-11-25,2024-11-26,2,173.384,1.330157459490088,0.40546218487395574,0.7261904761904818,45.159908081079486
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2024-12-01,2024-12-02,1,30.0,1.334122580261299,0.43599493029149206,0.7237008871989691,30.139664539859638
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2024-12-04,2024-12-05,2,169.285,1.445630214589678,0.8137715179968706,0.8789775691184146,38.385957848611376
CHFJPY,RSI_70_30_REJECT_6_Q,RSI30割れ否定,2024-12-04,2024-12-05,2,30.0,1.445630214589678,0.8137715179968706,0.8789775691184146,38.385957848611376
CHFJPY,DONCHIAN20_FALSE_BREAK_6_Q,Donchian20下抜け否定,2025-01-31,2025-02-01,1,169.948,1.2765585080733337,0.5855670103092759,0.7381443298969093,41.32424803473066
