context_name,v_strategy,d1_context_strategy,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars
D20_D55_OR_RSI_15D,RS120_UPREG_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,1,100.0,1.4811836416273967,1.4811836416273967,inf,0.0,0,69.0
D20_OR_RSI_15D,RS120_UPREG_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,1,100.0,1.4811836416273967,1.4811836416273967,inf,0.0,0,69.0
RSIQ_15D,RS120_UPREG_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,1,100.0,1.4811836416273967,1.4811836416273967,inf,0.0,0,69.0
D20Q_20D,RS100_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,51,45.09803921568628,0.8307570040081049,0.016289353019766764,1.0316131481671356,5.979379232689066,4,89.27450980392157
D20_D55_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,12,50.0,0.47988607790292015,0.039990506491910015,1.0930574345478414,3.665197643580755,3,120.16666666666667
D20_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,12,50.0,0.47988607790292015,0.039990506491910015,1.0930574345478414,3.665197643580755,3,120.16666666666667
D20_D55_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,13,46.15384615384615,-0.0004309542172848957,-3.315032440653044e-05,0.9999388764887545,4.07768087808434,4,105.3076923076923
D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,13,46.15384615384615,-0.0004309542172848957,-3.315032440653044e-05,0.9999388764887545,4.07768087808434,4,105.3076923076923
D20_OR_RSI_5D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,7,57.14285714285714,-0.0021450377386696973,-0.0003064339626670996,0.9992912011635059,2.019058743055729,2,113.14285714285714
RSIQ_5D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,7,57.14285714285714,-0.0021450377386696973,-0.0003064339626670996,0.9992912011635059,2.019058743055729,2,113.14285714285714
D20_D55_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,5,60.0,-0.010303940043406401,-0.00206078800868128,0.9949659949267339,2.046867234625335,2,128.2
D20Q_15D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,26,46.15384615384615,-0.03287140170193159,-0.0012642846808435227,0.9975798940048146,4.053317380789273,4,96.5
RSIQ_10D,RS100_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,13,46.15384615384615,-0.5333126014396994,-0.04102404626459226,0.913564708292082,4.678396322923374,4,122.61538461538461
D20_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,28,42.857142857142854,-0.9185207162479878,-0.032804311294570995,0.9390301914718462,5.937177723719212,3,89.64285714285714
D20Q_5D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,16,43.75,-0.9323248696492774,-0.05827030435307984,0.8909168963853392,4.065925977681064,4,94.625
D20_D55_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,9,44.44444444444444,-0.9513494166666128,-0.10570549074073475,0.8112867046846435,3.5495591940611497,3,101.88888888888889
D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,9,44.44444444444444,-0.9513494166666128,-0.10570549074073475,0.8112867046846435,3.5495591940611497,3,101.88888888888889
D20_OR_RSI_5D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,9,44.44444444444444,-0.9822215171201234,-0.10913572412445816,0.7822018057749462,2.4629108221439573,3,122.44444444444444
RSIQ_15D,RS120_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,14,42.857142857142854,-1.0136296335599035,-0.07240211668285025,0.8742979236485277,5.090879557426959,4,108.64285714285714
D20_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,22,40.909090909090914,-1.051374480961289,-0.04778974913460405,0.9127234538887011,5.133596891218451,5,89.0909090909091
D20Q_10D,RS100_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,31,41.935483870967744,-1.060784351320644,-0.034218850042601424,0.9345037642728828,6.664667996604736,5,93.35483870967742
D20_D55_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,DONCHIAN55_FALSE_BREAK_6_Q,7,28.57142857142857,-1.5019643060186085,-0.2145663294312298,0.6649689219559642,2.4605228168701525,4,81.42857142857143
D20_OR_RSI_5D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,12,41.66666666666667,-1.510378247083237,-0.12586485392360308,0.7686259663421283,2.975256574687483,3,103.75
D20_D55_OR_RSI_10D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,9,44.44444444444444,-1.543372222333163,-0.17148580248146256,0.6955792165632192,2.046867234625335,2,92.0
D20_D55_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,9,44.44444444444444,-1.5470224698103745,-0.17189138553448605,0.6946004031415705,3.052926085410223,3,108.88888888888889
RSIQ_10D,RS120_BODY45_CLOSE60_RR15,RSI_70_30_REJECT_6_Q,10,40.0,-1.9645480960092327,-0.19645480960092326,0.675519481530279,4.562757873403768,4,106.9
D20Q_20D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,33,42.42424242424242,-2.180067591286369,-0.06606265428140512,0.8830388374657293,4.597801175635765,4,91.39393939393939
D20_D55_OR_RSI_15D,RS120_RECLAIM_RR15,DONCHIAN55_FALSE_BREAK_6_Q,8,25.0,-2.586401302358845,-0.32330016279485563,0.5354462752880624,3.5449598132103897,5,81.125
D20_D55_OR_RSI_15D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,17,41.17647058823529,-2.6043498277110464,-0.1531970486888851,0.7416425026626147,5.088485939138643,5,97.58823529411765
D20_OR_RSI_15D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,17,41.17647058823529,-2.6043498277110464,-0.1531970486888851,0.7416425026626147,5.088485939138643,5,97.58823529411765
D20Q_10D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,18,38.88888888888889,-2.947576411506196,-0.16375424508367756,0.7209772343505333,4.3933589134344135,4,97.44444444444444
D20_D55_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,DONCHIAN55_FALSE_BREAK_6_Q,6,16.666666666666664,-2.9920664005850766,-0.4986777334308461,0.33258385185956857,2.4605228168701525,4,89.83333333333333
D20_OR_RSI_10D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,11,36.36363636363637,-3.002370340628483,-0.27294275823895303,0.5402137886571828,3.5493707118757616,4,107.27272727272727
D20_OR_RSI_15D,RS120_BODY45_CLOSE60_RR15,DONCHIAN20_FALSE_BREAK_6_Q,16,37.5,-3.0489867758289835,-0.19056167348931147,0.680688488211469,3.0463678780712136,3,96.875
D20_D55_OR_RSI_15D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,13,38.46153846153847,-3.0800907521001317,-0.2369300578538563,0.6192043371100967,3.052926085410223,3,89.76923076923077
D20_D55_OR_RSI_15D,RS100_BODY45_CLOSE60_RR15,DONCHIAN55_FALSE_BREAK_6_Q,11,27.27272727272727,-3.108382089746586,-0.2825801899769624,0.5900271662781018,4.557321761970378,5,78.9090909090909
D20_D55_OR_RSI_10D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,13,38.46153846153847,-3.555268290160374,-0.2734821761661826,0.5595066754285087,4.560364255115452,3,92.84615384615384
D20_OR_RSI_10D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,13,38.46153846153847,-3.555268290160374,-0.2734821761661826,0.5595066754285087,4.560364255115452,3,92.84615384615384
RSIQ_15D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,18,38.88888888888889,-3.617548507053664,-0.2009749170585369,0.6739070037844741,6.101684618481261,5,100.61111111111111
D20_D55_OR_RSI_10D,RS120_RECLAIM_RR15,DONCHIAN55_FALSE_BREAK_6_Q,7,14.285714285714285,-4.076503396925314,-0.5823576281321877,0.2678031691696949,3.5449598132103897,5,88.28571428571429
RSIQ_10D,RS120_RECLAIM_RR15,RSI_70_30_REJECT_6_Q,14,35.714285714285715,-4.5684669695029925,-0.32631906925021376,0.4971032831884085,5.573562934458071,4,97.07142857142857
D20_D55_OR_RSI_10D,RS100_BODY45_CLOSE60_RR15,DONCHIAN55_FALSE_BREAK_6_Q,10,20.0,-4.598484184313054,-0.45984841843130536,0.3934936126138045,4.557321761970378,5,83.7
D20Q_15D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,33,39.39393939393939,-4.671422860055884,-0.14155826848654193,0.7630055876160232,6.075366130012661,4,86.51515151515152
D20_OR_RSI_10D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,16,31.25,-5.619875619258476,-0.35124222620365475,0.4716851884724152,5.146153460759524,5,90.375
D20_OR_RSI_15D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,21,33.33333333333333,-5.666492054458976,-0.2698329549742369,0.585056665918222,5.114615196160177,4,86.47619047619048
D20Q_10D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,25,32.0,-7.586127869860148,-0.3034451147944059,0.5455342624561549,6.58254178588908,5,84.0
D20Q_20D,RS120_RECLAIM_RR15,DONCHIAN20_FALSE_BREAK_6_Q,41,36.58536585365854,-7.8248360878153616,-0.19084966067842346,0.6964051408449018,8.324579090295801,6,82.70731707317073
