symbol,timeframe,filter,filter_description,box_bars,box_atr,signal_i,signal_time,direction,close,p0,p1,p2,wave1_atr,retrace,recovery,wave1_bars,adjust_bars,adjust_ratio,setup_age,box_high,box_low,box_width_atr,chase_atr,signal_body_ratio,ema_ok,upper_align,upper_oppose,upper_context,stop,pivots,entry_i,entry_time,entry,target_model,target,planned_rr,exit_i,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,sample,year
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,7722,2015-04-01 01:00:00,short,123.232,124.371,123.053,123.764,5.610710421855073,0.5394537177541727,0.7482419127988714,10,4,0.4,8,123.571,123.246,1.3835211586516825,0.0595978345265155,0.7716049382715757,True,1,0,H4順,123.81098157277432,7697-7707-7711,7723,2015-04-01 02:00:00,123.232,fixed_1_5R,122.36352764083853,1.5000000000000122,7730,2015-04-01 09:00:00,123.81098157277432,SL,7,0.5789815727743104,-1.0,-1.034543413712074,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,8685,2015-05-27 04:00:00,long,129.405,128.46,129.955,128.994,8.020858150021542,0.6428093645485016,0.4276795005202871,21,8,0.3809523809523809,4,129.32,128.994,1.7490299377304095,0.4560354132119685,0.6540880503144665,True,1,0,H4順,128.95672219326067,8649-8670-8678,8686,2015-05-27 05:00:00,129.405,fixed_1_5R,130.077416710109,1.5,8690,2015-05-27 09:00:00,130.077416710109,TP,4,0.4482778067393269,1.5,1.4553848089302983,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,8757,2015-06-01 04:00:00,short,131.609,132.461,131.361,132.1,4.471117882462235,0.6718181818181719,0.664411366711749,2,4,2.0,6,132.069,131.63,1.7843825003644085,0.0853577050287682,0.7961165048542403,True,0,1,H4逆,132.14920469685288,8742-8744-8748,8758,2015-06-01 05:00:00,131.609,fixed_1_5R,130.7986929547207,1.5,8779,2015-06-02 02:00:00,132.14920469685288,SL,21,0.540204696852868,-1.0,-1.037023002792271,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,8970,2015-06-12 01:00:00,long,132.42,131.56,132.502,131.757,3.8598717707816856,0.7908704883227163,0.8899328859060114,13,8,0.6153846153846154,8,132.396,131.911,1.9873012832580104,0.098340682058135,0.6790697674417873,True,1,0,H4順,131.70819008837907,8938-8951-8959,8971,2015-06-12 02:00:00,132.422,fixed_1_5R,133.4927148674314,1.50000000000002,9005,2015-06-15 12:00:00,131.70819008837907,SL,34,0.7138099116209276,-1.0,-1.0280186638968989,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9096,2015-06-19 07:00:00,short,133.311,134.057,133.141,133.627,4.225623641447909,0.5305676855895416,0.6502057613168529,3,8,2.6666666666666665,4,133.627,133.337,1.3378066113755287,0.119941282399094,0.2724867724867303,True,0,1,H4逆,133.67035454729168,9078-9081-9089,9097,2015-06-19 08:00:00,133.31,fixed_1_5R,132.76946817906247,1.5000000000000395,9107,2015-06-19 18:00:00,133.67035454729168,SL,10,0.3603545472916778,-1.0,-1.0555008952996323,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9210,2015-06-26 01:00:00,short,131.804,132.729,131.318,132.224,6.168430147914259,0.6420978029765958,0.463576158940395,13,4,0.3076923076923077,9,132.121,131.852,1.1759799502402324,0.2098402885187068,0.6261261261262276,True,1,0,H4順,132.26974907930105,9181-9194-9198,9211,2015-06-26 02:00:00,131.806,fixed_1_5R,131.11037638104847,1.4999999999999694,9217,2015-06-26 08:00:00,132.26974907930105,SL,6,0.4637490793010386,-1.0,-1.0431267702571525,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9288,2015-07-01 07:00:00,short,130.504,131.89,130.264,131.207,5.307887484977195,0.5799507995079934,0.7454931071050002,6,9,1.5,3,131.207,130.727,1.5669040546058035,0.7279575087023381,0.7904191616766691,True,1,0,H4順,131.2682673122632,9267-9273-9282,9289,2015-07-01 08:00:00,130.504,fixed_1_5R,129.3575990316052,1.5,9290,2015-07-01 09:00:00,131.2682673122632,SL,1,0.7642673122632004,-1.0,-1.0261688543773466,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,9333,2015-07-03 04:00:00,long,130.571,129.851,130.632,130.204,3.942798895900896,0.5480153649167657,0.8574766355140013,2,3,1.5,8,130.541,130.231,1.5650034029824298,0.1514519422241107,0.7710843373493275,True,0,1,H4逆,130.16438347272484,9317-9319-9322,9334,2015-07-03 05:00:00,130.566,fixed_1_5R,131.16842479091275,1.5,9341,2015-07-03 12:00:00,130.16438347272484,SL,7,0.4016165272751664,-1.0,-1.0497987474162858,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,10127,2015-08-19 06:00:00,long,127.385,127.039,127.485,127.146,3.370036852910947,0.7600896860986551,0.7050147492625525,6,2,0.3333333333333333,9,127.328,127.16,1.2694309221727873,0.4306997771657671,0.56551724137938,True,0,1,H4逆,127.11953144671908,10107-10113-10115,10128,2015-08-19 07:00:00,127.383,fixed_1_5R,127.77820282992138,1.4999999999999731,10131,2015-08-19 10:00:00,127.77820282992138,TP,3,0.26346855328093,1.4999999999999731,1.4240896123998077,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,10890,2015-10-02 01:00:00,long,122.872,122.269,122.985,122.461,3.8881542251464074,0.7318435754190018,0.7843511450381692,3,3,1.0,5,122.77,122.461,1.677988345768492,0.5538990655935082,0.7730061349693701,True,0,1,H4逆,122.42417018520668,10876-10879-10882,10891,2015-10-02 02:00:00,122.872,fixed_1_5R,123.54374472218998,1.5,10905,2015-10-02 16:00:00,123.54374472218998,TP,14,0.447829814793323,1.5,1.455340177586791,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11087,2015-10-14 06:00:00,long,125.083,124.668,125.19,124.759,3.124581596381526,0.8256704980842998,0.7517401392111369,5,5,1.0,3,125.059,124.759,1.795736549644568,0.1436589239715722,0.7023255813953667,True,1,0,H4順,124.72558752643204,11071-11076-11081,11088,2015-10-14 07:00:00,125.085,fixed_1_5R,125.62411871035192,1.5,11112,2015-10-15 07:00:00,124.72558752643204,SL,24,0.3594124735679429,-1.0,-1.0556463714279785,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11395,2015-11-02 03:00:00,short,121.877,122.707,121.667,122.559,4.7425215055625,0.8576923076923103,0.7645739910313961,7,5,0.7142857142857143,7,122.303,121.94,1.655322410114614,0.2872873604331261,0.5987654320987946,True,1,0,H4順,122.6028585254186,11373-11380-11385,11396,2015-11-02 04:00:00,121.877,fixed_1_5R,120.78821221187208,1.5,11407,2015-11-02 15:00:00,122.6028585254186,SL,11,0.7258585254186016,-1.0,-1.0275535786928676,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11781,2015-11-24 05:00:00,short,120.468,120.98,120.442,120.746,4.120838511872653,0.5650557620817768,0.9144736842104924,10,5,0.5,2,120.746,120.515,1.7693563127184777,0.359998903453529,0.909090909090873,True,1,0,H4順,120.7721111906448,11761-11771-11776,11782,2015-11-24 06:00:00,120.468,fixed_1_5R,120.0118332140328,1.499999999999977,11810,2015-11-25 10:00:00,120.0118332140328,TP,28,0.3041111906448037,1.499999999999977,1.4342345805900416,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,11873,2015-11-30 01:00:00,short,119.064,119.857,118.726,119.38,7.331306190350058,0.5782493368700232,0.4831804281345631,10,8,0.8,4,119.38,119.081,1.9381614066442183,0.1101964679363617,0.2583333333334034,True,1,0,H4順,119.41085398346856,11848-11858-11866,11874,2015-11-30 02:00:00,119.062,fixed_1_5R,118.53871902479716,1.5,11881,2015-11-30 09:00:00,119.41085398346856,SL,7,0.3488539834685582,-1.0,-1.0573305765385157,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,12020,2015-12-08 04:00:00,short,123.101,123.675,122.902,123.39,4.96556389841534,0.6313065976714126,0.592213114754102,20,6,0.3,3,123.39,123.127,1.6894480016601123,0.1670176731678924,0.8924731182795189,True,0,1,H4逆,123.42113442967664,11988-12008-12014,12021,2015-12-08 05:00:00,123.102,fixed_1_5R,122.62329835548508,1.4999999999999778,12024,2015-12-08 08:00:00,123.42113442967664,SL,3,0.3191344296766232,-1.0,-1.0626695152267842,IS_2014_2024,2015
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,12678,2016-01-19 00:00:00,long,116.882,116.391,116.915,116.575,3.1779181251060225,0.6488549618320665,0.9029411764705856,4,5,1.25,5,116.84,116.575,1.6071532502921684,0.2547186283482018,0.3939393939394386,True,0,1,H4逆,116.54202243548312,12661-12665-12670,12679,2016-01-19 01:00:00,116.883,fixed_1_5R,117.39446634677527,1.5,12689,2016-01-19 11:00:00,117.39446634677527,TP,10,0.3409775645168622,1.5,1.441345114514063,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,12990,2016-02-05 00:00:00,long,117.706,116.964,117.896,117.201,3.6977209967832425,0.745708154506444,0.7266187050359774,4,2,0.5,7,117.666,117.282,1.5235245308634795,0.1587004719649704,0.3653846153846238,True,0,1,H4逆,117.15059057209504,12974-12978-12980,12991,2016-02-05 01:00:00,117.71,fixed_1_5R,118.54911414185744,1.5,13025,2016-02-08 11:00:00,117.15059057209504,SL,34,0.5594094279049671,-1.0,-1.0357519895131404,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,13366,2016-02-26 16:00:00,long,114.167,113.063,114.464,113.691,5.96420989237173,0.5517487508922185,0.6157826649417871,15,12,0.8,0,114.127,113.691,1.8560995810664087,0.1702843652354797,0.3565217391304627,True,0,1,H4逆,113.64401976203784,13336-13351-13363,13367,2016-02-26 17:00:00,114.164,fixed_1_5R,114.94397035694324,1.4999999999999862,13376,2016-02-29 02:00:00,113.64401976203784,SL,9,0.519980237962173,-1.0,-1.0384630002062984,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,14810,2016-05-20 19:00:00,short,111.155,111.705,110.843,111.543,5.173819746626347,0.812064965197224,0.5542857142857195,17,15,0.8823529411764706,2,111.543,111.217,1.9566882104411123,0.3721308866482866,0.4731182795698777,True,1,0,H4順,111.57632160926411,14773-14790-14805,14811,2016-05-20 20:00:00,111.156,fixed_1_5R,110.52551758610385,1.5,14823,2016-05-23 08:00:00,110.52551758610385,TP,12,0.4203216092641071,1.5,1.4524173881161475,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,15008,2016-06-02 01:00:00,short,110.517,111.509,110.351,110.957,5.3343972500045735,0.5233160621761606,0.7260726072607289,4,12,3.0,5,110.957,110.605,1.621509354060063,0.4053773385150648,0.3476297968397435,True,1,0,H4順,111.00041633911869,14984-14988-15000,15009,2016-06-02 02:00:00,110.518,fixed_1_5R,109.79437549132196,1.5,15020,2016-06-02 13:00:00,109.79437549132196,TP,11,0.4824163391186857,1.5,1.458542034383521,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,15463,2016-06-29 00:00:00,short,104.339,105.999,103.538,104.913,8.305245761540627,0.558715969118245,0.417454545454544,23,24,1.0434782608695652,7,104.806,104.468,1.1406635787893875,0.4353420167569208,0.8719646799117127,True,1,0,H4順,104.97226374897647,15406-15429-15453,15464,2016-06-29 01:00:00,104.336,fixed_1_5R,103.38160437653526,1.5,15476,2016-06-29 13:00:00,104.97226374897647,SL,12,0.6362637489764893,-1.0,-1.0314335054168695,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,15895,2016-07-25 00:00:00,long,107.768,107.131,107.897,107.276,3.225616202479338,0.8107049608355157,0.7922705314009614,8,9,1.125,3,107.673,107.276,1.6717619221727231,0.4000437849027823,0.5755208333333423,True,1,0,H4順,107.22850519888812,15872-15880-15889,15896,2016-07-25 01:00:00,107.768,fixed_1_5R,108.57724220166784,1.5,15914,2016-07-25 19:00:00,107.22850519888812,SL,18,0.5394948011118856,-1.0,-1.0370717196139625,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,16782,2016-09-14 00:00:00,long,105.182,104.593,105.321,104.703,3.294395389976227,0.8489010989010985,0.7750809061488723,5,4,0.8,5,105.141,104.703,1.9820675560571517,0.185536004105791,0.6500000000000036,True,1,0,H4順,104.6588037264006,16765-16770-16774,16783,2016-09-14 01:00:00,105.182,fixed_1_5R,105.9667944103991,1.5000000000000135,16839,2016-09-16 09:00:00,104.6588037264006,SL,56,0.523196273599396,-1.0,-1.0382265719562902,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,17709,2016-11-07 16:00:00,long,107.192,106.212,107.26,106.725,5.101487006063366,0.5104961832061163,0.8728971962616623,1,9,9.0,5,107.107,106.725,1.8595114850345689,0.413765644575719,0.7940074906366754,True,1,0,H4順,106.6839139402392,17691-17692-17701,17710,2016-11-07 17:00:00,107.192,fixed_1_5R,107.95412908964116,1.5,17743,2016-11-09 02:00:00,106.6839139402392,SL,33,0.5080860597607852,-1.0,-1.0393634102250835,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,17813,2016-11-14 00:00:00,long,108.189,107.474,108.336,107.757,3.2475658380021306,0.6716937354988365,0.7461139896372933,3,3,1.0,5,108.124,107.757,1.3826643417015747,0.2448860550697591,0.4814814814814633,True,1,0,H4順,107.70391408624188,17799-17802-17805,17814,2016-11-14 01:00:00,108.189,fixed_1_5R,108.91662887063715,1.5000000000000149,17852,2016-11-15 15:00:00,108.91662887063715,TP,38,0.4850859137581125,1.5000000000000149,1.458770190119402,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,18068,2016-11-28 15:00:00,short,110.611,111.741,110.454,111.208,4.78548143293145,0.5858585858585869,0.7917771883288997,9,8,0.8888888888888888,2,111.208,110.693,1.9149362377309151,0.3049024689202382,0.6222222222222208,True,0,1,H4逆,111.26178769171032,18046-18055-18063,18069,2016-11-28 16:00:00,110.605,fixed_1_5R,109.61981846243452,1.5,18089,2016-11-29 12:00:00,111.26178769171032,SL,20,0.6567876917103206,-1.0,-1.0304512405644035,IS_2014_2024,2016
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,19184,2017-02-01 03:00:00,long,114.238,113.528,114.364,113.776,3.436042008100585,0.7033492822966616,0.7857142857142805,2,2,1.0,5,114.221,113.776,1.8289936526373067,0.0698716676288229,0.3520408163265476,True,1,0,H4順,113.72733936092578,19172-19174-19176,19185,2017-02-01 04:00:00,114.236,fixed_1_5R,114.99899095861132,1.499999999999986,19208,2017-02-02 03:00:00,113.72733936092578,SL,23,0.5086606390742219,-1.0,-1.0393189456066638,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,20265,2017-04-05 03:00:00,short,110.392,111.401,109.998,110.716,9.31659763229775,0.5117605131860253,0.4512534818941544,30,11,0.3666666666666666,1,110.716,110.426,1.925740066547605,0.2257764215952826,0.5645161290322747,True,1,0,H4順,110.74611829114818,20220-20250-20261,20266,2017-04-05 04:00:00,110.392,fixed_1_5R,109.86082256327772,1.5,20274,2017-04-05 12:00:00,110.74611829114818,SL,8,0.3541182911481826,-1.0,-1.0564783025896878,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,20530,2017-04-20 04:00:00,long,109.251,108.755,109.419,108.945,4.312505366963518,0.7138554216867511,0.6455696202531839,9,6,0.6666666666666666,7,109.235,108.971,1.7146105675878738,0.103915791975059,0.3684210526316419,True,0,1,H4逆,108.9142058354252,20505-20514-20520,20531,2017-04-20 05:00:00,109.252,fixed_1_5R,109.7586912468622,1.5,20539,2017-04-20 13:00:00,109.7586912468622,TP,8,0.3377941645748024,1.5,1.4407923460572944,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,20556,2017-04-21 06:00:00,long,109.574,108.945,109.914,109.263,6.713884444657882,0.6718266253869872,0.4777265745007598,20,13,0.65,0,109.53,109.263,1.849955775772561,0.3048616259699935,0.7470588235294393,True,0,1,H4逆,109.2341344451044,20520-20540-20553,20557,2017-04-21 07:00:00,109.574,fixed_1_5R,110.0837983323434,1.5,20559,2017-04-21 09:00:00,109.2341344451044,SL,2,0.3398655548955958,-1.0,-1.0588467990119037,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,21224,2017-05-31 02:00:00,long,113.893,113.034,114.001,113.484,5.366510769035899,0.5346432264736409,0.791102514506766,8,9,1.125,0,113.782,113.484,1.65379545933062,0.6160110603547136,0.8611111111111112,True,0,0,H4中立,113.44796168603332,21204-21212-21221,21225,2017-05-31 03:00:00,113.888,fixed_1_5R,114.54805747095004,1.5,21246,2017-06-01 00:00:00,114.54805747095004,TP,21,0.4400383139666814,1.5,1.4545494122552145,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,21305,2017-06-05 11:00:00,short,114.482,115.035,114.324,114.779,4.967759025879664,0.6399437412095629,0.6527472527472487,16,8,0.5,3,114.779,114.504,1.921425783568028,0.1537140626854859,0.7012987012987444,True,0,1,H4逆,114.80762457684828,21275-21291-21299,21306,2017-06-05 12:00:00,114.484,fixed_1_5R,113.9985631347276,1.499999999999978,21320,2017-06-06 02:00:00,113.9985631347276,TP,14,0.3236245768482746,1.499999999999978,1.4381999964440464,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,21466,2017-06-14 04:00:00,long,113.668,113.408,114.098,113.497,5.9920070539711965,0.8710144927536247,0.2845257903494289,5,9,1.8,8,113.662,113.517,1.2591898881534602,0.052104409164969,0.5,True,0,1,H4逆,113.4739693195023,21441-21446-21455,21467,2017-06-14 05:00:00,113.668,fixed_1_5R,113.95904602074656,1.5000000000000366,21474,2017-06-14 12:00:00,113.4739693195023,SL,7,0.1940306804977041,-1.0,-1.103076482279548,IS_2014_2024,2017
CHFJPY,H1,base,H1 WaveBox base cross-symbol,8,2.0,21780,2017-07-03 06:00:00,long,117.359,116.599,117.414,116.85,4.639977745754671,0.6920245398773114,0.9024822695035352,9,3,0.3333333333333333,6,117.295,116.983,1.7762859591109823,0.3643663505868308,0.7253886010362804,True,1,0,H4順,116.81487052116807,21759-21768-21771,21781,2017-07-03 07:00:00,117.362,fixed_1_5R,118.18269421824786,1.5000000000000129,21853,2017-07-06 07:00:00,117.453,time_exit,72,0.5471294788319057,0.1663226046497964,0.1297681860454301,IS_2014_2024,2017
