timeframe,variant,rr,max_hold_bars,trades,win_rate,total_r_after_cost,avg_r_after_cost,median_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,avg_bars_held,target_hit_pct,stop_hit_pct,oos_trades,oos_total_r
H1,ENTRY_A_B_BREAK,2.0,48,1172,48.37883959044368,4.0036518082198995,0.0034160851605971837,-0.052548155240242964,1.0090897129860783,54.361509853109176,16,0.7236784149633885,0.6414044624201936,39.28839590443686,6.911262798634812,27.986348122866893,123,15.00863899257145
H1,ENTRY_C_A_AFTER_B,1.5,48,911,50.16465422612514,3.831534373813959,0.004205855514614664,0.0004289205665223283,1.013785540509823,44.39683629483021,12,0.5954556486309835,0.5382255690395292,41.0,8.89132821075741,19.978046103183313,99,18.14459691275819
H1,ENTRY_C_A_AFTER_B,1.5,120,911,47.85949506037321,1.8798495339113117,0.002063501134919113,-0.07978432353204296,1.0048479721484298,58.87450739500924,11,0.8006439108981959,0.6909624166341358,81.04610318331504,19.099890230515918,36.223929747530185,99,17.477452264047987
H1,ENTRY_C_A_AFTER_B,1.0,120,911,51.48188803512623,0.4076534958924327,0.0004474791392891687,0.051859890903857675,1.0011224710376203,37.711861234349776,10,0.662884481725981,0.6583234590748672,69.36443468715697,34.79692645444567,34.13830954994512,99,17.781475618775143
H1,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,462,49.78354978354979,0.3814593902047676,0.0008256696757678952,-0.005815541460963805,1.0026999714846054,25.140853465016093,6,0.5729322039599485,0.5678572109845297,41.74025974025974,8.008658008658008,20.346320346320347,50,12.782266155588776
H1,ENTRY_B_B_SUPPORT_REACCEL,2.0,48,462,49.78354978354979,0.07537553195066593,0.00016315050205771846,-0.005815541460963805,1.00053350839468,25.366614470799647,6,0.594546343067988,0.5678572109845297,42.55411255411256,3.463203463203463,20.346320346320347,50,12.971801818754427
H4,ENTRY_B_B_SUPPORT_REACCEL,1.5,48,227,46.69603524229075,-1.0248311174618419,-0.00451467452626362,-0.04818870294326644,0.9871750899191788,18.61754241726016,10,0.6567228270850881,0.5994373092711361,39.81497797356828,13.215859030837004,24.229074889867842,19,-0.6131588202236526
H1,ENTRY_A_B_BREAK,1.5,48,1172,48.89078498293515,-4.211408106968825,-0.0035933516271065063,-0.022936588828154206,0.990308979541122,45.46824343150271,16,0.6844295718525938,0.6333550119260298,37.73805460750853,13.993174061433447,27.559726962457336,123,13.146617620313972
H4,ENTRY_B_B_SUPPORT_REACCEL,1.0,48,227,48.01762114537445,-6.288297122365107,-0.02770174943773175,-0.045601558948415125,0.9198327601366553,19.917521471222365,10,0.5673662325625818,0.5879722886589357,36.82378854625551,24.669603524229075,23.788546255506606,19,2.9185595799467725
H1,ENTRY_C_A_AFTER_B,1.0,48,911,50.933040614709114,-6.507378862826478,-0.007143116205078461,0.016752236419352428,0.9762779400209338,46.00700034210049,12,0.5365850069683136,0.5315406812882668,38.00658616904501,20.197585071350165,19.758507135016465,99,16.406015094976073
H1,ENTRY_B_B_SUPPORT_REACCEL,1.0,48,462,50.0,-11.558796878281452,-0.025019040862081066,-0.002065220404214959,0.9180210817740821,32.933020973344256,6,0.5208371703640148,0.5678572109845297,39.13636363636363,17.532467532467532,20.346320346320347,50,11.434224003356496
H1,ENTRY_A_B_BREAK,1.0,48,1172,50.51194539249146,-23.229306658134096,-0.0198202275240052,0.009444994252989593,0.9447973647519494,62.949774171677014,16,0.6022025790943624,0.6194570902158959,33.99744027303754,27.218430034129693,26.621160409556317,123,7.59504249792376
