symbol,direction,kind_sequence,p0_time,p1_time,p2_time,p3_time,p4_time,p0_price,p1_price,p2_price,p3_price,p4_price,wave1,wave3,wave2_retrace,wave4_retrace,structure_ok,no_overlap,trend_ok,pre_break_range_atr,signal_time,entry_time,entry_price,sl_price,risk_price,mfe_24,mae_24,wave5_ext_wave1_24,mfe_48,mae_48,wave5_ext_wave1_48,mfe_120,mae_120,wave5_ext_wave1_120,tp1_hit_120,tp2_hit_120,tp3_hit_120,exit_time,exit_price,outcome_2r,r_result_2r,exit_reason,wave3_vs_wave1,entry_over_wave3,period,timeframe,method,variant
XAUUSD,short,HLHLH,2022-10-13 12:00,2022-10-14 20:00,2022-10-17 16:00,2022-10-20 04:00,2022-10-20 16:00,1682.336,1640.095,1668.268,1622.257,1645.438,42.240999999999985,46.01099999999997,0.6669586420776026,0.5038143052748268,1,0,1,2.802625850189395,2022-10-21 00:00,2022-10-21 04:00:00,1621.498,1647.661807362506,26.16380736250585,0.1693560856265095,2.032578793414061,0.6716460311072205,0.1693560856265095,2.032578793414061,0.6716460311072205,0.1919063204537777,6.301414687690527,0.6856135034681949,0,0,0,2022-10-21 12:00,1647.661807362506,-1,-1.0,SL,1.0892497810184414,0.0164960552911263,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
XAUUSD,long,LHLHL,2025-01-13 20:00,2025-01-16 20:00,2025-01-20 04:00,2025-01-22 12:00,2025-01-23 16:00,2656.615,2724.565,2689.308,2763.205,2735.665,67.95000000000027,73.89699999999993,0.5188668138337,0.3726808936763331,1,1,1,3.6355083906158265,2025-01-24 00:00,2025-01-24 04:00:00,2772.238,2732.807765499644,39.43023450035571,0.3445832917853282,1.0577923395211757,0.7381898454746085,1.8538312268810064,1.0577923395211757,1.6139808682854986,4.628859105526084,1.0577923395211757,3.2242825607063907,0,0,0,2025-01-27 16:00,2732.807765499644,-1,-1.0,SL,1.08752023546725,0.1222377092439464,OOS_2025_2026,H4,W5_CLASSIC,W3_CAP_1_2
XAUUSD,long,LHLHL,2026-01-16 16:00,2026-01-21 08:00,2026-01-21 20:00,2026-01-26 08:00,2026-01-27 00:00,4536.515,4888.075,4755.345,5110.885,4989.805,351.5599999999995,355.53999999999996,0.3775457958812144,0.3405523991674634,1,1,1,4.026924634910743,2026-01-27 20:00,2026-01-28 00:00:00,5171.975,4977.361881604985,194.6131183950156,2.1829463681770007,3.961382492392897,1.72659005575151,2.1829463681770007,3.961382492392897,1.72659005575151,2.1829463681770007,3.961382492392897,1.72659005575151,1,1,0,2026-01-28 20:00,5561.2012367900315,1,2.0,TP2,1.0113209693935614,0.1718231422624744,OOS_2025_2026,H4,W5_CLASSIC,W3_CAP_1_2
XAUUSD,long,LHLHL,2015-12-31 00:00,2016-01-09 00:00,2016-01-15 00:00,2016-01-28 00:00,2016-01-30 00:00,1059.389,1112.949,1071.419,1127.99,1108.352,53.56000000000017,56.57099999999991,0.7753920836445078,0.3471389934772224,1,0,1,3.0442689016019817,2016-02-03 00:00,2016-02-04 00:00:00,1141.899,1105.3047987507548,36.59420124924509,3.318285298070417,0.0642451514103859,2.89352128454069,3.888320967326361,0.0642451514103859,3.282991038088115,4.744768134639418,0.0642451514103859,3.868147871545915,1,1,1,2016-02-11 00:00,1215.08740249849,1,2.0,TP2,1.0562173263629524,0.2458680242527072,Research_2015_2024,D1,W5_CLASSIC,W3_CAP_1_2
XAUUSD,short,HLHLH,2016-08-03 00:00,2016-08-09 00:00,2016-08-17 00:00,2016-08-26 00:00,2016-08-27 00:00,1367.198,1329.868,1358.009,1318.009,1342.161,37.330000000000155,40.0,0.753844093222608,0.6038000000000011,1,0,1,2.485430344097219,2016-08-30 00:00,2016-08-31 00:00:00,1312.171,1345.4735048221742,33.302504822174114,0.2918399096973859,1.2127316012911045,1.0637289043664584,2.125455739079123,1.2127316012911045,2.6995178140905365,5.685218004200556,1.2127316012911045,5.875221001875146,0,0,0,2016-09-06 00:00,1345.4735048221742,-1,-1.0,SL,1.0715242432359988,0.1459499999999991,Research_2015_2024,D1,W5_CLASSIC,W3_CAP_1_2
XAUUSD,long,LHLHL,2020-06-06 00:00,2020-06-12 00:00,2020-06-16 00:00,2020-07-02 00:00,2020-07-03 00:00,1670.745,1744.575,1704.025,1789.008,1757.438,73.83000000000015,84.98299999999995,0.5492347284301756,0.3714860619182655,1,1,1,2.153403195568984,2020-07-07 00:00,2020-07-08 00:00:00,1794.285,1752.8034754388143,41.48152456118555,5.702056578251277,0.0932222246146314,3.702790193688194,6.7623599413816375,0.0932222246146314,4.298523635378559,6.7623599413816375,0.0932222246146314,4.298523635378559,1,1,1,2020-07-23 00:00,1877.2480491223712,1,2.0,TP2,1.1510632534200158,0.0620947718955561,Research_2015_2024,D1,W5_CLASSIC,W3_CAP_1_2
XAUUSD,short,HLHLH,2021-01-30 00:00,2021-02-05 00:00,2021-02-11 00:00,2021-02-20 00:00,2021-02-24 00:00,1875.522,1784.888,1855.232,1760.44,1815.875,90.634,94.79199999999992,0.7761325771785427,0.5848067347455481,1,0,1,3.625034243892828,2021-02-26 00:00,2021-02-28 00:00:00,1732.746,1822.6876942639524,89.94169426395229,0.6231815006231703,0.2998498107101894,1.5356157733300977,0.6231815006231703,0.7227126476986112,1.5356157733300977,0.6231815006231703,2.042867899072261,1.5356157733300977,0,0,0,2021-05-07 00:00,1822.6876942639524,-1,-1.0,SL,1.0458768232672055,0.2921554561566375,Research_2015_2024,D1,W5_CLASSIC,W3_CAP_1_2
XAUUSD,short,HLHLH,2022-08-26 00:00,2022-09-02 00:00,2022-09-13 00:00,2022-09-17 00:00,2022-09-22 00:00,1765.368,1688.668,1735.035,1654.048,1687.948,76.70000000000005,80.98700000000008,0.6045241199478508,0.4185856989393366,1,1,1,2.166760558651165,2022-09-23 00:00,2022-09-25 00:00:00,1643.458,1693.5244121936582,50.06641219365815,0.5741973259198613,1.71725906117336,0.9548631029986964,0.5741973259198613,2.8543886757298336,0.9548631029986964,0.5741973259198613,6.31495220342648,0.9548631029986964,0,0,0,2022-10-03 00:00,1693.5244121936582,-1,-1.0,SL,1.055893089960887,0.1307617271907825,Research_2015_2024,D1,W5_CLASSIC,W3_CAP_1_2
XAUUSD,long,LHLHL,2024-12-19 00:00,2025-01-04 00:00,2025-01-07 00:00,2025-01-11 00:00,2025-01-14 00:00,2582.264,2665.185,2614.365,2697.709,2656.615,82.92099999999982,83.34400000000005,0.6128724930958415,0.4930648876943754,1,0,1,2.6103636596682542,2025-01-16 00:00,2025-01-17 00:00:00,2714.355,2650.1072860509944,64.24771394900563,3.5535894737237346,0.3898504469727935,3.449668962024105,4.2870007829167704,0.3898504469727935,4.017920671482505,12.227049831275096,0.3898504469727935,10.169920767959889,1,1,1,2025-02-04 00:00,2842.8504278980113,1,2.0,TP2,1.0051012409401747,0.19972643501632,OOS_2025_2026,D1,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2016-11-15 09:00,2016-11-16 12:00,2016-11-17 09:00,2016-11-18 08:00,2016-11-18 13:00,107.77,109.757,108.82,110.924,109.799,1.987000000000009,2.1040000000000134,0.4715651736285896,0.5346958174904909,1,1,1,4.314973958822307,2016-11-21 02:00,2016-11-21 03:00:00,110.961,109.72767859622402,1.2333214037759743,0.3267599173793373,0.5610865082543324,0.7876195269250079,0.3267599173793373,0.5610865082543324,0.7876195269250079,2.3813743854667475,0.5610865082543324,2.062908907901344,1,1,0,2016-11-24 08:00,113.42764280755196,1,2.0,TP2,1.0588827377956738,0.0175855513307945,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2019-05-16 02:00,2019-05-17 02:00,2019-05-17 13:00,2019-05-20 02:00,2019-05-20 13:00,109.336,110.034,109.493,110.318,109.809,0.6980000000000075,0.8250000000000028,0.7750716332378298,0.6169696969696953,1,0,1,6.156433891541001,2019-05-21 11:00,2019-05-21 12:00:00,110.427,109.78362004745723,0.643379952542773,0.3808014207338894,0.1010289483579932,1.2363896848137397,0.3808014207338894,0.6901054318606309,1.2363896848137397,0.3808014207338894,1.8915727715639457,1.2363896848137397,0,0,0,2019-05-23 13:00,109.78362004745723,-1,-1.0,SL,1.1819484240687592,0.1321212121212224,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2019-09-05 08:00,2019-09-05 15:00,2019-09-06 14:00,2019-09-10 02:00,2019-09-10 14:00,106.372,107.232,106.622,107.498,107.19,0.8599999999999994,0.8760000000000048,0.7093023255813952,0.3515981735159877,1,0,1,2.9045791188797643,2019-09-10 19:00,2019-09-10 20:00:00,107.527,107.16090800541436,0.3660919945856449,0.8740972343909892,0.0874097234390911,0.7639534883720894,1.802825545931444,0.0874097234390911,1.159302325581396,2.305431455706267,0.1912087700230531,1.3732558139534865,1,1,0,2019-09-17 01:00,108.25918398917128,1,2.0,TP2,1.0186046511627969,0.0331050228310459,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2020-02-20 15:00,2020-02-21 09:00,2020-02-21 13:00,2020-02-23 23:00,2020-02-24 01:00,112.224,111.487,112.031,111.246,111.681,0.737000000000009,0.7850000000000108,0.7381275440976994,0.5541401273885304,1,0,1,6.042209703745531,2020-02-24 14:00,2020-02-24 15:00:00,110.753,111.7262648970178,0.9732648970177992,0.432564660751663,0.2959112168562365,1.8303934871098877,0.8867061810657464,0.2959112168562365,2.430122116689247,3.47695679806082,0.2959112168562365,5.850746268656642,1,1,1,2020-02-28 06:00,108.8064702059644,1,2.0,TP2,1.0651289009497982,0.6280254777069914,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2020-08-03 14:00,2020-08-04 08:00,2020-08-04 13:00,2020-08-05 02:00,2020-08-05 12:00,106.471,105.836,106.194,105.511,105.872,0.6350000000000051,0.6830000000000069,0.563779527559057,0.528550512445096,1,0,1,2.8979141126607595,2020-08-05 15:00,2020-08-05 16:00:00,105.445,105.91263267420024,0.4676326742002459,0.3079340002198579,0.5388845003848045,0.8992125984251864,0.3079340002198579,1.3044426398203397,0.8992125984251864,0.3079340002198579,3.355197544062411,0.8992125984251864,0,0,0,2020-08-07 14:00,105.91263267420024,-1,-1.0,SL,1.0755905511811046,0.0966325036603247,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2020-11-11 16:00,2020-11-12 07:00,2020-11-12 10:00,2020-11-13 02:00,2020-11-13 10:00,105.676,105.148,105.415,104.857,105.149,0.5280000000000058,0.5580000000000069,0.5056818181818318,0.5232974910394229,1,0,1,4.179925647340962,2020-11-13 13:00,2020-11-13 14:00:00,104.74,105.17734978657464,0.4373497865746572,0.8642967519442797,0.905453740132104,1.4905303030302983,1.5342410596682663,0.905453740132104,2.0454545454545197,2.4899977853632778,0.905453740132104,2.8371212121211897,1,1,0,2020-11-18 07:00,103.86530042685068,1,2.0,TP2,1.0568181818181834,0.209677419354844,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2021-07-02 02:00,2021-07-04 22:00,2021-07-05 01:00,2021-07-07 02:00,2021-07-07 11:00,111.657,110.9,111.189,110.394,110.816,0.7569999999999908,0.7949999999999875,0.3817701453104237,0.5308176100628977,1,1,1,5.148028933592961,2021-07-08 05:00,2021-07-08 06:00:00,110.278,110.84542873902892,0.5674287390289123,1.3129401962878802,0.1057401500365861,1.694848084544276,1.3129401962878802,0.1057401500365861,1.694848084544276,1.3129401962878802,0.740181050256228,1.694848084544276,1,0,0,2021-07-15 06:00,109.859,0,0.7384187144223263,not_reached_120,1.050198150594448,0.1459119496855364,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2021-07-28 19:00,2021-07-30 01:00,2021-07-30 18:00,2021-08-03 14:00,2021-08-04 09:00,110.288,109.36,109.826,108.875,109.236,0.9279999999999972,0.9509999999999934,0.502155172413788,0.3796004206098914,1,1,1,4.806623278365458,2021-08-04 12:00,2021-08-04 13:00:00,108.766,109.26086152816217,0.4948615281621613,0.0909345290330503,1.992476569479629,0.5549568965517264,0.0909345290330503,2.7300566383032496,0.5549568965517264,0.0909345290330503,4.112261479605557,0.5549568965517264,0,0,0,2021-08-04 14:00,109.26086152816217,-1,-1.0,SL,1.0247844827586166,0.1146161934805419,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2022-03-28 09:00,2022-03-28 17:00,2022-03-29 01:00,2022-03-29 15:00,2022-03-30 00:00,125.097,123.143,124.301,121.978,123.203,1.9539999999999935,2.3230000000000075,0.5926305015353148,0.5273353422298771,1,0,1,3.9924011562930737,2022-03-30 06:00,2022-03-30 07:00:00,121.938,123.30231366725889,1.3643136672588696,0.3056481878084701,0.3774791767898361,0.8607983623336785,0.481560813885283,0.5827105738794565,0.98362333674514,0.481560813885283,1.5480311094759829,0.98362333674514,0,0,0,2022-04-05 14:00,123.30231366725889,-1,-1.0,SL,1.1888433981576332,0.0172191132156659,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2023-05-24 06:00,2023-05-24 21:00,2023-05-24 23:00,2023-05-25 20:00,2023-05-26 08:00,138.231,139.477,138.812,140.228,139.492,1.246000000000009,1.4159999999999968,0.533707865168529,0.5197740112994492,1,1,1,3.862410731964782,2023-05-26 13:00,2023-05-26 14:00:00,140.352,139.4339404057305,0.9180595942694936,0.6154284575061515,0.3333116955697173,1.143659711075442,0.6317672661124947,0.8430825240880774,1.1556982343499094,0.6317672661124947,2.0935460094280107,1.1556982343499094,0,0,0,2023-05-31 05:00,139.4339404057305,-1,-1.0,SL,1.1364365971107433,0.0875706214689233,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2023-06-23 14:00,2023-06-27 10:00,2023-06-27 14:00,2023-06-29 07:00,2023-06-29 08:00,142.685,143.942,143.298,144.698,144.145,1.257000000000005,1.4000000000000057,0.5123309466984908,0.3949999999999964,1,1,1,2.9136848897134526,2023-06-29 12:00,2023-06-29 13:00:00,144.784,144.0881990739341,0.6958009260658855,0.4067255293839867,0.6352391660342886,0.7334924423229859,0.4067255293839867,0.8393205270679737,0.7334924423229859,0.4067255293839867,1.770621385869413,0.7334924423229859,0,0,0,2023-07-03 14:00,144.0881990739341,-1,-1.0,SL,1.1137629276054095,0.0614285714285599,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2023-07-06 15:00,2023-07-09 22:00,2023-07-10 05:00,2023-07-11 11:00,2023-07-11 15:00,144.651,142.064,143.005,140.158,140.954,2.5870000000000175,2.8470000000000084,0.3637417858523371,0.2795925535651627,1,1,1,4.055262296354525,2023-07-11 23:00,2023-07-12 00:00:00,140.12,141.0084970913962,0.8884970913962036,2.2104743155813,0.0472708356692556,1.0815616544259694,2.510981770907266,0.0472708356692556,1.1847700038654725,3.244805219868082,0.0472708356692556,1.436799381522995,1,1,1,2023-07-12 15:00,138.3430058172076,1,2.0,TP2,1.1005025125628098,0.0133473832103907,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2023-07-10 05:00,2023-07-11 11:00,2023-07-11 15:00,2023-07-13 01:00,2023-07-13 13:00,143.005,140.158,140.954,138.069,138.953,2.8470000000000084,2.8850000000000193,0.2795925535651627,0.3064124783362248,1,1,1,3.700799780038377,2023-07-13 18:00,2023-07-13 19:00:00,138.014,139.02257955450304,1.0085795545030294,0.7703903936292628,1.132285494883652,0.6027397260273983,0.7703903936292628,1.3791673584791204,0.6027397260273983,0.7703903936292628,2.4618781819580757,0.6027397260273983,0,0,0,2023-07-14 14:00,139.02257955450304,-1,-1.0,SL,1.0133473832104007,0.0190641247833546,Research_2015_2024,H1,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2017-11-14 12:00,2017-11-15 16:00,2017-11-16 12:00,2017-11-20 00:00,2017-11-20 20:00,113.91,112.478,113.33,111.884,112.719,1.4320000000000022,1.445999999999998,0.594972067039108,0.5774550484094018,1,0,1,4.0734249448735325,2017-11-22 12:00,2017-11-22 16:00:00,111.623,112.78976354760452,1.1667635476045035,0.670230057842949,0.0591379462802494,1.3114525139664786,0.670230057842949,1.239325656829782,1.3114525139664786,0.670230057842949,1.8229914744653832,1.3114525139664786,0,0,0,2017-12-01 12:00,112.78976354760452,-1,-1.0,SL,1.009776536312846,0.1804979253112006,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2017-11-16 12:00,2017-11-20 00:00,2017-11-20 20:00,2017-11-23 04:00,2017-11-27 00:00,113.33,111.884,112.719,111.069,111.692,1.445999999999998,1.6499999999999917,0.5774550484094018,0.3775757575757537,1,1,1,3.493002274562926,2017-11-27 12:00,2017-11-27 16:00:00,111.039,111.75011619462096,0.7111161946209705,0.278435509552054,2.5790440632244875,0.5885200553250348,0.278435509552054,2.882791891826708,0.5885200553250348,0.278435509552054,3.8123164969474206,0.5885200553250348,0,0,0,2017-11-29 12:00,111.75011619462096,-1,-1.0,SL,1.1410788381742696,0.0181818181818189,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
USDJPY,short,HLHLH,2018-08-01 08:00,2018-08-02 16:00,2018-08-03 12:00,2018-08-07 16:00,2018-08-07 20:00,112.15,111.315,111.876,110.994,111.478,0.835000000000008,0.882000000000005,0.6718562874251517,0.548752834467111,1,0,1,2.889040831960432,2018-08-08 04:00,2018-08-08 08:00:00,110.946,111.5334682364566,0.5874682364566155,1.4230556617706378,0.4187460440138404,1.6383233532933916,1.4230556617706378,0.8255765501899041,1.6383233532933916,1.9932992582935511,1.4979533281796138,2.0395209580837994,1,0,0,2018-08-29 12:00,111.5334682364566,-1,-1.0,SL,1.0562874251496963,0.0544217687074847,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2018-09-12 20:00,2018-09-14 16:00,2018-09-18 04:00,2018-09-21 08:00,2018-09-24 00:00,111.116,112.168,111.663,112.873,112.385,1.0520000000000067,1.210000000000008,0.4800380228136943,0.4033057851239639,1,1,1,3.0833696712981467,2018-09-25 04:00,2018-09-25 08:00:00,112.933,112.33837892782104,0.5946210721789527,1.730513848473766,0.6256085049876026,1.4990494296577834,2.717697161451521,0.6256085049876026,2.057034220532308,2.717697161451521,2.199720227214486,2.057034220532308,1,1,0,2018-10-03 12:00,114.12224214435793,1,2.0,TP2,1.1501901140684414,0.0495867768595056,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2020-03-12 04:00,2020-03-13 20:00,2020-03-16 16:00,2020-03-20 00:00,2020-03-20 08:00,103.08,108.501,105.146,111.361,109.329,5.4210000000000065,6.215000000000003,0.6188895037815901,0.3269509251810152,1,1,1,2.5453121590819108,2020-03-24 12:00,2020-03-24 16:00:00,111.453,109.115568418313,2.3374315816870137,0.1112332023050441,1.8537440984145113,0.4397712599151443,0.1112332023050441,1.9414472002319525,0.4397712599151443,0.1112332023050441,1.9414472002319525,0.4397712599151443,0,0,0,2020-03-26 20:00,109.115568418313,-1,-1.0,SL,1.1464674414314695,0.0148028962188252,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
USDJPY,long,LHLHL,2023-06-14 16:00,2023-06-15 08:00,2023-06-16 04:00,2023-06-20 04:00,2023-06-20 20:00,139.281,141.503,139.85,142.252,141.212,2.22199999999998,2.4020000000000152,0.7439243924392468,0.4329725228975911,1,0,1,3.648914435489588,2023-06-22 12:00,2023-06-22 16:00:00,142.887,141.09703430063473,1.7899656993652684,0.7648191250175658,0.1128513245095302,1.3699369936993873,1.2179004328256384,0.1128513245095302,1.7349234923492587,1.2179004328256384,3.156485066726992,1.7349234923492587,1,0,0,2023-07-11 00:00,141.09703430063473,-1,-1.0,SL,1.0810081008100976,0.2643630308076548,Research_2015_2024,H4,W5_CLASSIC,W3_CAP_1_2
