strategy,symbol,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
SQZ_STRICT_RR2,SILVER,SQZ_STRICT_RR2_SILVER,7,71.42857142857143,7.333594120564162,1.0476563029377375,1.8807020891515542,4.474953207536279,1.034565186601979,1,1.6632560428237053,0.6650476983358812,0,0.0
CAP_NO_D1_RR2,AUDJPY,CAP_NO_D1_RR2_AUDJPY,43,41.86046511627907,6.945014970640888,0.161511976061416,-1.008992954026704,1.2742190318859168,15.139228026993928,6,1.2590460234687797,0.9265724165853391,12,14.131725884990937
SQZ_DEFAULT_RR2,AUDJPY,SQZ_DEFAULT_RR2_AUDJPY,19,47.368421052631575,6.933948261305137,0.3649446453318493,-1.0090665838697999,1.680066336087676,2.1138655757994864,3,1.2172136140769083,0.824584485199699,4,4.208182879757088
SQZ_DEFAULT_RR15,GBPJPY,SQZ_DEFAULT_RR15_GBPJPY,28,50.0,6.523544048974015,0.23298371603478626,0.22972685088505074,1.457394364936262,5.175612540797788,5,0.9854584099982022,0.8494382453679575,4,3.439020026505595
CAP_NO_D1_RR2,CHFJPY,CAP_NO_D1_RR2_CHFJPY,39,43.58974358974359,6.408299189204756,0.16431536382576298,-1.009496872461982,1.2812871352135509,7.846962412581072,4,1.3793379459249977,0.8690345304343964,4,3.7463919223771445
SQZ_WIDE_RR2,AUDJPY,SQZ_WIDE_RR2_AUDJPY,20,45.0,5.927067060992304,0.2963533530496152,-1.0079738920913162,1.5290668764260587,3.1454748626296944,4,1.1777947535478688,0.8436345756801819,4,4.208182879757088
SQZ_STRICT_RR2,USDJPY,SQZ_STRICT_RR2_USDJPY,13,46.15384615384615,4.871319135153087,0.37471685655023745,-1.0042573363141651,1.6894641717872514,2.0189658466454534,2,1.1569733592900067,0.8925657856738879,4,1.9758622003365447
CAP_STRICT_RR2,AUDJPY,CAP_STRICT_RR2_AUDJPY,12,58.333333333333336,4.832666114419197,0.4027221762015998,0.43092643225687144,1.9546179862629778,2.0253711648998984,2,1.2808658242163966,0.7452599109635879,3,2.970488280366503
CAP_DEFAULT_RR15,XAUUSD,CAP_DEFAULT_RR15_XAUUSD,33,48.484848484848484,4.823935936946658,0.14617987687717143,-1.003196531188478,1.2772430302326372,5.167788623683062,4,1.0757212918728718,0.8725062118010921,3,-0.5246596503705299
CAP_DEFAULT_RR15,AUDJPY,CAP_DEFAULT_RR15_AUDJPY,26,50.0,4.311266750458392,0.1658179519407074,-0.4393963835255541,1.325825297105935,8.174696891348722,5,1.05702496619337,0.8481418640832429,6,6.411435819125308
CAP_DEFAULT_RR15,EURJPY,CAP_DEFAULT_RR15_EURJPY,26,46.15384615384615,3.5320606762172915,0.1358484875468189,-1.006854806232419,1.2481187900570219,5.062744411025127,6,1.0663293498908957,0.9330442304326508,2,0.4774199302095745
SQZ_DEFAULT_RR15,AUDJPY,SQZ_DEFAULT_RR15_AUDJPY,19,47.368421052631575,3.1751512198542375,0.16711322209759144,-1.0090665838697999,1.3114118212650394,2.613865575799474,3,1.0120165672606016,0.824584485199699,4,3.4493858383061884
CAP_STRICT_RR2,USDJPY,CAP_STRICT_RR2_USDJPY,9,55.55555555555556,3.030137236806076,0.3366819152006751,0.4105454936616481,1.7511306534877278,1.00762218725521,1,1.2961756289869406,0.7580843701850782,3,2.980492540817325
CAP_DEFAULT_RR2,CHFJPY,CAP_DEFAULT_RR2_CHFJPY,26,42.30769230769231,2.9278915409548425,0.11261121311364779,-1.0113169407526486,1.1883321216902842,6.681040856360233,5,1.416057829234749,0.9156196039361644,2,0.9486252769354702
CAP_STRICT_RR2,XAUUSD,CAP_STRICT_RR2_XAUUSD,13,46.15384615384615,2.9252023623581307,0.22501556633524084,-1.003196531188478,1.4111364445990366,3.098579109776837,3,1.1150917362597164,0.8566058358223637,1,-1.003196531188478
SQZ_STRICT_RR2,AUDJPY,SQZ_STRICT_RR2_AUDJPY,6,50.0,2.9033628466049577,0.48389380776749297,0.4853331192510473,1.9495609335509334,2.036417178293224,2,1.3242467423869986,0.8315709550700984,1,1.9879272666006391
CAP_DEFAULT_RR15,USDJPY,CAP_DEFAULT_RR15_USDJPY,24,45.83333333333333,2.121632617535007,0.08840135906395863,-1.00517833801868,1.1609695307544985,6.643051831433079,5,1.1637740199289606,1.2720279242507233,5,2.4566073131563266
CAP_DEFAULT_RR2,AUDJPY,CAP_DEFAULT_RR2_AUDJPY,25,40.0,2.0086246043255724,0.0803449841730229,-1.0084522047592146,1.1330913668235736,11.97733903748153,10,1.205739056099214,0.9592822497078777,6,8.911435819125298
SQZ_STRICT_RR2,CHFJPY,SQZ_STRICT_RR2_CHFJPY,1,100.0,1.965201820008066,1.965201820008066,1.965201820008066,inf,0.0,0,2.2027247934883043,0.5585107888702514,0,0.0
SQZ_WIDE_RR2,USDJPY,SQZ_WIDE_RR2_USDJPY,22,36.36363636363637,1.7856788528005485,0.08116722058184311,-1.0049602604509436,1.1263292982499176,3.0477234351621476,3,1.0000458069759546,0.9315259522343043,7,-1.0375249765213215
SQZ_DEFAULT_RR2,USDJPY,SQZ_DEFAULT_RR2_USDJPY,22,36.36363636363637,1.7823274060488912,0.08101488209313142,-1.0049602604509436,1.1260623079558505,3.0477234351621476,3,1.0005585549328428,0.933067878745279,7,-1.0375249765213215
CAP_DEFAULT_RR2,USDJPY,CAP_DEFAULT_RR2_USDJPY,24,37.5,1.1216326175350346,0.04673469239729311,-1.0055845602382245,1.0738363634197021,6.17592713408151,5,1.321390462567355,1.3374569789590467,5,3.9566073131563435
CAP_STRICT_RR2,GBPJPY,CAP_STRICT_RR2_GBPJPY,6,33.33333333333333,0.7876652991132613,0.1312775498522102,-0.5704856213596606,1.2474034034297612,3.1837286318370417,4,1.1625798154174745,0.9534936090925776,0,0.0
SQZ_DEFAULT_RR2,CHFJPY,SQZ_DEFAULT_RR2_CHFJPY,9,33.33333333333333,0.7613738527055598,0.0845970947450622,-1.0084768353619,1.1470631539321545,2.0383038070470763,3,1.1972035212130174,0.9232095056767028,2,0.9808538761225307
SQZ_WIDE_RR2,CHFJPY,SQZ_WIDE_RR2_CHFJPY,9,33.33333333333333,0.7613738527055598,0.0845970947450622,-1.0084768353619,1.1470631539321545,2.0383038070470763,3,1.1972035212130174,0.9232095056767028,2,0.9808538761225307
SQZ_DEFAULT_RR2,SILVER,SQZ_DEFAULT_RR2_SILVER,16,37.5,0.6182980658909982,0.03864362911818739,-1.0372960529869228,1.057503308408047,3.2588611439624824,4,1.132832957422046,0.960464311176229,4,-1.1942700333965042
SQZ_WIDE_RR2,SILVER,SQZ_WIDE_RR2_SILVER,16,37.5,0.6182980658909982,0.03864362911818739,-1.0372960529869228,1.057503308408047,3.2588611439624824,4,1.132832957422046,0.960464311176229,4,-1.1942700333965042
CAP_DEFAULT_RR2,EURJPY,CAP_DEFAULT_RR2_EURJPY,26,34.61538461538461,0.5320606762174016,0.020463872162207755,-1.0126866484337445,1.0307770987238798,5.062744411025127,6,1.2536118198048087,0.986629943446502,2,-2.0225800697904255
CAP_STRICT_RR2,EURJPY,CAP_STRICT_RR2_EURJPY,3,33.33333333333333,-0.06207975589037784,-0.02069325196345928,-1.01453313356407,0.9697587054831891,1.0382809698754543,2,1.134833842802687,1.0994419049079458,0,0.0
CAP_STRICT_RR2,CHFJPY,CAP_STRICT_RR2_CHFJPY,9,44.44444444444444,-0.42631101143525796,-0.047367890159473104,-1.007136324388728,0.9167675575282649,3.3991278249837884,3,0.9508452251906218,0.8792516219539556,0,0.0
CAP_NO_D1_RR2,EURJPY,CAP_NO_D1_RR2_EURJPY,36,33.33333333333333,-0.6150338807810631,-0.017084274466140643,-1.0104998649352246,0.9747824882811732,7.086229668391704,8,1.142735146107841,1.0856226073127955,5,0.9400907508751108
SQZ_DEFAULT_RR15,CHFJPY,SQZ_DEFAULT_RR15_CHFJPY,9,33.33333333333333,-0.7386261472944089,-0.08206957192160098,-1.0084768353619,0.8573306787304664,2.0383038070470763,3,1.031457749446608,0.918684975016308,2,0.4808538761225385
CAP_NO_D1_RR2,USDJPY,CAP_NO_D1_RR2_USDJPY,35,34.285714285714285,-1.8224655461006771,-0.052070444174305064,-1.0055341303264578,0.9217022932772072,7.053553862909223,5,1.2945879725282028,1.2878764075031874,9,2.9017124623437036
SQZ_DEFAULT_RR15,USDJPY,SQZ_DEFAULT_RR15_USDJPY,22,36.36363636363637,-2.2176725939511037,-0.10080329972505017,-1.0049602604509436,0.8431461444540874,4.047723435162148,3,0.8421419640849247,0.933067878745279,7,-2.0375249765213215
SQZ_DEFAULT_RR15,SILVER,SQZ_DEFAULT_RR15_SILVER,16,37.5,-2.3817019341090013,-0.14885637088181258,-1.0372960529869228,0.7784956020269088,3.2588611439624824,4,0.9298459501497227,0.9333238036633345,4,-1.6942700333965006
SQZ_WIDE_RR2,GBPJPY,SQZ_WIDE_RR2_GBPJPY,32,34.375,-2.4488067029475813,-0.07652520946711192,-1.0120684447012949,0.8799390194043658,12.981561862886949,10,1.1861967314455568,0.9841390913669636,6,4.696129329409202
SQZ_STRICT_RR2,EURJPY,SQZ_STRICT_RR2_EURJPY,6,16.666666666666664,-3.0860803410977145,-0.5143467235162857,-1.0119031859916765,0.39122497255467786,3.0458206845308595,3,1.140045280654449,1.028593758628418,1,-1.0220143125475067
SQZ_DEFAULT_RR2,GBPJPY,SQZ_DEFAULT_RR2_GBPJPY,28,32.142857142857146,-3.188075638865598,-0.11385984424519993,-1.012952054890632,0.8265324897776937,11.970273950781682,10,1.1333249951138014,1.0051670941981061,4,1.9390200265055946
CAP_STRICT_RR2,SILVER,CAP_STRICT_RR2_SILVER,10,30.0,-4.018197019476185,-0.4018197019476185,-1.056538698597484,0.4714074317207871,3.7993972236964733,3,0.8323976629829681,1.2006771151356386,0,0.0
CAP_DEFAULT_RR2,GBPJPY,CAP_DEFAULT_RR2_GBPJPY,30,26.666666666666668,-5.719373457377639,-0.19064578191258796,-1.0178582963535787,0.7348053212348306,9.226584325011872,9,1.040025266954749,1.1200906716159944,3,2.9563685087691995
CAP_DEFAULT_RR15,SILVER,CAP_DEFAULT_RR15_SILVER,42,40.476190476190474,-6.007737165238405,-0.14304136107710488,-1.056538698597484,0.7854939847388581,11.52847150044856,5,1.0407095830949566,1.1631347582667964,6,1.1477198455672264
SQZ_STRICT_RR2,GBPJPY,SQZ_STRICT_RR2_GBPJPY,8,12.5,-6.661484040495241,-0.8326855050619051,-1.0217793310145624,0.06910988330987267,5.638665890492669,4,0.7131402652761694,1.3130132630715503,1,-1.0220432539763529
CAP_DEFAULT_RR15,GBPJPY,CAP_DEFAULT_RR15_GBPJPY,30,30.0,-7.219373457377643,-0.24064578191258812,-1.0168997212808624,0.6486602931558024,9.351385409308266,9,0.9172062551793784,1.0913085387964148,3,1.9563685087691844
CAP_DEFAULT_RR2,SILVER,CAP_DEFAULT_RR2_SILVER,42,33.33333333333333,-7.50773716523842,-0.17875564679139094,-1.0750553055599443,0.7612236960331611,12.363421916093833,6,1.305591433002613,1.2299897695972288,6,2.6477198455672344
CAP_NO_D1_RR2,GBPJPY,CAP_NO_D1_RR2_GBPJPY,38,26.31578947368421,-7.908735849009892,-0.20812462760552347,-1.0183840364415162,0.7146683464410482,14.772353317753645,12,1.044062010992053,1.1681866344398515,5,6.918003816205816
CAP_NO_D1_RR2,SILVER,CAP_NO_D1_RR2_SILVER,61,27.86885245901639,-20.316595237370063,-0.333058938317542,-1.0676261998929535,0.5829908021524274,21.214974416296453,7,1.2049075429099532,1.2949790800505239,11,-2.50513686810665
