time,open,high,low,close,EMA,Blocked Long,Blocked Short
1672902000,159.25,159.324,159.024,159.091,158.2994900183604,0,0
1672905600,159.091,159.682,159.002,159.392,158.34233354705214,0,0
1672909200,159.392,159.487,159.26,159.452,158.38584987854028,0,0
1672912800,159.452,159.544,159.24,159.322,158.4225616480093,0,0
1672916400,159.322,159.388,159.14,159.25,158.45501021083246,0,0
1672920000,159.25,159.464,159.18,159.346,158.48995098687823,0,0
1672923600,159.346,160.047,159.228,159.358,158.52399212464772,0,0
1672927200,159.358,159.388,159.108,159.266,158.55309047270075,0,0
1672930800,159.266,159.479,158.957,159.06,158.57296927769286,0,0
1672934400,159.06,159.13,158.808,158.969,158.5884998942539,0,0
1672938000,158.969,159,158.588,158.67,158.5916959768322,0,0
1672941600,158.67,158.846,158.516,158.806,158.60010005617212,0,0
1672945200,158.806,158.99,158.726,158.734,158.60535103436146,0,0
1672948800,158.734,158.878,158.732,158.84,158.6145529545826,0,0
1672952400,158.84,158.924,158.822,158.906,158.62598225048131,0,0
1672956000,158.906,158.969,158.746,158.941,158.63833588771735,0,0
1672959600,158.941,159.072,158.75,158.78,158.643891343101,0,0
1672963200,158.78,159.272,158.758,159.248,158.66758187866566,0,0
1672966800,159.248,159.488,159.238,159.486,158.69967670695328,0,0
1672970400,159.486,159.545,159.302,159.378,158.7262776204061,0,0
1672974000,159.378,159.798,159.368,159.635,158.7619137921549,0,0
1672977600,159.635,159.778,159.572,159.678,158.79783874148217,0,0
1672981200,159.678,159.929,159.392,159.712,158.8336882026005,0,0
1672984800,159.712,159.892,159.59,159.591,158.86338670445932,0,0
1672988400,159.591,159.762,159.316,159.608,158.89258722585308,0,0
1672992000,159.608,160.022,159.577,159.704,158.92440733464315,0,0
1672995600,159.704,159.784,159.332,159.394,158.9428227332846,0,0
1672999200,159.394,159.448,159.171,159.293,158.9565551751166,0,0
1673002800,159.293,159.49,159.196,159.389,158.97351379570026,0,0
1673006400,159.389,159.732,159.362,159.72,159.00278776449633,0,0
1673010000,159.72,160.02,158.904,159.068,159.0053451070651,0,0
1673013600,159.068,159.456,158.928,159.421,159.0216452989449,0,0
1673017200,159.421,159.694,159.072,159.545,159.04216901271175,0,0
1673020800,159.545,159.711,159.402,159.49,159.05973101221326,0,0
1673024400,159.49,159.66,159.433,159.656,159.08311410977353,0,0
1673028000,159.656,159.705,159.513,159.606,159.103619438802,0,0
1673031600,159.606,159.782,159.582,159.724,159.12794808826075,0,0
1673035200,159.724,159.8,159.686,159.78,159.1535187514662,0,0
1673038800,159.78,159.845,159.698,159.731,159.17616507493813,0,0
1673215200,159.731,159.836,159.448,159.762,159.199138993568,0,0
1673218800,159.762,160.013,159.63,159.754,159.2208982487222,0,0
1673222400,159.754,159.846,159.604,159.639,159.23729439583113,0,0
1673226000,159.639,159.722,159.49,159.595,159.25132206658284,0,0
1673229600,159.595,159.652,159.374,159.398,159.25707414240313,0,0
1673233200,159.398,159.606,159.315,159.577,159.26962025446574,0,0
1673236800,159.577,159.97,159.516,159.908,159.2946547542906,0,0
1673240400,159.908,160.315,159.888,160.147,159.32808005804392,1,0
1673244000,160.147,160.289,160.028,160.114,159.35890044792455,0,0
1673247600,160.114,160.622,160.007,160.528,159.40474748918243,1,0
1673251200,160.528,160.718,160.442,160.652,159.45365935235174,0,0
1673254800,160.652,161.242,160.652,161.038,159.51579035814186,0,0
1673258400,161.038,161.051,160.578,160.661,159.5607005401755,0,0
1673262000,160.661,160.956,160.577,160.925,159.61420247977645,0,0
1673265600,160.925,160.926,160.47,160.577,159.6519592452754,0,0
1673269200,160.577,160.67,160.324,160.354,159.6794902552646,0,0
1673272800,160.354,160.778,160.318,160.738,159.72100044133265,0,0
1673276400,160.738,161.1,160.637,160.861,159.76570630637843,0,0
1673280000,160.861,160.886,160.527,160.596,159.7982668433832,0,0
1673283600,160.596,160.702,160.56,160.681,159.8328838299172,0,0
1673287200,160.681,160.747,160.566,160.692,159.86657466011653,0,0
1673290800,160.692,160.719,160.474,160.564,159.8939246734453,0,0
1673294400,160.564,160.73,160.486,160.538,159.91918252938862,0,0
1673298000,160.538,160.711,160.52,160.694,159.94956752823612,0,0
1673301600,160.694,160.752,160.556,160.695,159.97880017418765,0,0
1673305200,160.695,160.766,160.368,160.508,159.99955310853323,0,0
1673308800,160.508,160.94,160.332,160.343,160.01302161408094,0,0
1673312400,160.343,160.383,160.049,160.195,160.02015802137188,0,0
1673316000,160.195,160.4,160.156,160.382,160.0343479028867,0,0
1673319600,160.382,160.496,160.334,160.416,160.0493146517931,0,0
1673323200,160.416,160.54,160.384,160.5,160.0669885870169,0,0
1673326800,160.5,160.545,160.308,160.44,160.08161648556526,0,0
1673330400,160.44,160.593,160.364,160.564,160.10053348613133,0,0
1673334000,160.564,160.802,160.445,160.649,160.1220419768713,0,0
1673337600,160.649,160.718,160.348,160.416,160.13356974248418,0,0
1673341200,160.416,160.62,160.25,160.61,160.1522532819946,0,0
1673344800,160.61,160.663,160.527,160.642,160.17145903564187,0,0
1673348400,160.642,160.801,160.474,160.502,160.18442142640103,0,0
1673352000,160.502,160.66,160.384,160.551,160.19879705673824,0,0
1673355600,160.551,160.673,160.409,160.568,160.21327560353282,0,0
1673359200,160.568,160.592,160.294,160.476,160.22357852104133,0,0
1673362800,160.476,160.788,160.324,160.568,160.23708524570637,0,0
1673366400,160.568,160.904,160.558,160.736,160.25665053018847,0,0
1673370000,160.736,160.778,160.555,160.616,160.2707426662595,0,0
1673373600,160.616,160.858,160.577,160.849,160.2934194244454,0,0
1673377200,160.849,160.916,160.782,160.848,160.3151676823103,0,0
1673380800,160.848,160.849,160.634,160.686,160.32971012614126,0,0
1673384400,160.686,160.754,160.604,160.649,160.34223129766514,0,0
1673388000,160.649,160.712,160.532,160.565,160.35096732520768,0,0
1673391600,160.565,160.674,160.514,160.56,160.35916468500346,0,0
1673395200,160.56,160.907,160.549,160.82,160.3772366581406,0,0
1673398800,160.82,160.918,160.726,160.868,160.39648227938997,0,0
1673402400,160.868,161.087,160.834,161.028,160.4212476801982,1,0
1673406000,161.028,161.057,160.923,160.988,160.4434732613669,0,0
1673409600,160.988,161.072,160.82,160.838,160.45894489817604,0,0
1673413200,160.838,160.968,160.827,160.944,160.47796666687503,0,0
1673416800,160.944,161.096,160.888,160.93,160.4956934642525,0,0
1673420400,160.93,161.054,160.854,160.988,160.51499960290926,0,0
1673424000,160.988,161.216,160.837,160.912,160.53056824593241,0,0
1673427600,160.912,161.073,160.69,160.736,160.53862439315074,0,0
1673431200,160.736,160.842,160.55,160.796,160.54871755420365,0,0
1673434800,160.796,160.845,160.57,160.829,160.55970902266625,0,0
1673438400,160.829,160.897,160.62,160.841,160.57074004138522,0,0
1673442000,160.841,160.962,160.53,160.648,160.57376984368383,0,0
1673445600,160.648,161.01,160.528,161.006,160.5907200458923,0,0
1673449200,161.006,161.12,160.652,160.792,160.59861337742595,0,0
1673452800,160.792,160.851,160.568,160.728,160.60368736262492,0,0
1673456400,160.728,160.788,160.584,160.59,160.6031506033063,0,0
1673460000,160.59,160.87,160.59,160.766,160.60953685415703,0,0
1673463600,160.766,160.972,160.702,160.948,160.6228099186999,0,0
1673467200,160.948,161.009,160.874,160.974,160.63658207875088,0,0
1673470800,160.974,161.012,160.87,160.998,160.65075533056458,0,0
1673474400,160.998,160.998,160.684,160.855,160.6587649254444,0,0
1673478000,160.855,160.893,160.24,160.376,160.64767610483872,0,1
1673481600,160.376,160.516,160.012,160.283,160.63337508111957,0,0
1673485200,160.283,160.478,159.916,160.098,160.6123799798992,0,0
1673488800,160.098,160.226,159.93,160.091,160.59193370617766,0,0
1673492400,160.091,160.222,160.082,160.215,160.5771519922099,0,0
1673496000,160.215,160.32,159.898,159.942,160.55224407094678,0,0
1673499600,159.942,160.036,159.875,160.018,160.5312933230665,0,0
1673503200,160.018,160.032,159.844,159.994,160.51022299667173,0,0
1673506800,159.994,160.128,159.862,159.877,160.48539072229244,0,0
1673510400,159.877,160.01,159.79,159.89,160.46204206651626,0,0
1673514000,159.89,160.029,159.36,159.468,160.4230600246921,0,1
1673517600,159.468,159.723,159.228,159.554,160.38897923941005,0,0
1673521200,159.554,159.554,159.086,159.166,160.3410192692371,0,1
1673524800,159.166,159.22,158.539,158.57,160.2715675331886,0,0
1673528400,158.57,158.991,158.206,158.646,160.20781978678906,0,0
1673532000,158.646,158.983,158.034,158.248,160.13096410887576,0,0
1673535600,158.248,158.29,157.734,157.83,160.0407302222532,0,1
1673539200,157.83,158.097,157.736,158.056,159.96289766451778,0,0
1673542800,158.056,158.246,157.78,157.99,159.88552912865435,0,0
1673546400,157.99,158.03,157.78,157.952,159.80970445694243,0,0
1673550000,157.952,158.052,157.822,158.04,159.74030428216037,0,0
1673553600,158.04,158.1,157.774,157.807,159.664488427958,0,0
1673557200,157.807,157.973,157.771,157.924,159.59623397980278,0,0
1673560800,157.924,158.074,157.84,158.001,159.5336757845164,0,0
1673564400,158.001,158.04,157.658,157.812,159.46615908708438,0,0
1673568000,157.812,157.94,157.36,157.756,159.39909402484577,0,0
1673571600,157.756,157.886,157.369,157.545,159.32638445524398,0,0
1673575200,157.545,157.695,157.472,157.639,159.26021251582264,0,0
1673578800,157.639,157.659,157.458,157.512,159.191655162261,0,0
1673582400,157.512,157.612,157.308,157.517,159.12598241079976,0,0
1673586000,157.517,157.577,157.332,157.338,159.0558654535135,0,0
1673589600,157.338,157.411,156.747,156.856,158.96959622004238,0,1
1673593200,156.856,157.074,156.606,156.789,158.8840826427858,0,0
1673596800,156.789,157.048,156.599,156.992,158.80988332346087,0,0
1673600400,156.992,157.428,156.959,157.164,158.7453388794036,0,0
1673604000,157.164,157.256,156.958,157.016,158.6775216684466,0,0
1673607600,157.016,157.072,156.632,156.734,158.60130513242908,0,0
1673611200,156.734,156.873,156.453,156.503,158.51901865664755,0,1
1673614800,156.503,156.586,155.938,156.039,158.42176302305353,0,0
1673618400,156.039,156.222,155.68,155.82,158.31973310058083,0,0
1673622000,155.82,156.162,155.648,155.762,158.21942984173452,0,0
1673625600,155.762,156.002,155.656,155.899,158.12843259303907,0,0
1673629200,155.899,155.988,155.724,155.921,158.0418666089983,0,0
1673632800,155.921,156.338,155.87,156.326,157.97457772237092,0,0
1673636400,156.326,156.462,156.25,156.442,157.91447663521913,0,0
1673640000,156.442,156.536,156.398,156.46,157.85743833579878,0,0
1673643600,156.46,156.49,156.287,156.287,157.7958525187086,0,0
1673820000,156.287,156.309,156.088,156.275,157.73621124346514,0,0
1673823600,156.275,156.68,156.268,156.537,157.68918335156454,0,0
1673827200,156.537,156.936,156.482,156.572,157.64537223973846,0,0
1673830800,156.572,156.746,156.29,156.682,157.6075929362193,0,0
1673834400,156.682,156.808,156.288,156.427,157.56129517401462,0,0
1673838000,156.427,156.462,156.194,156.314,157.51238163777876,0,0
1673841600,156.314,156.582,156.256,156.506,157.4729156911992,0,0
1673845200,156.506,156.672,156.459,156.49,157.43436997781885,0,0
1673848800,156.49,156.79,156.36,156.675,157.40459076300243,0,0
1673852400,156.675,156.806,156.444,156.526,157.37013622327686,0,0
1673856000,156.526,157.082,156.394,156.738,157.3453465674621,0,0
1673859600,156.738,156.822,156.5,156.627,157.31717611383613,0,0
1673863200,156.627,156.969,156.58,156.836,157.29830646231315,0,0
1673866800,156.836,156.968,156.475,156.588,157.27045130692832,0,0
1673870400,156.588,156.706,156.452,156.525,157.2412179223429,0,0
1673874000,156.525,156.649,156.461,156.596,157.21591525872162,0,0
1673877600,156.596,156.933,156.528,156.747,157.19752642504628,0,0
1673881200,156.747,156.921,156.656,156.875,157.18487832994643,0,0
1673884800,156.875,156.998,156.773,156.972,157.1765301601446,0,0
1673888400,156.972,157.05,156.904,156.912,157.16615642837422,0,0
1673892000,156.912,156.918,156.673,156.72,157.14866009784976,0,0
1673895600,156.72,156.786,156.648,156.783,157.13432048616937,0,0
1673899200,156.783,156.828,156.732,156.762,157.1197196827902,0,0
1673902800,156.762,156.774,156.642,156.754,157.10537773444548,0,0
1673906400,156.754,156.821,156.642,156.721,157.09030409780055,0,0
1673910000,156.721,156.788,156.392,156.688,157.07452746651427,0,0
1673913600,156.688,156.961,156.593,156.628,157.05701658547449,0,0
1673917200,156.628,157.151,156.598,156.988,157.05431005271078,0,0
1673920800,156.988,157.244,156.933,157.197,157.05990573691818,1,0
1673924400,157.197,157.212,156.916,156.99,157.05716433547042,0,0
1673928000,156.99,157.033,156.873,156.902,157.05107945956962,0,0
1673931600,156.902,156.985,156.846,156.97,157.04789987291983,0,0
1673935200,156.97,157.182,156.825,156.932,157.04335477986416,0,0
1673938800,156.932,157.334,156.888,157.25,157.05145851398714,1,0
1673942400,157.25,157.292,156.878,156.902,157.04559739579156,0,0
1673946000,156.902,157.388,156.898,157.232,157.05290730183896,0,0
1673949600,157.232,157.525,157.174,157.421,157.06734230960998,1,0
1673953200,157.421,157.847,157.376,157.724,157.09309359158607,0,0
1673956800,157.724,157.834,157.436,157.579,157.1121487448572,0,0
1673960400,157.579,157.708,157.232,157.7,157.13520173525495,0,0
1673964000,157.7,157.87,157.504,157.678,157.15648794171554,0,0
1673967600,157.678,158.034,157.286,157.354,157.16423351262867,0,0
1673971200,157.354,157.4,157.074,157.18,157.16485180625108,0,0
1673974800,157.18,157.276,157.082,157.256,157.16842624522164,0,0
1673978400,157.256,157.468,157.226,157.44,157.17907619638942,0,0
1673982000,157.44,157.558,157.34,157.53,157.19283791417806,0,0
1673985600,157.53,157.542,157.402,157.433,157.2022560351907,0,0
1673989200,157.433,157.593,157.403,157.488,157.21346168086947,0,0
1673992800,157.488,157.596,157.384,157.548,157.2265808306393,0,0
1673996400,157.548,157.621,157.456,157.582,157.24051883728092,0,0
1674000000,157.582,158.156,157.49,158.12,157.27500829464245,1,0
1674003600,158.12,158.385,157.87,157.94,157.3010864007349,0,0
1674007200,157.94,160.328,157.686,160.212,157.4152398752159,1,0
1674010800,160.212,161.018,160.134,160.896,157.55174027226624,0,0
1674014400,160.896,161.456,160.854,161.324,157.69967202629502,0,0
1674018000,161.324,161.534,160.588,160.676,157.8163907703619,0,0
1674021600,160.676,161.217,160.484,160.692,157.92915975975947,0,0
1674025200,160.692,161.184,160.368,160.41,158.02644761231792,0,0
1674028800,160.41,160.524,159.842,160.001,158.10388103928585,0,0
1674032400,160.001,160.135,159.36,159.92,158.1751013906864,0,0
1674036000,159.92,160.093,159.326,159.527,158.2281170224242,0,0
1674039600,159.527,160.047,159.42,159.596,158.28175949213303,0,0
1674043200,159.596,159.759,159.4,159.664,158.33596500224547,0,0
1674046800,159.664,159.768,158.811,158.816,158.3547899041182,0,0
1674050400,158.816,159.119,158.602,159.026,158.3811118686626,0,0
1674054000,159.026,159.259,158.732,159.103,158.4094212071464,0,0
1674057600,159.103,159.128,158.778,158.873,158.42760076765046,0,0
1674061200,158.873,159.164,158.802,159.032,158.45130269833084,0,0
1674064800,159.032,159.042,158.71,158.873,158.4678398474159,0,0
1674068400,158.873,158.94,158.776,158.822,158.48172848085056,0,0
1674072000,158.822,159.016,158.822,158.998,158.501974422778,0,0
1674075600,158.998,159.142,158.93,159.12,158.52621071992397,0,0
1674079200,159.12,159.156,158.869,158.991,158.5444377505152,0,0
1674082800,158.991,159.07,158.59,158.724,158.55147940735773,0,0
1674086400,158.724,158.724,158.12,158.228,158.5387939404025,0,1
1674090000,158.228,158.658,158.183,158.616,158.54182162901418,0,0
1674093600,158.616,158.628,158.312,158.353,158.53441685924892,0,0
1674097200,158.353,158.42,158.144,158.238,158.52279266869013,0,0
1674100800,158.238,158.242,157.784,157.886,158.49782040717287,0,1
1674104400,157.886,157.912,157.575,157.815,158.47104313630334,0,0
1674108000,157.815,157.898,157.693,157.74,158.44237477801693,0,0
1674111600,157.74,158.192,157.662,158.1,158.4289483161339,0,0
1674115200,158.1,158.35,158.022,158.066,158.41471504883452,0,0
1674118800,158.066,158.386,158.058,158.316,158.41084387044884,0,0
1674122400,158.316,158.68,158.269,158.538,158.4158303853332,0,0
1674126000,158.538,158.912,158.424,158.878,158.4339546839476,0,0
1674129600,158.878,158.904,158.541,158.638,158.4419564610477,0,0
1674133200,158.638,158.806,158.44,158.551,158.44623267826154,0,0
1674136800,158.551,158.628,158.416,158.55,158.45030198499637,0,0
1674140400,158.55,158.815,158.5,158.764,158.4626038679377,0,0
1674144000,158.764,159.031,158.714,158.868,158.47850175546955,0,0
1674147600,158.868,159.1,158.857,159.07,158.501697765059,1,0
1674151200,159.07,159.142,158.982,159.032,158.5224939311351,0,0
1674154800,159.032,159.186,159.027,159.167,158.54776867893372,1,0
1674158400,159.167,159.224,159.025,159.094,158.56918951505398,0,0
1674162000,159.094,159.168,159.052,159.159,158.59231933799305,0,0
1674165600,159.159,159.178,159.083,159.093,158.611953873758,0,0
1674169200,159.093,159.257,159.063,159.088,158.6306223492969,0,0
1674172800,159.088,159.422,159.048,159.33,158.6580489238343,0,0
1674176400,159.33,159.618,159.203,159.574,158.69396857388,0,0
1674180000,159.574,159.668,159.492,159.502,158.72565608078668,0,0
1674183600,159.502,159.565,159.388,159.492,158.75570878350092,0,0
1674187200,159.492,159.739,159.474,159.625,158.78979863512834,0,0
1674190800,159.625,159.976,159.582,159.906,158.83357123767232,1,0
1674194400,159.906,159.91,159.694,159.744,158.86927432639104,0,0
1674198000,159.744,159.744,159.204,159.352,158.88820474496393,0,0
1674201600,159.352,159.716,159.24,159.65,158.91807906869084,0,0
1674205200,159.65,159.878,159.586,159.78,158.9518798895265,0,0
1674208800,159.78,160.35,159.756,160.31,159.00513950170193,0,0
1674212400,160.31,160.582,160.151,160.484,159.06313403104696,0,0
1674216000,160.484,160.888,160.468,160.738,159.12881504943726,0,0
1674219600,160.738,161.2,160.681,161.184,159.20941053769462,0,0
1674223200,161.184,161.29,160.864,160.984,159.27900228131443,0,0
1674226800,160.984,161.186,160.656,160.723,159.33562964283152,0,0
1674230400,160.723,160.803,160.604,160.798,159.3929774999754,0,0
1674234000,160.798,160.822,160.584,160.697,159.44411563723125,0,0
1674237600,160.697,160.729,160.44,160.602,159.48952286714376,0,0
1674241200,160.602,160.654,160.488,160.608,159.53338471549105,0,0
1674244800,160.608,160.683,160.54,160.615,159.57580100115808,0,0
1674248400,160.615,160.71,160.592,160.64,159.6175342952303,0,0
1674424800,160.64,160.833,160.596,160.774,159.6628858914958,0,0
1674428400,160.774,160.891,160.462,160.516,159.69634134673126,0,0
1674432000,160.516,160.798,160.368,160.624,159.73272011744768,0,0
1674435600,160.624,160.677,160.462,160.554,159.76492717166542,0,0
1674439200,160.554,160.614,160.464,160.52,159.7945378708158,0,0
1674442800,160.52,160.82,160.437,160.772,159.8328697190191,0,0
1674446400,160.772,161.188,160.767,161.02,159.87942384768502,0,0
1674450000,161.02,161.289,160.984,161.206,159.93144644189346,0,0
1674453600,161.206,161.644,161.173,161.54,159.9945269735839,0,0
1674457200,161.54,161.623,161.35,161.579,160.05666317069827,0,0
1674460800,161.579,161.604,160.884,161.02,160.09444108557284,0,0
1674464400,161.02,161.28,160.981,161.08,160.13309045476606,0,0
1674468000,161.08,161.084,160.761,160.886,160.16261631928504,0,0
1674471600,160.886,161.018,160.812,161.006,160.195690189117,0,0
1674475200,161.006,161.226,160.934,161.056,160.22942782875947,0,0
1674478800,161.056,161.232,160.969,161.117,160.26423458057283,0,0
1674482400,161.117,161.502,161.092,161.308,160.30516655780528,0,0
1674486000,161.308,161.624,161.134,161.58,160.35516002612664,0,0
1674489600,161.58,161.694,161.505,161.66,160.4063302211805,0,0
1674493200,161.66,161.71,161.511,161.594,160.4529055066244,0,0
1674496800,161.594,161.812,161.572,161.642,160.49953666322736,0,0
1674500400,161.642,161.672,161.51,161.582,160.5419862058459,0,0
1674504000,161.582,161.734,161.548,161.714,160.58794753110683,0,0
1674507600,161.714,161.796,161.645,161.77,160.63430252988695,0,0
1674511200,161.77,161.784,161.595,161.69,160.6757024306757,0,0
1674514800,161.69,161.736,161.506,161.666,160.71453762947274,0,0
1674518400,161.666,161.776,161.242,161.404,160.74157536949343,0,0
1674522000,161.404,161.5,161.29,161.374,160.76637633539565,0,0
1674525600,161.374,161.597,161.248,161.428,160.79232236145856,0,0
1674529200,161.428,161.506,161.355,161.433,160.8174469747347,0,0
1674532800,161.433,161.482,161.208,161.354,160.83848826984314,0,0
1674536400,161.354,161.413,161.18,161.21,160.85305735730026,0,0
1674540000,161.21,161.429,161.144,161.3,160.87058451975906,0,0
1674543600,161.3,161.333,160.945,161.085,160.8789929699646,0,0
1674547200,161.085,161.32,161.037,161.126,160.88867952016207,0,0
1674550800,161.126,161.432,160.183,160.444,160.8712411076067,0,1
1674554400,160.444,160.486,160.168,160.312,160.849310083779,0,0
1674558000,160.312,160.488,160.214,160.324,160.8287096883367,0,0
1674561600,160.324,160.418,160.056,160.072,160.799034798598,0,1
1674565200,160.072,160.34,159.996,160.332,160.7807197084569,0,0
1674568800,160.332,160.904,160.198,160.767,160.78018168067427,0,0
1674572400,160.767,160.912,160.168,160.213,160.7579392618243,0,0
1674576000,160.213,160.342,160.13,160.28,160.73919654567433,0,0
1674579600,160.28,160.45,160.152,160.264,160.72056138702044,0,0
1674583200,160.264,160.468,160.264,160.415,160.70857858752944,0,0
1674586800,160.415,160.451,160.302,160.44,160.69804609390084,0,0
1674590400,160.44,160.551,160.392,160.548,160.69216193335572,0,0
1674594000,160.548,160.682,160.505,160.661,160.69093989675355,0,0
1674597600,160.661,160.661,160.514,160.534,160.6847853909985,0,0
1674601200,160.534,160.592,160.392,160.576,160.68051929723387,0,0
1674604800,160.576,160.808,160.517,160.646,160.67916559930313,0,0
1674608400,160.646,160.696,160.407,160.575,160.67508067384026,0,0
1674612000,160.575,160.734,160.456,160.616,160.67276378467005,0,0
1674615600,160.616,160.928,160.546,160.87,160.6804985382124,0,0
1674619200,160.87,160.932,160.722,160.78,160.68440055632172,0,0
1674622800,160.78,160.873,160.722,160.732,160.68626720117186,0,0
1674626400,160.732,160.86,160.664,160.772,160.68962927171413,0,0
1674630000,160.772,160.815,160.472,160.66,160.68846733949005,0,0
1674633600,160.66,160.813,160.342,160.413,160.67766469872572,0,0
1674637200,160.413,160.565,159.764,159.854,160.6453641223051,0,1
1674640800,159.854,160.022,159.662,159.904,160.6162910194696,0,0
1674644400,159.904,159.926,159.512,159.606,160.57667176380411,0,1
1674648000,159.606,159.952,159.573,159.932,160.55139051816474,0,0
1674651600,159.932,160.157,159.878,160.052,160.53180657627593,0,0
1674655200,160.052,160.37,159.645,160.276,160.52177494583373,0,0
1674658800,160.276,160.393,159.904,160.151,160.50723475187945,0,0
1674662400,160.151,160.455,160.13,160.388,160.50255887925672,0,0
1674666000,160.388,160.496,160.35,160.49,160.50206637418785,0,0
1674669600,160.49,160.591,160.418,160.505,160.50218141833736,0,0
1674673200,160.505,160.734,160.503,160.616,160.50664489212804,0,0
1674676800,160.616,160.688,160.572,160.668,160.51297254341713,0,0
1674680400,160.668,160.73,160.607,160.684,160.5196795024988,0,0
1674684000,160.684,160.741,160.596,160.602,160.52290775730276,0,0
1674687600,160.602,160.659,160.393,160.416,160.51871529623207,0,0
