time,open,high,low,close,D1 V Trigger,D1 V Low,D1 V Start,Trade SL,Trade TP,D1 V Context,H4 Confirm Entry
1358272800,142.5065,142.812,142.263,142.643,,,,,,0,0
1358287200,142.643,142.8145,141.513,141.772,,,,,,0,0
1358301600,141.772,141.99,141.2095,141.568,,,,,,0,0
1358316000,141.568,141.731,140.515,141.087,,,,,,0,0
1358330400,141.087,141.7535,140.5745,140.8395,,,,,,0,0
1358344800,140.8395,141.9365,140.799,141.565,,,,,,0,0
1358359200,141.565,141.7885,141.3105,141.4705,,,,,,0,0
1358373600,141.4705,142.2105,141.455,141.954,,,,,,0,0
1358388000,141.954,141.9565,140.874,141.9405,,,,,,0,0
1358402400,141.9405,142.8225,141.6155,142.786,,,,,,0,0
1358416800,142.786,143.55,142.656,143.027,,,,,,0,0
1358431200,143.027,143.6485,142.5295,143.46,,,,,,0,0
1358445600,143.46,144.2655,143.445,143.7435,,,,,,0,0
1358460000,143.7435,144.1,143.12,143.5345,,,,,,0,0
1358474400,143.5345,144.1255,143.2785,143.8785,,,,,,0,0
1358488800,143.8785,144.0875,142.9655,143.278,,,,,,0,0
1358503200,143.278,143.558,142.9475,143.221,,,,,,0,0
1358517600,143.221,143.3075,142.52,142.8835,,,,,,0,0
1358532000,142.8835,143.039,142.7955,142.964,,,,,,0,0
1358719200,142.797,143.0715,141.8345,142.1415,,,,,,0,0
1358733600,142.1415,142.5005,141.974,142.154,,,,,,0,0
1358748000,142.154,142.466,141.772,142.2275,,,,,,0,0
1358762400,142.2275,142.341,141.896,142.143,,,,,,0,0
1358776800,142.143,142.43,141.9035,142.1245,,,,,,0,0
1358791200,142.1245,142.133,141.7685,141.8455,,,,,,0,0
1358805600,141.8455,142.307,141.6705,142.039,,,,,,0,0
1358820000,142.039,142.846,140.9695,141.2745,,,,,,0,0
1358834400,141.2745,141.7245,139.793,140.2565,,,,,,0,0
1358848800,140.2565,140.995,140.2565,140.9125,,,,,,0,0
1358863200,140.9125,141.1685,140.358,140.561,,,,,,0,0
1358877600,140.561,140.87,140.345,140.5045,,,,,,0,0
1358892000,140.5045,140.654,139.985,140.3705,,,,,,0,0
1358906400,140.3705,140.4525,139.6955,139.8415,,,,,,0,0
1358920800,139.8415,140.3985,139.2655,140.233,,,,,,0,0
1358935200,140.233,140.6815,139.956,140.618,,,,,,0,0
1358949600,140.618,140.8485,140.0695,140.2545,,,,,,0,0
1358964000,140.2545,140.6125,140.1855,140.409,,,,,,0,0
1358978400,140.409,140.502,139.879,140.0585,,,,,,0,0
1358992800,140.0585,141.6255,140.051,141.4015,,,,,,0,0
1359007200,141.4015,142.0575,141.2545,141.724,,,,,,0,0
1359021600,141.724,142.0355,141.379,141.704,,,,,,0,0
1359036000,141.704,142.2575,141.512,142.106,,,,,,0,0
1359050400,142.106,142.927,141.7945,142.631,,,,,,0,0
1359064800,142.631,143.127,142.489,142.615,,,,,,0,0
1359079200,142.615,143.007,142.5985,142.7575,,,,,,0,0
1359093600,142.7575,143.735,142.6325,143.264,,,,,,0,0
1359108000,143.264,144.247,143.0095,143.7585,,,,,,0,0
1359122400,143.7585,144.096,143.529,143.8025,,,,,,0,0
1359136800,143.8025,144.0235,143.478,143.5935,,,,,,0,0
1359324000,143.5075,143.9935,143.2005,143.369,,,,,,0,0
1359338400,143.369,143.6435,143.2205,143.2485,,,,,,0,0
1359352800,143.2485,143.346,142.4305,142.8805,,,,,,0,0
1359367200,142.8805,143.24,142.322,143.1405,,,,,,0,0
1359381600,143.1405,143.1855,142.1925,142.483,,,,,,0,0
1359396000,142.483,142.621,142.272,142.5975,,,,,,0,0
1359410400,142.5975,142.6175,141.898,142.343,,,,,,0,0
1359424800,142.343,142.887,142.298,142.438,,,,,,0,0
1359439200,142.438,142.672,142.1195,142.3955,,,,,,0,0
1359453600,142.3955,142.5645,142.061,142.395,,,,,,0,0
1359468000,142.395,143.07,142.367,142.751,,,,,,0,0
1359482400,142.751,143.1465,142.748,143.0085,,,,,,0,0
1359496800,143.0085,143.3905,142.9015,143.3585,,,,,,0,0
1359511200,143.3585,143.4485,143.057,143.22,,,,,,0,0
1359525600,143.22,143.9715,143.1265,143.8885,,,,,,0,0
1359540000,143.8885,144.217,143.3075,143.9525,,,,,,0,0
1359554400,143.9525,144.029,143.6165,143.862,,,,,,0,0
1359568800,143.862,144.1755,143.7395,143.918,,,,,,0,0
1359583200,143.918,144.033,143.718,143.812,,,,,,0,0
1359597600,143.812,143.987,143.4455,143.91,,,,,,0,0
1359612000,143.91,144.0895,143.4795,144.0605,,,,,,0,0
1359626400,144.0605,144.1925,143.557,144.056,,,,,,0,0
1359640800,144.056,144.994,143.958,144.9715,,,,,,0,0
1359655200,144.9715,145.524,144.8175,145.4315,,,,,,0,0
1359669600,145.4315,145.77,145.2015,145.571,,,,,,0,0
1359684000,145.571,146.455,145.4855,146.26,,,,,,0,0
1359698400,146.26,146.488,145.815,145.8755,,,,,,0,0
1359712800,145.8755,146.0255,145.4325,145.691,,,,,,0,0
1359727200,145.691,145.939,144.906,145.56,,,,,,0,0
1359741600,145.56,146.0045,145.337,145.672,,,,,,0,0
1359928800,145.6105,145.8825,145.207,145.425,,,,,,0,0
1359943200,145.425,145.683,145.341,145.487,,,,,,0,0
1359957600,145.487,146.567,145.306,146.503,,,,,,0,0
1359972000,146.503,146.616,145.5505,145.9815,,,,,,0,0
1359986400,145.9815,146.1225,145.4975,145.7225,,,,,,0,0
1360000800,145.7225,145.864,145.357,145.594,,,,,,0,0
1360015200,145.594,145.853,144.859,145.797,,,,,,0,0
1360029600,145.797,145.805,145.277,145.563,,,,,,0,0
1360044000,145.563,146.952,144.9225,146.53,,,,,,0,0
1360058400,146.53,147.259,146.2665,146.3935,,,,,,0,0
1360072800,146.3935,146.6935,145.7915,145.9115,,,,,,0,0
1360087200,145.9115,146.665,145.877,146.618,,,,,,0,0
1360101600,146.618,147.04,146.354,147.0035,,,,,,0,0
1360116000,147.0035,147.257,146.635,146.715,,,,,,0,0
1360130400,146.715,146.9995,146.4065,146.814,,,,,,0,0
1360144800,146.814,146.981,146.106,146.148,,,,,,0,0
1360159200,146.148,146.7265,145.9485,146.2255,,,,,,0,0
1360173600,146.2255,146.658,146.0195,146.6215,,,,,,0,0
1360188000,146.6215,146.7205,146.0095,146.094,,,,,,0,0
1360202400,146.094,146.62,146.0835,146.611,,,,,,0,0
1360216800,146.611,147.177,146.348,147.0815,,,,,,0,0
1360231200,147.0815,147.9775,146.7415,146.8245,,,,,,0,0
1360245600,146.8245,147.093,146.01,146.7545,,,,,,0,0
1360260000,146.7545,147.178,146.674,147.139,,,,,,0,0
1360274400,147.139,147.3045,146.829,147.073,,,,,,0,0
1360288800,147.073,147.168,146.5625,146.702,,,,,,0,0
1360303200,146.702,146.8645,145.061,145.895,,,,,,0,0
1360317600,145.895,146.527,145.426,146.4205,,,,,,0,0
1360332000,146.4205,146.9705,146.0755,146.496,,,,,,0,0
1360346400,146.496,146.8105,146.321,146.436,,,,,,0,0
1360533600,146.436,146.553,145.873,146.326,,,,,,0,0
1360548000,146.326,146.411,146.1235,146.355,,,,,,0,0
1360562400,146.355,146.7785,145.9755,146.508,,,,,,0,0
1360576800,146.508,146.807,146.1765,146.375,,,,,,0,0
1360591200,146.375,146.653,146.0105,146.616,,,,,,0,0
1360605600,146.616,147.9295,146.233,147.6885,,,,,,0,0
1360620000,147.6885,147.7905,147.335,147.56,,,,,,0,0
1360634400,147.56,147.661,146.8345,147.0315,,,,,,0,0
1360648800,147.0315,147.6175,146.4955,146.6075,,,,,,0,0
1360663200,146.6075,147.319,145.4295,146.114,,,,,,0,0
1360677600,146.114,146.6165,145.2835,146.0975,,,,,,0,0
1360692000,146.0975,146.553,146.028,146.4105,,,,,,0,0
1360706400,146.4105,146.6125,146.049,146.224,,,,,,0,0
1360720800,146.224,146.2655,145.555,146.003,,,,,,0,0
1360735200,146.003,146.2165,145.5235,145.958,,,,,,0,0
1360749600,145.958,146.3925,145.277,145.4705,,,,,,0,0
1360764000,145.4705,145.8825,144.979,145.4575,,,,,,0,0
1360778400,145.4575,145.53,145.127,145.1455,,,,,,0,0
1360792800,145.1455,145.395,144.675,145.2625,,,,,,0,0
1360807200,145.2625,145.345,144.9465,145.0875,,,,,,0,0
1360821600,145.0875,145.358,144.8255,145.0805,,,,,,0,0
1360836000,145.0805,145.1375,144.3735,144.5355,,,,,,0,0
1360850400,144.5355,144.6415,143.9425,144.2255,,,,,,0,0
1360864800,144.2255,144.2595,143.581,143.9065,,,,,,0,0
1360879200,143.9065,144.2375,143.551,143.789,,,,,,0,0
1360893600,143.789,144.222,143.1445,143.605,,,,,,0,0
1360908000,143.605,144.011,142.77,142.9565,,,,,,0,0
1360922400,142.9565,144.958,142.9015,144.7205,,,,,,0,0
1360936800,144.7205,145.643,144.6085,145.1635,,,,,,0,0
1360951200,145.1635,145.2865,144.849,145.0885,,,,,,0,0
1361138400,145.0885,145.836,145.0335,145.6755,,,,,,0,0
1361152800,145.6755,145.903,145.393,145.5215,,,,,,0,0
1361167200,145.5215,145.7605,145.113,145.4495,,,,,,0,0
1361181600,145.4495,145.5945,145.1765,145.276,,,,,,0,0
1361196000,145.276,145.528,145.186,145.3615,,,,,,0,0
1361210400,145.3615,145.4295,145.2355,145.305,,,,,,0,0
1361224800,145.305,145.3805,144.8205,145.0705,,,,,,0,0
1361239200,145.0705,145.2715,144.8055,144.8695,,,,,,0,0
1361253600,144.8695,145.1315,144.5755,144.9215,,,,,,0,0
1361268000,144.9215,145.149,144.469,144.639,,,,,,0,0
1361282400,144.639,144.969,144.164,144.188,,,,,,0,0
1361296800,144.188,144.4055,143.891,144.339,,,,,,0,0
1361311200,144.339,144.746,144.277,144.596,,,,,,0,0
1361325600,144.596,144.6365,143.7605,143.916,,,,,,0,0
1361340000,143.916,144.242,142.9725,143.1315,,,,,,0,0
1361354400,143.1315,143.581,142.8115,143.4745,,,,,,0,0
1361368800,143.4745,143.52,142.944,143.1515,,,,,,0,0
1361383200,143.1515,143.4335,142.5085,142.5435,,,,,,0,0
1361397600,142.5435,142.961,142.469,142.654,,,,,,0,0
1361412000,142.654,142.68,141.337,141.5385,,,,,,0,0
1361426400,141.5385,142.3095,141.466,142.145,,,,,,0,0
1361440800,142.145,142.3505,141.4545,142.1035,,,,,,0,0
1361455200,142.1035,142.351,141.539,141.741,,,,,,0,0
1361469600,141.741,142.195,141.515,142.0295,,,,,,0,0
1361484000,142.0295,142.476,141.6955,141.9155,,,,,,0,0
1361498400,141.9155,143.0845,141.71,142.5885,,,,,,0,0
1361512800,142.5885,142.823,142.23,142.544,,,,,,0,0
1361527200,142.544,142.8845,142.17,142.6385,,,,,,0,0
1361541600,142.6385,142.9405,142.1595,142.5805,,,,,,0,0
1361556000,142.5805,142.591,141.564,141.6455,,,,,,0,0
1361743200,141.6455,142.57,141.6455,142.34,,,,,,0,0
1361757600,142.34,142.597,142.2205,142.4675,,,,,,0,0
1361772000,142.4675,142.805,142.048,142.1465,,,,,,0,0
1361786400,142.1465,142.409,141.8005,141.8835,,,,,,0,0
1361800800,141.8835,142.3295,140.9855,141.5105,,,,,,0,0
1361815200,141.5105,141.5835,137.885,139.236,,,,,,0,0
1361829600,139.236,140.593,139.184,140.3175,,,,,,0,0
1361844000,140.3175,140.463,139.6285,139.9335,,,,,,0,0
1361858400,139.9335,140.1685,138.7005,140.051,,,,,,0,0
1361872800,140.051,140.1675,139.0115,139.44,,,,,,0,0
1361887200,139.44,140.222,137.836,138.885,,,,,,0,0
1361901600,138.885,139.3265,138.7155,139.112,,,,,,0,0
1361916000,139.112,139.57,138.5115,138.528,,,,,,0,0
1361930400,138.528,139.186,138.4075,138.431,,,,,,0,0
1361944800,138.431,138.9085,138.307,138.5535,,,,,,0,0
1361959200,138.5535,139.1485,138.4835,138.6195,,,,,,0,0
1361973600,138.6195,139.258,138.1525,139.0405,,,,,,0,0
1361988000,139.0405,139.957,138.957,139.816,,,,,,0,0
1362002400,139.816,140.514,139.7415,140.2275,,,,,,0,0
1362016800,140.2275,140.4385,139.7905,140.151,,,,,,0,0
1362031200,140.151,140.482,139.476,139.6555,,,,,,0,0
1362045600,139.6555,140.4285,139.561,140.1715,,,,,,0,0
1362060000,140.1715,140.433,139.8105,140.2605,,,,,,0,0
1362074400,140.2605,140.897,140.2525,140.3545,,,,,,0,0
1362088800,140.3545,140.5795,140.211,140.4505,,,,,,0,0
1362103200,140.4505,140.73,140.416,140.566,,,,,,0,0
1362117600,140.566,140.6755,139.2215,139.2905,,,,,,0,0
1362132000,139.2905,139.905,139.1185,139.4365,,,,,,0,0
1362146400,139.4365,140.923,139.1615,140.898,,,,,,0,0
1362160800,140.898,140.91,140.4555,140.739,,,,,,0,0
1362348000,140.739,140.8905,140.313,140.3985,,,,,,0,0
1362362400,140.3985,140.619,140.219,140.5435,,,,,,0,0
1362376800,140.5435,140.9755,140.224,140.53,,,,,,0,0
1362391200,140.53,140.9765,140.499,140.9075,,,,,,0,0
1362405600,140.9075,140.9495,140.416,140.842,,,,,,0,0
1362420000,140.842,141.3105,140.776,141.2975,,,,,,0,0
1362434400,141.2975,141.4475,141.156,141.402,,,,,,0,0
1362448800,141.402,141.4145,140.587,140.746,,,,,,0,0
1362463200,140.746,141.4505,140.5975,141.378,,,,,,0,0
1362477600,141.378,141.408,141.0775,141.1545,,,,,,0,0
1362492000,141.1545,141.43,140.9005,141.047,,,,,,0,0
1362506400,141.047,141.2,140.972,141.1195,,,,,,0,0
1362520800,141.1195,141.2945,140.8855,140.9925,,,,,,0,0
1362535200,140.9925,141.176,140.945,141.127,,,,,,0,0
1362549600,141.127,141.303,140.7775,140.8625,,,,,,0,0
1362564000,140.8625,141.1555,140.7275,141.0155,,,,,,0,0
1362578400,141.0155,141.0765,140.7015,141.0745,,,,,,0,0
1362592800,141.0745,141.5025,141.0155,141.271,,,,,,0,0
1362607200,141.271,141.2915,140.5715,140.974,,,,,,0,0
1362621600,140.974,141.0135,140.688,140.9035,,,,,,0,0
1362636000,140.9035,141.3165,140.597,141.178,,,,,,0,0
1362650400,141.178,142.4405,141.112,142.3265,,,,,,0,0
1362664800,142.3265,143.019,142.081,142.605,,,,,,0,0
1362679200,142.605,142.735,142.3315,142.368,,,,,,0,0
1362693600,142.368,142.782,142.303,142.662,,,,,,0,0
1362708000,142.662,143.1905,142.648,142.869,,,,,,0,0
1362722400,142.869,143.7065,142.7625,143.571,,,,,,0,0
1362736800,143.571,144.777,143.4605,143.6045,,,,,,0,0
1362751200,143.6045,143.823,142.663,143.083,,,,,,0,0
1362765600,143.083,143.433,142.961,143.2975,,,,,,0,0
1362949200,143.2975,143.4745,143.1485,143.3615,,,,,,0,0
1362963600,143.3615,143.629,143.298,143.393,,,,,,0,0
1362978000,143.393,143.5865,143.2975,143.4265,,,,,,0,0
1362992400,143.4265,143.521,142.819,143.174,,,,,,0,0
1363006800,143.174,143.4415,142.9885,143.4225,,,,,,0,0
1363021200,143.4225,143.797,143.4225,143.601,,,,,,0,0
1363035600,143.601,144.1405,143.564,143.909,,,,,,0,0
1363050000,143.909,144.0835,143.6665,143.7215,,,,,,0,0
1363064400,143.7215,143.775,143.0365,143.3675,,,,,,0,0
1363078800,143.3675,143.442,142.0165,142.9635,,,,,,0,0
1363093200,142.9635,143.2315,142.375,142.931,,,,,,0,0
1363107600,142.931,143.222,142.7405,143.195,,,,,,0,0
1363122000,143.195,143.251,142.6645,143.16,,,,,,0,0
1363136400,143.16,143.34,142.9175,142.9635,,,,,,0,0
1363150800,142.9635,143.218,142.646,143.089,,,,,,0,0
1363165200,143.089,143.754,143.0515,143.3895,,,,,,0,0
1363179600,143.3895,143.8235,143.1215,143.4065,,,,,,0,0
1363194000,143.4065,143.4995,143.2055,143.4415,,,,,,0,0
1363208400,143.4415,143.4705,143.246,143.3455,,,,,,0,0
1363222800,143.3455,143.4985,143.0295,143.433,,,,,,0,0
1363237200,143.433,144.2815,143.252,143.9855,,,,,,0,0
1363251600,143.9855,144.261,143.8105,144.0415,,,,,,0,0
1363266000,144.0415,144.8365,144.027,144.6165,,,,,,0,0
1363280400,144.6165,145.0265,144.3715,144.966,,,,,,0,0
1363294800,144.966,145.0395,144.775,145.0095,,,,,,0,0
1363309200,145.0095,145.243,144.7475,145.1125,,,,,,0,0
1363323600,145.1125,145.4475,144.9005,145.2105,,,,,,0,0
1363338000,145.2105,145.879,145.204,145.456,,,,,,0,0
1363352400,145.456,145.5005,143.849,144.1945,,,,,,0,0
1363366800,144.1945,144.4365,143.8065,144.008,,,,,,0,0
1363554000,144.008,144.008,142.318,143.215,,,,,,0,0
1363568400,143.215,143.2185,142.7775,143.021,,,,,,0,0
1363582800,143.021,143.9975,142.363,143.8225,,,,,,0,0
1363597200,143.8225,143.908,143.402,143.594,,,,,,0,0
1363611600,143.594,143.947,143.246,143.809,,,,,,0,0
1363626000,143.809,144.358,143.4735,143.8295,,,,,,0,0
1363640400,143.8295,144.3365,143.697,144.2165,,,,,,0,0
1363654800,144.2165,144.641,144.096,144.371,,,,,,0,0
1363669200,144.371,144.437,143.703,143.821,,,,,,0,0
1363683600,143.821,144.529,143.746,144.383,,,,,,0,0
1363698000,144.383,144.412,143.234,143.489,,,,,,0,0
1363712400,143.489,143.7335,143.1665,143.6895,,,,,,0,0
1363726800,143.6895,143.735,143.3075,143.372,,,,,,0,0
1363741200,143.372,143.5455,143.2415,143.4255,,,,,,0,0
1363755600,143.4255,144.031,143.2765,143.497,,,,,,0,0
1363770000,143.497,144.748,143.316,144.653,,,,,,0,0
1363784400,144.653,144.9975,144.331,144.552,,,,,,0,0
1363798800,144.552,145.27,144.3235,144.968,,,,,,0,0
1363813200,144.968,145.114,144.7755,144.8395,,,,,,0,0
1363827600,144.8395,145.225,144.719,144.732,,,,,,0,0
1363842000,144.732,145.209,144.625,144.766,,,,,,0,0
1363856400,144.766,145.2,144.13,144.566,,,,,,0,0
1363870800,144.566,144.7555,143.895,144.266,,,,,,0,0
1363885200,144.266,144.3065,143.4285,143.9935,,,,,,0,0
1363899600,143.9935,144.3105,143.958,144.207,,,,,,0,0
1363914000,144.207,144.2695,144.07,144.157,,,,,,0,0
1363928400,144.157,144.157,143.116,143.1685,,,,,,0,0
1363942800,143.1685,144.3995,143.0295,144.175,,,,,,0,0
1363957200,144.175,144.5465,143.654,144.1655,,,,,,0,0
1363971600,144.1655,144.235,143.6385,143.874,,,,,,0,0
1364158800,143.874,144.793,143.778,144.484,,,,,,0,0
1364173200,144.484,144.771,144.4205,144.6425,,,,,,0,0
1364187600,144.6425,144.661,143.945,144.1895,,,,,,0,0
1364202000,144.1895,144.459,143.834,143.9105,,,,,,0,0
1364216400,143.9105,144.023,142.3845,142.4065,,,,,,0,0
1364230800,142.4065,142.986,141.896,142.8945,,,,,,0,0
1364245200,142.8945,143.014,142.485,142.772,,,,,,0,0
1364259600,142.772,143.3675,142.7705,142.972,,,,,,0,0
1364274000,142.972,143.5475,142.7605,143.0715,,,,,,0,0
1364288400,143.0715,143.2325,142.647,142.9205,,,,,,0,0
1364302800,142.9205,143.117,142.512,143.0785,,,,,,0,0
1364317200,143.0785,143.404,142.998,143.175,,,,,,0,0
1364331600,143.175,143.583,143.145,143.4845,,,,,,0,0
1364346000,143.4845,143.8155,143.3465,143.708,,,,,,0,0
1364360400,143.708,143.757,143.2935,143.4275,,,,,,0,0
1364374800,143.4275,143.597,142.085,142.382,,,,,,0,0
1364389200,142.382,142.94,142.0445,142.6345,,,,,,0,0
1364403600,142.6345,142.9205,142.478,142.903,,,,,,0,0
1364418000,142.903,142.9705,142.608,142.8185,,,,,,0,0
1364432400,142.8185,142.8235,142.252,142.36,,,,,,0,0
1364446800,142.36,142.9345,142.284,142.4935,,,,,,0,0
1364461200,142.4935,142.891,142.208,142.738,,,,,,0,0
1364475600,142.738,143.0065,142.6005,142.7475,,,,,,0,0
1364490000,142.7475,143.1105,142.605,143.036,,,,,,0,0
1364504400,143.036,143.274,142.9365,143.2315,,,,,,0,0
1364518800,143.2315,143.295,142.9985,143.046,,,,,,0,0
1364533200,143.046,143.1115,142.617,142.8285,,,,,,0,0
1364547600,142.8285,143.0755,142.793,142.9385,,,,,,0,0
1364562000,142.9385,143.1755,142.932,143.089,,,,,,0,0
1364576400,143.089,143.266,143.0735,143.161,,,,,,0,0
1364763600,143.161,143.408,143.1105,143.2525,,,,,,0,0
1364778000,143.2525,143.2525,142.545,142.696,,,,,,0,0
1364792400,142.696,142.7225,141.823,142.259,,,,,,0,0
1364806800,142.259,142.618,142.1655,142.5005,,,,,,0,0
1364821200,142.5005,142.5165,141.9545,142.127,,,,,,0,0
1364835600,142.127,142.3015,141.9555,141.986,,,,,,0,0
1364850000,141.986,142.1285,141.5855,141.838,,,,,,0,0
1364864400,141.838,141.9045,141.1915,141.4775,,,,,,0,0
1364878800,141.4775,141.8515,141.1725,141.5955,,,,,,0,0
1364893200,141.5955,141.801,141.01,141.139,,,,,,0,0
1364907600,141.139,141.554,141.0175,141.327,,,,,,0,0
1364922000,141.327,141.33,140.96,141.12,,,,,,0,0
1364936400,141.12,141.391,140.9605,141.195,,,,,,0,0
1364950800,141.195,141.3175,140.9895,141.087,,,,,,0,0
1364965200,141.087,141.4545,140.8935,141.3405,,,,,,0,0
1364979600,141.3405,141.538,140.979,141.1765,,,,,,0,0
1364994000,141.1765,141.182,140.4735,140.7015,,,,,,0,0
1365008400,140.7015,140.815,140.4705,140.7785,,,,,,0,0
1365022800,140.7785,140.903,140.392,140.631,,,,,,0,0
1365037200,140.631,142.3045,140.4155,142.2085,,,,,,0,0
1365051600,142.2085,144.2165,142.1015,143.83,,,,,,0,0
1365066000,143.83,144.4495,143.614,144.223,,,,,,0,0
1365080400,144.223,146.3675,144.208,146.151,,,,,,0,0
1365094800,146.151,146.8225,146.1095,146.7585,,,,,,0,0
1365109200,146.7585,147.734,146.585,147.571,,,,,,0,0
1365123600,147.571,147.8945,146.473,146.6225,,,,,,0,0
1365138000,146.6225,146.877,145.9615,146.563,,,,,,0,0
1365152400,146.563,147.7715,145.99,147.475,,,,,,0,0
1365166800,147.475,149.226,147.337,148.8995,,,,,,0,0
1365181200,148.8995,150.049,148.758,149.608,,,,,,0,0
1365368400,149.608,151.704,149.608,151.028,,,,,,0,0
1365382800,151.028,151.261,150.789,151.0825,,,,,,0,0
1365397200,151.0825,151.8005,150.79,151.5065,,,,,,0,0
1365411600,151.5065,151.606,150.834,150.9655,,,,,,0,0
1365426000,150.9655,151.211,150.6225,150.819,,,,,,0,0
1365440400,150.819,151.599,150.7855,151.5745,,,,,,0,0
1365454800,151.5745,152.079,151.4645,151.5435,,,,,,0,0
1365469200,151.5435,151.955,151.371,151.573,,,,,,0,0
1365483600,151.573,151.6975,150.5675,151.4665,,,,,,0,0
1365498000,151.4665,151.621,151.1855,151.4355,,,,,,0,0
1365512400,151.4355,152.036,150.9865,151.911,,,,,,0,0
1365526800,151.911,152.395,151.5625,151.7335,,,,,,0,0
1365541200,151.7335,152.145,151.5785,151.9035,,,,,,0,0
1365555600,151.9035,151.986,151.6485,151.955,,,,,,0,0
1365570000,151.955,152.611,151.824,152.2725,,,,,,0,0
1365584400,152.2725,152.5315,151.3855,152.02,,,,,,0,0
1365598800,152.02,152.784,152.0185,152.733,,,,,,0,0
1365613200,152.733,153.0605,152.573,152.976,,,,,,0,0
1365627600,152.976,153.0615,152.5785,152.6625,,,,,,0,0
1365642000,152.6625,152.8245,152.306,152.702,,,,,,0,0
1365656400,152.702,153.1495,152.571,153.1,,,,,,0,0
1365670800,153.1,153.3945,152.7225,152.904,,,,,,0,0
1365685200,152.904,153.5095,152.3625,153.399,,,,,,0,0
1365699600,153.399,153.872,153.273,153.35,,,,,,0,0
1365714000,153.35,153.5555,153.295,153.36,,,,,,0,0
1365728400,153.36,153.483,153.0035,153.103,,,,,,0,0
