strategy,period,label,trades,win_rate,total_r,avg_r,median_r,pf,max_dd_r,max_losing_streak,avg_mfe_r,avg_mae_r,oos_trades,oos_total_r
RETURN_INSIDE_3_RR2,DEV_2015_2021,RETURN_INSIDE_3_RR2_DEV_2015_2021,27,33.33333333333333,6.35519529452325,0.23537760350086112,-0.3298161131766572,1.5709068147317513,4.068303379804043,7,0.9515233689546789,0.6286409049956626,0,0.0
BASE_RR15,OOS_2024_2026,BASE_RR15_OOS_2024_2026,9,66.66666666666666,5.894942922956872,0.6549936581063192,1.486205252200214,2.9419195286265403,1.0220143125475067,1,1.3310518303465368,0.6592320645698232,9,5.894942922956872
RETURN_INSIDE_2_RR2,OOS_2024_2026,RETURN_INSIDE_2_RR2_OOS_2024_2026,9,44.44444444444444,5.259399722294689,0.5843777469216321,-0.21547396063271515,2.950065506848148,1.4595491872666084,3,1.104194505825107,0.5291120675036141,9,5.259399722294689
RETURN_INSIDE_3_RR2,OOS_2024_2026,RETURN_INSIDE_3_RR2_OOS_2024_2026,9,44.44444444444444,5.259399722294689,0.5843777469216321,-0.21547396063271515,2.950065506848148,1.4595491872666084,3,1.104194505825107,0.5291120675036141,9,5.259399722294689
BASE_RR2,VALID_2022_2023,BASE_RR2_VALID_2022_2023,7,57.14285714285714,4.789786321533439,0.6842551887904913,1.9218125295806299,2.586413602231046,2.0101984586408257,2,1.1845086123758595,0.7077629197054701,0,0.0
NO_PROGRESS_8_05R_RR2,OOS_2024_2026,NO_PROGRESS_8_05R_RR2_OOS_2024_2026,9,66.66666666666666,3.7189736397089126,0.4132192933009903,0.22210517610372107,2.225108984392943,1.6364602746416095,1,1.0126502992864805,0.6495976375350505,9,3.7189736397089126
RETURN3_PLUS_NOPROG6_RR2,OOS_2024_2026,RETURN3_PLUS_NOPROG6_RR2_OOS_2024_2026,9,44.44444444444444,3.5493842331177436,0.3943760259019715,-0.21547396063271515,2.3160307504700737,1.4595491872666084,3,0.9141989169783383,0.5291120675036141,9,3.5493842331177436
NO_PROGRESS_6_05R_RR2,OOS_2024_2026,NO_PROGRESS_6_05R_RR2_OOS_2024_2026,9,55.55555555555556,3.284632716588259,0.3649591907320288,0.24527061588025478,2.0241882389415142,2.1850452803090628,3,0.9614432489758118,0.6495976375350505,9,3.284632716588259
BASE_RR15,VALID_2022_2023,BASE_RR15_VALID_2022_2023,7,57.14285714285714,2.7897863215334233,0.3985409030762033,1.4218125295806259,1.9239984146895808,2.0101984586408257,2,0.987992197773646,0.7077629197054701,0,0.0
RETURN_INSIDE_2_RR2,VALID_2022_2023,RETURN_INSIDE_2_RR2_VALID_2022_2023,7,28.57142857142857,2.689873978234602,0.38426771117637176,-0.1829309421403818,3.32515398009839,0.9011894372134002,3,0.6347201398092757,0.30301719391851395,0,0.0
NO_PROGRESS_8_05R_RR2,VALID_2022_2023,NO_PROGRESS_8_05R_RR2_VALID_2022_2023,7,57.14285714285714,1.3459303057712004,0.19227575796731436,0.20378890627159174,1.445782337957582,2.010198458640826,2,0.7091099167327177,0.7077629197054701,0,0.0
NO_PROGRESS_6_05R_RR2,VALID_2022_2023,NO_PROGRESS_6_05R_RR2_VALID_2022_2023,7,28.57142857142857,1.0467614873262887,0.14953735533232695,-0.22318768767368458,1.3661133432778134,1.598988070890416,3,0.7007166271302092,0.6294279315247583,0,0.0
RETURN3_PLUS_NOPROG6_RR2,VALID_2022_2023,RETURN3_PLUS_NOPROG6_RR2_VALID_2022_2023,7,14.285714285714285,0.42387582689063846,0.06055368955580549,-0.2805584631037398,1.2829731230494874,0.9011894372134006,3,0.36106075138743066,0.291065664077023,0,0.0
RETURN_INSIDE_3_RR2,VALID_2022_2023,RETURN_INSIDE_3_RR2_VALID_2022_2023,7,14.285714285714285,0.42387582689063846,0.06055368955580549,-0.2805584631037398,1.2829731230494874,0.9011894372134006,3,0.36106075138743066,0.291065664077023,0,0.0
