symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason,year,month,yearmonth
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-02-14 07:00:00,2023-02-14 08:00:00,160.7,160.03607142857143,2023-02-15 06:00:00,161.14,one_swing_break,0.6639285714285563,0.6627218934911359,2.0484131253362694,-0.1656804733727625,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,2,2023-02
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-02-14 12:00:00,2023-02-14 13:00:00,92.224,91.761125,2023-02-21 07:00:00,92.6,one_swing_break,0.4628749999999968,0.8123143397245328,1.7542533081285514,-0.6589251957872189,6.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,2,2023-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-02-27 08:00:00,2023-02-27 09:00:00,143.89,143.5219642857143,2023-02-28 00:00:00,144.19,one_swing_break,0.3680357142856962,0.8151382823872615,2.200873362445529,-0.3532265890344542,0.625,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,2,2023-02
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-02-27 23:00:00,2023-02-28 00:00:00,145.668,144.96776785714286,2023-02-28 17:00:00,144.96776785714286,initial_stop,0.7002321428571463,-1.0,0.8825644556652016,-1.175324509728921,0.7083333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,2,2023-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-03-01 12:00:00,2023-03-01 13:00:00,144.83,144.24964285714287,2023-03-06 00:00:00,144.24964285714287,initial_stop,0.5803571428571388,-1.0,1.2406153846153911,-1.206153846153884,4.458333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,3,2023-03
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-03-02 06:00:00,2023-03-02 07:00:00,92.135,91.745125,2023-03-05 22:00:00,91.745125,initial_stop,0.3898750000000035,-1.0,0.2770118627765024,-1.1285668483488502,3.625,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,3,2023-03
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-03-22 14:00:00,2023-03-22 15:00:00,1950.535,1933.022857142857,2023-03-23 12:00:00,1971.808,one_swing_break,17.51214285714309,1.2147571073132717,1.883835705836742,-0.328914630664432,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,3,2023-03
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-03-31 06:00:00,2023-03-31 07:00:00,1984.054,1976.7621428571429,2023-03-31 07:00:00,1976.7621428571429,initial_stop,7.291857142857225,-1.0,0.003291342593484,-1.271143937464477,0.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,3,2023-03
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-04-04 13:00:00,2023-04-04 14:00:00,1992.275,1975.89,2023-04-05 14:00:00,2018.645,one_swing_break,16.38499999999999,1.6093988404028017,2.422520598108026,0.0,1.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,4,2023-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-04-17 04:00:00,2023-04-17 05:00:00,89.935,89.46330357142858,2023-04-18 15:00:00,90.1,one_swing_break,0.4716964285714198,0.3498012492901656,1.2211243611584417,-0.6296422487223223,1.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,4,2023-04
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-04-25 00:00:00,2023-04-25 01:00:00,25.241,24.981946428571423,2023-04-25 08:00:00,24.981946428571423,initial_stop,0.2590535714285735,-1.0,0.424622595988138,-1.0036534086992328,0.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,4,2023-04
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-01 10:00:00,2023-05-01 11:00:00,25.205,24.954696428571427,2023-05-01 15:00:00,24.954696428571427,initial_stop,0.2503035714285708,-1.0,2.784618677320414,-1.298423343083399,0.1666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-04 14:00:00,2023-05-04 15:00:00,25.902,25.38891071428571,2023-05-05 13:00:00,25.38891071428571,initial_stop,0.5130892857142868,-1.0,0.430724254341697,-1.4500400236661644,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-09 13:00:00,2023-05-09 14:00:00,170.51,169.77053571428573,2023-05-10 11:00:00,169.77053571428573,initial_stop,0.7394642857142628,-1.0,0.8519681236416526,-1.298237140787262,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-09 23:00:00,2023-05-10 00:00:00,91.545,91.17319642857144,2023-05-10 12:00:00,91.17319642857144,initial_stop,0.3718035714285719,-1.0,0.3792325056433547,-1.2291436530426207,0.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-17 03:00:00,2023-05-17 04:00:00,148.47,148.02517857142857,2023-05-19 03:00:00,148.92,one_swing_break,0.44482142857143,1.011641910879136,2.158169409875563,-0.719389803291833,1.9583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-17 03:00:00,2023-05-17 04:00:00,170.49,170.0275,2023-05-17 22:00:00,171.63,one_swing_break,0.4625000000000057,2.464864864864805,3.2216216216215403,-0.8648648648648666,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-17 09:00:00,2023-05-17 10:00:00,91.084,90.61866071428572,2023-05-19 15:00:00,91.69,one_swing_break,0.465339285714279,1.3022756053570812,2.724893510879199,-0.2020031467055735,2.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-24 04:00:00,2023-05-24 05:00:00,172.6,171.74875,2023-05-24 07:00:00,171.74875,initial_stop,0.8512499999999932,-1.0,0.0234948604992779,-1.268722466960344,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-25 04:00:00,2023-05-25 05:00:00,172.47,171.75982142857143,2023-05-29 00:00:00,173.51,one_swing_break,0.7101785714285711,1.4644204174000397,2.0276590394769904,-0.7040482775961784,3.7916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-05-29 22:00:00,2023-05-29 23:00:00,91.88,91.60744642857142,2023-05-30 02:00:00,91.60744642857142,initial_stop,0.272553571428574,-1.0,0.0,-1.1777501146563396,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,5,2023-05
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-06 04:00:00,2023-06-06 05:00:00,92.942,92.09569642857144,2023-06-13 02:00:00,94.064,one_swing_break,0.8463035714285638,1.3257654083936563,1.740510201928586,-0.3710252568944731,6.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,6,2023-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-09 01:00:00,2023-06-09 02:00:00,154.791,154.1238392857143,2023-06-11 21:00:00,154.1238392857143,initial_stop,0.6671607142856999,-1.0,0.6894890393726346,-1.2950402826477152,2.7916666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,6,2023-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-12 07:00:00,2023-06-12 08:00:00,154.58,154.10041071428572,2023-06-12 09:00:00,154.10041071428572,initial_stop,0.4795892857142974,-1.0,0.1438731057079814,-1.0091968574300867,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,6,2023-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-06-14 10:00:00,2023-06-14 11:00:00,155.077,154.556875,2023-06-16 01:00:00,156.901,one_swing_break,0.5201250000000073,3.5068493150684676,4.687334775294312,-0.1980293198750438,1.5833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,6,2023-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-07-17 07:00:00,2023-07-17 08:00:00,161.35,160.52060714285716,2023-07-20 11:00:00,162.413,one_swing_break,0.8293928571428353,1.2816604228567046,2.1256512939758623,-0.7993799250742798,3.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,7,2023-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-07-20 01:00:00,2023-07-20 02:00:00,1984.885,1974.5367857142855,2023-07-20 12:00:00,1974.5367857142855,initial_stop,10.348214285714448,-1.0,0.2415875754961135,-1.2156686798964365,0.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,7,2023-07
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-07-25 16:00:00,2023-07-25 17:00:00,163.126,162.4160892857143,2023-07-27 02:00:00,162.4160892857143,initial_stop,0.7099107142857122,-1.0,0.3634259841529115,-1.094503835995497,1.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,7,2023-07
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-09 05:00:00,2023-08-09 06:00:00,182.89,182.36625,2023-08-09 08:00:00,182.36625,initial_stop,0.5237499999999784,-1.0,0.1336515513126959,-1.031026252983321,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-09 06:00:00,2023-08-09 07:00:00,157.35,156.91357142857143,2023-08-11 07:00:00,158.71,one_swing_break,0.4364285714285643,3.1162029459902625,4.216039279869144,-0.320785597381316,2.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-09 07:00:00,2023-08-09 08:00:00,164.022,163.49994642857143,2023-08-09 11:00:00,163.49994642857143,initial_stop,0.5220535714285575,-1.0,0.1647340516504478,-1.0803488968702053,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-10 02:00:00,2023-08-10 03:00:00,183.07,182.6144642857143,2023-08-10 15:00:00,183.32,one_swing_break,0.4555357142857019,0.5488043904351384,2.502548020384263,-0.0219521756173855,0.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-30 01:00:00,2023-08-30 02:00:00,166.266,165.7859642857143,2023-08-31 07:00:00,165.7859642857143,initial_stop,0.480035714285691,-1.0,0.6749497805223409,-1.2353247526226103,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-30 04:00:00,2023-08-30 05:00:00,184.79,184.25875,2023-08-31 06:00:00,185.22,one_swing_break,0.5312499999999716,0.8094117647059385,2.3341176470589655,0.0,1.0416666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-08-30 12:00:00,2023-08-30 13:00:00,24.838,24.494910714285712,2023-08-31 05:00:00,24.494910714285712,initial_stop,0.3430892857142886,-1.0,0.4867537604746687,-1.1104981002446173,0.6666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,8,2023-08
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-09-12 23:00:00,2023-09-13 00:00:00,94.594,94.27346428571428,2023-09-13 06:00:00,94.27346428571428,initial_stop,0.320535714285711,-1.0,0.3712534818941534,-1.1106406685236712,0.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,9,2023-09
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-09-14 10:00:00,2023-09-14 11:00:00,94.907,94.53455357142856,2023-09-15 13:00:00,95.204,one_swing_break,0.3724464285714219,0.7974301193843856,1.7129980342331557,-0.5638394783525846,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,9,2023-09
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-09-18 16:00:00,2023-09-18 17:00:00,1930.985,1921.9964642857144,2023-09-21 11:00:00,1921.9964642857144,initial_stop,8.98853571428549,-1.0,1.8167586489139569,-1.205980634061663,2.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,9,2023-09
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-10-23 12:00:00,2023-10-23 13:00:00,182.92,182.02910714285716,2023-10-24 07:00:00,183.18,one_swing_break,0.8908928571428305,0.2918420525155646,0.8867508518741726,-0.0224493886550213,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,10,2023-10
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-10-25 02:00:00,2023-10-25 03:00:00,182.4,181.99553571428572,2023-10-25 05:00:00,181.99553571428572,initial_stop,0.4044642857142833,-1.0,0.0494481236202643,-1.1620309050772668,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,10,2023-10
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-11-01 12:00:00,2023-11-01 13:00:00,96.151,95.71142857142856,2023-11-03 00:00:00,96.631,one_swing_break,0.4395714285714263,1.0919727006824975,1.7676308092297808,-0.2684432889177671,1.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,11,2023-11
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-11-10 07:00:00,2023-11-10 08:00:00,161.55,161.31303571428572,2023-11-15 08:00:00,163.16,one_swing_break,0.2369642857142935,6.794272795779669,9.959306706857184,-0.1688018085908871,5.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,11,2023-11
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-11-13 01:00:00,2023-11-13 02:00:00,185.48,185.0555357142857,2023-11-15 07:00:00,187.53,one_swing_break,0.4244642857142935,4.829617164492997,6.549432057214859,-0.4476230542700747,2.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,11,2023-11
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-11-15 04:00:00,2023-11-15 05:00:00,1967.445,1960.2754821428573,2023-11-15 14:00:00,1960.2754821428573,initial_stop,7.169517857142637,-1.0,1.0744097655501137,-1.6904902451599773,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,11,2023-11
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2023-12-01 06:00:00,2023-12-01 07:00:00,169.444,168.84419642857145,2023-12-01 15:00:00,168.84419642857145,initial_stop,0.5998035714285379,-1.0,0.2117359849951154,-1.308761797016948,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2023,12,2023-12
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-01-11 12:00:00,2024-01-11 13:00:00,159.95,159.34910714285715,2024-01-11 22:00:00,159.34910714285715,initial_stop,0.6008928571428385,-1.0,0.3494799405646601,-1.481129271916814,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,1,2024-01
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-01-12 10:00:00,2024-01-12 11:00:00,2045.835,2028.953107142857,2024-01-15 12:00:00,2052.655,one_swing_break,16.88189285714293,0.4039831349311366,0.9661238901358736,-0.2671501376157447,3.0416666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,1,2024-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-01-15 01:00:00,2024-01-15 02:00:00,184.97,184.4025,2024-01-16 00:00:00,185.17,one_swing_break,0.5674999999999955,0.3524229074889696,1.2687224669603605,0.0,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,1,2024-01
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-01-15 02:00:00,2024-01-15 03:00:00,159.11,158.48392857142858,2024-01-16 00:00:00,159.4,one_swing_break,0.6260714285714357,0.4632059326868046,1.1021106674272514,-0.0798630918425728,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,1,2024-01
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-01-25 07:00:00,2024-01-25 08:00:00,171.1,170.69646428571428,2024-01-25 10:00:00,170.69646428571428,initial_stop,0.4035357142857094,-1.0,0.1809009646871612,-1.0036286397026437,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,1,2024-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-02-07 05:00:00,2024-02-07 06:00:00,186.56,186.1323214285714,2024-02-09 20:00:00,188.49,one_swing_break,0.4276785714286006,4.5127348643003335,5.2609603340288675,-0.2338204592901586,2.5833333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,2,2024-02
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-02-16 01:00:00,2024-02-16 02:00:00,189.08,188.69928571428576,2024-02-21 07:00:00,189.32,one_swing_break,0.3807142857142764,0.6303939962476194,1.54971857410879,-0.5515947467167323,5.208333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,2,2024-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-02-21 06:00:00,2024-02-21 07:00:00,162.31,161.99857142857144,2024-02-21 08:00:00,161.99857142857144,initial_stop,0.3114285714285643,-1.0,0.0642201834862728,-1.188073394495455,0.0416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,2,2024-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-02-23 04:00:00,2024-02-23 05:00:00,162.98,162.7564285714286,2024-02-23 13:00:00,162.7564285714286,initial_stop,0.2235714285714038,-1.0,0.8945686900960217,-1.073482428115048,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,2,2024-02
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-02-26 13:00:00,2024-02-26 14:00:00,98.753,98.43380357142856,2024-02-26 23:00:00,98.43380357142856,initial_stop,0.3191964285714306,-1.0,0.0313286713286871,-1.0119160839160564,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,2,2024-02
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-03-06 11:00:00,2024-03-06 12:00:00,2132.435,2123.4866785714285,2024-03-12 05:00:00,2176.055,one_swing_break,8.94832142857149,4.874657258144938,7.001313095432865,-0.1687467322282834,5.708333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,3,2024-03
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-03-08 06:00:00,2024-03-08 07:00:00,98.077,97.76778571428572,2024-03-08 09:00:00,97.76778571428572,initial_stop,0.3092142857142903,-1.0,0.2425502425502481,-1.6072996072995829,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,3,2024-03
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-03-26 08:00:00,2024-03-26 09:00:00,2178.215,2166.745428571429,2024-04-03 07:00:00,2271.075,one_swing_break,11.469571428571273,8.096204865046728,9.587978128464249,-0.5771793690137016,7.916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,3,2024-03
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-02 02:00:00,2024-04-02 03:00:00,25.309,24.819446428571432,2024-04-04 11:00:00,26.95,one_swing_break,0.4895535714285692,3.3520335582710308,4.12212292540582,-0.1552434798468009,2.3333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-10 04:00:00,2024-04-10 05:00:00,192.46,192.22464285714287,2024-04-10 10:00:00,192.22464285714287,initial_stop,0.2353571428571399,-1.0,1.8270106221547109,-2.8042488619120083,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-10 06:00:00,2024-04-10 07:00:00,164.9,164.62160714285713,2024-04-10 10:00:00,164.62160714285713,initial_stop,0.278392857142876,-1.0,0.2514432328415236,-2.909557408595065,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-15 12:00:00,2024-04-15 13:00:00,28.73,27.887232142857144,2024-04-22 03:00:00,27.887232142857144,initial_stop,0.8427678571428565,-1.0,0.3298654518487114,-1.1284246212522528,6.583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-22 16:00:00,2024-04-22 17:00:00,99.717,99.37816071428573,2024-04-24 14:00:00,100.572,one_swing_break,0.3388392857142861,2.5233201581027753,3.8336758893280782,-0.0324637681159292,1.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-23 23:00:00,2024-04-24 00:00:00,192.87,192.53285714285713,2024-04-24 05:00:00,192.53285714285713,initial_stop,0.3371428571428794,-1.0,0.1483050847457023,-1.1567796610169163,0.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-04-24 17:00:00,2024-04-24 18:00:00,100.864,100.45444642857144,2024-04-29 04:00:00,102.783,one_swing_break,0.4095535714285745,4.685589710050099,9.9449749291475,-0.3149771092217231,4.416666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,4,2024-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-05-08 13:00:00,2024-05-08 14:00:00,102.203,101.88017857142856,2024-05-12 21:00:00,102.74,one_swing_break,0.3228214285714301,1.6634583471622637,2.6206438765350133,-0.4832392963823591,4.291666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,5,2024-05
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-05-09 08:00:00,2024-05-09 09:00:00,167.36,167.01357142857145,2024-05-09 21:00:00,167.51,one_swing_break,0.3464285714285608,0.432989690721597,1.0680412371133656,-0.6061855670103508,0.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,5,2024-05
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-05-20 21:00:00,2024-05-20 22:00:00,198.74,198.19642857142856,2024-05-23 16:00:00,199.0,one_swing_break,0.5435714285714255,0.4783180026281068,2.042049934296962,-0.8830486202365694,2.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,5,2024-05
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2024-05-20 23:00:00,2024-05-21 00:00:00,104.346,104.03476785714284,2024-05-21 02:00:00,104.03476785714284,initial_stop,0.3112321428571505,-1.0,0.2538298238567633,-1.121349475012894,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2024,5,2024-05
