symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason,year,month,yearmonth
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-22 07:00:00,2019-02-22 08:00:00,15.9,15.762464285714286,2019-02-27 15:00:00,15.762464285714286,initial_stop,0.1375357142857147,-1.0,0.6980005193456227,-1.1487925214229993,5.291666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-26 09:00:00,2019-02-26 10:00:00,110.887,110.65817857142858,2019-02-26 13:00:00,110.65817857142858,initial_stop,0.2288214285714218,-1.0,0.0262213204307806,-1.1843296394568823,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-02-26 09:00:00,2019-02-26 10:00:00,125.97,125.69196428571428,2019-02-27 06:00:00,125.69196428571428,initial_stop,0.2780357142857212,-1.0,0.1438664097623824,-1.3307642903018455,0.8333333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,2,2019-02
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-03-13 22:00:00,2019-03-13 23:00:00,110.909,110.51548214285714,2019-03-15 09:00:00,111.214,one_swing_break,0.3935178571428679,0.7750601261514325,1.4078141307799823,-0.3303534963924464,1.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,3,2019-03
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-04-05 00:00:00,2019-04-05 01:00:00,79.494,79.23605357142857,2019-04-08 00:00:00,79.23605357142857,initial_stop,0.2579464285714294,-1.0,0.5505019037729141,-1.7755624783662045,2.9583333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,4,2019-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-04-08 13:00:00,2019-04-08 14:00:00,79.29,79.0035,2019-04-09 12:00:00,79.419,one_swing_break,0.2865000000000037,0.4502617801046736,1.1308900523559997,-0.1186736474694784,0.9166666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,4,2019-04
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-05-16 07:00:00,2019-05-16 08:00:00,1298.578,1294.7960535714287,2019-05-16 08:00:00,1294.7960535714287,initial_stop,3.7819464285712456,-1.0,0.0,-1.0425848367951582,0.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,5,2019-05
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-05-31 00:00:00,2019-05-31 01:00:00,1291.608,1285.1924285714283,2019-06-07 05:00:00,1332.048,one_swing_break,6.415571428571411,6.303413569663122,8.173862700126953,-0.1703667416330568,7.166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,5,2019-05
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-07-04 22:00:00,2019-07-04 23:00:00,15.31,15.206017857142855,2019-07-05 06:00:00,15.206017857142855,initial_stop,0.1039821428571432,-1.0,0.1827236819508849,-1.09634209170531,0.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,7,2019-07
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-07-10 06:00:00,2019-07-10 07:00:00,109.758,109.49553571428572,2019-07-10 18:00:00,109.49553571428572,initial_stop,0.2624642857142873,-1.0,0.6629473397741399,-1.0020410940263575,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,7,2019-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-07-12 16:00:00,2019-07-12 17:00:00,1411.215,1402.2270535714283,2019-07-16 18:00:00,1402.2270535714283,initial_stop,8.987946428571377,-1.0,0.9438195996622708,-1.1634470769383534,4.041666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,7,2019-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-07-15 06:00:00,2019-07-15 07:00:00,15.263,15.141571428571428,2019-07-17 08:00:00,15.56,one_swing_break,0.1214285714285718,2.4458823529411724,3.4917647058823356,-0.2388235294117631,2.0416666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,7,2019-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-07-18 15:00:00,2019-07-18 16:00:00,1428.678,1413.6544285714283,2019-07-19 06:00:00,1438.785,one_swing_break,15.023571428571586,0.6727428326914758,1.611467693624275,-0.2045452384348445,0.5833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,7,2019-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-08-02 14:00:00,2019-08-02 15:00:00,1446.728,1429.0034821428571,2019-08-09 12:00:00,1499.508,one_swing_break,17.724517857142928,2.9777960915720927,3.585428981042184,-0.5687037628466686,6.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,8,2019-08
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-08-27 14:00:00,2019-08-27 15:00:00,1538.108,1527.6456428571428,2019-08-29 16:00:00,1527.6456428571428,initial_stop,10.462357142857172,-1.0,1.1667542823592132,-1.247328859243675,2.0416666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,8,2019-08
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-09-06 03:00:00,2019-09-06 04:00:00,73.025,72.81241071428572,2019-09-10 13:00:00,73.468,one_swing_break,0.2125892857142872,2.083830323393507,3.7960520789583367,-0.5738765224695459,4.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,9,2019-09
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-09-16 23:00:00,2019-09-17 00:00:00,119.0,118.71767857142858,2019-09-18 06:00:00,119.67,one_swing_break,0.2823214285714215,2.3731815306768524,2.833649588867866,-0.4958886780518803,1.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,9,2019-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-09-17 00:00:00,2019-09-17 01:00:00,109.076,108.65814285714286,2019-09-17 10:00:00,108.65814285714286,initial_stop,0.4178571428571302,-1.0,0.2010256410256547,-1.0075213675213794,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,9,2019-09
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-09-17 13:00:00,2019-09-17 14:00:00,134.61,133.90714285714287,2019-09-18 07:00:00,134.94,one_swing_break,0.7028571428571411,0.4695121951219297,1.1097560975609395,-0.0711382113821301,0.7083333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,9,2019-09
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-09-25 13:00:00,2019-09-25 14:00:00,108.963,108.63485714285714,2019-09-25 18:00:00,108.63485714285714,initial_stop,0.3281428571428506,-1.0,0.0426643447975933,-1.0087070091423456,0.1666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,9,2019-09
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-10-21 07:00:00,2019-10-21 08:00:00,121.19,120.78892857142856,2019-10-22 12:00:00,120.78892857142856,initial_stop,0.4010714285714272,-1.0,0.6233303650935017,-1.1469278717720277,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,10,2019-10
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-11-04 07:00:00,2019-11-04 08:00:00,109.874,109.63489285714286,2019-11-07 01:00:00,109.63489285714286,initial_stop,0.2391071428571365,-1.0,1.0120985810306653,-1.0957430918596276,2.7083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,11,2019-11
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-11-04 07:00:00,2019-11-04 08:00:00,140.11,139.87910714285715,2019-11-04 19:00:00,139.87910714285715,initial_stop,0.2308928571428623,-1.0,0.3897911832945465,-1.1260634184068643,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,11,2019-11
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-11-29 15:00:00,2019-11-29 16:00:00,141.62,141.04464285714286,2019-12-02 15:00:00,141.04464285714286,initial_stop,0.5753571428571433,-1.0,0.2954686530105305,-1.1818746120422206,2.9583333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,11,2019-11
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-12-09 06:00:00,2019-12-09 07:00:00,143.04,142.56642857142856,2019-12-09 15:00:00,142.56642857142856,initial_stop,0.4735714285714323,-1.0,0.0,-1.0769230769230491,0.3333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,12,2019-12
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-12-11 19:00:00,2019-12-11 20:00:00,110.507,110.16051785714286,2019-12-13 16:00:00,111.073,one_swing_break,0.3464821428571412,1.6335618203370357,3.656754110189152,-0.4242642890274881,1.8333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,12,2019-12
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2019-12-11 20:00:00,2019-12-11 21:00:00,143.33,142.84535714285713,2019-12-12 13:00:00,142.84535714285713,initial_stop,0.4846428571428873,-1.0,0.577745025792155,-1.7332350773764649,0.6666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2019,12,2019-12
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-01-13 00:00:00,2020-01-13 01:00:00,121.83,121.58375,2020-01-14 12:00:00,122.36,one_swing_break,0.2462500000000034,2.152284263959366,3.6954314720811534,0.0,1.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,1,2020-01
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-01-20 05:00:00,2020-01-20 06:00:00,18.109,17.944482142857144,2020-01-21 07:00:00,17.944482142857144,initial_stop,0.164517857142858,-1.0,0.2248995983935671,-1.002930641484869,1.0416666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,1,2020-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-01-24 06:00:00,2020-01-24 07:00:00,143.86,143.48964285714283,2020-01-24 09:00:00,143.48964285714283,initial_stop,0.3703571428571592,-1.0,1.2960462873673209,-1.3500482160076548,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,1,2020-01
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-02-17 23:00:00,2020-02-18 00:00:00,1584.165,1579.6318392857142,2020-02-24 19:00:00,1653.648,one_swing_break,4.533160714285714,15.327715997589184,23.182500384074533,-0.0022059663511326,6.791666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,2,2020-02
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-03-05 10:00:00,2020-03-05 11:00:00,1647.165,1634.5681785714287,2020-03-06 15:00:00,1663.908,one_swing_break,12.596821428571277,1.3291448239493635,3.3907760177596207,-0.3998627771745216,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,3,2020-03
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-04-09 09:00:00,2020-04-09 10:00:00,135.25,134.55982142857144,2020-04-13 04:00:00,134.55982142857144,initial_stop,0.6901785714285609,-1.0,0.6809831824062184,-1.1011642949547256,3.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,4,2020-04
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-04-14 12:00:00,2020-04-14 13:00:00,15.636,15.25282142857143,2020-04-16 16:00:00,15.25282142857143,initial_stop,0.3831785714285693,-1.0,0.5245596048093992,-1.1274116879485532,2.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,4,2020-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-04-24 20:00:00,2020-04-26 21:00:00,68.633,68.28458928571429,2020-04-28 01:00:00,69.076,one_swing_break,0.3484107142857056,1.2714878786325918,2.1612423760955903,-0.1607298447029845,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,4,2020-04
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-05-11 16:00:00,2020-05-11 17:00:00,69.866,69.33092857142857,2020-05-12 00:00:00,69.33092857142857,initial_stop,0.5350714285714275,-1.0,0.2186623948738573,-1.3624349219062888,0.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,5,2020-05
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-05-15 12:00:00,2020-05-15 13:00:00,1742.808,1727.3235892857142,2020-05-18 12:00:00,1748.658,one_swing_break,15.484410714285788,0.3777993304325587,1.4343458340012434,-0.5883336581607908,2.9583333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,5,2020-05
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-05-28 00:00:00,2020-05-28 01:00:00,111.394,110.91564285714286,2020-05-28 10:00:00,110.91564285714286,initial_stop,0.4783571428571491,-1.0,0.0940719725249838,-1.1163207406301308,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,5,2020-05
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-05-29 10:00:00,2020-05-29 11:00:00,17.567,17.316892857142857,2020-06-02 01:00:00,18.215,one_swing_break,0.2501071428571428,2.5908896187348267,3.1946308724832195,-0.1599314579465909,3.5833333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,5,2020-05
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-06-11 13:00:00,2020-06-11 14:00:00,18.003,17.715839285714285,2020-06-11 16:00:00,17.715839285714285,initial_stop,0.2871607142857151,-1.0,0.3412723089360069,-1.3929481997388131,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,6,2020-06
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-07 06:00:00,2020-07-07 07:00:00,114.098,113.84421428571429,2020-07-09 13:00:00,114.175,one_swing_break,0.253785714285712,0.3034055727554134,2.076555023923467,-0.5674078243737951,2.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-08 06:00:00,2020-07-08 07:00:00,18.339,18.21371428571429,2020-07-09 14:00:00,18.66,one_swing_break,0.1252857142857095,2.5621436716078625,5.499429874572614,-0.3432155074116376,1.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-13 02:00:00,2020-07-13 03:00:00,18.898,18.604000000000003,2020-07-13 19:00:00,19.038,one_swing_break,0.2939999999999969,0.4761904761904831,1.615646258503423,-0.1224489795918426,0.6666666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-13 05:00:00,2020-07-13 06:00:00,1807.238,1795.588642857143,2020-07-14 10:00:00,1795.588642857143,initial_stop,11.64935714285707,-1.0,0.5116162142607564,-1.4438564972929453,1.1666666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-14 19:00:00,2020-07-14 20:00:00,19.268,18.931339285714287,2020-07-17 01:00:00,18.931339285714287,initial_stop,0.3366607142857134,-1.0,0.6059513074842234,-1.0069484962605513,2.2083333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-14 22:00:00,2020-07-14 23:00:00,122.36,121.93053571428572,2020-07-15 14:00:00,121.93053571428572,initial_stop,0.4294642857142889,-1.0,0.3027027027026898,-1.2806652806652643,0.625,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-20 00:00:00,2020-07-20 01:00:00,134.7,134.18285714285713,2020-07-21 21:00:00,135.85,one_swing_break,0.5171428571428578,2.223756906077356,3.267955801104964,-0.7154696132596214,1.8333333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-20 08:00:00,2020-07-20 09:00:00,19.414,19.224714285714285,2020-07-24 05:00:00,22.459,one_swing_break,0.1892857142857167,16.08679245282997,20.212830188678968,-0.1320754716981227,3.8333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-20 08:00:00,2020-07-20 09:00:00,1811.915,1804.9743392857144,2020-07-22 08:00:00,1846.445,one_swing_break,6.940660714285514,4.975030681002617,7.754737223967696,-0.3453561697759327,1.9583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-07-20 19:00:00,2020-07-20 20:00:00,114.286,113.93128571428572,2020-07-23 18:00:00,115.343,one_swing_break,0.3547142857142802,2.9798630688683567,3.913008457511151,-0.8288360853805922,2.9166666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,7,2020-07
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-08-05 06:00:00,2020-08-05 07:00:00,115.886,115.51507142857145,2020-08-06 02:00:00,116.129,one_swing_break,0.3709285714285641,0.6551126516464848,1.7038320816484196,-0.0808781051415413,0.7916666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,8,2020-08
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-08-27 07:00:00,2020-08-27 08:00:00,116.832,116.55435714285714,2020-08-27 11:00:00,116.55435714285714,initial_stop,0.2776428571428511,-1.0,0.5438641625933092,-1.6423977360432167,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,8,2020-08
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-08-28 09:00:00,2020-08-28 10:00:00,27.518,27.02926785714286,2020-09-01 14:00:00,28.485,one_swing_break,0.4887321428571418,1.9785889144652724,2.817494245314045,-0.4665132083744423,4.166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,8,2020-08
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-10-09 06:00:00,2020-10-09 07:00:00,137.24,136.9142857142857,2020-10-09 07:00:00,136.9142857142857,initial_stop,0.325714285714298,-1.0,0.2456140350876611,-1.013157894736842,0.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,10,2020-10
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-10-20 00:00:00,2020-10-20 01:00:00,116.006,115.67792857142857,2020-10-21 03:00:00,116.223,one_swing_break,0.3280714285714339,0.6614413237535235,1.7709558023078404,-0.5273241889832323,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,10,2020-10
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-10-21 12:00:00,2020-10-21 13:00:00,1924.728,1912.4176785714285,2020-10-22 02:00:00,1912.4176785714285,initial_stop,12.31032142857157,-1.0,0.533698493424496,-1.1488733321921971,0.5416666666666666,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,10,2020-10
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-11-29 23:00:00,2020-11-30 00:00:00,115.113,114.7778392857143,2020-11-30 21:00:00,114.7778392857143,initial_stop,0.3351607142857062,-1.0,1.5693963450370556,-1.160637220949453,0.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,11,2020-11
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-12-01 23:00:00,2020-12-02 00:00:00,76.976,76.68557142857144,2020-12-03 14:00:00,77.236,one_swing_break,0.2904285714285635,0.8952287260207012,2.0177078209543047,-0.4338416133792708,1.5833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,12,2020-12
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-12-03 02:00:00,2020-12-03 03:00:00,139.78,139.43910714285715,2020-12-07 06:00:00,139.43910714285715,initial_stop,0.3408928571428475,-1.0,2.610790990047178,-1.9360921948664669,4.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,12,2020-12
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2020-12-04 05:00:00,2020-12-04 06:00:00,116.736,116.33625,2020-12-09 10:00:00,117.113,one_swing_break,0.3997499999999974,0.9430894308943034,1.7435897435897618,-0.4252657911194567,5.166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2020,12,2020-12
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-01-14 01:00:00,2021-01-14 02:00:00,141.9,141.47410714285712,2021-01-15 08:00:00,141.47410714285712,initial_stop,0.4258928571428839,-1.0,0.6809224318657665,-1.2914046121592746,1.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,1,2021-01
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-01-22 08:00:00,2021-01-22 09:00:00,117.166,116.92464285714286,2021-01-25 13:00:00,116.92464285714286,initial_stop,0.2413571428571401,-1.0,0.5800532701982923,-1.023379698135554,3.1666666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,1,2021-01
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-02-10 00:00:00,2021-02-10 01:00:00,144.54,144.19107142857143,2021-02-10 18:00:00,144.8,one_swing_break,0.3489285714285586,0.7451381780962957,1.3469805527124312,-0.4298874104401549,0.7083333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,2,2021-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-02-10 01:00:00,2021-02-10 02:00:00,126.82,126.54696428571428,2021-02-12 12:00:00,126.99,one_swing_break,0.2730357142857116,0.6226291693917717,1.7213865271419877,-0.6958796599084354,2.4166666666666665,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,2,2021-02
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-02-10 07:00:00,2021-02-10 08:00:00,80.973,80.77378571428571,2021-02-10 20:00:00,80.77378571428571,initial_stop,0.1992142857142909,-1.0,0.6224453209035095,-1.0993187522408885,0.5,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,2,2021-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-02-14 22:00:00,2021-02-14 23:00:00,127.33,127.10589285714283,2021-02-17 07:00:00,127.86,one_swing_break,0.2241071428571501,2.3649402390437526,4.8637450199201115,-0.2231075697210955,2.3333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,2,2021-02
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-02-18 14:00:00,2021-02-18 15:00:00,117.962,117.67723214285716,2021-02-19 17:00:00,117.67723214285716,initial_stop,0.2847678571428531,-1.0,0.4108609769862384,-1.1869317112937052,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,2,2021-02
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-03-04 12:00:00,2021-03-04 13:00:00,129.34,129.00285714285715,2021-03-04 23:00:00,129.00285714285715,initial_stop,0.3371428571428509,-1.0,0.8305084745762897,-1.008474576271215,0.4166666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,3,2021-03
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2021-03-04 15:00:00,2021-03-04 16:00:00,83.921,83.32403571428571,2021-03-04 18:00:00,83.32403571428571,initial_stop,0.5969642857142929,-1.0,0.1959916242895415,-1.2613819922225395,0.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum,2021,3,2021-03
