strategy,symbol,direction,signal_time,entry_time,exit_time,entry,exit,r,exit_reason,trigger_type
H4 T5 MACD BB,GBPJPY,long,2020-02-05 08:00:00,2020-02-05 12:00:00,2020-02-28 00:00:00,143.1,140.78619649735558,-1.0086437763522806,SL,rebreak
H4 T5 MACD BB,GBPJPY,long,2020-07-16 12:00:00,2020-07-16 16:00:00,2020-07-31 08:00:00,135.06,137.47743273593682,2.0083771993652144,TP,rebreak
H4 T5 MACD BB,XAUUSD,long,2021-01-20 00:00:00,2021-01-20 04:00:00,2021-02-04 12:00:00,1848.715,1800.46226297388,-1.0072534745502764,SL,rebreak
H4 T5 MACD BB,AUDJPY,long,2021-01-29 08:00:00,2021-01-29 12:00:00,2021-02-19 12:00:00,80.33,82.74541326712743,1.992124069180496,TP,rebreak
H4 T5 MACD BB,GBPJPY,long,2021-10-05 04:00:00,2021-10-05 08:00:00,2021-10-15 00:00:00,151.43,156.03024275442763,1.978402860216248,TP,stagnation
H4 T5 MACD BB,GBPJPY,long,2022-05-23 16:00:00,2022-05-23 20:00:00,2022-06-08 04:00:00,160.97,167.572322501128,1.984922325477553,TP,stagnation
H4 T5 MACD BB,GBPJPY,long,2022-07-10 20:00:00,2022-07-11 00:00:00,2022-08-01 20:00:00,164.27,160.1459602360265,-1.0048496137633531,SL,rebreak
H4 T5 MACD BB,AUDJPY,long,2022-08-04 04:00:00,2022-08-04 08:00:00,2022-09-14 08:00:00,93.47,96.205,0.8830285519156242,max_hold,stagnation+rebreak
H4 T5 MACD BB,EURJPY,long,2022-08-17 04:00:00,2022-08-17 08:00:00,2022-09-07 00:00:00,137.23,142.00744709529718,1.9823190982001504,TP,rebreak
H4 T5 MACD BB,USDJPY,long,2022-10-06 12:00:00,2022-10-06 16:00:00,2022-10-14 12:00:00,144.944,147.98730435440822,1.993428195911128,TP,rebreak
H4 T5 MACD BB,CHFJPY,long,2023-03-22 08:00:00,2023-03-22 12:00:00,2023-04-28 12:00:00,144.07,152.15698123590417,1.995794151543929,TP,stagnation+rebreak
H4 T5 MACD BB,USDJPY,long,2023-09-25 08:00:00,2023-09-25 12:00:00,2023-10-31 12:00:00,148.676,151.522629721898,1.9866929526231991,TP,stagnation
H4 T5 MACD BB,USDJPY,long,2024-04-08 00:00:00,2024-04-08 04:00:00,2024-04-15 04:00:00,151.769,153.79013703189838,1.9842141900145391,TP,stagnation+rebreak
H4 T5 MACD BB,GBPJPY,long,2024-05-17 12:00:00,2024-05-17 16:00:00,2024-06-27 20:00:00,197.77,203.43375763795095,1.9824369061068663,TP,stagnation
H4 T5 MACD BB,CHFJPY,long,2024-08-07 00:00:00,2024-08-07 04:00:00,2024-09-12 12:00:00,171.475,166.4974545345123,-1.0040180446645146,SL,rebreak
H4 T5 MACD BB,XAUUSD,long,2024-08-26 04:00:00,2024-08-26 08:00:00,2024-09-23 00:00:00,2521.305,2628.1733594549028,1.9934498854144456,TP,stagnation+rebreak
