symbol,timeframe,signal_time,direction,entry_mode,grade,risk_weight,score,reasons,trigger_level,a_level,b_level,trendline,trendline_slope_atr,retrace,stop,target_half,signal_body_ratio,pivots,entry_time,entry,target,planned_rr,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,weighted_r_after_cost,sample
USDJPY,M15,2025-08-13 05:00:00,short,B_confirmed,half,0.5,6.5,"B抜け,半値以上の戻し,実体ブレイク,EMA100下向き,調整安値切上げ",147.958,147.633,147.958,147.7119090909091,0.02857634387213296,0.6530386740331574,148.1858151169852,147.71550000000002,0.6990291262135601,15238-15261-15281-15283-15304-15309,2025-08-13 05:15:00,147.952,147.71550000000002,1.011482931682941,2025-08-13 07:15:00,147.71550000000002,TP_half,8,0.2338151169851983,1.011482931682941,0.9687140973623442,0.4843570486811721,OOS_2025_2026
USDJPY,H1,2025-09-11 15:00:00,short,B_confirmed,normal,1.0,8.5,"A抜け,B抜け,半値以上の戻し,右肩維持,EMA100下向き,調整安値切上げ",147.245,147.269,147.245,149.13566666666668,0.25552051721398816,0.8133757961783572,147.62774485392785,146.80100000000002,0.3638743455497867,4285-4306-4322-4324-4327-4338,2025-09-11 16:00:00,147.234,146.80100000000002,1.099696912049915,2025-09-12 09:00:00,147.62774485392785,SL,17,0.3937448539278421,-1.0,-1.0253971573221463,-1.0253971573221463,OOS_2025_2026
USDJPY,M5,2025-09-11 20:50:00,long,B_confirmed,normal,1.0,9.0,"A抜け,B抜け,半値以上の押し,右肩維持,実体ブレイク,調整高値切下げ",147.192,147.188,147.192,147.06999999999996,-0.21418348704491116,0.5264797507788542,147.1296542734221,147.2975,0.6388888888887573,52076-52101-52111-52116-52119-52120,2025-09-11 20:55:00,147.198,147.2975,1.4558335243765712,2025-09-11 21:05:00,147.1296542734221,SL,2,0.06834572657791682,-1.0,-1.14631492707288,-1.14631492707288,OOS_2025_2026
USDJPY,M5,2025-10-05 23:30:00,long,B_confirmed,half,0.5,5.5,"A抜け,B抜け,押し過不足,右肩維持,実体ブレイク,EMA100上向き,調整高値切下げ",149.396,149.336,149.396,149.19600000000003,-0.10400793060411541,0.1646947468054961,149.12877069711527,150.2045,0.6400000000001212,56730-56740-56752-56756-56758-56763,2025-10-05 23:35:00,149.423,150.2045,2.6560916684296436,2025-10-06 04:40:00,150.2045,TP_half,61,0.29422930288473026,2.6560916684296436,2.6221045709449697,1.3110522854724849,OOS_2025_2026
USDJPY,M5,2025-10-14 06:25:00,short,A_early,half,0.5,5.5,"斜め抜け,A抜け,戻し過不足,右肩維持,実体ブレイク,EMA100下向き,調整安値切上げ",151.782,151.782,151.616,151.78457142857144,0.0015767405902447904,0.23404255319148337,151.96412056386976,151.5935,0.5217391304348901,58537-58557-58562-58564-58570-58578,2025-10-14 06:30:00,151.775,151.5935,0.9597052604231945,2025-10-14 06:50:00,151.96412056386976,SL,4,0.18912056386974996,-1.0,-1.0528763228882823,-0.5264381614441411,OOS_2025_2026
USDJPY,M30,2025-12-10 09:30:00,long,B_confirmed,half,0.5,5.0,"B抜け,浅い押し,実体ブレイク,EMA100上向き,調整高値切下げ",156.763,156.936,156.763,156.90540000000001,-0.016450795168610526,0.40327533265097637,156.53833230603658,157.0475,0.8142857142856592,11714-11734-11740-11744-11751-11757,2025-12-10 10:00:00,156.804,157.0475,0.9165585636977642,2025-12-10 14:00:00,156.53833230603658,SL,8,0.2656676939634224,-1.0,-1.0376410087760528,-0.5188205043880264,OOS_2025_2026
USDJPY,M5,2026-01-12 06:25:00,short,B_confirmed,half,0.5,5.0,"A抜け,B抜け,戻し過不足,右肩維持,実体ブレイク,調整安値切上げ",157.985,158.075,157.985,158.28655555555554,0.31856604033879965,0.9200581395348757,158.15581278784845,157.80399999999997,0.8428571428571893,76207-76221-76255-76266-76268-76279,2026-01-12 06:30:00,157.979,157.80399999999997,0.9897474166294593,2026-01-12 07:40:00,157.80399999999997,TP_half,14,0.17681278784843357,0.9897474166294593,0.9331904213935546,0.4665952106967773,OOS_2025_2026
USDJPY,M5,2026-03-02 22:10:00,short,B_confirmed,normal,1.0,9.0,"A抜け,B抜け,半値以上の戻し,右肩維持,実体ブレイク,調整安値切上げ",157.279,157.276,157.279,157.52050000000003,0.28072435994491013,0.7612732095490686,157.41161281479327,157.2115,0.5121951219511631,86514-86531-86533-86541-86546-86550,2026-03-02 22:15:00,157.331,157.2115,1.4823945833726664,2026-03-02 23:20:00,157.2115,TP_half,13,0.08061281479328386,1.4823945833726664,1.3583448274419996,1.3583448274419996,OOS_2025_2026
USDJPY,M5,2026-04-06 12:35:00,short,B_confirmed,half,0.5,6.0,"B抜け,半値以上の戻し,実体ブレイク,調整安値切上げ",159.496,159.347,159.496,159.45757142857144,0.09285050139417461,0.6980198019802307,159.59261585780436,159.38400000000001,0.6562500000008327,93572-93583-93595-93597-93620-93627,2026-04-06 12:40:00,159.49,159.38400000000001,1.0329787448845835,2026-04-06 12:55:00,159.38400000000001,TP_half,3,0.10261585780435212,1.0329787448845835,0.9355279198955555,0.46776395994777775,OOS_2025_2026
USDJPY,M5,2026-04-06 21:25:00,short,B_confirmed,half,0.5,6.0,"B抜け,半値以上の戻し,右肩維持,調整安値切上げ",159.664,159.651,159.664,159.711,0.13414326888979164,0.5891089108910933,159.71496981080142,159.609,0.28571428571486573,93695-93703-93717-93721-93725-93734,2026-04-06 21:30:00,159.662,159.609,1.0005699321580732,2026-04-06 21:35:00,159.609,TP_half,1,0.052969810801414496,1.0005699321580732,0.8117831525057685,0.40589157625288425,OOS_2025_2026
USDJPY,M5,2026-05-04 09:45:00,long,A_early,half,0.5,5.5,"斜め抜け,A抜け,押し過不足,右肩維持,実体ブレイク,EMA100上向き,調整高値切下げ",156.976,156.976,157.011,156.97235714285713,-0.0052666897837297015,0.2044444444444655,156.8788626035295,157.11200000000002,0.8620689655175455,99305-99328-99335-99342-99345-99355,2026-05-04 09:50:00,156.993,157.11200000000002,1.042603070333772,2026-05-04 10:05:00,157.11200000000002,TP_half,3,0.1141373964704826,1.042603070333772,0.9549893669444799,0.47749468347223994,OOS_2025_2026
USDJPY,M5,2026-05-14 06:45:00,short,B_confirmed,normal,1.0,9.0,"A抜け,B抜け,半値以上の戻し,右肩維持,実体ブレイク,調整安値切上げ",157.857,157.855,157.857,157.96866666666665,0.38263398308981184,0.8760869565217598,157.92442659249375,157.687,0.7974683544301521,101594-101595-101612-101619-101621-101623,2026-05-14 06:50:00,157.825,157.687,1.3879586591348034,2026-05-14 07:15:00,157.92442659249375,SL,5,0.09942659249375652,-1.0,-1.1005767144299836,-1.1005767144299836,OOS_2025_2026
