timeframe,strategy,direction,trades,win_rate,total_r_after_cost,avg_r_after_cost,pf_after_cost,max_dd_r,max_losing_streak,avg_hold_bars,avg_break_depth_atr,avg_reclaim_atr,avg_range_atr,avg_activity_ratio,avg_mfe_16_atr,avg_mae_16_atr,avg_mfe_r,avg_mae_r,hit_1atr_first_16
D1,CLOSEFAIL_L120_W8_STRICT_RR15,long,19,36.84210526315789,-2.0608470598923256,-0.10846563473117503,0.8231117669266755,8.343570006739183,6,11.31578947368421,1.231168084270161,0.5862671346505898,1.7271884540036206,1.922465710389819,2.0155999583612187,2.07999518655119,0.9676324378796639,0.8797581168106077,63.1578947368421
D1,WICK_L55_ACTIVITY_RR15,long,58,44.827586206896555,-2.1910676059098195,-0.03777702768810034,0.929642449974899,7.814599377405109,4,9.327586206896552,0.30300846490528405,1.1146298062783422,1.6339839568272885,1.7376706060495868,2.1060934186932405,2.4099397486428695,0.9751322881828661,0.9478475166864229,70.6896551724138
D1,CLOSEFAIL_L55_W8_STRICT_RR15,short,40,40.0,-2.394179854491778,-0.05985449636229445,0.8960557424759411,6.804024896124935,6,8.875,0.9581080383515822,0.5689549584120747,1.6339202347116424,1.7553230939788598,2.140105092306856,3.6750675249940143,0.8916452014729014,0.8544033048584762,47.5
D1,CLOSEFAIL_L55_W8_STRICT_RR15,long,32,43.75,-2.6451203839004753,-0.08266001199688985,0.8414346323286821,8.507532888407505,6,12.40625,1.1595598757669696,0.6499238689019283,1.730021010816983,1.898867991310364,1.8772266635337316,1.9218080168831364,0.8922352070268744,0.8106841297468086,65.625
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,long,304,42.43421052631579,-2.904419697701611,-0.009554012163492142,0.9836108852837606,28.155001177656406,8,12.467105263157896,1.05015009999817,0.5559185938911019,1.5999262813072375,1.7179728480497813,1.989212905356127,2.144498657282621,0.984862460262154,0.9100079929554127,50.32894736842105
D1,CLOSEFAIL_L20_W8_STRICT_RR15,long,52,42.30769230769231,-2.9905204219953054,-0.05751000811529434,0.8872345940692565,12.425010690935178,6,12.192307692307692,1.1385561997477611,0.6516399805599096,1.7414345491310463,1.9087797159284388,1.909642796558065,1.8446259262450262,0.870707102368104,0.7920817711532661,63.46153846153846
H4,CLOSEFAIL_L120_W8_STRICT_RR15,long,100,41.0,-3.0524955626548307,-0.030524955626548306,0.9478390710758333,9.714423246090355,6,14.75,1.0847923937386772,0.6463724022473872,1.6838091096344976,1.8357373720148291,1.8808333307514116,2.043003846398633,0.9488104294571759,0.9081755049963529,50.0
D1,WICK_L55_BODY_RR15,short,130,40.0,-3.9447875975632343,-0.030344519981255647,0.9486070709558133,19.087491300729624,11,6.230769230769231,0.21234797372029152,0.910925859603671,1.385539918175725,1.4371240986854306,2.262325059349876,2.817136863849097,1.0145887949550572,0.9552918441092758,46.92307692307692
D1,WICK_L20_ACTIVITY_RR15,short,135,41.48148148148148,-4.219724525108585,-0.03125721870450804,0.9463691608765585,22.14280529512145,8,7.311111111111111,0.2608137589700646,1.0656080608047387,1.6267724640404446,1.6991720501454004,2.2323087696271915,2.840963032138342,0.9506863947824098,0.8947107892582441,46.666666666666664
D1,CLOSEFAIL_L20_W8_STRICT_RR15,short,49,38.775510204081634,-5.776171662555364,-0.11788105433786457,0.7972942729751227,8.491268375384799,9,9.326530612244898,0.9026935890424214,0.6214684856127938,1.6555290976292092,1.7646190895628608,1.965680476252994,3.391467713013075,0.8820538644448054,0.8752308183471722,46.93877551020408
D1,WICK_L120_RAW_RR15,long,170,40.588235294117645,-8.546712218571667,-0.05027477775630392,0.9171331836649258,23.816153254385775,10,3.8588235294117648,0.3328512396851904,0.47908436571770613,1.3760101485438023,1.4722667625158954,2.6221241622193907,2.2310591608953794,1.341588791073829,1.1912518197546804,55.88235294117647
H4,CLOSEFAIL_L120_W6_ACTIVITY_RR15,short,247,40.08097165991903,-8.818132979785815,-0.03570094323799925,0.9391308467610929,38.92362295869113,14,11.461538461538462,1.0271106778181542,0.5414775647330271,1.6254043975429175,1.7227682433915181,2.3531581635858125,2.132274465261267,1.0718308939993453,0.9009401668488309,47.77327935222672
H4,CLOSEFAIL_L120_W6_ACTIVITY_RR15,long,187,41.711229946524064,-10.304861492440613,-0.055106211189522,0.9073052649518248,22.565829262743247,9,13.39572192513369,1.0780932554677485,0.559569345074479,1.5937474116426242,1.7198151290228292,1.8745007104184253,1.983422476755988,0.9292543149899175,0.8958404364918189,50.80213903743316
H4,CLOSEFAIL_L55_W6_BODY_RR15,long,955,42.09424083769633,-12.11738192645997,-0.012688358038177978,0.9785604866815977,73.95471532103747,14,10.6,0.9472815359432355,0.4926128333531429,1.2688113494781257,1.3405307776616975,2.2135890615461684,2.136159487706218,1.0860450527386767,0.9602149197528471,50.57591623036649
H4,WICK_L55_STRICT_RR15,long,160,38.125,-14.412487409435593,-0.09007804630897245,0.8563561670618298,24.44962127846896,14,12.35625,0.2948980278394965,1.2434472635454041,1.74586676441086,1.903966554110525,1.9976971114071531,2.36118599089942,0.9762216500301507,0.9671025443794363,43.75
H4,CLOSEFAIL_L55_W6_ACTIVITY_RR15,short,389,39.588688946015424,-15.500040728830845,-0.03984586305612042,0.9323444249812921,50.44091952712108,12,11.647814910025707,0.9949720655041279,0.5662304982630829,1.6362604437029586,1.734669547544014,2.2563693543872616,2.1019427700594777,1.0620909407926806,0.9135174352688283,48.0719794344473
H4,CLOSEFAIL_L120_W8_STRICT_RR15,short,131,35.87786259541985,-18.169812276290713,-0.13870085707092147,0.7748543506172256,29.67962418808809,10,12.442748091603054,1.078872802466774,0.5705567357657254,1.6857458253422708,1.8126757235898163,2.2465639983258097,2.282681850702001,0.9916075345770232,0.9645244911100341,41.221374045801525
H4,CLOSEFAIL_L20_W6_ACTIVITY_RR15,long,532,41.16541353383459,-18.456509944350778,-0.03469268786532101,0.9412323098961103,44.30186605269816,9,12.441729323308271,1.0547749401557203,0.5445461915441333,1.5957673819106488,1.7045828734871504,1.9600810978990917,2.2598274297949508,0.9932976444742637,0.9369293580999241,51.691729323308266
H4,WICK_L120_STRICT_RR15,long,93,33.33333333333333,-18.893969929527028,-0.20316096698416158,0.6967471727739653,24.581005938266607,15,12.731182795698924,0.2931651584702326,1.2427015787902769,1.7580525220016283,1.9245103370994878,1.8433836073123848,2.3335437846391627,0.8983967260753737,1.0071897887181935,39.784946236559136
D1,WICK_L20_BODY_RR15,short,221,38.009049773755656,-20.287006825621425,-0.09179641097566256,0.8520141103592902,32.389134282338276,8,5.95475113122172,0.22126713390279595,0.8719508382901306,1.3475961822215614,1.3869127906609016,2.045988461242163,2.6972151254281695,0.9843051814247962,0.9855086392737546,42.081447963800905
H4,WICK_L120_STRICT_RR15,short,109,33.94495412844037,-21.057551905663317,-0.19318854959324144,0.7020378652116609,27.568057909485024,11,10.688073394495413,0.28488217684282124,1.2404031690877257,1.7290678732104776,1.8351223766112732,2.3193236151597714,2.3554439688415925,1.100571481083042,1.0367970472563885,50.45871559633027
H4,CLOSEFAIL_L55_W8_STRICT_RR15,short,191,36.12565445026178,-22.785833776886275,-0.1192975590412894,0.8047481401429489,39.5100750635516,11,12.701570680628272,1.061735543532893,0.61972286930667,1.7373586705454427,1.8703979326381157,2.105464501944413,2.287503316591155,0.9588043864490189,0.9601706297764115,39.79057591623037
H4,WICK_L120_BODY_RR15,long,258,39.14728682170542,-25.16584068823626,-0.09754201817145837,0.8466579707883193,38.82806979989117,14,8.593023255813954,0.27614523931877977,0.9327691736780434,1.4223467342621194,1.5086053015503882,2.04384110269894,2.164828631114257,0.9963933492425157,1.010307922846052,45.73643410852713
H4,WICK_L20_STRICT_RR15,long,252,38.095238095238095,-25.364246235076756,-0.10065177077411411,0.8399727019444412,35.44768775622562,10,11.857142857142858,0.28510243545745817,1.234713156920453,1.7234183187663759,1.8678445529006966,1.9792661530531657,2.3050053574739913,0.9987418106502601,0.9726879417789704,47.22222222222222
H4,WICK_L120_ACTIVITY_RR15,long,166,36.74698795180723,-26.076001790538918,-0.15708434813577662,0.7557519949526459,32.07893981541749,12,11.373493975903614,0.31861289217959193,1.1365752865566474,1.6876735192767565,1.8076505672635625,1.9167228852622604,2.204394420659806,0.9154114368772317,1.000761548458488,42.168674698795186
H4,WICK_L55_ACTIVITY_RR15,long,303,38.28382838283829,-31.77751402027676,-0.10487628389530285,0.8327499822110089,39.40348797964333,11,11.135313531353136,0.32654914047886385,1.135343404798377,1.6947410708565216,1.8117986210616266,2.0464596507238086,2.2987589836169073,0.9780730491290258,0.9719448104803445,45.21452145214521
H4,WICK_L120_ACTIVITY_RR15,short,250,36.0,-38.30608438205882,-0.15322433752823528,0.761419842991143,48.013103936290406,13,10.048,0.289985977464865,1.1237232342093157,1.654158083527397,1.7341704754360587,2.3237218879249846,2.209566293181719,1.0945201827768105,0.9971814716089445,48.8
D1,WICK_L120_RAW_RR15,short,329,36.474164133738604,-40.87004391110675,-0.12422505748056763,0.806784077537801,49.473011817370406,14,3.6565349544072947,0.28674422672059574,0.4732195343679906,1.2549007694237055,1.309156879058178,2.361076249244347,2.8191423900353803,1.2003602175673203,1.1702775127982126,47.11246200607903
H4,WICK_L55_BODY_RR15,long,453,38.41059602649007,-47.78561240373492,-0.10548700309875259,0.8352500143220759,57.73330472452297,16,8.60485651214128,0.2840842346485335,0.9401392927690299,1.4364425375854668,1.5206782255669398,2.115669390385611,2.2639197841189205,1.019125243560888,1.0202620046143966,45.916114790286976
H4,WICK_L55_STRICT_RR15,short,173,29.47976878612717,-49.322833043798894,-0.2851030811780283,0.5849780614220945,54.81389223360518,17,11.236994219653178,0.29081405298041185,1.2984662531994018,1.7942537662426268,1.912758567047433,2.032193687048378,2.3919416526529136,0.9707358632657085,1.0539189128050563,44.50867052023121
D1,WICK_L55_RAW_RR15,short,495,37.37373737373738,-50.699761494834334,-0.10242376059562491,0.8395022153634526,55.06835633831551,9,3.4727272727272727,0.28339135638808105,0.44322099647971497,1.2184800283562,1.2661180264619945,2.3177188772229784,2.6613856548291874,1.1671270138550927,1.1378785327851246,47.67676767676768
H4,CLOSEFAIL_L20_W8_STRICT_RR15,short,283,33.92226148409894,-55.088321685613536,-0.19465838051453546,0.6971646147326678,73.9576490566293,16,12.876325088339222,1.0409400103419342,0.6449231868756496,1.7434417152307278,1.863988775971495,1.9827670051682487,2.316631179130729,0.903657489141516,0.9706759178824649,39.57597173144876
H4,WICK_L120_BODY_RR15,short,420,36.666666666666664,-58.90235573632983,-0.14024370413411866,0.7833164761364537,64.12631133230894,9,7.390476190476191,0.23397053881011134,0.8990007380045929,1.3382619301512315,1.390377491924547,2.308892926087809,2.295358822701399,1.1583808982120216,1.0418874433147922,49.76190476190476
H4,WICK_L20_ACTIVITY_RR15,long,512,37.890625,-60.6900562684937,-0.11853526614940176,0.8138130799770652,70.74442191630477,16,10.515625,0.31921459820293424,1.1120157743018235,1.6588072207234537,1.760918788812742,2.019136142237973,2.316713216293029,1.0036954270231837,0.9910212152370785,48.046875
H4,WICK_L20_STRICT_RR15,short,249,30.923694779116467,-62.27535641357784,-0.2501018329862564,0.6304121253863424,67.427679295022,13,11.473895582329318,0.28631703875415027,1.2815283325238733,1.7776167788472461,1.8796187997411098,2.000966757715781,2.287772110978067,0.9765612474319334,1.0113519624991187,44.97991967871486
H4,CLOSEFAIL_L120_W6_BODY_RR15,short,830,39.1566265060241,-65.24553775579102,-0.07860908163348315,0.8740942721931316,97.06042612407299,15,8.843373493975903,0.8426421530823653,0.4838553149121604,1.2657707459228793,1.3233077390134578,2.2873290256447496,2.373018520801412,1.103985901747373,1.0258025238975572,48.795180722891565
H4,CLOSEFAIL_L20_W6_BODY_RR15,long,1622,40.6288532675709,-73.62727249226378,-0.04539289302852268,0.9246437514635724,119.60366787892623,14,10.639334155363748,0.9451800496957993,0.48777943425008646,1.2537907967181507,1.3186123065017736,2.121376591749107,2.203237370021121,1.0518154707662979,0.9772750262789028,50.1233045622688
H4,CLOSEFAIL_L20_W6_ACTIVITY_RR15,short,579,36.26943005181347,-75.3668112937857,-0.13016720430705647,0.7924857267073204,107.21761033768281,13,11.715025906735752,0.9703849533389972,0.5797199883604071,1.6339121330250095,1.7230900969231555,2.097470243721969,2.221268164185822,0.9906870297049465,0.9632806993299423,46.1139896373057
H4,WICK_L55_ACTIVITY_RR15,short,397,33.50125944584383,-80.46474751886595,-0.2026819836747253,0.6948649702964761,88.39708734943247,9,10.246851385390428,0.2967902363585301,1.1481828122641404,1.6841080329901341,1.770703642186914,2.1683954644437025,2.276374038192331,1.0356828238648872,1.0233884504935054,48.614609571788414
H4,WICK_L20_ACTIVITY_RR15,short,609,36.1247947454844,-84.53128490260374,-0.138803423485392,0.7838125193134365,97.05245587711093,9,10.12807881773399,0.2924733435405685,1.1353254936676667,1.6735816625670312,1.7442009832400143,2.184894851813383,2.2097768606616612,1.0497506072688685,0.988146729823229,50.24630541871922
D1,WICK_L20_RAW_RR15,short,797,37.0138017565872,-91.0046925241489,-0.11418405586467867,0.82290258005484,111.0505140259529,15,3.3475533249686324,0.2743574586637346,0.41936854981044003,1.15392942891861,1.1802546546082195,2.233936682553621,2.486806238943486,1.198867995751754,1.1500882452042331,47.67879548306148
H4,WICK_L20_BODY_RR15,long,787,37.99237611181703,-92.38306237884197,-0.11738635626282334,0.8183036312424902,105.41146060112351,26,8.306226175349428,0.27755012753695923,0.9311274405840307,1.412859047171817,1.4856472452281577,2.060820254987171,2.3251483948351748,1.0264832754957154,1.0392541352524887,46.632782719186785
H4,WICK_L55_BODY_RR15,short,665,36.09022556390977,-97.03303096660119,-0.1459143322806033,0.7759731205065115,107.06040296136257,11,7.878195488721804,0.24133265470517218,0.9317578839691504,1.3842881381849725,1.440803864727153,2.202307792985702,2.2430478790813333,1.120112644812122,1.0363380456229145,49.774436090225564
H4,CLOSEFAIL_L55_W6_BODY_RR15,short,1310,39.083969465648856,-98.2103938352242,-0.07496976628643068,0.8795538840034277,113.26034182781574,15,8.682442748091603,0.8297130451315501,0.4773203868955144,1.2489638336674502,1.3014950133104028,2.2555345187322504,2.3123102180733497,1.0880063312021622,1.0149745069140144,47.93893129770993
H4,WICK_L120_RAW_RR15,long,1191,39.54659949622166,-109.75622133725355,-0.09215467786503237,0.8578703805771475,117.78594108107198,19,4.570948782535685,0.34124679264939356,0.47318212896068906,1.4110033777757713,1.4947166262826928,2.3462232598719246,2.2851190637897343,1.1731186214539266,1.1416820021420417,48.698572628043664
H4,WICK_L120_RAW_RR15,short,1715,40.05830903790088,-139.69746787021407,-0.08145624948700529,0.8736413799165316,190.48173634734096,17,3.795918367346939,0.2851605946346603,0.41085875640884645,1.2041881866268291,1.2496853422632992,2.318469818507297,2.3820978052584247,1.291873430814021,1.1654415352507386,49.795918367346935
H4,WICK_L20_BODY_RR15,short,1070,36.63551401869159,-144.46919876419557,-0.13501794277027623,0.7926083685096056,163.5838217619705,12,7.432710280373832,0.2320417293785639,0.8972091251180171,1.3341405295074484,1.3718683138826189,2.1700071659764584,2.2098178230993595,1.0980304330205697,1.0216601353398176,48.78504672897196
H4,CLOSEFAIL_L20_W6_BODY_RR15,short,1989,37.45600804424334,-230.65634852813034,-0.11596598719363013,0.8184471178343289,243.05946795493412,20,8.770739064856713,0.8275637002343906,0.4731878983645669,1.231864162561548,1.272647318154397,2.164643711597388,2.280577289078294,1.0596304220338675,1.0143551944076696,47.05882352941176
H4,WICK_L55_RAW_RR15,long,1981,38.41494194851086,-233.38237942583893,-0.11781038840274555,0.8217246439367787,247.46538293165483,17,4.634528016153458,0.3365000672768699,0.47705019186261094,1.3979311457449295,1.4766247465571822,2.304922683129823,2.3025735435138315,1.1581545407189389,1.1686861882574497,48.30893488137305
H4,WICK_L55_RAW_RR15,short,2587,38.65481252415926,-300.4641017477425,-0.11614383523298899,0.8237910972426216,323.46692871719233,20,3.8948589099342867,0.2788310778841821,0.423350498524321,1.2059551967768931,1.2489172104854962,2.2477812410499087,2.3669561615671344,1.2586403007994724,1.1702850646662843,49.55546965597217
H4,WICK_L20_RAW_RR15,long,3411,38.87423043095866,-376.63094138440727,-0.11041657619009301,0.831995382988206,381.0337144324874,17,4.452066842568162,0.32614685186257253,0.458257070773634,1.3211203459918912,1.383261110894097,2.219556030719975,2.3027671684455187,1.1691107222190347,1.1595379394270893,48.4608619173263
H4,WICK_L20_RAW_RR15,short,4003,38.12140894329253,-519.1537332096161,-0.1296911649287075,0.8052064144820659,525.7390312178101,21,3.8246315263552337,0.2734440407448507,0.42192568185740875,1.1736011487774576,1.2020102643575006,2.1906424356103864,2.3230596103273484,1.229827738361227,1.1635926779568133,48.36372720459655
