base_strategy,filter,family,description,pass_rate,all_trades,all_win_rate,all_total_r,all_avg_r,all_pf,all_max_dd_r,all_max_ls,train_trades,train_win_rate,train_total_r,train_avg_r,train_pf,train_max_dd_r,train_max_ls,test_trades,test_win_rate,test_total_r,test_avg_r,test_pf,test_max_dd_r,test_max_ls,base_all_avg_r,base_test_avg_r,base_all_total_r,base_test_total_r,base_all_max_dd_r,base_test_max_dd_r,all_avg_r_delta,test_avg_r_delta,all_dd_delta,test_dd_delta,robust_score
T5_STAG_OR_REBREAK,Combo_CHOP_BB,Combo,CHOP<50 + BB位置0.60〜1.10,56.80272108843537,167,46.706586826347305,34.89667128038478,0.20896210347535796,1.4389277401035323,10.340768055549155,7,94,40.42553191489361,6.930546187581713,0.0737292147615076,1.1390530680231903,10.340768055549155,6,73,54.794520547945204,27.966125092803058,0.3830976040110008,1.9427838050310442,6.318345958685926,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.0421329940838322,0.08994106542404084,-5.051422765601224,-4.725821858401352,30.724418894990656
T5_STAG_OR_REBREAK,Combo_EMA_RSI_ATR,Combo,EMA20>50 + RSI50〜75 + ATR過大除外,54.421768707483,160,46.875,35.417693112293435,0.22136058195183397,1.4384962427825594,8.167941901014242,9,93,43.01075268817204,8.692113046281603,0.09346358114281295,1.173921238289844,8.167941901014242,9,67,52.23880597014925,26.725580066011833,0.39888925471659453,1.8678966093076543,6.065163510792807,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.054531472560308214,0.10573271612963459,-7.224248920136137,-4.97900430629447,30.46334323939896
T5_STAG_OR_REBREAK,Williams_gt_-50,WilliamsR,Williams %R > -50,99.31972789115646,292,45.54794520547945,48.06881427798737,0.1646192269794088,1.326487015428506,15.392190821150379,13,178,42.13483146067416,13.343878449095847,0.07496560926458341,1.1414373210800755,15.392190821150379,13,114,50.877192982456144,34.72493582889153,0.3046047002534345,1.6566049635301336,11.044167817087278,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.002209882412116948,0.011448161666474554,0.0,0.0,30.0142180493998
T5_STAG_OR_REBREAK,Candle_CloseLoc65,Candle,終値が足の上側35%以内,96.93877551020408,285,45.96491228070175,48.66439782709901,0.17075227307754037,1.3411004467525438,15.392190821150379,13,173,42.77456647398844,14.912887762529424,0.0862016633672221,1.1642353970030916,15.392190821150379,13,112,50.89285714285714,33.75151006456959,0.30135276843365705,1.6507330193921868,10.038743181905208,9,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.0039231636860146135,0.0081962298466971,0.0,-1.0054246351820701,29.632264170475533
T5_STAG_OR_REBREAK,CHOP_35_60,Choppiness,Choppinessが35〜60,84.01360544217688,247,45.34412955465587,45.597279915898426,0.18460437212914343,1.358789830899707,10.365110404032187,10,151,41.72185430463576,13.964445899420665,0.09247977416834878,1.1717932548121641,10.365110404032187,10,96,51.041666666666664,31.632834016477766,0.3295086876716434,1.6906735918831022,9.091604880598464,9,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.017775262737617675,0.03635214908468343,-5.027080417118192,-1.952562936488814,29.63173781026309
T5_STAG_OR_REBREAK,BB_width_ge_3ATR,Bollinger,BB幅 >= 3ATR,86.73469387755102,255,46.27450980392157,44.66725403213556,0.17516570208680612,1.3573318418859,14.360133748313064,11,154,42.857142857142854,12.927252082474231,0.08394319534074177,1.1632420070255303,14.360133748313064,11,101,51.48514851485149,31.740001949661316,0.31425744504615166,1.6928400024211159,9.029909325674069,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.008336592695280365,0.021100906459191715,-1.0320570728373148,-2.0142584914132087,29.022615278365347
T5_STAG_OR_REBREAK,ROC10_gt_0,ROC,10本ROC > 0,97.61904761904762,287,45.29616724738676,45.24975938673952,0.15766466685275093,1.3116017208766262,14.38834030475845,12,174,41.95402298850575,11.36981419801802,0.06534375975872425,1.1231417977438567,14.38834030475845,12,113,50.442477876106196,33.87994518872151,0.29982252379399565,1.640627250822295,11.044167817087278,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.009164442538774825,0.006665985207035707,-1.0038505163919282,0.0,28.930118586257834
T5_STAG_OR_REBREAK,Ichimoku_above_cloud,Ichimoku,終値 > 雲上限,93.87755102040816,276,46.01449275362319,46.17849041254087,0.1673133710599307,1.335290145221612,16.22734443761969,13,170,42.35294117647059,12.975595071319654,0.07632702983129208,1.1453241780882981,16.22734443761969,13,106,51.886792452830186,33.20289534122121,0.31323486170963405,1.6854478283573662,11.044167817087276,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.00048426166840492835,0.020078323122674102,0.8351536164693094,-1.7763568394002505e-15,28.923685634539456
T5_STAG_OR_REBREAK,EMA20_gt_50,EMA,EMA20 > EMA50,64.96598639455783,191,47.12041884816754,37.862856227959334,0.19823484936104363,1.3972314717845975,8.859185561676924,9,114,42.98245614035088,11.843912452111438,0.10389396887817051,1.1954812321524235,8.859185561676924,9,77,53.246753246753244,26.01894377584789,0.3379083607252973,1.7492129223297974,6.065163510792809,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.03140573996951787,0.04475182213833734,-6.533005259473455,-4.979004306294469,26.70766224967015
T5_STAG_OR_REBREAK,Combo_EMA_CloseLoc,Combo,EMA20>50 + 終値位置65%以上,62.925170068027214,185,47.02702702702703,35.009284980821405,0.1892393782747103,1.3796544388673126,9.566279925755907,9,110,42.72727272727273,9.957257713086399,0.09052052466442181,1.1701793774096838,9.566279925755907,9,75,53.333333333333336,25.052027267735017,0.3340270302364669,1.743313295520161,7.071393777542411,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.022410268883184536,0.04087049164950696,-5.825910895394472,-3.9727740395448663,24.792006517053554
T5_STAG_OR_REBREAK,BB_pos_50_100,Bollinger,BB位置が0.50〜1.00,65.98639455782312,194,46.90721649484536,45.0832978468828,0.23238813323135465,1.4893767280322239,10.408983104149243,8,117,43.58974358974359,21.103471026318125,0.18037154723348825,1.3610926884525147,10.408983104149243,8,77,51.94805194805194,23.979826820564675,0.3114263223449958,1.7119785332232689,6.0453296236588585,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.0655590238398289,0.01826978375803584,-4.983207717001136,-4.998838193428419,23.359318790722323
T5_STAG_OR_REBREAK,ADX_12_28,ADX,ADX14が12〜28,73.12925170068027,215,46.51162790697674,45.59809931594323,0.21208418286485223,1.4255465546910007,16.49038673603095,12,130,43.84615384615385,19.500513342521927,0.15000394878863021,1.290628725795441,16.49038673603095,12,85,50.588235294117645,26.09758597342131,0.3070304232167213,1.6515573324469526,9.351641370525435,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,0.04525507347332647,0.013873884629761357,1.09819591488057,-1.6925264465618426,22.777549177015302
T5_STAG_OR_REBREAK,ATR_pctile_lt_85,ATR,ATR上位15%を除外,81.63265306122449,240,43.75,31.533686862928114,0.13139036192886713,1.2475987675056741,15.395106884027395,12,147,41.49659863945578,5.15582205219267,0.03507361940267123,1.0633259398222608,15.395106884027395,12,93,47.31182795698925,26.377864810735446,0.2836329549541446,1.5741708888949013,9.13686683991374,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.035438747462658626,-0.009523583632815358,0.002916062877016401,-1.9073009771735379,22.049035499159373
T5_STAG_OR_REBREAK,KC_pos_55_110,Keltner,KC位置が0.55〜1.10,85.37414965986395,251,43.42629482071713,35.34636261905255,0.14082216182889462,1.2683073126619917,12.699497369383263,11,153,41.17647058823529,13.823471484042148,0.09034948682380489,1.1695476860366736,12.699497369383263,11,98,46.93877551020408,21.522891135010386,0.21962133811235088,1.428684070875205,9.710933150670671,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.02600694756263114,-0.07353520047460907,-2.6926934517671164,-1.3332346664166064,13.56293124827693
T5_STAG_OR_REBREAK,Candle_Body70,Candle,実体比率70%以上,70.74829931972789,208,43.75,25.712448536681034,0.12361754104173574,1.241499629522944,12.976180627761169,14,129,41.08527131782946,8.58530385878648,0.06655274309136806,1.12595989495782,12.976180627761169,14,79,48.10126582278481,17.127144677894556,0.21679929972018425,1.4470566723058593,8.085126689701674,8,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.04321156834979002,-0.0763572388667757,-2.4160101933892104,-2.9590411273856034,10.245437717279515
T5_STAG_OR_REBREAK,EMA_stack,EMA,EMA20 > EMA50 > EMA200,45.23809523809524,133,45.11278195488722,21.293080384761687,0.16009834875760667,1.305531093960288,10.680753394725663,7,74,43.24324324324324,8.807995076938623,0.11902696049917058,1.2238749782466996,10.680753394725663,7,59,47.45762711864407,12.485085307823065,0.2116116153868316,1.4113883717173428,6.065163510792816,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.006730760633919086,-0.08154492320012835,-4.711437426424716,-4.979004306294462,6.808966514722035
T5_STAG_OR_REBREAK,ADX_ge_18,ADX,ADX14 >= 18,69.72789115646259,205,42.926829268292686,18.70268970195178,0.0912326326924477,1.178053000831896,20.20459118446249,16,131,41.221374045801525,7.7700912459361895,0.05931367363310068,1.1136520540900763,20.20459118446249,16,74,45.94594594594595,10.932598456015588,0.14773781697318364,1.2981131218093174,7.760080856446107,7,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.07559647669907806,-0.1454187216137763,4.812400363312111,-3.2840869606411704,0.841601732992193
T5_STAG_OR_REBREAK,ATR_pctile_20_90,ATR,ATRが20〜90パーセンタイル,63.26530612244898,186,43.01075268817204,9.111031844137486,0.04898404217278218,1.0914068353319644,13.243743478250416,11,116,42.241379310344826,-1.5060257292213717,-0.01298298042432217,0.9761361326875034,13.243743478250416,11,70,44.285714285714285,10.617057573358862,0.15167225104798374,1.2903487517461067,7.778219096137827,6,0.16682910939152576,0.29315653858695995,49.047758161108575,33.713001937500394,15.392190821150379,11.044167817087278,-0.11784506721874358,-0.1414842875389762,-2.1484473428999635,-3.265948720949451,0.7091788743066809
