symbol,setup,method,method_family,direction,direction_ja,signal_time,entry_time,entry,stop,exit_time,exit,exit_reason,risk,r,max_favorable_r,max_adverse_r,hold_days,score,reason
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-13 00:00:00,2018-09-13 01:00:00,129.63,129.24392857142857,2018-09-14 15:00:00,130.65,one_swing_break,0.3860714285714266,2.6419981498612795,3.755781683626335,-0.5439407955596903,1.5833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-13 12:00:00,2018-09-13 13:00:00,1209.689,1202.9275,2018-09-13 14:00:00,1202.9275,initial_stop,6.761500000000069,-1.0,0.4318568365007492,-1.2112696886785435,0.041666666666666664,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-13 22:00:00,2018-09-13 23:00:00,146.85,146.22178571428572,2018-09-19 11:00:00,147.56,one_swing_break,0.6282142857142787,1.1301876065946812,2.546901648664033,-0.9391699829448709,5.5,0.76,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-14 06:00:00,2018-09-14 07:00:00,1205.948,1201.6226428571429,2018-09-14 12:00:00,1201.6226428571429,initial_stop,4.325357142857229,-1.0,0.5927834200313302,-1.0658079431921477,0.20833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-09-14 11:00:00,2018-09-14 12:00:00,14.182,14.284660714285714,2018-09-17 07:00:00,14.13,one_swing_break,0.10266071428571344,0.5065228735432252,1.792311706383744,-0.5552269959993126,2.7916666666666665,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-09-14 16:00:00,2018-09-14 17:00:00,80.23,80.63832142857143,2018-09-18 03:00:00,80.63832142857143,initial_stop,0.4083214285714263,-1.0,1.1069710487186233,-1.1632992215516413,3.4166666666666665,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-17 08:00:00,2018-09-17 09:00:00,115.999,115.67775,2018-09-17 20:00:00,116.18,one_swing_break,0.32124999999999204,0.5634241245136687,1.4350194552529492,-0.10894941634240453,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-17 09:00:00,2018-09-17 10:00:00,1197.469,1193.4044285714285,2018-09-20 06:00:00,1202.938,one_swing_break,4.064571428571526,1.3455293125263406,2.2346759454519005,-0.40127231829046556,2.8333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-09-17 23:00:00,2018-09-18 00:00:00,14.093,14.249357142857143,2018-09-19 14:00:00,14.249357142857143,initial_stop,0.15635714285714286,-1.0,0.17907720420283535,-1.1192325262677068,1.5833333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-18 02:00:00,2018-09-18 03:00:00,116.326,115.93825000000001,2018-09-19 11:00:00,115.93825000000001,initial_stop,0.3877499999999827,-1.0,1.5061250805932411,-1.1631205673759213,1.3333333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-20 07:00:00,2018-09-20 08:00:00,131.25,130.90196428571429,2018-09-21 10:00:00,132.56,one_swing_break,0.34803571428571445,3.76398152898923,5.286813750641362,-0.25859415084659765,1.0833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-20 07:00:00,2018-09-20 08:00:00,147.81,147.27392857142857,2018-09-21 13:00:00,147.27392857142857,initial_stop,0.5360714285714323,-1.0,3.4696868754163375,-1.1379080612924892,1.2083333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-21 00:00:00,2018-09-21 01:00:00,117.361,116.88430357142857,2018-09-24 19:00:00,116.88430357142857,initial_stop,0.47669642857142946,-1.0,1.4726353249672157,-1.0803521258662663,3.75,0.76,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-21 00:00:00,2018-09-21 01:00:00,1209.311,1202.5189107142858,2018-09-21 12:00:00,1202.5189107142858,initial_stop,6.792089285714155,-1.0,0.2504384039205353,-2.035014473244895,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-09-21 12:00:00,2018-09-21 13:00:00,14.242,14.435875000000001,2018-09-25 13:00:00,14.435875000000001,initial_stop,0.19387500000000024,-1.0,0.5467440361057461,-1.2482269503546037,4.0,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2018-09-25 00:00:00,2018-09-25 01:00:00,81.939,81.70632142857143,2018-09-25 02:00:00,81.70632142857143,initial_stop,0.23267857142856485,-1.0,0.11603990790484267,-1.1861857252494419,0.041666666666666664,0.65,SimpleStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-25 00:00:00,2018-09-25 01:00:00,148.04,147.59535714285713,2018-09-26 00:00:00,148.77,one_swing_break,0.4446428571428669,1.6417670682730974,2.1365461847389473,-0.5622489959839234,0.9583333333333334,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-25 14:00:00,2018-09-25 15:00:00,117.106,116.66667857142856,2018-09-26 10:00:00,116.66667857142856,initial_stop,0.4393214285714322,-1.0,0.1479554507763856,-1.1950247947321064,0.7916666666666666,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-09-26 01:00:00,2018-09-26 02:00:00,82.141,81.78628571428571,2018-09-26 20:00:00,81.78628571428571,initial_stop,0.3547142857142944,-1.0,1.0233588401127405,-1.051550543697128,0.75,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-09-27 12:00:00,2018-09-27 13:00:00,14.243,14.4555,2018-09-28 12:00:00,14.4555,initial_stop,0.21250000000000036,-1.0,0.33882352941176863,-1.1388235294117586,0.9583333333333334,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-09-28 06:00:00,2018-09-28 07:00:00,1181.688,1185.8443571428572,2018-09-28 12:00:00,1185.8443571428572,initial_stop,4.156357142857132,-1.0,0.23337744247195202,-1.0400934884599884,0.20833333333333334,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-09-28 14:00:00,2018-09-28 15:00:00,82.182,81.62967857142857,2018-10-02 08:00:00,81.62967857142857,initial_stop,0.5523214285714317,-1.0,0.5250565793727598,-1.3868735855156822,3.7083333333333335,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-01 07:00:00,2018-10-01 08:00:00,148.81,148.12285714285713,2018-10-02 05:00:00,148.12285714285713,initial_stop,0.6871428571428737,-1.0,0.7130977130977092,-1.0041580041579767,0.875,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-03 02:00:00,2018-10-03 03:00:00,147.85,147.2017857142857,2018-10-08 09:00:00,148.04,one_swing_break,0.648214285714289,0.29311294765839724,2.499173553719003,-0.44738292011017833,5.25,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-03 15:00:00,2018-10-03 16:00:00,1199.892,1205.7131964285716,2018-10-04 14:00:00,1205.7131964285716,initial_stop,5.821196428571511,-1.0,0.6740882305122464,-1.1698626018828713,0.9166666666666666,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-04 11:00:00,2018-10-04 12:00:00,14.724,14.546964285714285,2018-10-04 16:00:00,14.546964285714285,initial_stop,0.17703571428571507,-1.0,0.19770022190841227,-1.11841839822473,0.16666666666666666,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-08 20:00:00,2018-10-08 21:00:00,148.22,147.3969642857143,2018-10-09 10:00:00,147.3969642857143,initial_stop,0.8230357142857088,-1.0,0.12150141028422042,-1.0813625515296066,0.5416666666666666,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-09 02:00:00,2018-10-09 03:00:00,80.183,79.78567857142858,2018-10-10 09:00:00,80.297,one_swing_break,0.3973214285714306,0.2869213483145804,1.0369438202246934,-0.9010337078651742,1.25,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,SimpleStagnation,高値停滞,高安値停滞,long,買い,2018-10-10 01:00:00,2018-10-10 02:00:00,148.75,148.2507142857143,2018-10-10 19:00:00,148.2507142857143,initial_stop,0.4992857142856906,-1.0,1.0214592274678413,-1.1416309012875943,0.7083333333333334,0.65,SimpleStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-10-10 08:00:00,2018-10-10 09:00:00,1186.619,1191.695125,2018-10-10 18:00:00,1191.695125,initial_stop,5.076125000000047,-1.0,0.258267871654049,-1.2351941687803045,0.375,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-10 10:00:00,2018-10-10 11:00:00,130.19,129.77232142857144,2018-10-10 15:00:00,129.77232142857144,initial_stop,0.4176785714285529,-1.0,0.646430098332674,-1.0534416417272752,0.16666666666666666,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-10 13:00:00,2018-10-10 14:00:00,113.798,114.252,2018-10-12 01:00:00,113.425,one_swing_break,0.4539999999999935,0.8215859030837225,1.6167400881057694,-0.4030837004405184,1.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-11 07:00:00,2018-10-11 08:00:00,14.362,14.236017857142857,2018-10-15 17:00:00,14.663,one_swing_break,0.1259821428571435,2.3892274982281965,3.2147413182140117,-0.22225372076541722,4.375,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-11 11:00:00,2018-10-11 12:00:00,148.53,147.87285714285716,2018-10-11 15:00:00,147.87285714285716,initial_stop,0.6571428571428442,-1.0,0.31956521739132276,-1.0652173913043517,0.125,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-12 03:00:00,2018-10-12 04:00:00,148.68,147.93375,2018-10-12 12:00:00,147.93375,initial_stop,0.7462500000000034,-1.0,0.3752093802345057,-1.0586264656616642,0.3333333333333333,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-12 14:00:00,2018-10-12 15:00:00,79.791,80.19685714285716,2018-10-16 14:00:00,80.19685714285716,initial_stop,0.40585714285715824,-1.0,0.7638155579021237,-1.000351988736337,3.9583333333333335,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-15 00:00:00,2018-10-15 01:00:00,129.34,129.8880357142857,2018-10-16 07:00:00,129.8880357142857,initial_stop,0.5480357142857031,-1.0,0.4014336917562785,-1.2590420332356032,1.25,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-10-15 07:00:00,2018-10-15 08:00:00,112.878,113.29864285714285,2018-10-15 09:00:00,113.29864285714285,initial_stop,0.42064285714285177,-1.0,0.26863644082187366,-1.290881304126369,0.041666666666666664,0.9,VShapeStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-16 05:00:00,2018-10-16 06:00:00,147.37,146.93839285714284,2018-10-17 07:00:00,147.62,one_swing_break,0.4316071428571604,0.5792304509722561,2.2937525858501555,-0.1621845262722159,1.0416666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-10-16 07:00:00,2018-10-16 08:00:00,1229.338,1224.5776071428572,2018-10-16 19:00:00,1224.5776071428572,initial_stop,4.760392857142733,-1.0,0.6350316225402021,-1.0690294168398622,0.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-10-17 04:00:00,2018-10-17 05:00:00,113.224,113.507,2018-10-19 02:00:00,112.761,one_swing_break,0.28300000000000125,1.6360424028268765,2.4946996466431095,-0.8339222614840599,1.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-17 04:00:00,2018-10-17 05:00:00,129.74,130.15017857142857,2018-10-19 05:00:00,128.89,one_swing_break,0.41017857142855974,2.072268175881699,3.4862864606009,-0.3656943839790582,2.0,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-17 08:00:00,2018-10-17 09:00:00,14.693,14.581517857142858,2018-10-17 22:00:00,14.581517857142858,initial_stop,0.11148214285714175,-1.0,0.19734102194458206,-1.049495434887076,0.5416666666666666,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-10-18 15:00:00,2018-10-18 16:00:00,1229.329,1220.4910892857142,2018-10-22 13:00:00,1220.4910892857142,initial_stop,8.837910714285726,-1.0,0.16101090472659382,-1.0139274190126546,3.875,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-22 00:00:00,2018-10-22 01:00:00,79.769,80.391875,2018-10-25 09:00:00,79.531,one_swing_break,0.6228749999999934,0.38209913706602777,1.250652217539665,-0.8733694561509174,3.3333333333333335,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-23 02:00:00,2018-10-23 03:00:00,112.954,113.32591071428571,2018-10-25 16:00:00,112.586,one_swing_break,0.3719107142857183,0.9894848033802034,2.0972775723819463,-0.7017813415278434,2.5416666666666665,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-23 02:00:00,2018-10-23 03:00:00,129.03,129.44410714285715,2018-10-25 07:00:00,128.01,one_swing_break,0.4141071428571479,2.4631306597671356,3.7429926692539364,-0.3863734368262053,2.1666666666666665,0.68,WideStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-23 02:00:00,2018-10-23 03:00:00,145.98,146.5325,2018-10-25 06:00:00,144.67,one_swing_break,0.5525000000000091,2.3710407239818654,3.4389140271492233,-0.6877828054298961,2.125,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-23 05:00:00,2018-10-23 06:00:00,1224.858,1220.6584464285713,2018-10-24 11:00:00,1228.0,one_swing_break,4.199553571428623,0.748174763474012,3.537042627830305,-0.23978739236734362,1.2083333333333333,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-10-26 02:00:00,2018-10-26 03:00:00,127.59,128.14535714285714,2018-10-29 12:00:00,128.14535714285714,initial_stop,0.5553571428571331,-1.0,1.7106109324759193,-1.1163987138263944,3.375,0.9,VShapeStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-10-26 03:00:00,2018-10-26 04:00:00,112.176,112.62698214285714,2018-10-30 11:00:00,112.62698214285714,initial_stop,0.4509821428571428,-1.0,1.3792120372203525,-1.139734705998803,4.291666666666667,0.9,VShapeStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-26 03:00:00,2018-10-26 04:00:00,143.69,144.49928571428572,2018-10-31 13:00:00,144.49928571428572,initial_stop,0.8092857142857213,-1.0,1.1491615180935555,-1.1368049426301952,5.375,0.76,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-10-26 07:00:00,2018-10-26 08:00:00,14.686,14.582410714285714,2018-10-26 12:00:00,14.582410714285714,initial_stop,0.1035892857142855,-1.0,0.38614032063438314,-1.1680744699189862,0.16666666666666666,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-10-26 07:00:00,2018-10-26 08:00:00,1236.408,1229.593732142857,2018-10-29 08:00:00,1229.593732142857,initial_stop,6.814267857142795,-1.0,1.0228538334744197,-1.2789341691146985,3.0,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-31 15:00:00,2018-10-31 16:00:00,80.014,80.43835714285714,2018-11-01 03:00:00,80.43835714285714,initial_stop,0.4243571428571471,-1.0,0.47601413903382367,-1.1617572799192155,0.4583333333333333,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-10-31 15:00:00,2018-10-31 16:00:00,112.212,112.76875,2018-11-02 04:00:00,112.76875,initial_stop,0.5567499999999939,-1.0,0.664571171980258,-1.0974405029187189,1.5,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-01 06:00:00,2018-11-01 07:00:00,1222.03,1213.9315714285715,2018-11-02 01:00:00,1231.958,one_swing_break,8.098428571428485,1.2259168445377677,1.889008449611056,-0.04037820388435167,0.75,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-05 11:00:00,2018-11-05 12:00:00,112.553,112.9285,2018-11-06 06:00:00,112.9285,initial_stop,0.3755000000000024,-1.0,0.12250332889478556,-1.070572569906787,0.75,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-05 19:00:00,2018-11-05 20:00:00,81.7,81.37130357142857,2018-11-08 19:00:00,82.636,one_swing_break,0.32869642857143333,2.8476123213994047,4.104090835008373,-0.349866898462564,2.9583333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-06 08:00:00,2018-11-06 09:00:00,1233.965,1228.2404464285714,2018-11-06 15:00:00,1228.2404464285714,initial_stop,5.724553571428487,-1.0,0.33242766903221616,-1.0935350541995,0.25,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-08 19:00:00,2018-11-08 20:00:00,113.203,113.60044642857143,2018-11-13 03:00:00,112.846,one_swing_break,0.39744642857142765,0.8982342633778141,1.9021431459765517,-0.6139192164262937,4.291666666666667,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-08 19:00:00,2018-11-08 20:00:00,129.44,130.10857142857142,2018-11-12 01:00:00,129.01,one_swing_break,0.6685714285714255,0.6431623931624063,1.0470085470085349,-0.2841880341880321,3.2083333333333335,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,VShapeStagnation,逆V字＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-11-12 13:00:00,2018-11-12 14:00:00,14.094,14.200464285714286,2018-11-14 14:00:00,14.045,one_swing_break,0.10646428571428679,0.4602482388460154,1.944313988594402,-0.23482053002348302,2.0,0.9,VShapeStagnation with short-mid alignment and momentum
EURJPY,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-11-13 00:00:00,2018-11-13 01:00:00,127.58,128.07267857142858,2018-11-13 04:00:00,128.07267857142858,initial_stop,0.4926785714285842,-1.0,0.18267488220369918,-1.2787241754258654,0.125,0.78,SuddenReversalStagnation with short-mid alignment and momentum
GBPJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-13 04:00:00,2018-11-13 05:00:00,146.79,145.90839285714284,2018-11-14 11:00:00,147.13,one_swing_break,0.881607142857149,0.3856593072716236,2.087097427587593,-0.2949159408547577,1.25,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-11-13 09:00:00,2018-11-13 10:00:00,1199.475,1205.5184642857143,2018-11-14 17:00:00,1205.5184642857143,initial_stop,6.043464285714435,-1.0,0.5427350679896048,-1.4715069998876864,1.2916666666666667,0.78,SuddenReversalStagnation with short-mid alignment and momentum
AUDJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-15 18:00:00,2018-11-15 19:00:00,82.686,82.09758928571429,2018-11-19 15:00:00,82.09758928571429,initial_stop,0.5884107142857147,-1.0,0.353494582865464,-1.085976146399215,3.8333333333333335,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-16 11:00:00,2018-11-16 12:00:00,128.29,128.76589285714286,2018-11-16 18:00:00,128.76589285714286,initial_stop,0.4758928571428669,-1.0,0.3151969981238329,-1.197748592870565,0.25,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,SimpleStagnation,安値停滞,高安値停滞,short,売り,2018-11-19 03:00:00,2018-11-19 04:00:00,1220.405,1224.0963035714285,2018-11-19 17:00:00,1224.0963035714285,initial_stop,3.6913035714285343,-1.0,0.6637221655145246,-1.0004595743857483,0.5416666666666666,0.65,SimpleStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-20 09:00:00,2018-11-20 10:00:00,14.34,14.440964285714285,2018-11-20 11:00:00,14.440964285714285,initial_stop,0.1009642857142854,-1.0,0.049522461973814144,-1.0102582242660127,0.041666666666666664,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-21 09:00:00,2018-11-21 10:00:00,81.819,81.51064285714287,2018-11-22 01:00:00,81.946,one_swing_break,0.3083571428571332,0.4118600880240886,1.3523280055594638,-0.2464674542506694,0.625,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,SuddenReversalStagnation,急な揺り戻し＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-21 10:00:00,2018-11-21 11:00:00,113.657,113.38208928571429,2018-11-22 22:00:00,113.38208928571429,initial_stop,0.2749107142857099,-1.0,0.7202338421565831,-1.1385514777525438,1.4583333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-22 07:00:00,2018-11-22 08:00:00,128.9,128.62660714285715,2018-11-23 09:00:00,128.62660714285715,initial_stop,0.2733928571428521,-1.0,0.5486610058785417,-2.1946440235140625,1.0416666666666667,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-22 17:00:00,2018-11-22 23:00:00,14.441,14.541357142857144,2018-11-26 03:00:00,14.323,one_swing_break,0.1003571428571437,1.1758007117437657,2.5708185053380657,-0.5580071174377094,3.1666666666666665,0.68,WideStagnation with short-mid alignment and momentum
XAUUSD,WideStagnation,値幅広めの安値停滞,高安値停滞,short,売り,2018-11-23 07:00:00,2018-11-23 08:00:00,1224.068,1228.7772142857143,2018-11-28 17:00:00,1221.135,one_swing_break,4.709214285714324,0.6228215201201226,2.7478044563090487,-0.8260401340836498,5.375,0.68,WideStagnation with short-mid alignment and momentum
AUDJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-26 01:00:00,2018-11-26 02:00:00,81.88,81.43130357142857,2018-11-26 21:00:00,82.001,one_swing_break,0.44869642857142367,0.2696700760138734,1.121025192024528,-0.03788753134078009,0.7916666666666666,0.68,WideStagnation with short-mid alignment and momentum
CHFJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-26 01:00:00,2018-11-26 02:00:00,113.432,113.00994642857142,2018-11-27 01:00:00,113.595,one_swing_break,0.42205357142857736,0.3862068965517109,0.8790353289612624,-0.1184683731753671,0.9583333333333334,0.68,WideStagnation with short-mid alignment and momentum
EURJPY,WideStagnation,値幅広めの高値停滞,高安値停滞,long,買い,2018-11-26 01:00:00,2018-11-26 02:00:00,128.29,127.78017857142856,2018-11-27 01:00:00,128.5,one_swing_break,0.5098214285714278,0.41190893169879034,1.196497373029801,-0.09807355516634149,0.9583333333333334,0.68,WideStagnation with short-mid alignment and momentum
XAGUSD,SuddenReversalStagnation,急な揺り戻し＋安値停滞,V字/急な揺り戻し＋停滞,short,売り,2018-11-26 21:00:00,2018-11-26 23:00:00,14.232,14.340857142857143,2018-11-28 13:00:00,14.186,one_swing_break,0.10885714285714343,0.4225721784776823,1.3136482939632377,-0.6246719160105082,1.5833333333333333,0.78,SuddenReversalStagnation with short-mid alignment and momentum
CHFJPY,VShapeStagnation,V字＋高値停滞,V字/急な揺り戻し＋停滞,long,買い,2018-11-27 18:00:00,2018-11-27 19:00:00,113.942,113.557375,2018-11-29 05:00:00,114.112,one_swing_break,0.3846249999999998,0.4419889502762478,1.2089697757556157,-0.3977900552485972,1.4166666666666667,0.9,VShapeStagnation with short-mid alignment and momentum
